p cnf 1000 3400
-320 -553 -631 0 
668 -202 -293 0 
-826 -184 -526 0 
427 451 -787 0 
-70 137 254 0 
-624 647 -808 0 
182 417 -761 0 
313 955 -427 0 
-429 -545 638 0 
-511 -672 201 0 
675 -858 -932 0 
869 689 -192 0 
752 6 154 0 
-21 -51 62 0 
208 480 230 0 
222 430 336 0 
-900 313 -604 0 
587 564 958 0 
588 -550 492 0 
361 299 -855 0 
-652 -309 719 0 
879 616 780 0 
-136 -208 -448 0 
551 -250 214 0 
853 -822 -217 0 
-839 -110 -283 0 
568 177 57 0 
663 432 902 0 
-430 -793 452 0 
678 -129 -634 0 
39 961 -487 0 
670 -424 -472 0 
186 -644 821 0 
206 -878 368 0 
399 957 -885 0 
171 595 326 0 
-66 205 -361 0 
317 78 -663 0 
181 179 228 0 
874 -465 -522 0 
192 -979 800 0 
932 800 -186 0 
722 -132 259 0 
-125 542 -826 0 
-438 -197 -664 0 
940 232 -804 0 
167 308 940 0 
-200 -743 -852 0 
-852 -693 210 0 
5 -601 145 0 
636 947 -957 0 
-495 -296 7 0 
-958 84 -747 0 
-166 -823 187 0 
450 -751 -349 0 
-34 474 754 0 
-405 -462 822 0 
333 -964 -472 0 
190 -653 -156 0 
191 -834 -264 0 
274 939 -371 0 
-137 -735 336 0 
-457 877 634 0 
-997 996 -757 0 
960 514 -632 0 
527 510 233 0 
-359 -745 -642 0 
884 572 636 0 
876 473 -344 0 
304 74 51 0 
-234 -739 516 0 
-317 -737 -713 0 
179 800 579 0 
-489 497 -498 0 
318 -766 350 0 
513 -243 786 0 
-142 -857 -819 0 
497 -924 919 0 
977 -52 844 0 
884 146 649 0 
841 852 -656 0 
-341 645 519 0 
739 310 -351 0 
537 80 646 0 
-772 -245 266 0 
-497 971 254 0 
-81 521 591 0 
112 818 -704 0 
-625 738 -470 0 
539 -970 -389 0 
877 12 -160 0 
421 924 -918 0 
784 -909 -622 0 
445 768 -162 0 
240 927 841 0 
595 -993 -227 0 
-357 -701 600 0 
820 -13 -310 0 
-573 -495 467 0 
-540 -476 -797 0 
-11 -990 542 0 
-389 -458 457 0 
304 -894 970 0 
852 639 -621 0 
195 -495 -463 0 
761 782 173 0 
-251 680 -616 0 
609 -388 -166 0 
203 -616 625 0 
-885 -571 683 0 
158 -653 -896 0 
153 -974 618 0 
-675 -550 -114 0 
-705 231 -571 0 
286 657 -31 0 
754 391 -12 0 
578 393 542 0 
-993 851 717 0 
838 612 604 0 
-215 -719 -951 0 
-72 -747 -183 0 
769 -395 -38 0 
210 217 -730 0 
863 -869 623 0 
452 123 882 0 
-564 -261 -266 0 
-990 206 807 0 
-236 -384 977 0 
-601 473 219 0 
580 429 141 0 
-244 -268 -448 0 
-717 927 40 0 
65 -888 -221 0 
-622 431 -274 0 
231 -949 -239 0 
906 -258 -804 0 
-502 -940 147 0 
198 -352 364 0 
792 -283 2 0 
246 -274 -608 0 
-588 -221 -195 0 
-668 -952 506 0 
-118 -350 309 0 
-246 628 563 0 
-651 205 472 0 
-681 574 854 0 
514 612 -826 0 
234 -148 944 0 
-158 274 -916 0 
50 -957 -769 0 
-158 641 689 0 
90 -427 -88 0 
954 632 271 0 
-662 -904 96 0 
-911 278 583 0 
-401 -578 811 0 
-348 -325 196 0 
578 880 -964 0 
-783 -532 -914 0 
510 -565 -509 0 
-865 -805 719 0 
-183 428 -944 0 
-95 706 515 0 
-978 307 -830 0 
-362 598 780 0 
950 293 -386 0 
-422 -909 -718 0 
-259 423 645 0 
-375 -324 -768 0 
-433 -569 -389 0 
-503 478 710 0 
982 560 135 0 
-345 -214 -176 0 
380 832 906 0 
-508 644 -775 0 
-319 82 578 0 
-910 -385 128 0 
410 97 -968 0 
279 -832 819 0 
728 -361 -20 0 
-656 -44 -596 0 
339 -908 181 0 
-505 -574 149 0 
924 -145 392 0 
-638 -432 552 0 
-520 -495 -136 0 
315 -848 -65 0 
52 503 -773 0 
-304 -224 -611 0 
215 228 -780 0 
663 -746 813 0 
-772 115 -325 0 
-321 189 502 0 
6 -470 -405 0 
-65 -760 825 0 
-105 -772 4 0 
950 -845 -236 0 
-16 577 189 0 
384 743 21 0 
-129 -230 -211 0 
299 242 164 0 
-957 667 -400 0 
897 405 298 0 
27 -430 -395 0 
9 707 -312 0 
151 -32 458 0 
-668 529 414 0 
-458 -636 731 0 
668 219 441 0 
444 816 272 0 
18 296 -157 0 
-379 -864 -653 0 
995 -709 -904 0 
429 -271 -362 0 
-711 716 -451 0 
-396 -985 840 0 
-46 -256 -225 0 
107 435 -649 0 
795 -624 461 0 
821 -425 -332 0 
742 146 479 0 
817 -155 -746 0 
-115 -450 -193 0 
738 579 -830 0 
203 784 176 0 
-992 -186 408 0 
-792 719 -81 0 
108 -818 551 0 
-896 -417 745 0 
-745 978 339 0 
-344 205 911 0 
-868 163 990 0 
173 -62 -535 0 
-940 -377 -48 0 
-997 447 161 0 
-891 413 -32 0 
-448 -424 -574 0 
-987 -628 613 0 
-487 -368 -393 0 
-972 198 -926 0 
-436 785 606 0 
689 205 -571 0 
660 -557 -217 0 
160 61 572 0 
-642 -692 -279 0 
-214 787 543 0 
-192 639 -979 0 
47 343 -825 0 
73 996 382 0 
-393 -14 18 0 
-733 -498 -286 0 
-175 536 854 0 
-164 -195 -271 0 
828 -762 -626 0 
-260 -15 -68 0 
-313 -932 450 0 
-574 69 -724 0 
180 311 -195 0 
-318 -506 664 0 
-761 -19 -897 0 
500 630 639 0 
127 -627 881 0 
-808 935 -692 0 
587 80 794 0 
-77 -365 791 0 
993 -423 -386 0 
-617 327 481 0 
-200 -319 -948 0 
-829 388 338 0 
290 605 -439 0 
816 307 634 0 
-251 -360 -259 0 
-734 -979 -95 0 
-765 -851 -345 0 
-750 -168 -425 0 
463 -240 -277 0 
-227 -782 -565 0 
114 959 -915 0 
260 668 293 0 
91 -227 308 0 
