p cnf 1000 2800
644 -357 442 0 
358 -467 296 0 
-242 -536 722 0 
994 227 230 0 
237 -878 -436 0 
-525 -939 -593 0 
472 565 -56 0 
-262 -53 108 0 
-473 181 -340 0 
-420 -138 407 0 
-406 -569 954 0 
873 -618 990 0 
-578 -49 -113 0 
111 -863 849 0 
75 852 -989 0 
-169 -464 874 0 
-734 954 -830 0 
296 150 107 0 
534 500 -56 0 
25 100 -953 0 
-50 774 -569 0 
129 289 935 0 
984 986 669 0 
-999 -68 114 0 
765 301 -357 0 
-250 929 -40 0 
548 114 900 0 
543 -293 944 0 
-484 -112 604 0 
608 -763 -324 0 
-248 -405 575 0 
-978 250 419 0 
-459 409 -171 0 
751 -222 -210 0 
937 -920 -765 0 
-670 -352 198 0 
-460 874 53 0 
-962 -700 -492 0 
-828 -5 -827 0 
944 993 324 0 
-670 -641 -980 0 
119 -624 373 0 
473 -53 12 0 
991 -964 -796 0 
252 -319 601 0 
222 -591 909 0 
148 -962 973 0 
346 881 755 0 
-905 27 -508 0 
970 -795 229 0 
-402 121 -329 0 
-526 486 -756 0 
540 323 383 0 
744 -118 -619 0 
-863 537 -712 0 
482 450 970 0 
-580 227 -489 0 
931 581 750 0 
-476 134 -886 0 
-997 -791 -390 0 
-65 -204 822 0 
177 -442 -995 0 
944 767 -216 0 
792 686 877 0 
-369 493 -316 0 
-166 728 807 0 
398 756 -801 0 
539 714 544 0 
976 613 235 0 
-216 228 677 0 
-783 -755 -804 0 
209 647 62 0 
320 357 -454 0 
414 858 250 0 
357 312 -264 0 
168 509 -658 0 
-953 -745 758 0 
786 235 19 0 
-64 155 512 0 
-621 -974 -679 0 
-698 193 547 0 
382 -444 -813 0 
554 -971 930 0 
-222 -185 -159 0 
626 -561 -56 0 
224 -901 -764 0 
295 -129 -593 0 
-726 -226 951 0 
525 -769 -486 0 
-810 -707 -326 0 
-348 440 783 0 
859 -780 821 0 
-578 -358 -271 0 
-792 -823 198 0 
-457 116 648 0 
601 -926 -928 0 
-170 -105 -912 0 
-202 -743 426 0 
223 800 -394 0 
-665 -182 390 0 
-853 629 838 0 
798 -734 -698 0 
429 -428 824 0 
-359 311 -899 0 
-71 -909 -800 0 
-895 -404 -278 0 
3 995 372 0 
703 -148 -227 0 
17 958 -269 0 
-38 -87 -608 0 
138 -745 267 0 
342 957 652 0 
-89 738 167 0 
655 979 432 0 
151 419 -957 0 
584 920 -724 0 
827 745 -49 0 
322 -860 499 0 
-908 -151 -376 0 
-35 115 517 0 
951 570 806 0 
412 -203 -825 0 
-976 -352 532 0 
434 -976 -700 0 
767 -603 685 0 
-66 747 800 0 
731 -755 -266 0 
-717 866 -502 0 
246 -666 -117 0 
121 30 361 0 
-216 770 226 0 
67 352 972 0 
599 595 364 0 
7 78 -733 0 
38 437 698 0 
-274 -272 402 0 
-144 -75 675 0 
928 -134 -216 0 
-769 -687 313 0 
337 -784 -165 0 
-469 368 709 0 
227 273 -30 0 
84 -491 353 0 
-939 845 -766 0 
-716 831 508 0 
610 -802 -976 0 
353 -312 158 0 
-745 -352 -182 0 
-975 898 630 0 
-366 -511 728 0 
-633 -42 86 0 
-174 -517 538 0 
-956 -470 -144 0 
38 -12 -43 0 
-210 313 -914 0 
-152 187 391 0 
26 40 606 0 
-193 -423 -160 0 
-286 663 137 0 
-852 -368 -631 0 
233 -568 -419 0 
-237 -527 -88 0 
-579 240 912 0 
-96 639 174 0 
-92 -972 519 0 
621 180 -891 0 
989 81 591 0 
-80 686 949 0 
840 462 -862 0 
-992 674 356 0 
593 623 48 0 
-26 -853 255 0 
-130 -188 467 0 
-51 144 627 0 
915 -977 323 0 
-714 513 996 0 
366 733 847 0 
-533 678 8 0 
-658 -787 -485 0 
959 911 -417 0 
805 -388 262 0 
831 589 687 0 
778 658 -925 0 
-751 -688 762 0 
-570 629 887 0 
-434 146 -235 0 
-944 496 -279 0 
-577 915 849 0 
-48 -645 625 0 
607 891 -312 0 
747 152 854 0 
570 -219 -22 0 
585 338 -84 0 
-448 213 725 0 
243 731 -268 0 
711 212 -245 0 
209 348 -864 0 
-766 -242 368 0 
-133 -347 451 0 
721 -108 713 0 
752 -619 -701 0 
317 -188 788 0 
-160 -981 -829 0 
767 463 -711 0 
887 -507 -413 0 
942 -751 490 0 
787 320 373 0 
-491 629 84 0 
351 631 261 0 
798 22 -674 0 
984 -527 511 0 
246 -609 -678 0 
789 800 270 0 
-956 -226 242 0 
951 666 -535 0 
-394 -790 -64 0 
748 791 -755 0 
-978 719 472 0 
-418 914 674 0 
156 703 -707 0 
855 975 -343 0 
773 -649 -460 0 
479 851 -877 0 
707 -667 -404 0 
391 -852 313 0 
-84 509 109 0 
246 -186 236 0 
-469 -850 548 0 
-476 761 -5 0 
-201 -55 403 0 
-740 -173 91 0 
961 36 -227 0 
600 -867 636 0 
-774 -268 151 0 
-970 -461 -693 0 
428 676 -546 0 
413 731 -394 0 
-315 803 543 0 
531 -227 -414 0 
241 -61 -747 0 
34 126 217 0 
-69 -911 -375 0 
-158 -134 -116 0 
-417 -817 -974 0 
-82 -751 898 0 
73 63 241 0 
-80 251 -244 0 
910 376 195 0 
-931 727 33 0 
-273 708 -716 0 
-456 69 -616 0 
-321 -483 724 0 
-456 -329 -650 0 
-617 858 -615 0 
926 -693 -835 0 
62 -285 29 0 
172 814 920 0 
39 -737 264 0 
292 218 3 0 
308 -604 -796 0 
-45 -821 -166 0 
514 -901 -53 0 
596 728 87 0 
622 -491 742 0 
839 610 -724 0 
-487 880 -912 0 
887 -696 939 0 
-553 849 999 0 
198 827 -839 0 
-573 -272 533 0 
-64 -700 -665 0 
163 104 -8 0 
-741 740 -708 0 
131 31 843 0 
-219 -620 -50 0 
-515 119 38 0 
615 73 -566 0 
-591 -540 347 0 
-634 -267 -140 0 
-19 -464 736 0 
-940 -273 271 0 
-586 728 -473 0 
947 374 130 0 
87 -355 829 0 
920 786 -214 0 
-297 995 1 0 
144 784 -561 0 
336 371 -242 0 
-236 -76 -914 0 
-768 888 742 0 
-417 -647 261 0 
208 -338 665 0 
-734 -763 -833 0 
85 158 -643 0 
-567 -583 382 0 
166 253 419 0 
162 740 275 0 
22 -277 908 0 
621 115 625 0 
742 536 812 0 
-223 521 -965 0 
616 -242 331 0 
-245 -3 -299 0 
-859 -619 428 0 
572 -741 623 0 
491 -113 -809 0 
-742 -26 332 0 
447 -764 -272 0 
272 524 356 0 
-522 935 180 0 
-279 600 301 0 
-733 -201 -374 0 
961 -544 97 0 
-655 -562 -390 0 
-582 215 531 0 
-541 537 927 0 
-643 -225 -279 0 
-92 -643 -972 0 
-268 205 -312 0 
-296 518 820 0 
455 -851 368 0 
14 -229 261 0 
968 182 604 0 
804 -658 540 0 
-840 -602 193 0 
27 837 667 0 
-975 -582 327 0 
-518 -365 272 0 
-885 508 187 0 
-112 308 -987 0 
-140 -826 -482 0 
802 -886 606 0 
447 -49 168 0 
-428 161 368 0 
-88 301 163 0 
-577 322 -687 0 
-781 -966 -819 0 
396 -384 426 0 
363 219 -788 0 
412 -275 866 0 
-914 703 810 0 
101 -657 133 0 
461 435 -710 0 
258 723 -347 0 
1 -867 331 0 
827 -372 -646 0 
-591 -204 -478 0 
362 -665 -89 0 
419 -236 892 0 
993 491 764 0 
474 -356 221 0 
-738 934 -177 0 
-289 25 -1000 0 
332 580 -735 0 
-117 736 -557 0 
-771 885 32 0 
307 -810 14 0 
367 541 -210 0 
966 -358 -847 0 
-113 22 -110 0 
-127 -918 -826 0 
379 879 -477 0 
-159 250 -858 0 
259 -591 550 0 
558 -625 562 0 
82 46 569 0 
-748 -615 -537 0 
-598 -293 370 0 
-65 -41 -3 0 
-566 195 -693 0 
410 34 -737 0 
-789 -18 -367 0 
702 -961 -141 0 
-202 516 850 0 
710 325 -513 0 
65 330 405 0 
-444 663 -873 0 
-217 -934 412 0 
696 -575 257 0 
-20 98 807 0 
-948 148 3 0 
-711 42 -227 0 
572 -991 531 0 
146 874 504 0 
-117 583 321 0 
-513 -145 -215 0 
-219 650 584 0 
-467 545 201 0 
454 883 754 0 
-673 621 953 0 
21 -368 337 0 
-517 344 674 0 
222 399 -554 0 
30 45 954 0 
-60 -637 -388 0 
278 -65 45 0 
-646 -976 168 0 
-605 -857 -561 0 
-370 535 -703 0 
864 381 688 0 
-829 -208 -990 0 
114 -427 -298 0 
926 -69 681 0 
-254 -820 726 0 
778 -725 806 0 
-179 -909 -692 0 
-300 -711 -273 0 
900 13 -619 0 
844 -93 397 0 
-34 -772 -208 0 
658 788 367 0 
116 -530 -263 0 
875 -514 -71 0 
-47 -308 157 0 
525 456 -40 0 
-633 806 -103 0 
-580 711 447 0 
798 536 -706 0 
-564 -833 -745 0 
-950 -838 -471 0 
207 286 566 0 
-175 -998 -918 0 
-465 924 -104 0 
954 286 497 0 
-635 827 -963 0 
475 -153 387 0 
181 449 -880 0 
606 881 -303 0 
701 537 -975 0 
-634 656 69 0 
-8 -245 -478 0 
451 -652 989 0 
-442 696 -917 0 
-540 901 -447 0 
-376 801 273 0 
932 761 -290 0 
846 342 751 0 
204 953 780 0 
602 -344 -7 0 
974 -232 -368 0 
-93 -362 -330 0 
181 137 -762 0 
96 -957 469 0 
-372 948 -698 0 
-880 737 -353 0 
901 957 747 0 
-666 -254 330 0 
298 703 611 0 
-539 -987 25 0 
-108 -622 82 0 
638 -659 -875 0 
858 778 839 0 
-560 597 480 0 
-294 554 -801 0 
-127 12 -758 0 
97 -789 182 0 
797 525 -102 0 
368 -175 707 0 
-542 -657 218 0 
377 716 -26 0 
-667 876 -76 0 
-932 291 -747 0 
-343 -180 458 0 
-758 -611 -970 0 
-708 -107 475 0 
874 785 263 0 
-921 351 -525 0 
-89 -198 280 0 
-876 803 -450 0 
702 -491 318 0 
511 -669 -692 0 
-123 -487 769 0 
877 -305 644 0 
451 84 36 0 
582 -938 84 0 
228 575 214 0 
-998 -535 660 0 
166 -205 263 0 
199 669 -854 0 
-284 667 709 0 
-121 704 -191 0 
242 893 546 0 
256 396 -214 0 
590 -440 275 0 
-921 -772 904 0 
157 159 834 0 
-158 344 208 0 
39 981 -782 0 
-233 -77 -669 0 
278 -20 -94 0 
-5 8 -571 0 
159 -923 -913 0 
690 -318 -900 0 
-523 818 520 0 
159 -107 -531 0 
764 39 833 0 
-470 -221 -193 0 
-83 33 -882 0 
316 -623 -457 0 
-927 898 675 0 
-958 -984 -18 0 
-35 225 -460 0 
-882 286 -363 0 
789 134 -364 0 
-215 426 -604 0 
-698 403 -766 0 
249 -400 -731 0 
603 -375 -390 0 
174 -815 487 0 
57 153 -893 0 
-941 713 -825 0 
144 527 -643 0 
-378 375 -583 0 
341 235 558 0 
