p cnf 1000 2600
-69 961 -631 0 
442 -427 -413 0 
-282 -908 -145 0 
141 -134 117 0 
-868 -85 -118 0 
367 -589 -794 0 
-525 344 -695 0 
116 154 696 0 
504 -976 -205 0 
908 797 -900 0 
-386 648 -160 0 
-562 -290 883 0 
120 123 885 0 
-778 266 -171 0 
-69 271 218 0 
-24 -372 -468 0 
-618 -332 -607 0 
266 -215 307 0 
878 78 570 0 
877 373 -709 0 
217 803 909 0 
-389 -498 -460 0 
-194 -65 906 0 
-971 -570 -240 0 
-842 534 -354 0 
768 193 -548 0 
-678 -902 -135 0 
421 -767 649 0 
-749 -495 -331 0 
-1000 961 -667 0 
864 -514 -64 0 
767 557 -5 0 
-49 -359 -572 0 
544 -908 863 0 
-348 -155 703 0 
-226 597 -859 0 
-155 -621 589 0 
348 -322 929 0 
686 -563 596 0 
-208 -223 547 0 
288 -793 473 0 
-631 915 131 0 
675 931 856 0 
-595 -639 918 0 
-375 -92 -163 0 
-804 -11 362 0 
-105 496 -523 0 
-275 329 -986 0 
-576 226 297 0 
-669 -612 -298 0 
927 522 515 0 
434 -454 -76 0 
738 -85 861 0 
-262 397 80 0 
-714 -394 794 0 
-123 -580 534 0 
-121 62 176 0 
-654 -44 -997 0 
-244 226 777 0 
-160 -33 5 0 
-938 -724 -590 0 
-197 845 -607 0 
652 -734 -865 0 
475 386 782 0 
728 310 -565 0 
314 810 -21 0 
814 -118 284 0 
767 -442 -735 0 
-204 -653 662 0 
-87 -106 -847 0 
877 -485 3 0 
-243 -22 808 0 
8 -690 -672 0 
-35 -389 73 0 
266 -724 802 0 
-849 -248 -49 0 
725 903 -178 0 
830 381 330 0 
352 -524 235 0 
65 -167 97 0 
866 -385 -291 0 
987 83 254 0 
-667 -225 42 0 
346 -119 -764 0 
-553 -564 108 0 
-84 610 -192 0 
811 5 277 0 
-382 -102 474 0 
-21 302 621 0 
867 716 -105 0 
-580 -884 588 0 
328 -858 -755 0 
-277 525 -661 0 
762 -750 102 0 
230 532 68 0 
555 493 -247 0 
280 958 916 0 
673 -399 -602 0 
655 -424 537 0 
618 129 -5 0 
-842 773 -932 0 
-962 -106 -534 0 
914 -57 274 0 
137 418 959 0 
-222 117 -963 0 
-639 -272 706 0 
266 841 357 0 
267 -146 -799 0 
997 -540 439 0 
731 -588 -715 0 
-788 -469 -733 0 
-364 -344 280 0 
968 -608 -341 0 
-600 574 -312 0 
-291 -146 698 0 
-47 -365 664 0 
-933 869 366 0 
-515 284 544 0 
135 -863 -506 0 
-65 -817 517 0 
890 449 275 0 
-361 86 672 0 
960 651 120 0 
-412 -49 475 0 
826 522 124 0 
316 695 -919 0 
-819 -300 -491 0 
-745 -388 -858 0 
-753 414 551 0 
-277 -424 41 0 
-694 670 -253 0 
-577 564 -213 0 
858 345 -591 0 
169 724 610 0 
-596 603 998 0 
618 760 -637 0 
483 -591 -617 0 
916 -876 952 0 
-693 578 -497 0 
-484 -47 782 0 
613 -487 228 0 
-612 -14 -457 0 
-960 -19 409 0 
432 316 841 0 
-763 500 -587 0 
-649 200 -712 0 
-641 820 765 0 
-529 86 44 0 
-418 196 -438 0 
932 285 -661 0 
-749 -509 572 0 
899 152 -543 0 
-833 626 -869 0 
62 912 32 0 
-975 -897 991 0 
441 -174 -335 0 
430 -290 479 0 
-298 973 895 0 
-779 -247 -455 0 
351 252 952 0 
-734 -45 195 0 
-197 -705 -267 0 
921 -830 -408 0 
418 380 884 0 
156 -75 -385 0 
113 933 552 0 
-169 895 328 0 
-68 955 749 0 
-587 -619 172 0 
-528 608 503 0 
-504 87 -116 0 
278 452 736 0 
-119 820 -894 0 
585 420 785 0 
438 623 643 0 
598 800 -822 0 
