p cnf 1000 3800
-631 236 550 0 
812 -342 833 0 
-866 115 232 0 
282 -681 442 0 
958 -801 748 0 
-288 826 -841 0 
-645 366 -169 0 
-663 -249 -422 0 
-603 -515 -468 0 
504 -15 335 0 
375 46 334 0 
93 -999 990 0 
-496 476 -558 0 
405 297 -298 0 
718 439 427 0 
914 -287 251 0 
-941 376 809 0 
-522 -863 -563 0 
-412 195 315 0 
-653 837 771 0 
-572 114 -740 0 
396 185 -569 0 
906 -779 488 0 
201 -514 -532 0 
827 -798 593 0 
-912 -600 452 0 
-162 -317 768 0 
375 273 -920 0 
-694 168 165 0 
-731 -162 442 0 
-838 270 549 0 
190 885 545 0 
-764 -9 172 0 
506 -416 -544 0 
691 75 77 0 
-957 -806 -95 0 
-144 36 502 0 
-379 -438 -532 0 
104 -863 -766 0 
-81 -387 -895 0 
647 838 947 0 
-551 403 217 0 
-864 677 -386 0 
-6 479 -463 0 
99 -197 -496 0 
-336 -333 922 0 
-174 848 -465 0 
990 952 905 0 
-7 -701 249 0 
484 -45 -501 0 
-528 -246 691 0 
-91 -519 -714 0 
-271 -7 -657 0 
427 675 -763 0 
530 723 91 0 
-93 828 -381 0 
491 800 -404 0 
-377 -70 -515 0 
-268 -455 -999 0 
-326 970 419 0 
-139 276 426 0 
20 153 181 0 
-758 210 611 0 
832 284 510 0 
218 2 -381 0 
-935 856 -529 0 
82 -937 -728 0 
-761 -429 569 0 
735 379 24 0 
-393 298 985 0 
-920 -134 -505 0 
183 926 -194 0 
907 879 -446 0 
980 -335 754 0 
-115 -450 -607 0 
-933 -625 854 0 
272 3 -976 0 
471 60 433 0 
318 -410 740 0 
121 244 -500 0 
-425 -673 853 0 
-637 518 -218 0 
-753 -713 439 0 
281 535 -927 0 
-656 -88 54 0 
-856 -192 -802 0 
608 -51 -680 0 
-655 531 -107 0 
-746 876 -865 0 
164 -970 -147 0 
673 -655 728 0 
71 651 -913 0 
-401 903 -748 0 
82 819 -302 0 
615 -709 197 0 
-438 -547 -767 0 
-461 241 -303 0 
96 298 534 0 
338 -532 539 0 
137 731 780 0 
-241 -118 295 0 
409 -114 -163 0 
-102 -101 -179 0 
966 -341 104 0 
414 280 663 0 
371 -477 -194 0 
-709 -249 159 0 
-394 852 496 0 
-59 -88 -632 0 
253 -762 -239 0 
222 985 -980 0 
-879 -298 545 0 
-695 -955 90 0 
943 334 321 0 
140 -445 -964 0 
959 583 816 0 
-163 -18 -954 0 
-174 -30 852 0 
-656 -966 -522 0 
-981 -375 -211 0 
587 -826 21 0 
-742 267 97 0 
-832 -82 973 0 
412 251 508 0 
-873 102 -944 0 
-263 13 -282 0 
-824 -273 -747 0 
-870 -248 271 0 
679 -262 -702 0 
954 595 221 0 
218 -435 -811 0 
776 -321 -879 0 
-305 -252 -668 0 
920 -403 33 0 
-408 -562 -950 0 
448 216 -579 0 
-241 -851 222 0 
209 730 -350 0 
-537 -340 -423 0 
-416 -619 945 0 
-786 -963 -575 0 
-249 -140 530 0 
773 -257 -718 0 
-970 -272 -800 0 
918 100 -580 0 
940 464 -316 0 
966 -224 -215 0 
199 810 -1 0 
-811 -60 294 0 
331 377 2 0 
578 -605 -742 0 
-963 -455 -330 0 
-274 -727 -179 0 
967 -408 834 0 
564 602 168 0 
733 104 -969 0 
-57 -338 -404 0 
-639 31 -468 0 
-200 15 774 0 
461 -310 618 0 
479 -716 344 0 
-913 344 -128 0 
221 -522 170 0 
-992 923 668 0 
-812 -247 217 0 
18 -305 813 0 
-570 -826 -932 0 
-776 -659 -789 0 
-35 -551 -262 0 
756 -920 -559 0 
-117 549 357 0 
-312 -985 588 0 
-625 -124 790 0 
410 -25 516 0 
16 -892 803 0 
270 -817 -909 0 
-5 531 992 0 
386 -105 220 0 
-428 544 -127 0 
-275 -69 -827 0 
213 817 -854 0 
242 -608 668 0 
-615 -548 -632 0 
589 -704 604 0 
-366 -818 -319 0 
744 -44 -294 0 
-323 -331 795 0 
104 970 -463 0 
380 407 502 0 
-129 -138 551 0 
-680 -848 806 0 
-446 438 930 0 
-609 -892 514 0 
-220 269 -628 0 
945 279 460 0 
-988 -406 484 0 
-986 358 -407 0 
-575 -491 -451 0 
-845 707 710 0 
-74 -666 477 0 
418 -249 513 0 
-725 -410 -227 0 
904 2 -674 0 
412 271 -25 0 
561 678 340 0 
493 457 -459 0 
-57 36 6 0 
179 213 855 0 
-530 -774 -388 0 
362 -510 -554 0 
314 434 -383 0 
-407 -771 789 0 
380 -218 -914 0 
-21 -907 198 0 
-892 375 112 0 
-941 669 74 0 
251 -134 371 0 
909 -709 -23 0 
980 -239 -356 0 
-353 -192 860 0 
-243 985 -260 0 
860 826 -368 0 
34 84 523 0 
364 -935 -855 0 
261 552 843 0 
883 -528 689 0 
-97 -480 -814 0 
306 370 -101 0 
-204 -25 -872 0 
694 -218 162 0 
741 -23 106 0 
-316 432 -429 0 
-666 -26 -356 0 
727 -533 281 0 
-224 774 -657 0 
809 18 -84 0 
-584 406 -403 0 
626 502 768 0 
348 449 296 0 
714 -203 599 0 
793 -158 909 0 
605 376 312 0 
-24 865 538 0 
-497 -605 223 0 
-127 600 -715 0 
617 -561 -276 0 
633 -328 516 0 
-642 -722 -25 0 
-414 -837 427 0 
-870 995 -333 0 
427 64 470 0 
