p cnf 1000 3600
-375 -679 -160 0 
529 188 897 0 
979 432 -981 0 
-317 -653 -43 0 
556 -709 -304 0 
272 -604 -803 0 
-963 -736 -236 0 
473 -437 -927 0 
26 304 -758 0 
706 -66 109 0 
446 115 718 0 
-475 -55 380 0 
969 -458 -848 0 
-942 428 657 0 
-273 -39 -501 0 
-290 -298 507 0 
-981 -151 17 0 
-672 -362 -98 0 
229 998 143 0 
790 -213 -668 0 
-567 -231 970 0 
404 134 640 0 
-932 -323 563 0 
-517 -36 480 0 
809 -595 -970 0 
561 -36 -507 0 
211 -601 -543 0 
-837 -961 158 0 
558 949 715 0 
-961 750 -695 0 
-599 417 146 0 
482 474 817 0 
223 -618 -901 0 
386 171 136 0 
875 -198 392 0 
-261 -97 -570 0 
50 -245 -883 0 
-612 -342 -889 0 
-168 -719 89 0 
768 640 -235 0 
132 -657 57 0 
-843 -136 -546 0 
-17 -92 -515 0 
253 951 -847 0 
-907 298 -975 0 
-253 650 838 0 
615 368 -951 0 
914 -734 795 0 
-855 -727 -916 0 
-765 539 992 0 
34 81 617 0 
158 -814 172 0 
-643 487 648 0 
-446 -736 21 0 
309 19 765 0 
697 -165 756 0 
986 258 542 0 
-666 744 613 0 
749 583 -399 0 
-676 301 -115 0 
-845 33 467 0 
-642 185 -572 0 
-286 852 8 0 
602 873 76 0 
-303 318 912 0 
-838 5 -930 0 
44 635 642 0 
-773 -700 684 0 
-668 954 949 0 
-440 -128 -571 0 
705 915 697 0 
-872 326 -145 0 
118 988 -476 0 
-630 441 -472 0 
-755 -486 995 0 
232 -46 -447 0 
-892 593 -242 0 
-399 963 301 0 
168 607 -234 0 
-569 -700 870 0 
-994 902 714 0 
922 -397 -575 0 
302 102 -92 0 
779 -271 -536 0 
-385 826 359 0 
409 247 869 0 
-264 732 -609 0 
-523 318 -251 0 
968 -48 -989 0 
978 -790 217 0 
-511 -555 -591 0 
-634 -875 -50 0 
892 -88 -260 0 
-668 61 -185 0 
-567 76 -375 0 
387 -950 -766 0 
369 -507 -463 0 
862 -241 495 0 
-505 -615 550 0 
-327 -633 555 0 
-665 424 771 0 
-562 940 -362 0 
-20 472 912 0 
119 -876 -559 0 
339 640 405 0 
-877 -548 -758 0 
-601 -661 383 0 
