p cnf 1000 1200
661 26 -622 0 
-540 462 212 0 
332 858 -538 0 
-295 -713 785 0 
613 -835 193 0 
-134 937 879 0 
-147 649 547 0 
-230 -309 -381 0 
776 -137 -52 0 
549 -167 212 0 
929 143 490 0 
-278 -853 -12 0 
-980 -336 -381 0 
-183 -758 -720 0 
-434 458 940 0 
-487 -62 -383 0 
266 70 -5 0 
322 -240 -360 0 
181 976 -189 0 
785 668 60 0 
-18 -604 830 0 
695 435 -134 0 
552 -42 -319 0 
769 -625 -424 0 
379 -640 405 0 
394 904 195 0 
981 -540 567 0 
-801 720 -860 0 
-520 -372 496 0 
-269 -348 -285 0 
-264 687 -898 0 
720 -912 -510 0 
534 -14 292 0 
149 -132 463 0 
-696 -193 508 0 
880 145 191 0 
-776 -68 1000 0 
773 479 690 0 
-273 123 -876 0 
149 -828 -410 0 
213 -800 241 0 
-856 954 43 0 
889 342 330 0 
-150 -160 818 0 
-88 796 -753 0 
79 791 -328 0 
-645 -476 -733 0 
-544 809 167 0 
927 -300 -285 0 
-835 613 11 0 
-396 -359 852 0 
882 -588 -614 0 
-358 838 666 0 
91 922 16 0 
6 -805 757 0 
514 -982 24 0 
151 -215 572 0 
-311 -541 -411 0 
-532 664 691 0 
-882 868 -394 0 
384 337 539 0 
-502 302 -574 0 
-961 -918 -135 0 
-166 -722 586 0 
-570 510 380 0 
786 -612 574 0 
419 -478 -958 0 
127 -55 430 0 
189 -356 548 0 
-871 -21 177 0 
109 -230 -556 0 
-691 -904 398 0 
315 -107 -331 0 
841 190 476 0 
-965 -744 -106 0 
-459 -61 -830 0 
995 604 -612 0 
-207 889 -905 0 
265 707 479 0 
-826 844 171 0 
997 -482 -408 0 
648 -533 -833 0 
322 -36 -827 0 
329 -707 -699 0 
-923 -390 -990 0 
803 505 304 0 
-124 415 -841 0 
738 94 -684 0 
820 653 -250 0 
305 701 145 0 
71 -457 -581 0 
265 -224 -210 0 
497 -191 -540 0 
-251 563 -81 0 
797 502 882 0 
910 -950 -334 0 
-732 957 -943 0 
847 -424 -917 0 
23 -876 600 0 
442 -440 854 0 
-707 -195 673 0 
70 -796 955 0 
-243 692 -325 0 
740 -187 486 0 
-762 -787 869 0 
-468 -864 195 0 
-21 905 -181 0 
-522 -381 -238 0 
859 111 -264 0 
252 323 675 0 
-685 -113 -888 0 
619 271 183 0 
611 -901 554 0 
-732 672 399 0 
-699 925 702 0 
-313 -395 486 0 
165 482 872 0 
828 636 124 0 
925 -714 -290 0 
604 -102 -168 0 
-704 160 -784 0 
783 413 -35 0 
931 162 593 0 
-286 -294 3 0 
-951 954 -906 0 
-985 270 46 0 
-652 394 -461 0 
303 439 -910 0 
-200 345 -1000 0 
16 145 -40 0 
-232 51 -647 0 
553 942 -538 0 
-816 482 325 0 
-699 778 457 0 
-242 -9 459 0 
710 547 169 0 
502 836 -59 0 
852 777 106 0 
129 -648 -397 0 
773 -984 -229 0 
641 16 -780 0 
-914 -97 342 0 
740 258 990 0 
-100 587 -867 0 
-341 724 284 0 
-301 164 125 0 
529 234 598 0 
-554 74 -899 0 
-658 2 -958 0 
629 -410 -197 0 
801 884 644 0 
792 -311 420 0 
168 -317 -542 0 
-500 663 527 0 
26 52 947 0 
-701 764 -384 0 
749 -493 537 0 
-158 715 -615 0 
-852 -150 -592 0 
128 769 508 0 
-89 895 -496 0 
441 -307 942 0 
695 -170 -709 0 
-280 -434 615 0 
-15 -218 -177 0 
-163 -541 155 0 
68 803 893 0 
520 260 -871 0 
-694 -268 -670 0 
157 -976 751 0 
614 -767 -306 0 
164 -414 353 0 
691 -338 -203 0 
753 56 -442 0 
-548 758 814 0 
-24 206 131 0 
-733 753 887 0 
-986 -39 -19 0 
547 -65 572 0 
751 848 827 0 
750 -55 -205 0 
-31 -894 858 0 
796 -340 205 0 
773 891 665 0 
-5 345 -302 0 
-658 463 -153 0 
880 -27 590 0 
-425 147 868 0 
76 136 641 0 
179 791 683 0 
-523 -445 922 0 
587 689 -907 0 
418 815 137 0 
-159 -640 -541 0 
798 827 -865 0 
-485 -80 210 0 
-2 381 -906 0 
903 216 264 0 
771 49 -406 0 
-207 601 129 0 
180 219 425 0 
532 37 -562 0 
883 797 836 0 
79 -821 -556 0 
788 639 -227 0 
504 350 905 0 
322 264 148 0 
799 827 876 0 
-462 -666 -316 0 
-710 -729 316 0 
754 -16 537 0 
572 991 -93 0 
602 185 611 0 
-225 302 -855 0 
-854 -385 323 0 
964 -901 -241 0 
-427 671 367 0 
195 -856 -595 0 
-497 -58 567 0 
172 -995 756 0 
962 -86 -596 0 
991 -192 -275 0 
629 784 771 0 
-767 -253 24 0 
576 526 -49 0 
-75 -117 -801 0 
-522 78 293 0 
747 -170 58 0 
-966 912 191 0 
640 506 -252 0 
780 744 -670 0 
-893 -168 -325 0 
-624 -980 -595 0 
818 -809 -926 0 
-453 -107 -197 0 
240 427 53 0 
218 -761 945 0 
-666 -818 -967 0 
-349 -4 -396 0 
-633 498 -461 0 
-377 -747 -728 0 
160 -742 -205 0 
977 458 144 0 
424 302 -220 0 
232 589 -779 0 
-324 -340 -57 0 
-262 905 174 0 
691 -984 177 0 
270 346 145 0 
-809 -551 665 0 
874 -748 786 0 
-159 891 -636 0 
-536 -437 -56 0 
516 661 -252 0 
556 245 283 0 
-318 536 -251 0 
690 -695 -890 0 
583 590 23 0 
-850 -286 -563 0 
-442 -504 727 0 
789 500 -882 0 
226 -778 -71 0 
931 -597 -254 0 
510 -321 491 0 
78 -8 -778 0 
267 -705 298 0 
-744 363 10 0 
-60 818 -247 0 
-302 -661 -133 0 
-889 -274 -965 0 
148 -980 742 0 
582 -210 776 0 
752 -933 690 0 
-278 -908 76 0 
-78 299 370 0 
-175 -108 338 0 
564 -279 391 0 
906 -855 -962 0 
183 156 612 0 
-713 6 -252 0 
228 -912 839 0 
-61 -854 550 0 
347 -807 153 0 
418 -976 -585 0 
-474 620 -771 0 
644 892 -146 0 
53 51 -916 0 
635 -128 -531 0 
909 978 706 0 
-655 -629 924 0 
-35 717 -353 0 
640 403 228 0 
-182 619 -37 0 
371 753 -897 0 
-828 167 -712 0 
-483 -886 -232 0 
-460 -375 125 0 
-54 787 697 0 
-895 -646 288 0 
121 412 325 0 
-768 488 247 0 
-684 -515 -853 0 
156 -948 966 0 
-752 -402 -131 0 
-537 399 -140 0 
316 419 -610 0 
728 -359 632 0 
258 184 -406 0 
465 -842 852 0 
-500 -145 861 0 
422 -324 -257 0 
-447 -367 53 0 
-362 -374 523 0 
174 -604 481 0 
-433 -581 -137 0 
-14 364 567 0 
441 481 -66 0 
675 679 -513 0 
-77 294 -468 0 
887 -476 -920 0 
2 -659 -469 0 
823 986 -18 0 
-650 481 -653 0 
-966 -872 905 0 
717 -309 378 0 
368 -336 -894 0 
201 -253 677 0 
308 511 25 0 
-768 -345 -805 0 
553 718 150 0 
411 -691 -747 0 
506 754 -35 0 
230 -380 156 0 
786 88 259 0 
476 -900 97 0 
978 354 887 0 
736 -849 885 0 
950 398 -318 0 
-875 -547 -315 0 
-591 -386 730 0 
-136 74 977 0 
-143 -298 814 0 
345 -918 845 0 
510 -381 44 0 
-428 -100 -113 0 
803 -777 -992 0 
883 -354 272 0 
-612 -767 991 0 
-302 342 112 0 
714 -453 -564 0 
-372 -245 481 0 
431 26 493 0 
-481 660 -807 0 
590 608 833 0 
-344 -954 -582 0 
115 -927 802 0 
-744 -807 619 0 
848 -401 558 0 
-283 848 -158 0 
186 297 -259 0 
300 -620 853 0 
419 897 330 0 
-588 -171 488 0 
-825 141 857 0 
-582 -448 -869 0 
835 -854 775 0 
-755 -219 -991 0 
947 206 148 0 
920 829 567 0 
-316 -575 -961 0 
57 -253 -80 0 
-176 627 -672 0 
-651 -854 -921 0 
-303 -50 -59 0 
832 245 420 0 
643 521 881 0 
-776 31 -491 0 
-396 -293 -128 0 
629 171 918 0 
314 347 -333 0 
-535 398 -645 0 
763 -650 261 0 
-890 -938 -199 0 
428 143 332 0 
-609 136 -372 0 
-273 698 254 0 
-324 772 -89 0 
30 592 146 0 
198 -943 808 0 
-581 857 121 0 
500 71 -463 0 
598 -218 884 0 
104 -557 -511 0 
987 306 -682 0 
665 -580 -854 0 
609 681 1000 0 
848 536 835 0 
-365 -592 -608 0 
71 -608 -79 0 
822 235 -165 0 
598 -594 -745 0 
-128 567 -230 0 
191 298 316 0 
-204 575 -656 0 
-467 923 -132 0 
160 738 845 0 
691 -938 754 0 
469 743 -70 0 
-196 -798 -497 0 
385 409 955 0 
-315 -590 734 0 
915 171 -719 0 
461 113 949 0 
-921 386 -869 0 
-682 -875 -100 0 
48 -293 -390 0 
623 226 354 0 
-471 104 -590 0 
237 -850 -188 0 
-859 517 -631 0 
728 868 -23 0 
-156 -602 543 0 
-712 897 -822 0 
609 844 -885 0 
-164 -246 -970 0 
-118 -638 147 0 
781 -505 349 0 
-594 -764 -976 0 
-101 -402 -58 0 
-138 134 -478 0 
-719 518 -560 0 
-521 -274 -668 0 
604 516 -106 0 
-645 -726 326 0 
763 330 -460 0 
740 251 -441 0 
-108 233 374 0 
-449 -466 -412 0 
-686 -488 516 0 
-965 11 630 0 
301 -701 -128 0 
-391 -412 -869 0 
-767 -249 -156 0 
-680 -538 -876 0 
-739 -156 -869 0 
-290 -928 -170 0 
909 702 -622 0 
-407 769 315 0 
775 -724 -258 0 
421 891 -260 0 
135 -47 983 0 
-848 -553 387 0 
327 244 826 0 
-995 -414 -649 0 
-852 -657 -122 0 
946 -778 -601 0 
747 -96 -163 0 
-870 343 755 0 
-563 829 887 0 
781 404 -356 0 
731 -32 -147 0 
-119 80 736 0 
745 440 -570 0 
-893 -768 637 0 
727 -810 854 0 
-836 569 -990 0 
899 572 -882 0 
229 -397 -596 0 
326 978 -687 0 
391 983 967 0 
212 -26 -126 0 
473 478 337 0 
-360 158 755 0 
-720 -981 684 0 
409 -450 -324 0 
-995 -146 420 0 
634 9 -644 0 
-211 23 -332 0 
-139 -787 451 0 
-727 29 -991 0 
-353 -974 116 0 
846 731 1 0 
204 -283 222 0 
-434 -565 1000 0 
-314 -266 143 0 
648 -541 970 0 
-900 775 193 0 
16 95 -695 0 
234 526 -182 0 
889 250 49 0 
708 -512 -261 0 
-375 282 897 0 
521 -992 311 0 
756 872 497 0 
-244 372 -725 0 
472 910 -474 0 
341 943 336 0 
-915 -612 -67 0 
-314 31 -437 0 
486 889 996 0 
-7 501 -360 0 
-560 922 880 0 
-122 -644 -640 0 
596 -761 -601 0 
-767 870 -148 0 
-998 -303 -136 0 
871 -852 -343 0 
-28 739 19 0 
-245 944 -60 0 
186 526 -349 0 
-605 12 -782 0 
876 642 761 0 
857 22 -560 0 
826 686 168 0 
182 597 254 0 
-997 -132 177 0 
-864 175 -769 0 
-701 -166 175 0 
933 -990 822 0 
-246 -644 -616 0 
-59 -882 375 0 
780 -813 693 0 
439 647 343 0 
-734 -440 235 0 
48 -497 131 0 
247 471 -530 0 
-240 -189 -735 0 
222 -964 -544 0 
359 -583 -413 0 
732 758 694 0 
580 816 720 0 
-735 252 289 0 
990 -984 919 0 
418 -840 165 0 
344 755 199 0 
-273 -368 312 0 
317 -643 358 0 
831 27 -992 0 
-798 -152 -906 0 
589 225 -779 0 
393 -429 974 0 
99 82 -500 0 
377 665 -306 0 
-497 -10 -175 0 
873 -260 670 0 
-96 -420 694 0 
-410 970 971 0 
-902 697 879 0 
813 478 146 0 
640 356 -466 0 
304 -207 -980 0 
-75 -611 -195 0 
-287 -534 -462 0 
-817 -848 -54 0 
-903 -959 884 0 
-899 135 449 0 
702 -784 266 0 
-946 218 215 0 
-578 -470 671 0 
-44 199 380 0 
-416 -257 895 0 
-232 663 -436 0 
-319 -491 843 0 
-533 645 -339 0 
-612 -449 -410 0 
920 863 793 0 
986 -293 -895 0 
-333 244 -793 0 
-374 -955 -313 0 
-809 -665 -450 0 
679 443 -199 0 
184 15 -631 0 
-335 -780 652 0 
-846 291 346 0 
183 862 -147 0 
-186 -437 -189 0 
485 658 -521 0 
-375 -253 527 0 
64 190 -416 0 
400 -285 -454 0 
79 -402 539 0 
296 -1 -324 0 
-940 -170 -531 0 
-852 316 989 0 
-718 -986 -726 0 
712 -310 -968 0 
-277 919 211 0 
-171 708 -900 0 
556 -94 540 0 
370 -53 480 0 
-233 -831 -421 0 
-872 721 70 0 
-767 -735 -351 0 
109 -150 -466 0 
-621 562 552 0 
-236 -846 -969 0 
-719 367 671 0 
-689 -938 187 0 
-310 191 -657 0 
