p cnf 1000 2800
-151 -678 345 0 
580 349 679 0 
-143 -455 -348 0 
552 -699 -594 0 
-895 -288 89 0 
814 -915 808 0 
-462 -285 796 0 
-459 -460 827 0 
-247 -23 -710 0 
547 473 269 0 
-804 -19 439 0 
83 843 -461 0 
836 -149 440 0 
-484 269 548 0 
149 390 79 0 
414 296 936 0 
-745 269 -805 0 
580 -145 216 0 
-592 -769 54 0 
821 452 -356 0 
140 -626 -677 0 
819 243 208 0 
-682 976 937 0 
173 707 -432 0 
589 -534 -505 0 
-756 856 392 0 
986 454 92 0 
245 446 223 0 
301 -579 -342 0 
-627 332 895 0 
-45 -801 159 0 
204 65 -118 0 
-614 336 887 0 
200 39 330 0 
74 695 267 0 
-127 -43 -238 0 
-84 -149 -215 0 
345 -920 402 0 
-495 -822 778 0 
381 -63 -669 0 
763 -647 618 0 
-577 295 -767 0 
-630 -628 -884 0 
904 -422 746 0 
564 124 -976 0 
-947 377 306 0 
-43 -707 -552 0 
-276 -125 -247 0 
577 -706 -763 0 
60 -389 851 0 
-820 -651 -443 0 
320 469 -951 0 
-503 -964 -85 0 
779 739 876 0 
631 -946 742 0 
-544 737 198 0 
-774 117 -863 0 
-578 -348 21 0 
-225 683 871 0 
-246 744 264 0 
-500 -495 -905 0 
-797 284 -514 0 
709 -458 464 0 
795 -564 385 0 
52 -972 -50 0 
688 -712 639 0 
194 -27 -51 0 
189 -581 860 0 
131 682 -916 0 
-996 -195 -80 0 
893 269 -416 0 
419 190 -979 0 
-379 654 897 0 
-360 -300 805 0 
734 176 -480 0 
-840 -693 202 0 
693 62 112 0 
-826 649 359 0 
-349 358 243 0 
112 -17 212 0 
-605 -686 -220 0 
30 -158 -583 0 
-473 -21 532 0 
38 -89 110 0 
763 -595 -291 0 
346 -771 516 0 
-784 821 375 0 
705 606 -56 0 
-575 -19 578 0 
946 948 413 0 
-597 -696 520 0 
760 -925 -755 0 
30 -149 -410 0 
-461 -696 -146 0 
924 548 -966 0 
-62 -595 276 0 
440 263 104 0 
794 -838 -470 0 
164 70 -146 0 
-288 517 269 0 
227 169 -624 0 
94 -678 130 0 
673 159 -433 0 
-538 688 -246 0 
697 519 -491 0 
-84 -198 -713 0 
382 -401 -210 0 
18 -518 -162 0 
76 -27 479 0 
-533 950 -691 0 
-368 -38 -493 0 
-599 -533 -26 0 
-378 -372 -454 0 
-55 -138 968 0 
771 142 5 0 
186 951 -709 0 
669 -505 241 0 
756 -188 456 0 
-362 183 -723 0 
-273 366 -904 0 
-485 648 -462 0 
-989 -771 966 0 
-676 448 -485 0 
754 121 -175 0 
117 -645 -90 0 
-824 -313 -250 0 
858 242 -959 0 
87 -13 -232 0 
-7 -311 -28 0 
-905 -282 975 0 
630 -47 -949 0 
138 238 -202 0 
476 -733 631 0 
-648 -948 706 0 
724 -228 -306 0 
290 62 -50 0 
630 283 -988 0 
257 -802 -775 0 
539 440 889 0 
-853 -953 464 0 
888 611 986 0 
-103 -691 851 0 
-317 -63 788 0 
597 428 493 0 
920 -548 -816 0 
-900 317 822 0 
-60 448 741 0 
121 -785 -771 0 
-690 530 -187 0 
660 107 915 0 
423 -178 -89 0 
585 -59 -819 0 
-224 74 622 0 
600 -905 141 0 
-561 -960 820 0 
-267 79 -581 0 
-918 858 589 0 
557 -177 -922 0 
-669 -527 559 0 
757 -893 583 0 
-604 -372 -966 0 
