p cnf 1000 4000
876 -169 -511 0 
-630 757 589 0 
393 -203 994 0 
-119 542 676 0 
-908 393 -506 0 
554 505 -148 0 
-37 -198 -339 0 
365 699 -163 0 
-742 -987 -326 0 
-863 745 933 0 
977 -298 -755 0 
-560 -302 798 0 
191 -100 -458 0 
192 -788 152 0 
944 -396 562 0 
-797 -402 937 0 
-987 -586 194 0 
-260 -741 -384 0 
-931 -843 -716 0 
209 -75 618 0 
-287 -530 378 0 
334 864 -926 0 
580 -83 376 0 
-340 -501 -478 0 
781 -687 -979 0 
-978 -666 300 0 
431 -515 -403 0 
415 712 -84 0 
541 896 -962 0 
833 -252 869 0 
311 -485 239 0 
-184 -558 -696 0 
272 -886 -60 0 
895 267 851 0 
570 -853 458 0 
-157 -489 671 0 
871 -794 -859 0 
-543 397 435 0 
-661 185 -833 0 
137 -319 962 0 
-200 147 241 0 
860 193 119 0 
302 208 142 0 
236 -347 -727 0 
-551 310 572 0 
879 -878 -481 0 
-639 420 -68 0 
325 -761 -519 0 
430 -910 882 0 
849 442 888 0 
499 -540 66 0 
124 851 -646 0 
-226 722 -139 0 
471 -933 -931 0 
83 710 -277 0 
-983 -63 980 0 
196 -711 -337 0 
329 394 953 0 
382 942 792 0 
-991 -466 977 0 
994 -700 -741 0 
-34 -469 -957 0 
923 -248 941 0 
-165 -922 658 0 
420 -554 -787 0 
718 -578 503 0 
-789 -776 -556 0 
553 -292 -740 0 
510 -931 568 0 
-146 104 -822 0 
467 -127 413 0 
665 829 736 0 
275 178 -245 0 
-657 -48 645 0 
547 99 772 0 
-138 -976 559 0 
810 978 87 0 
-519 -697 280 0 
-782 -526 -843 0 
-121 451 295 0 
651 -493 -721 0 
170 928 -955 0 
-930 154 800 0 
-778 -394 -95 0 
-607 -629 345 0 
600 -848 507 0 
182 -705 -255 0 
238 -20 -664 0 
728 823 -851 0 
304 999 70 0 
656 549 -345 0 
881 -267 879 0 
-974 419 -729 0 
623 589 822 0 
411 463 -802 0 
47 -357 -919 0 
-609 503 181 0 
-734 210 322 0 
651 763 -448 0 
-581 38 -408 0 
-492 -279 -665 0 
-13 679 977 0 
461 -329 -802 0 
-85 74 891 0 
832 611 991 0 
-973 912 108 0 
-226 721 770 0 
677 894 479 0 
813 -688 -654 0 
-235 -734 4 0 
269 -986 502 0 
532 -733 454 0 
873 117 961 0 
-51 732 -560 0 
465 -290 -939 0 
383 566 -557 0 
-90 58 203 0 
-811 -168 23 0 
957 874 -317 0 
241 -616 839 0 
-778 -388 -17 0 
724 -632 150 0 
169 634 324 0 
747 -951 -667 0 
-138 908 -983 0 
789 -886 523 0 
-346 684 -330 0 
-374 419 639 0 
-72 234 297 0 
562 -384 -734 0 
-577 -608 -738 0 
-812 599 968 0 
759 -940 -901 0 
781 -549 -614 0 
-22 67 -129 0 
411 -551 -621 0 
249 930 917 0 
-948 477 253 0 
112 -542 312 0 
-232 -997 686 0 
799 -379 -686 0 
193 278 -578 0 
-898 227 336 0 
-912 894 573 0 
-805 559 -258 0 
-725 -774 720 0 
358 -460 -244 0 
-491 -434 448 0 
-801 -9 -463 0 
101 37 -245 0 
-587 933 846 0 
-401 -456 -814 0 
511 281 48 0 
388 463 848 0 
497 -221 -426 0 
-185 -365 -703 0 
721 469 -449 0 
903 -836 -658 0 
-143 561 765 0 
-459 -491 -476 0 
-277 193 -158 0 
223 -295 -495 0 
-773 -14 660 0 
533 261 875 0 
237 639 -937 0 
-197 -129 -68 0 
874 984 102 0 
-352 -469 853 0 
392 -216 -759 0 
-239 -853 -704 0 
-787 860 441 0 
872 -698 254 0 
962 -193 -413 0 
-946 175 -885 0 
-283 522 801 0 
-510 543 309 0 
996 588 -518 0 
55 -94 626 0 
199 -981 -441 0 
-142 -210 744 0 
-231 656 404 0 
921 490 -641 0 
504 465 936 0 
38 -666 26 0 
-726 402 -290 0 
-197 -471 416 0 
655 181 -117 0 
8 642 -631 0 
331 687 64 0 
-477 328 961 0 
-115 541 -565 0 
-289 -173 249 0 
-241 -276 246 0 
-963 901 686 0 
539 -120 -448 0 
-587 -657 525 0 
-541 -836 82 0 
-496 -58 669 0 
88 -375 32 0 
-783 146 -822 0 
-430 224 387 0 
-459 -754 826 0 
451 765 -409 0 
-349 -228 -790 0 
17 -675 878 0 
-264 628 103 0 
-642 -886 -495 0 
-843 853 -982 0 
354 556 923 0 
-980 -219 174 0 
53 -833 693 0 
-608 991 -865 0 
308 946 959 0 
661 389 -538 0 
317 -28 513 0 
-667 311 -749 0 
955 523 -13 0 
902 -917 -389 0 
-487 -597 -701 0 
-35 562 671 0 
-368 -745 87 0 
-463 -478 -626 0 
288 -719 229 0 
-919 -548 -232 0 
509 739 -346 0 
443 -833 -12 0 
15 -10 -413 0 
854 991 -149 0 
398 -977 -50 0 
414 102 733 0 
904 -191 785 0 
665 130 9 0 
-297 -189 357 0 
17 939 -720 0 
-7 -50 853 0 
-63 -147 -584 0 
-424 957 481 0 
-434 916 647 0 
353 894 218 0 
993 -402 -552 0 
958 554 -195 0 
-531 -340 -87 0 
885 -794 -322 0 
-813 -301 -274 0 
316 650 37 0 
588 385 -855 0 
711 442 -185 0 
-711 -164 -818 0 
-682 193 154 0 
-587 -451 -37 0 
623 -856 -40 0 
-590 307 -159 0 
823 -871 987 0 
-591 -707 455 0 
-751 -239 -627 0 
100 289 730 0 
743 923 -185 0 
-525 -458 -612 0 
235 773 -255 0 
505 213 -374 0 
616 -700 864 0 
230 679 -136 0 
-335 905 353 0 
-185 354 -391 0 
-768 -18 165 0 
-250 302 400 0 
-81 -307 -674 0 
-161 504 -54 0 
-804 -460 -357 0 
130 784 -58 0 
90 62 -145 0 
-592 736 891 0 
-861 -830 -361 0 
-909 -806 294 0 
-724 -228 294 0 
-648 -649 -39 0 
424 494 -687 0 
510 930 416 0 
-454 51 -120 0 
-982 -748 -103 0 
-483 330 177 0 
888 -742 -251 0 
-340 -539 -492 0 
-344 -187 283 0 
-750 -89 274 0 
52 919 -160 0 
-62 989 233 0 
237 -828 -588 0 
659 347 -806 0 
957 -743 911 0 
445 475 -134 0 
148 144 -179 0 
718 431 -387 0 
-44 -748 731 0 
-53 165 -577 0 
763 519 -102 0 
653 717 -639 0 
678 -558 489 0 
-180 -317 -44 0 
60 85 101 0 
968 -421 -232 0 
799 72 -721 0 
-515 -610 -953 0 
-819 857 255 0 
101 -491 142 0 
654 -3 340 0 
-158 -606 -846 0 
-847 -985 -297 0 
-758 -419 848 0 
219 -870 -728 0 
-282 42 423 0 
-194 253 -1000 0 
892 74 -841 0 
187 562 764 0 
-351 -221 945 0 
509 -134 486 0 
-642 806 573 0 
-530 644 332 0 
-152 -254 -519 0 
-241 475 -628 0 
-568 -586 457 0 
307 574 262 0 
633 165 -516 0 
-414 -460 797 0 
-781 -839 -281 0 
-436 421 511 0 
-768 963 766 0 
-551 714 -931 0 
65 494 714 0 
-682 -819 514 0 
900 579 -594 0 
781 -258 -276 0 
-125 78 652 0 
-395 -720 -14 0 
-923 -248 938 0 
-854 -912 -44 0 
6 -482 12 0 
-978 22 260 0 
804 -304 913 0 
854 772 -518 0 
-657 -301 329 0 
-941 549 281 0 
-559 885 321 0 
848 211 202 0 
312 179 -164 0 
773 406 -942 0 
192 -874 -328 0 
149 811 849 0 
474 -230 -268 0 
-74 744 -160 0 
843 -663 -793 0 
-565 -164 -632 0 
-791 -628 -915 0 
-560 81 -407 0 
-874 -325 798 0 
675 715 -147 0 
19 -23 -396 0 
-84 -24 290 0 
317 -814 817 0 
80 -559 464 0 
4 587 -909 0 
-764 257 -847 0 
769 296 752 0 
113 650 -202 0 
-141 721 -737 0 
-733 411 204 0 
650 6 -949 0 
987 916 -726 0 
-668 607 526 0 
-329 -123 -174 0 
-719 755 -136 0 
-947 872 608 0 
-806 -802 -458 0 
887 -4 -188 0 
838 670 -655 0 
-512 -857 780 0 
395 754 -233 0 
-729 414 194 0 
-88 -853 -1 0 
277 936 867 0 
-550 2 -743 0 
569 -47 -113 0 
6 -773 -231 0 
-684 51 -196 0 
503 307 -666 0 
805 87 -495 0 
723 86 -788 0 
-384 922 530 0 
-597 -256 485 0 
-122 -922 -953 0 
648 -319 100 0 
616 40 -924 0 
985 175 89 0 
-586 18 -924 0 
-457 -674 917 0 
762 -666 41 0 
461 911 564 0 
807 731 583 0 
-606 -437 -996 0 
-87 748 584 0 
-632 -335 131 0 
-647 343 147 0 
73 84 97 0 
588 -953 -742 0 
-481 -55 97 0 
-352 -725 507 0 
-728 47 115 0 
717 824 -783 0 
839 -741 -601 0 
666 -307 806 0 
-452 -633 864 0 
163 -430 358 0 
225 -85 357 0 
-688 293 -346 0 
-823 -863 -288 0 
314 -386 51 0 
-388 -343 -463 0 
821 -689 -64 0 
764 316 -716 0 
954 424 -169 0 
373 765 635 0 
50 -460 414 0 
460 122 407 0 
865 303 97 0 
-150 579 -837 0 
462 414 -242 0 
-80 -43 265 0 
634 573 -964 0 
-708 -35 -251 0 
813 -818 -201 0 
-563 704 -675 0 
841 -898 -25 0 
416 -256 628 0 
432 -364 856 0 
-291 -510 -778 0 
-230 -70 217 0 
-953 -955 -259 0 
-804 453 240 0 
-573 -828 -916 0 
84 -31 -669 0 
-528 -628 285 0 
-950 -356 -686 0 
517 849 -636 0 
-533 741 -440 0 
715 428 46 0 
-732 -392 622 0 
418 -178 281 0 
-406 647 690 0 
98 -38 908 0 
-788 122 -150 0 
-101 931 -997 0 
-234 650 -776 0 
-453 531 -874 0 
912 -249 -501 0 
71 -383 -18 0 
270 377 -505 0 
271 134 339 0 
-564 -308 -660 0 
-719 937 -500 0 
817 -864 297 0 
77 86 -765 0 
624 854 386 0 
161 810 -238 0 
-278 372 341 0 
803 994 -394 0 
227 673 -117 0 
429 226 65 0 
-326 -670 340 0 
-915 -694 -514 0 
849 -200 77 0 
524 368 -738 0 
-343 665 -828 0 
-585 883 -952 0 
511 -557 904 0 
814 921 -180 0 
-239 32 392 0 
906 -463 892 0 
281 374 82 0 
-872 652 -838 0 
52 237 -522 0 
-738 537 -146 0 
-608 114 502 0 
-889 890 -949 0 
779 -821 -174 0 
-871 -81 654 0 
293 840 880 0 
-304 914 -901 0 
-995 107 -632 0 
145 -517 649 0 
904 532 572 0 
728 -558 -999 0 
-355 205 261 0 
598 -585 -865 0 
819 66 -871 0 
36 -35 -366 0 
-259 -737 999 0 
628 -517 -33 0 
-946 916 223 0 
64 943 -25 0 
-689 -828 -20 0 
-732 167 173 0 
-449 -308 -983 0 
-370 -308 805 0 
-390 -133 -608 0 
-755 -745 893 0 
-766 -93 -476 0 
456 -725 867 0 
-316 -271 941 0 
894 256 -765 0 
-798 646 -545 0 
-133 -570 -757 0 
512 760 -135 0 
404 -625 -446 0 
-4 18 108 0 
698 552 -121 0 
492 -791 750 0 
-852 840 -145 0 
-991 -838 -978 0 
-506 239 -336 0 
-392 -708 362 0 
-417 -453 -484 0 
-270 334 557 0 
-337 -257 -319 0 
-460 -504 120 0 
272 -20 -554 0 
922 -849 -634 0 
4 942 628 0 
-760 -993 6 0 
-714 -418 913 0 
-849 920 -512 0 
783 -156 -736 0 
-703 -241 723 0 
919 -547 -114 0 
778 600 659 0 
-64 -460 160 0 
-601 832 -558 0 
708 444 -651 0 
-880 426 788 0 
-243 -387 -256 0 
217 -976 988 0 
-400 301 -951 0 
-914 -384 658 0 
-39 102 -271 0 
-77 810 100 0 
-578 -577 -494 0 
70 56 -411 0 
-355 291 -418 0 
-456 -329 788 0 
-836 -207 414 0 
-560 514 -980 0 
365 155 421 0 
-76 554 618 0 
-775 172 -215 0 
33 -567 787 0 
721 -651 -872 0 
285 -55 -174 0 
-119 139 658 0 
-686 569 150 0 
-428 -398 303 0 
947 193 -88 0 
299 -667 -692 0 
716 -1 462 0 
111 184 -745 0 
-167 191 -489 0 
-15 752 -299 0 
724 741 -35 0 
163 408 549 0 
-584 -606 -752 0 
-532 162 -437 0 
-804 -944 -202 0 
228 552 250 0 
686 16 366 0 
-521 274 -750 0 
-921 -333 634 0 
717 19 327 0 
-371 -829 -65 0 
898 -30 -99 0 
416 514 522 0 
85 118 -631 0 
837 947 870 0 
669 -733 133 0 
-990 859 -894 0 
531 89 -863 0 
-864 -620 -793 0 
-733 -297 468 0 
-241 -514 523 0 
-126 570 279 0 
916 -622 -998 0 
207 160 897 0 
-921 -224 -955 0 
691 -38 381 0 
-113 452 -284 0 
-942 162 -374 0 
464 -601 -296 0 
679 129 -918 0 
-55 826 -790 0 
-652 637 712 0 
191 221 718 0 
534 -444 -467 0 
779 525 140 0 
689 -565 69 0 
-797 513 -883 0 
-912 -244 619 0 
91 55 -228 0 
829 -673 464 0 
-255 389 -811 0 
-290 588 818 0 
-224 -107 907 0 
-971 896 -125 0 
904 581 326 0 
71 383 -830 0 
-819 -857 623 0 
-791 -403 -867 0 
-118 -845 396 0 
953 -370 -896 0 
-891 -150 -408 0 
-382 -247 -364 0 
538 543 -805 0 
-69 -658 152 0 
-928 -49 608 0 
173 782 -465 0 
566 -836 -943 0 
782 -619 585 0 
580 -785 893 0 
151 -789 802 0 
-610 -41 116 0 
-818 177 540 0 
816 403 249 0 
29 198 -10 0 
-673 691 -953 0 
-640 381 -150 0 
383 -40 636 0 
-696 284 -587 0 
194 987 -230 0 
-827 94 -71 0 
-405 -755 607 0 
13 -402 -724 0 
785 -542 -425 0 
792 -78 912 0 
861 58 -994 0 
283 -966 -943 0 
149 -695 -475 0 
-126 854 991 0 
959 872 -192 0 
627 -971 -550 0 
582 -910 824 0 
-20 508 862 0 
537 652 957 0 
-730 457 -466 0 
374 634 602 0 
410 374 -954 0 
-941 -574 -444 0 
827 337 -167 0 
-281 -999 -904 0 
680 -963 257 0 
-767 837 264 0 
889 -181 -934 0 
-656 722 -509 0 
554 -30 75 0 
-332 20 296 0 
882 -899 957 0 
-157 897 587 0 
20 326 774 0 
907 284 -169 0 
-181 -581 -682 0 
-26 724 488 0 
-532 -644 328 0 
-620 -336 -591 0 
171 341 631 0 
616 -460 -65 0 
929 -968 -29 0 
-329 -79 -723 0 
-702 -354 -859 0 
-914 654 -505 0 
-798 667 279 0 
105 717 -538 0 
549 -680 -106 0 
-765 802 939 0 
-919 381 -486 0 
-82 43 359 0 
-350 -708 -615 0 
-642 103 828 0 
-903 159 -319 0 
-2 876 -541 0 
-353 411 758 0 
-831 617 342 0 
-1 151 335 0 
887 244 -392 0 
691 50 -102 0 
-668 7 -608 0 
915 -970 -468 0 
229 635 645 0 
-666 318 -151 0 
719 -890 -995 0 
510 925 891 0 
-23 -811 -993 0 
-428 407 -2 0 
-82 -579 199 0 
-723 706 -654 0 
-840 -558 360 0 
62 364 -905 0 
962 -1 -639 0 
291 579 355 0 
-73 91 -577 0 
-164 -149 968 0 
-378 -780 -846 0 
658 528 272 0 
72 -365 119 0 
-963 482 -282 0 
900 677 -135 0 
-941 9 984 0 
619 436 -82 0 
-316 -706 -572 0 
523 -275 -959 0 
-98 -842 -82 0 
539 -627 498 0 
-767 81 -883 0 
817 -44 -636 0 
-410 614 -324 0 
-739 670 -989 0 
401 689 49 0 
-239 -214 -581 0 
46 -883 -905 0 
-733 -301 147 0 
-944 90 -347 0 
-181 957 429 0 
143 403 468 0 
-481 -948 547 0 
-341 406 719 0 
-979 -365 814 0 
-182 -709 -148 0 
299 712 737 0 
892 324 351 0 
453 93 824 0 
280 -310 -974 0 
-922 309 649 0 
-899 568 -991 0 
308 -540 621 0 
-398 -213 -426 0 
-550 -421 -325 0 
-678 -318 -497 0 
618 -478 238 0 
-93 307 186 0 
-858 415 354 0 
-374 -179 -388 0 
-877 750 974 0 
160 -588 -649 0 
-444 -60 -652 0 
22 -976 -280 0 
829 207 -332 0 
41 -795 -244 0 
-356 99 -311 0 
871 -813 -862 0 
243 405 -628 0 
812 -957 971 0 
-780 503 -546 0 
-83 209 504 0 
364 357 -490 0 
314 -554 351 0 
851 205 -540 0 
406 -304 -670 0 
348 490 138 0 
-741 643 -910 0 
-974 26 -868 0 
46 689 229 0 
-779 30 -469 0 
-443 -364 -702 0 
86 -227 -470 0 
71 382 840 0 
-977 -688 621 0 
-219 876 -663 0 
-567 -754 -564 0 
379 -356 -704 0 
-35 -399 -669 0 
927 -862 -347 0 
-157 790 875 0 
666 938 -484 0 
439 -19 328 0 
-656 779 -133 0 
-879 -137 -247 0 
370 -213 -399 0 
401 396 379 0 
245 -944 421 0 
-589 -85 588 0 
-363 -83 608 0 
-913 -630 -945 0 
