p cnf 1000 2000
594 635 -579 0 
-102 -93 -463 0 
13 230 -135 0 
-969 899 36 0 
745 -188 -576 0 
-839 352 -788 0 
-375 530 800 0 
-770 565 -692 0 
631 902 796 0 
-317 -732 223 0 
530 -609 -396 0 
-682 933 280 0 
-360 -588 -807 0 
-508 -136 660 0 
-900 -465 -883 0 
-449 634 479 0 
743 755 803 0 
-682 430 717 0 
-152 -967 -168 0 
65 394 -7 0 
-323 -395 707 0 
511 -949 961 0 
209 -811 673 0 
577 -230 -938 0 
81 -235 402 0 
480 95 950 0 
744 -189 -364 0 
790 46 -588 0 
-871 -386 605 0 
-105 -174 -880 0 
-433 284 -915 0 
-675 657 66 0 
-237 296 -817 0 
-585 557 686 0 
677 267 872 0 
-128 15 190 0 
-47 -960 -543 0 
-761 -679 -556 0 
-671 -672 -277 0 
785 -601 665 0 
-946 759 640 0 
269 -76 -564 0 
189 -19 -15 0 
-543 -273 888 0 
-312 -772 573 0 
110 -944 -185 0 
-886 -164 -188 0 
834 -731 1 0 
-442 -380 -526 0 
120 -653 -344 0 
-178 204 880 0 
-192 -440 625 0 
-392 -299 417 0 
-369 97 602 0 
-614 317 -905 0 
-991 339 -53 0 
89 540 716 0 
-590 374 -218 0 
623 711 -817 0 
-315 367 879 0 
732 265 624 0 
108 -628 533 0 
828 954 149 0 
223 -883 -15 0 
-755 441 82 0 
-440 -586 -608 0 
-787 444 -899 0 
-789 -215 117 0 
-801 698 -165 0 
90 -825 -29 0 
-162 347 -449 0 
-336 864 -573 0 
-696 -566 -456 0 
489 861 -477 0 
-473 -475 -268 0 
786 257 -242 0 
-36 889 -647 0 
-894 882 86 0 
-215 -693 361 0 
-344 -530 -375 0 
219 280 184 0 
222 900 716 0 
496 667 -845 0 
-252 -608 215 0 
298 -845 750 0 
529 -692 -534 0 
443 -747 -240 0 
846 4 520 0 
-21 957 576 0 
-229 163 425 0 
725 -691 -302 0 
-145 783 513 0 
-297 -756 99 0 
105 112 156 0 
628 -510 -882 0 
110 -600 -8 0 
-712 -4 129 0 
988 -39 790 0 
-577 -457 -500 0 
155 986 -917 0 
823 -525 976 0 
-711 -733 -965 0 
753 23 -878 0 
381 338 610 0 
959 -502 551 0 
-700 -728 546 0 
-412 -543 -357 0 
960 -607 -281 0 
-422 977 466 0 
697 -142 71 0 
904 309 -456 0 
-947 -875 168 0 
-23 -619 -129 0 
-100 -318 -829 0 
606 56 -549 0 
-272 -866 351 0 
768 -115 -55 0 
438 -313 -109 0 
755 810 -483 0 
904 -74 90 0 
442 -730 34 0 
-801 933 -944 0 
-724 963 -547 0 
268 706 308 0 
-245 -123 -860 0 
-652 984 -595 0 
-664 -641 -650 0 
-730 391 -482 0 
452 927 -517 0 
-445 -377 211 0 
55 360 535 0 
-908 914 585 0 
-573 -317 -165 0 
811 -134 861 0 
618 -208 205 0 
789 -114 -862 0 
-125 222 165 0 
-752 311 -698 0 
-567 295 -586 0 
-401 -902 399 0 
-88 -793 902 0 
998 265 -116 0 
453 -605 -977 0 
928 -682 -602 0 
-231 -959 914 0 
462 -525 821 0 
501 -133 -63 0 
790 296 -965 0 
978 -890 -608 0 
467 -368 -513 0 
589 771 749 0 
-867 439 405 0 
-175 -890 -996 0 
-383 -618 -56 0 
689 -403 155 0 
-883 198 832 0 
-801 -865 -121 0 
-434 215 795 0 
17 -904 706 0 
-316 -698 71 0 
-72 915 117 0 
140 -434 717 0 
660 -72 -923 0 
-196 544 605 0 
-560 144 -468 0 
-57 -872 407 0 
-629 469 -784 0 
412 -529 -714 0 
-464 549 -229 0 
472 802 -688 0 
667 331 -968 0 
-718 938 998 0 
-923 -980 -743 0 
-944 233 -112 0 
-262 21 821 0 
-746 -282 283 0 
686 -151 -237 0 
-156 -620 937 0 
-401 937 312 0 
-409 -710 -975 0 
427 -593 -697 0 
510 -901 -275 0 
436 131 -564 0 
-623 631 606 0 
942 789 665 0 
157 -391 767 0 
-354 -895 -192 0 
-730 -366 -869 0 
-240 -112 541 0 
-11 -396 519 0 
-640 -992 938 0 
-408 921 161 0 
-544 722 599 0 
-935 -731 -62 0 
396 703 -476 0 
565 444 524 0 
-264 255 -745 0 
947 -365 675 0 
-43 990 472 0 
334 191 965 0 
715 967 14 0 
331 -268 690 0 
-758 822 -315 0 
105 -384 294 0 
730 -897 894 0 
266 -165 -926 0 
422 233 -846 0 
496 177 969 0 
-433 102 11 0 
961 267 -541 0 
593 -169 162 0 
-551 603 734 0 
-406 629 -90 0 
-991 119 -690 0 
-476 734 -92 0 
921 -470 -351 0 
883 -717 728 0 
800 568 722 0 
937 353 456 0 
-48 -581 618 0 
-531 387 -127 0 
536 634 67 0 
541 416 -77 0 
116 599 -46 0 
309 -125 -825 0 
-272 602 327 0 
-733 -936 217 0 
-367 539 695 0 
-120 973 -821 0 
-884 906 -822 0 
284 435 -215 0 
26 -464 373 0 
-585 909 91 0 
819 439 759 0 
134 980 561 0 
301 -433 69 0 
-650 -608 94 0 
-786 73 -611 0 
-449 85 -664 0 
-837 -36 -274 0 
-762 -733 -962 0 
213 973 707 0 
-556 385 -397 0 
81 486 965 0 
210 -753 796 0 
-256 -650 -926 0 
-87 135 196 0 
-307 561 -125 0 
-80 -539 -568 0 
321 400 396 0 
-119 699 -303 0 
-713 812 -647 0 
409 247 431 0 
21 -485 496 0 
3 715 121 0 
449 559 687 0 
-143 -328 545 0 
103 921 -87 0 
5 -872 -571 0 
945 -57 -802 0 
47 -864 -644 0 
682 -415 -102 0 
849 126 -707 0 
-82 -819 -913 0 
-272 -949 -309 0 
-913 297 248 0 
136 701 957 0 
717 329 211 0 
615 297 369 0 
380 442 425 0 
308 -45 -810 0 
11 167 972 0 
-14 486 -777 0 
258 594 -820 0 
777 938 -742 0 
981 333 -983 0 
100 860 426 0 
68 -118 -336 0 
250 -439 -246 0 
91 15 356 0 
-245 -742 358 0 
-18 481 704 0 
-436 -463 -979 0 
-41 -703 -346 0 
912 615 -727 0 
462 -269 -730 0 
709 -446 -275 0 
-130 -816 -868 0 
637 591 -305 0 
-326 -750 -286 0 
-546 -87 142 0 
-998 34 871 0 
-825 -39 -57 0 
-242 -522 12 0 
705 175 697 0 
-512 650 -528 0 
274 -4 -91 0 
-959 54 910 0 
74 -122 -169 0 
-249 -352 442 0 
-632 783 252 0 
