p cnf 1000 2600
479 -160 112 0 
755 -851 -507 0 
74 329 -988 0 
-102 702 844 0 
307 -822 -917 0 
969 -957 798 0 
216 -960 -529 0 
375 -422 416 0 
638 -554 -467 0 
-591 -682 28 0 
378 -956 257 0 
949 221 -430 0 
836 -510 197 0 
388 -30 -92 0 
667 -873 -757 0 
-735 346 -288 0 
803 -834 894 0 
648 -437 963 0 
273 601 -152 0 
-625 671 199 0 
420 982 314 0 
-619 -386 -812 0 
189 -398 225 0 
988 -739 -892 0 
268 -20 -145 0 
-296 -829 -151 0 
-842 -348 335 0 
-636 878 563 0 
-526 617 -758 0 
-775 -147 -309 0 
-744 -843 -456 0 
-733 953 720 0 
-175 280 -179 0 
910 -728 -490 0 
-420 -38 994 0 
167 -394 -897 0 
-197 -156 621 0 
-902 -733 -702 0 
342 576 -775 0 
118 -288 -662 0 
-911 -949 962 0 
-477 780 -280 0 
259 161 725 0 
463 383 -960 0 
-832 -963 -748 0 
-645 672 -676 0 
905 821 -488 0 
-36 -24 195 0 
-133 -217 -502 0 
-43 431 -179 0 
801 -353 80 0 
416 -934 705 0 
-111 739 -877 0 
902 590 -702 0 
-652 814 475 0 
-622 -68 230 0 
247 887 781 0 
972 -192 228 0 
215 5 56 0 
694 36 419 0 
207 -527 -498 0 
841 684 832 0 
-246 -692 515 0 
124 -607 112 0 
-303 -954 253 0 
-367 809 848 0 
-392 682 761 0 
735 584 848 0 
842 -143 -923 0 
-537 341 -810 0 
150 -252 -686 0 
-20 -923 -148 0 
103 163 367 0 
-608 93 -631 0 
200 -768 500 0 
460 -554 -905 0 
421 -625 -413 0 
704 -326 687 0 
362 441 -803 0 
747 -33 -846 0 
-477 -588 -446 0 
-489 921 -943 0 
-570 245 -829 0 
-173 986 250 0 
-406 -816 9 0 
437 892 -614 0 
-853 -214 923 0 
-691 -127 -361 0 
-594 791 71 0 
791 -720 470 0 
398 434 815 0 
-163 799 -460 0 
428 440 210 0 
919 -731 -183 0 
-806 122 619 0 
-233 592 -645 0 
454 -147 -697 0 
707 607 987 0 
636 86 -40 0 
-21 351 902 0 
-158 286 -937 0 
-214 751 222 0 
499 509 -940 0 
362 46 -871 0 
-571 -461 -890 0 
-145 -531 -671 0 
-714 599 -103 0 
356 -648 -989 0 
182 -223 -145 0 
-256 566 -434 0 
-477 -334 -383 0 
-721 962 428 0 
506 740 666 0 
99 -192 -879 0 
-481 -275 933 0 
488 94 117 0 
-761 443 -77 0 
89 -222 -319 0 
438 892 -211 0 
-841 -757 -409 0 
-719 -37 94 0 
705 -835 732 0 
-838 -272 131 0 
658 -107 784 0 
703 -809 881 0 
540 -984 -781 0 
-73 444 -843 0 
-584 996 -612 0 
571 909 888 0 
619 -109 301 0 
671 72 281 0 
389 995 22 0 
-211 -594 459 0 
-325 -455 -246 0 
-94 -711 -132 0 
-208 509 647 0 
924 621 158 0 
-962 708 32 0 
554 358 -31 0 
-313 -193 996 0 
284 -240 970 0 
118 -236 479 0 
-670 -949 -106 0 
-539 359 158 0 
-555 -917 51 0 
-491 -678 -828 0 
215 -13 -335 0 
212 367 -928 0 
123 262 291 0 
105 -79 -568 0 
748 -19 -524 0 
-901 893 -360 0 
1 246 417 0 
-45 -563 167 0 
-66 324 182 0 
-342 122 -629 0 
-337 203 -425 0 
671 80 -123 0 
-853 -461 251 0 
218 -788 512 0 
642 -765 422 0 
-146 -211 372 0 
861 563 -699 0 
-168 49 729 0 
791 -514 639 0 
-850 -72 -507 0 
-152 -229 -821 0 
289 -519 -427 0 
607 -939 -555 0 
-848 -540 939 0 
796 -508 -250 0 
-139 -700 -167 0 
-264 -305 -451 0 
-615 -600 291 0 
432 -713 -386 0 
812 855 202 0 
-701 718 347 0 
975 996 296 0 
120 580 -25 0 
216 552 100 0 
-664 502 729 0 
255 -314 228 0 
-193 -719 -220 0 
-253 -329 997 0 
-106 -28 -807 0 
815 -9 -836 0 
-700 -689 722 0 
954 787 889 0 
-625 -283 6 0 
-569 366 184 0 
-576 609 -627 0 
-270 897 291 0 
-9 -637 267 0 
409 -995 629 0 
-77 -67 -945 0 
480 -680 122 0 
100 389 -949 0 
344 431 560 0 
176 -214 -590 0 
-449 -293 -573 0 
261 -52 -110 0 
249 462 837 0 
-641 128 668 0 
193 875 480 0 
-184 624 931 0 
-314 104 -16 0 
-731 -864 -561 0 
806 -940 862 0 
-927 825 614 0 
945 786 -674 0 
-78 359 236 0 
-900 919 909 0 
-710 -255 606 0 
737 -891 47 0 
-792 45 -778 0 
793 767 -900 0 
787 76 779 0 
-784 -897 591 0 
61 -166 600 0 
-488 471 -410 0 
35 -451 257 0 
-545 -991 -939 0 
343 267 -993 0 
-443 -867 -110 0 
452 -797 -44 0 
-262 -651 195 0 
86 -512 -261 0 
-21 4 -438 0 
844 433 -581 0 
-525 654 688 0 
-117 80 -382 0 
85 -53 174 0 
-539 53 882 0 
-608 -426 -217 0 
-34 143 -496 0 
-586 -643 -730 0 
-831 12 -385 0 
-147 311 -66 0 
-244 500 -690 0 
117 654 45 0 
154 523 606 0 
-821 -32 631 0 
-770 -773 990 0 
710 -611 -832 0 
543 403 -467 0 
613 139 165 0 
581 -877 879 0 
587 927 600 0 
-655 727 -552 0 
544 110 775 0 
-664 -261 -289 0 
486 -789 197 0 
128 -650 393 0 
656 800 602 0 
-406 851 737 0 
-923 -435 564 0 
-297 -101 -495 0 
883 64 737 0 
-899 143 -680 0 
101 -434 596 0 
442 -880 300 0 
-245 -425 600 0 
242 910 -144 0 
-753 -287 895 0 
-355 -432 552 0 
809 953 -587 0 
805 -916 -839 0 
-949 -491 -68 0 
499 -272 -528 0 
-658 594 -39 0 
145 925 209 0 
277 45 -472 0 
-514 -40 -321 0 
-955 -214 -440 0 
-719 -493 -145 0 
-726 817 -746 0 
-538 781 -616 0 
514 672 -481 0 
885 -365 436 0 
282 -491 -82 0 
-604 -747 605 0 
116 264 -690 0 
-554 -838 360 0 
976 -432 224 0 
677 -6 -261 0 
540 -555 -139 0 
874 166 -129 0 
957 -719 161 0 
653 915 281 0 
323 -313 -412 0 
-322 798 -653 0 
61 -419 299 0 
149 -391 91 0 
-848 313 540 0 
301 -565 352 0 
-444 -855 -459 0 
808 -655 -50 0 
-741 -590 105 0 
-882 -563 820 0 
-931 -464 -494 0 
-546 -634 590 0 
-949 -64 -353 0 
-555 304 -904 0 
571 -269 712 0 
41 -526 393 0 
-886 -874 921 0 
661 339 947 0 
326 -793 323 0 
-276 -24 -704 0 
-41 904 -100 0 
-890 -406 274 0 
-546 -210 -73 0 
-968 433 672 0 
-470 -74 -50 0 
961 925 -259 0 
937 771 -274 0 
-286 630 576 0 
-255 159 816 0 
95 -796 -681 0 
868 -968 -428 0 
394 787 764 0 
-138 815 697 0 
-638 767 873 0 
388 -549 975 0 
41 -863 646 0 
-725 -227 -342 0 
101 190 200 0 
-945 587 -616 0 
-901 -811 959 0 
-103 -912 -225 0 
