p cnf 1000 1800
175 390 -295 0 
-58 422 775 0 
-276 -665 610 0 
-779 22 -600 0 
-96 -830 -94 0 
-249 556 -689 0 
360 -790 -857 0 
106 2 632 0 
-342 -53 -103 0 
755 -881 -121 0 
33 -757 -174 0 
-91 -731 198 0 
412 370 -192 0 
504 -794 -269 0 
-191 -540 -806 0 
171 610 9 0 
-103 7 -875 0 
220 -174 529 0 
-696 139 833 0 
-637 -510 -901 0 
871 -749 -778 0 
915 800 338 0 
210 -466 -561 0 
-432 440 -116 0 
273 1000 -261 0 
-719 81 -970 0 
210 -403 -200 0 
248 -376 -287 0 
-507 -52 -123 0 
-131 -370 242 0 
795 241 18 0 
-358 -115 -100 0 
24 842 634 0 
467 63 877 0 
-397 719 67 0 
-27 387 956 0 
-352 921 -733 0 
-993 223 243 0 
-332 572 -928 0 
-589 -141 306 0 
-938 -215 -571 0 
874 -612 -582 0 
-511 -154 -100 0 
359 738 -924 0 
798 773 -328 0 
-55 -738 -615 0 
333 628 -636 0 
-636 -308 167 0 
937 -132 -918 0 
35 93 -522 0 
812 -660 16 0 
-552 895 465 0 
-986 -635 200 0 
950 -696 -662 0 
555 -331 97 0 
-809 -883 -947 0 
-479 471 -765 0 
-615 -956 211 0 
-413 662 -350 0 
303 -411 180 0 
226 303 -238 0 
-684 889 711 0 
453 657 -815 0 
-272 611 927 0 
-333 -400 385 0 
976 668 662 0 
-652 -707 683 0 
-730 -606 29 0 
781 -801 -701 0 
267 -227 -497 0 
83 -508 -131 0 
-639 -972 -730 0 
-797 -523 -961 0 
769 -374 -940 0 
-775 573 -558 0 
-848 -21 839 0 
-132 -499 27 0 
27 366 -42 0 
-708 593 -901 0 
-192 -922 -108 0 
-724 120 898 0 
-951 -838 -434 0 
155 254 -69 0 
716 -136 -971 0 
-545 -938 -112 0 
-465 890 -287 0 
-624 -542 703 0 
29 889 -165 0 
2 -276 -240 0 
157 254 552 0 
495 977 37 0 
-845 -212 804 0 
-980 805 216 0 
888 532 -650 0 
798 -60 921 0 
-935 -831 -864 0 
52 -695 150 0 
573 -648 233 0 
-625 697 70 0 
702 -731 616 0 
577 810 772 0 
-153 -964 -761 0 
-740 536 -706 0 
-65 -982 -845 0 
-973 -228 -661 0 
140 227 -786 0 
211 -331 -209 0 
799 414 519 0 
-484 -260 923 0 
793 741 -72 0 
973 -416 791 0 
-705 -697 -614 0 
-391 787 650 0 
436 60 404 0 
846 -803 833 0 
904 -563 839 0 
-343 -442 -650 0 
