p cnf 1000 2000
-881 -606 553 0 
36 -604 350 0 
779 353 734 0 
-538 -579 86 0 
846 398 189 0 
-123 459 -856 0 
-244 -546 39 0 
388 347 -536 0 
418 -492 867 0 
612 478 -613 0 
289 30 664 0 
279 -159 -762 0 
575 -573 636 0 
79 454 501 0 
-166 335 -43 0 
417 -411 -8 0 
-639 -146 502 0 
-888 191 -32 0 
-928 445 -46 0 
-517 -187 -270 0 
-862 -830 -369 0 
-219 -622 -625 0 
-890 95 850 0 
-661 638 627 0 
-686 810 -355 0 
973 16 -653 0 
33 588 372 0 
-934 -163 782 0 
-565 -62 55 0 
-980 -759 283 0 
132 271 -313 0 
-490 386 -627 0 
-630 -721 287 0 
255 -634 -131 0 
436 -386 -388 0 
-908 -52 -767 0 
621 209 627 0 
355 -862 -521 0 
516 235 -832 0 
-611 -106 279 0 
-727 -767 -313 0 
-152 956 816 0 
-187 -953 677 0 
-713 -95 890 0 
730 45 -474 0 
704 945 -178 0 
421 313 -608 0 
91 160 664 0 
-953 -746 233 0 
-319 248 578 0 
361 911 914 0 
302 349 -473 0 
-486 46 -822 0 
515 -241 -575 0 
-483 299 809 0 
-742 -66 -438 0 
735 429 -112 0 
-533 78 -931 0 
-258 -241 -813 0 
-768 337 -646 0 
-115 -709 -879 0 
-81 649 -169 0 
-749 -594 303 0 
542 214 -103 0 
84 -348 51 0 
-958 22 915 0 
573 170 872 0 
770 -116 102 0 
-422 150 -437 0 
473 -340 -310 0 
905 173 -697 0 
880 -78 -777 0 
820 193 4 0 
941 -599 363 0 
-502 -731 311 0 
-200 -697 -822 0 
-846 -890 -266 0 
766 -308 393 0 
-830 540 411 0 
-618 -738 -220 0 
-926 214 302 0 
-740 853 347 0 
511 196 -150 0 
854 761 207 0 
778 632 549 0 
515 396 -469 0 
-368 -258 -478 0 
860 317 -284 0 
43 874 -167 0 
-102 117 -631 0 
648 -746 -520 0 
-899 669 -929 0 
870 362 -137 0 
-750 -321 631 0 
-68 -912 710 0 
249 -546 326 0 
-976 -375 730 0 
614 -533 -788 0 
-348 -981 625 0 
740 398 -974 0 
-621 -709 -143 0 
-228 468 -748 0 
-81 235 59 0 
957 -161 -668 0 
122 758 202 0 
-341 430 -398 0 
-780 482 326 0 
23 733 973 0 
526 198 441 0 
808 -56 476 0 
-843 591 -994 0 
884 890 -859 0 
-500 -228 -344 0 
-2 -37 -69 0 
-322 231 390 0 
70 -281 162 0 
689 -568 801 0 
-987 -572 -503 0 
-905 132 -990 0 
-935 701 -187 0 
-85 -585 849 0 
921 569 -644 0 
626 -32 90 0 
-467 -902 959 0 
-836 -618 -783 0 
-131 -957 77 0 
-169 769 -974 0 
457 580 -95 0 
821 184 -415 0 
952 -18 -505 0 
-700 673 749 0 
12 109 -266 0 
-532 -226 443 0 
-594 121 -258 0 
367 58 -317 0 
-970 680 -66 0 
-637 -450 -399 0 
-240 682 137 0 
458 -897 337 0 
-846 787 -821 0 
-511 -626 403 0 
-199 -131 272 0 
268 17 92 0 
-358 61 -569 0 
125 68 -958 0 
-976 756 199 0 
-285 376 458 0 
-716 -102 -479 0 
282 150 -462 0 
-785 -963 358 0 
-638 -830 -999 0 
-88 -697 -190 0 
954 -985 -979 0 
575 944 -144 0 
-551 863 -446 0 
-817 242 -472 0 
-785 396 789 0 
-627 389 589 0 
725 888 942 0 
164 -530 -757 0 
214 -246 -576 0 
199 -810 102 0 
180 -829 -346 0 
-845 -503 423 0 
-963 -553 726 0 
-504 -444 950 0 
-947 -264 -252 0 
566 791 -416 0 
-388 -195 -240 0 
837 539 460 0 
-684 -220 -530 0 
187 715 -285 0 
432 72 962 0 
731 843 114 0 
818 -428 -964 0 
933 -85 -174 0 
751 779 -394 0 
-482 58 -905 0 
637 -921 -419 0 
936 520 508 0 
-249 112 -761 0 
64 -474 761 0 
264 695 -355 0 
458 460 -211 0 
632 770 535 0 
-174 -83 -958 0 
-918 240 -564 0 
202 145 -180 0 
-263 -956 656 0 
-860 -809 339 0 
-77 -130 -196 0 
-995 965 -443 0 
599 -108 -769 0 
-650 15 -818 0 
36 -307 502 0 
-871 -915 -782 0 
-947 -410 -527 0 
-753 -262 -642 0 
981 -305 -617 0 
-883 -340 814 0 
-688 498 924 0 
-247 827 67 0 
804 -571 -606 0 
-24 -568 -498 0 
-120 881 -182 0 
96 -443 259 0 
670 -471 474 0 
816 220 -482 0 
-307 -154 -924 0 
-501 -786 -246 0 
-324 687 501 0 
863 26 232 0 
570 -934 131 0 
-630 181 186 0 
-273 -386 592 0 
166 -252 534 0 
353 437 992 0 
-622 812 -728 0 
95 742 -794 0 
930 818 131 0 
279 -5 794 0 
814 -81 655 0 
-4 -116 857 0 
441 718 -929 0 
-697 488 232 0 
980 -6 -546 0 
795 -223 -891 0 
27 -657 -298 0 
-361 -516 582 0 
-459 -282 -185 0 
741 -282 750 0 
-253 -624 -980 0 
735 -281 -230 0 
276 -245 -248 0 
-83 179 -140 0 
418 -226 662 0 
78 261 -158 0 
344 -182 734 0 
827 -86 937 0 
-78 -935 -652 0 
774 712 -251 0 
399 905 690 0 
-232 835 -763 0 
790 -323 -53 0 
-753 457 -197 0 
-959 -59 -327 0 
-861 -236 -32 0 
969 188 -356 0 
-608 855 744 0 
740 -838 -315 0 
902 -251 -479 0 
-485 -945 -744 0 
-583 312 -565 0 
383 72 -91 0 
193 264 868 0 
911 354 228 0 
-841 -90 518 0 
-464 -751 -716 0 
-559 26 -774 0 
100 680 363 0 
124 -936 -370 0 
-360 -439 -380 0 
525 -725 -546 0 
106 28 671 0 
244 616 -714 0 
487 -566 957 0 
-429 202 -373 0 
-922 -496 847 0 
379 -615 900 0 
-700 447 612 0 
-904 -563 239 0 
21 595 -870 0 
-354 918 466 0 
682 -252 -946 0 
-326 -40 829 0 
-952 142 702 0 
-796 485 -525 0 
-714 -625 459 0 
-244 -208 -469 0 
831 182 -117 0 
-415 724 -205 0 
849 -111 214 0 
-209 -17 701 0 
-251 -346 -780 0 
-545 -663 512 0 
228 137 -949 0 
-694 967 -798 0 
-218 -521 -519 0 
552 515 -926 0 
754 554 56 0 
-803 -350 949 0 
-919 -157 -18 0 
-469 -62 -755 0 
941 935 -844 0 
-337 -748 -684 0 
977 -218 901 0 
-81 718 -500 0 
-134 187 413 0 
933 -138 -813 0 
468 -919 154 0 
710 -344 -622 0 
-963 -374 303 0 
-938 -314 -914 0 
209 -103 308 0 
351 -860 668 0 
204 -179 -446 0 
848 64 982 0 
-393 -118 -655 0 
-998 303 516 0 
674 -763 -187 0 
455 68 -653 0 
93 502 478 0 
762 -811 -155 0 
991 -456 927 0 
112 -353 868 0 
-838 251 -983 0 
80 668 777 0 
-36 -460 26 0 
515 -150 -987 0 
-746 499 276 0 
-335 103 -872 0 
597 22 902 0 
697 -691 108 0 
725 784 -110 0 
-220 31 90 0 
-652 139 68 0 
-201 165 753 0 
129 -6 -634 0 
542 887 -176 0 
-55 -918 -427 0 
171 -150 819 0 
673 505 125 0 
622 -845 -764 0 
-446 -474 -878 0 
-44 829 -509 0 
1 734 -627 0 
-802 352 406 0 
921 -142 550 0 
434 -466 -249 0 
831 90 672 0 
-75 757 672 0 
-636 326 -123 0 
854 259 753 0 
-541 -477 -292 0 
-785 -595 107 0 
263 955 50 0 
378 -959 -587 0 
-128 -671 666 0 
-858 909 -986 0 
929 -996 94 0 
-810 -27 -10 0 
280 734 -17 0 
606 212 612 0 
878 -551 240 0 
-57 -504 491 0 
-520 140 -812 0 
-799 -854 -346 0 
-669 -722 793 0 
-184 -385 -639 0 
-73 -174 -406 0 
657 -239 -389 0 
924 879 -541 0 
-359 987 217 0 
-228 121 -884 0 
-992 -697 528 0 
-843 862 304 0 
215 -914 -748 0 
674 -440 -571 0 
561 -512 -377 0 
-686 -596 989 0 
-864 -86 -679 0 
739 -967 170 0 
189 -669 976 0 
23 -362 -543 0 
-250 732 778 0 
-235 -209 -365 0 
427 -968 -506 0 
188 -327 750 0 
-789 289 359 0 
-984 -497 757 0 
-490 853 691 0 
-269 677 149 0 
525 -904 -352 0 
-258 972 -978 0 
-689 650 299 0 
523 533 633 0 
-41 -294 -752 0 
727 270 52 0 
644 151 -620 0 
725 -827 691 0 
576 136 -58 0 
297 -689 558 0 
223 513 213 0 
754 354 -580 0 
-511 -488 296 0 
-898 -569 990 0 
-725 62 937 0 
-115 -830 -580 0 
351 742 -954 0 
54 245 -395 0 
-874 602 -914 0 
70 -287 10 0 
-174 -538 -467 0 
685 -328 -938 0 
-986 -430 -488 0 
-690 997 -729 0 
468 947 314 0 
-740 -946 -384 0 
