p cnf 1000 2800
-763 661 -886 0 
-172 -299 107 0 
-190 953 851 0 
-744 -611 154 0 
948 -100 831 0 
-421 411 889 0 
-721 51 840 0 
650 779 -218 0 
-537 -727 930 0 
-304 338 -973 0 
666 -644 -859 0 
897 188 -457 0 
188 -717 450 0 
10 709 551 0 
473 -953 -968 0 
703 -987 -684 0 
927 550 -952 0 
683 458 11 0 
-185 -772 -815 0 
813 -543 881 0 
-975 621 307 0 
-674 -808 -192 0 
729 105 -299 0 
985 -852 -929 0 
-868 -398 -924 0 
45 166 -511 0 
583 729 -349 0 
-822 193 -294 0 
-677 -370 -543 0 
532 -903 -888 0 
512 608 -990 0 
-631 -33 -502 0 
-758 285 716 0 
-804 519 363 0 
-243 -984 -519 0 
-161 -225 247 0 
752 -527 -76 0 
-884 -818 -512 0 
292 -706 -529 0 
-390 681 -704 0 
-874 520 -137 0 
678 274 -746 0 
714 -952 -267 0 
250 -292 -542 0 
-218 695 -702 0 
-155 -833 -59 0 
-415 357 -73 0 
-389 -807 458 0 
186 130 -870 0 
-947 -249 830 0 
814 199 476 0 
221 80 -27 0 
-376 454 -707 0 
734 977 -229 0 
144 948 133 0 
-364 341 -8 0 
941 418 632 0 
-512 941 306 0 
765 680 -336 0 
990 -522 -933 0 
459 642 891 0 
-194 308 -458 0 
-149 -877 568 0 
318 -776 -53 0 
-917 787 -860 0 
-901 -714 8 0 
-588 876 995 0 
98 227 949 0 
-504 495 506 0 
116 -329 -674 0 
-943 -748 -622 0 
-10 617 -377 0 
-182 929 220 0 
870 -670 -446 0 
866 -825 486 0 
-871 33 209 0 
-557 -580 885 0 
263 72 -597 0 
929 -52 684 0 
-709 419 -400 0 
-420 49 -20 0 
-93 -472 722 0 
897 -526 160 0 
373 419 -511 0 
-946 -430 -510 0 
-709 642 -282 0 
-794 236 -195 0 
620 -950 360 0 
360 41 939 0 
148 324 900 0 
-549 -924 108 0 
-963 678 -307 0 
127 288 904 0 
-638 64 -259 0 
-882 -278 656 0 
216 -722 979 0 
601 770 800 0 
-394 680 -609 0 
736 107 16 0 
369 -403 345 0 
-527 235 -23 0 
248 -526 978 0 
-437 235 604 0 
-107 -723 -64 0 
241 303 164 0 
348 -404 -823 0 
-150 -993 -395 0 
11 74 924 0 
280 -200 -973 0 
648 -895 -770 0 
-252 794 282 0 
811 -964 -920 0 
-823 -342 998 0 
748 965 783 0 
78 -532 -450 0 
929 294 -287 0 
347 -616 -390 0 
133 -784 -296 0 
274 646 -289 0 
-691 905 431 0 
459 127 667 0 
627 669 659 0 
240 157 -181 0 
-933 883 914 0 
-37 826 -276 0 
-907 -855 493 0 
388 862 692 0 
602 231 78 0 
84 -86 870 0 
121 -142 -664 0 
156 44 52 0 
415 169 473 0 
-343 -428 -661 0 
-282 -426 893 0 
560 909 -114 0 
990 -681 721 0 
-162 656 -684 0 
-999 -329 286 0 
206 488 593 0 
-903 513 997 0 
-616 -974 -385 0 
-333 -846 -268 0 
896 486 13 0 
143 -152 573 0 
188 813 -482 0 
508 457 -828 0 
981 686 970 0 
-372 -58 -539 0 
572 118 983 0 
277 -30 512 0 
-576 303 19 0 
450 -927 446 0 
-982 -192 -211 0 
-672 -954 -310 0 
-621 -887 -228 0 
936 -442 24 0 
-684 -709 -577 0 
275 393 -247 0 
352 483 770 0 
252 -766 222 0 
-875 785 -553 0 
-395 388 892 0 
261 -774 446 0 
-421 980 401 0 
29 884 -761 0 
963 -49 -649 0 
357 -362 332 0 
765 -427 -972 0 
899 8 -741 0 
159 761 996 0 
-920 158 -411 0 
38 652 804 0 
593 -852 -849 0 
-607 -7 531 0 
291 791 105 0 
354 703 -654 0 
-176 257 621 0 
190 -193 -413 0 
-185 568 -956 0 
666 224 346 0 
152 14 681 0 
-563 758 130 0 
-128 846 -220 0 
-950 -473 258 0 
-141 769 359 0 
-272 -132 -49 0 
53 613 -754 0 
440 414 -597 0 
290 494 -321 0 
-735 -569 236 0 
-511 -509 -913 0 
546 111 692 0 
-324 -913 764 0 
720 313 76 0 
-554 -434 -237 0 
-831 -59 -18 0 
-322 -298 -946 0 
-498 -242 -390 0 
-979 216 504 0 
160 -521 872 0 
832 690 840 0 
-860 269 322 0 
756 847 392 0 
174 194 -243 0 
387 26 568 0 
188 878 -471 0 
-304 56 235 0 
535 -403 773 0 
313 -160 -407 0 
829 102 -167 0 
317 -895 -809 0 
-908 -933 877 0 
827 144 524 0 
838 -983 770 0 
-955 496 -819 0 
476 360 -302 0 
208 583 931 0 
-915 -49 891 0 
613 -151 -434 0 
-941 492 767 0 
673 -212 -57 0 
320 -2 187 0 
-755 37 -398 0 
269 751 898 0 
-489 678 879 0 
-631 573 -970 0 
558 -4 273 0 
-342 634 -261 0 
-438 -187 -739 0 
29 -201 -872 0 
-913 596 -545 0 
40 317 259 0 
370 212 162 0 
-753 855 -502 0 
637 -836 -981 0 
565 326 664 0 
-879 -147 -175 0 
-592 -452 257 0 
