p cnf 1000 1000
-555 715 509 0 
-690 930 812 0 
-94 -981 591 0 
-539 917 593 0 
-161 -551 130 0 
-312 126 -982 0 
-174 -848 396 0 
712 -564 -907 0 
818 -458 778 0 
891 -510 703 0 
433 718 -518 0 
-214 346 802 0 
710 765 680 0 
-281 93 -327 0 
-692 864 -998 0 
223 608 733 0 
90 -722 -796 0 
-427 -95 -572 0 
-432 63 940 0 
361 524 -651 0 
-466 687 711 0 
-631 -52 678 0 
800 -967 -452 0 
-197 -795 -560 0 
-254 -787 -754 0 
265 313 -275 0 
129 -875 133 0 
-113 949 -659 0 
-17 988 24 0 
582 893 -580 0 
-321 811 -146 0 
109 -781 -260 0 
-788 145 481 0 
-547 -803 -727 0 
842 690 775 0 
-988 824 473 0 
-458 -224 605 0 
724 856 -102 0 
124 -396 126 0 
921 -824 956 0 
-671 702 200 0 
-909 -839 896 0 
857 -733 562 0 
369 95 -536 0 
-67 677 773 0 
-733 -311 555 0 
220 -996 -909 0 
-15 -894 569 0 
-654 737 -752 0 
730 280 -312 0 
780 924 590 0 
676 517 -872 0 
-503 -608 -804 0 
-993 -739 439 0 
379 120 -162 0 
-986 -936 33 0 
-939 -783 -186 0 
322 -91 -915 0 
102 -341 484 0 
700 -107 -195 0 
-50 849 -607 0 
237 -906 607 0 
563 282 525 0 
-709 852 -840 0 
-925 203 -344 0 
690 366 -840 0 
-543 845 817 0 
453 -500 949 0 
-658 -74 917 0 
792 -164 -257 0 
-933 -802 457 0 
351 -790 859 0 
719 -757 -59 0 
-958 -688 646 0 
407 505 -260 0 
-523 -656 -354 0 
44 -433 -613 0 
-121 -252 500 0 
725 -75 946 0 
614 606 -562 0 
-659 -159 -380 0 
996 156 855 0 
-789 -965 983 0 
-220 -300 504 0 
-540 -330 835 0 
291 309 -64 0 
-459 -108 -985 0 
885 -254 -571 0 
502 -898 -666 0 
444 -209 603 0 
-152 -498 -437 0 
728 -963 -930 0 
-266 611 414 0 
279 780 -673 0 
568 630 215 0 
819 320 -766 0 
178 397 -351 0 
-296 233 220 0 
-26 366 256 0 
-308 -981 945 0 
418 802 997 0 
84 430 -672 0 
364 792 716 0 
796 -466 -581 0 
344 -95 -730 0 
-451 -552 -190 0 
-559 866 -186 0 
-824 -591 -363 0 
246 556 695 0 
210 110 536 0 
478 -786 -453 0 
-125 496 353 0 
152 -713 -589 0 
35 710 846 0 
-747 484 327 0 
-455 842 598 0 
-266 24 -898 0 
313 -701 508 0 
392 -813 138 0 
-908 -375 -361 0 
-242 -21 -420 0 
542 20 966 0 
-242 784 -775 0 
899 -593 806 0 
-776 32 -155 0 
-792 520 -5 0 
