p cnf 1000 500
41 -255 -418 0 
768 295 576 0 
-24 699 -987 0 
-58 404 -61 0 
-933 520 -889 0 
-887 -669 -212 0 
859 -229 946 0 
473 -625 -404 0 
-952 -689 548 0 
427 -514 595 0 
79 984 -448 0 
-912 -805 812 0 
143 515 813 0 
502 661 -91 0 
197 829 838 0 
326 -21 962 0 
918 671 890 0 
-758 -964 -712 0 
622 -434 -535 0 
481 -438 -423 0 
191 898 -469 0 
-770 -878 152 0 
-708 -341 -555 0 
58 -541 245 0 
609 -331 -197 0 
-196 713 -401 0 
128 954 550 0 
721 -383 -536 0 
-298 -696 786 0 
547 -875 -574 0 
748 102 -558 0 
-628 -494 -754 0 
809 -804 734 0 
566 -220 281 0 
-671 -775 -803 0 
-601 733 255 0 
-28 501 151 0 
980 894 -934 0 
401 483 554 0 
-622 503 -601 0 
-413 713 -172 0 
126 942 -799 0 
-394 -787 -974 0 
236 247 275 0 
-560 893 675 0 
162 804 568 0 
-473 144 -584 0 
402 -564 890 0 
-45 770 245 0 
-771 345 -356 0 
-345 752 296 0 
654 -562 -90 0 
-464 -289 -787 0 
322 329 5 0 
-906 315 -828 0 
-707 725 532 0 
-892 -246 86 0 
-772 -517 -870 0 
-746 -731 -441 0 
-572 -109 307 0 
-564 831 -375 0 
242 691 977 0 
-494 45 -244 0 
-181 299 -836 0 
-982 -271 574 0 
-196 694 750 0 
696 -456 -869 0 
808 -388 550 0 
-124 571 -655 0 
-443 -442 159 0 
-206 615 2 0 
55 339 -884 0 
975 304 -720 0 
904 -959 3 0 
-740 -127 -72 0 
-591 688 136 0 
-89 218 494 0 
-395 136 380 0 
-781 -538 149 0 
706 -621 -144 0 
804 386 -939 0 
-728 497 901 0 
-573 -296 177 0 
82 295 -374 0 
756 39 463 0 
803 739 -334 0 
-863 532 60 0 
383 871 710 0 
-191 -836 -403 0 
-577 253 -109 0 
-23 830 -451 0 
-99 -379 -665 0 
-1000 62 -566 0 
-724 872 -943 0 
-569 483 -508 0 
-164 116 -152 0 
670 -505 -779 0 
-414 -69 -311 0 
-943 206 706 0 
-619 -317 -90 0 
764 354 -520 0 
