p cnf 1000 500
-902 -593 -486 0 
362 -113 -206 0 
-598 166 -471 0 
134 -770 -256 0 
394 254 293 0 
-413 57 -273 0 
-837 -91 -477 0 
-749 411 235 0 
847 -785 793 0 
615 113 668 0 
-68 289 862 0 
478 397 -616 0 
520 674 -545 0 
-5 -155 -313 0 
805 -946 -515 0 
-765 738 919 0 
-614 312 883 0 
897 609 -969 0 
217 -443 337 0 
-284 -930 -837 0 
-823 -868 -114 0 
154 -222 -125 0 
-334 202 234 0 
-767 225 698 0 
562 880 126 0 
841 -371 -310 0 
907 -239 -337 0 
237 948 447 0 
-908 775 774 0 
-230 -622 -464 0 
617 820 506 0 
978 -298 986 0 
-412 815 -282 0 
116 225 504 0 
-232 395 -541 0 
403 -55 146 0 
-36 535 942 0 
-676 414 -532 0 
392 424 -952 0 
-725 475 437 0 
980 588 178 0 
293 409 364 0 
304 195 867 0 
-507 250 708 0 
411 235 223 0 
349 -949 -803 0 
-938 794 -783 0 
506 899 328 0 
-994 611 -315 0 
98 437 -713 0 
-201 -807 -303 0 
-169 595 -723 0 
-679 540 -605 0 
-434 832 -859 0 
-900 358 -266 0 
630 910 111 0 
-689 -822 43 0 
74 801 961 0 
27 -522 523 0 
-326 -881 -997 0 
-236 -681 -457 0 
-102 416 -853 0 
364 -842 721 0 
-844 730 -93 0 
-837 796 730 0 
856 150 41 0 
-240 121 65 0 
-369 -963 -774 0 
75 546 12 0 
-327 -613 -907 0 
394 -853 539 0 
446 -565 -648 0 
894 -813 911 0 
-870 -762 -927 0 
862 978 -997 0 
293 677 -43 0 
-929 912 -419 0 
-329 969 694 0 
356 -826 270 0 
-200 547 881 0 
438 179 344 0 
-414 -660 -2 0 
333 569 -149 0 
-620 694 -433 0 
-279 463 -970 0 
-795 985 589 0 
-904 -620 -883 0 
-305 -242 97 0 
-730 44 -978 0 
943 644 -115 0 
-623 426 359 0 
-152 829 233 0 
801 471 615 0 
-280 -726 271 0 
-810 -690 103 0 
-997 442 670 0 
116 986 -240 0 
987 -528 -849 0 
-481 106 160 0 
200 205 312 0 
78 431 -334 0 
361 667 251 0 
83 -385 -134 0 
780 -644 -871 0 
-562 175 -323 0 
534 -167 -7 0 
951 792 -157 0 
533 -70 -561 0 
-468 770 325 0 
744 -536 -552 0 
-560 830 359 0 
979 -139 735 0 
354 -83 -74 0 
-504 -738 520 0 
-451 218 -526 0 
-94 278 457 0 
-571 272 263 0 
-894 -755 -488 0 
-28 -161 383 0 
596 804 174 0 
-575 676 -721 0 
-560 84 707 0 
