p cnf 1000 950
847 104 522 0 
-548 -22 -965 0 
683 748 -758 0 
589 35 711 0 
-235 -734 -908 0 
-918 -567 -261 0 
83 840 -466 0 
971 -534 -646 0 
-146 -864 -674 0 
-301 535 -566 0 
-509 -314 948 0 
-851 -697 662 0 
-622 549 -579 0 
-289 -917 910 0 
77 127 -460 0 
-894 -1 495 0 
-823 18 -363 0 
336 120 904 0 
-632 -877 392 0 
718 478 -259 0 
284 -544 -80 0 
116 -864 780 0 
614 -936 -926 0 
-150 180 -901 0 
-497 653 183 0 
66 807 -278 0 
-198 -666 254 0 
62 -950 -25 0 
-235 -688 691 0 
-107 -23 -500 0 
469 494 912 0 
-782 210 649 0 
409 924 604 0 
-390 -340 -787 0 
321 -837 -307 0 
585 476 495 0 
-982 -620 -622 0 
-115 -468 576 0 
274 -358 518 0 
986 -114 329 0 
572 404 -840 0 
981 -3 949 0 
-258 423 386 0 
277 791 -852 0 
392 -135 759 0 
-682 896 847 0 
180 -996 -212 0 
-811 455 -355 0 
-203 -900 -677 0 
141 678 343 0 
-741 -163 -15 0 
-306 -301 -595 0 
568 740 -831 0 
343 831 701 0 
398 -388 517 0 
344 815 -362 0 
127 -363 743 0 
-874 -643 -516 0 
763 543 81 0 
-286 260 -792 0 
868 759 518 0 
695 -262 699 0 
-875 585 -23 0 
-132 207 -768 0 
-720 59 -40 0 
-938 -152 -184 0 
-937 854 -28 0 
418 781 -177 0 
-848 663 -598 0 
165 -335 -740 0 
-856 625 90 0 
778 411 821 0 
-738 748 920 0 
941 -649 -75 0 
322 733 -379 0 
-295 596 -78 0 
-670 -925 -160 0 
-824 816 -483 0 
-200 863 -255 0 
-218 413 -177 0 
-368 921 46 0 
-257 511 777 0 
343 -93 255 0 
161 -625 -949 0 
-857 686 457 0 
83 243 -491 0 
-880 328 621 0 
-713 -552 -629 0 
-577 -679 884 0 
117 -83 -47 0 
-708 -116 -820 0 
-187 771 59 0 
867 -514 -956 0 
-934 -429 800 0 
503 802 573 0 
34 10 -273 0 
15 756 -956 0 
-182 881 -492 0 
-927 -341 100 0 
220 760 -148 0 
963 -717 894 0 
-865 217 -391 0 
-15 -206 223 0 
438 -599 -633 0 
-683 924 -764 0 
-125 835 48 0 
958 -950 -23 0 
-226 -14 -831 0 
807 93 175 0 
-369 -572 -660 0 
237 541 -794 0 
-696 133 -386 0 
486 974 -481 0 
-581 -5 -148 0 
-67 175 967 0 
-231 -457 795 0 
-799 -610 649 0 
54 587 -633 0 
-366 709 -654 0 
-80 867 410 0 
78 -160 -969 0 
745 -834 -295 0 
-781 21 -864 0 
-589 17 266 0 
899 419 -468 0 
923 89 222 0 
389 -145 835 0 
-578 110 -108 0 
-543 -320 -694 0 
-91 138 -368 0 
479 -365 645 0 
789 829 -886 0 
-27 178 -683 0 
585 815 476 0 
17 816 -529 0 
143 -159 -339 0 
526 -820 -285 0 
274 571 -988 0 
471 -826 743 0 
-911 -504 -371 0 
313 146 589 0 
-993 -752 -840 0 
56 -437 106 0 
303 502 92 0 
951 -263 637 0 
604 -72 -278 0 
-27 200 714 0 
-218 688 -146 0 
-918 -931 -42 0 
120 148 -822 0 
-513 -265 -85 0 
-450 -595 -985 0 
-502 -468 -1 0 
-204 -670 556 0 
713 122 147 0 
95 -842 187 0 
-466 427 199 0 
-393 735 790 0 
318 -281 663 0 
906 -25 -289 0 
289 -823 -813 0 
-681 191 725 0 
675 -821 -915 0 
-739 -490 -74 0 
580 -840 325 0 
229 118 -380 0 
732 415 20 0 
597 -743 -799 0 
-536 -588 308 0 
-754 199 478 0 
340 966 740 0 
65 -341 -499 0 
-452 -761 -526 0 
-218 651 577 0 
-88 -288 233 0 
-371 526 762 0 
311 -985 817 0 
-319 226 95 0 
50 -207 -631 0 
66 148 433 0 
-340 -709 -649 0 
-692 -718 56 0 
-503 556 810 0 
524 -317 29 0 
626 -512 923 0 
-418 -474 -950 0 
864 -542 36 0 
968 887 -330 0 
75 215 -491 0 
-566 -447 -372 0 
-315 -250 244 0 
-779 142 434 0 
590 -72 340 0 
368 -940 -61 0 
-640 -810 705 0 
-662 346 385 0 
-818 787 -46 0 
-227 410 -748 0 
855 121 630 0 
-751 -205 -861 0 
191 344 -291 0 
947 949 -767 0 
487 418 608 0 
744 821 202 0 
113 -282 698 0 
-105 -376 861 0 
766 450 -776 0 
280 -214 -957 0 
-918 522 607 0 
-520 987 406 0 
-201 -172 -65 0 
-242 -478 -813 0 
-797 -578 986 0 
727 34 667 0 
646 -328 105 0 
-673 184 -463 0 
-348 -641 162 0 
954 -179 -599 0 
223 -343 -870 0 
-755 732 49 0 
-498 607 781 0 
956 385 -594 0 
-252 282 519 0 
-6 398 -788 0 
496 668 322 0 
822 900 -901 0 
978 236 351 0 
-17 395 272 0 
704 297 -413 0 
198 182 -130 0 
-117 927 -428 0 
-934 -778 570 0 
-537 540 533 0 
-398 990 -816 0 
357 -946 832 0 
332 53 321 0 
196 -446 -14 0 
11 -795 -714 0 
218 628 573 0 
-460 362 -124 0 
696 -526 732 0 
-166 165 304 0 
-289 443 -867 0 
-1000 -867 180 0 
-421 233 -914 0 
-441 414 -669 0 
-437 -299 -137 0 
300 198 763 0 
-798 -332 150 0 
-536 904 578 0 
949 433 -444 0 
911 -749 -167 0 
-832 218 888 0 
828 -947 -816 0 
168 571 724 0 
-769 -507 761 0 
-589 -698 -335 0 
-845 486 -283 0 
456 -445 -961 0 
387 180 103 0 
785 -846 972 0 
-531 -694 268 0 
539 -418 -782 0 
487 -466 489 0 
-613 -858 206 0 
-236 -364 403 0 
430 729 -91 0 
-471 388 560 0 
-730 -865 386 0 
-141 48 561 0 
920 -518 701 0 
758 -944 228 0 
921 -205 552 0 
-50 -205 633 0 
-466 -863 -544 0 
-513 -25 -429 0 
-606 227 230 0 
-564 -190 513 0 
-733 -848 -822 0 
-173 -305 -958 0 
-128 706 -228 0 
-939 -26 -367 0 
-976 -498 817 0 
841 -304 40 0 
838 111 213 0 
-535 -895 163 0 
-53 -19 -93 0 
-562 662 113 0 
-72 -830 -949 0 
202 812 -757 0 
-589 -914 -26 0 
-335 -82 640 0 
882 -618 583 0 
-620 -556 240 0 
-286 256 -335 0 
832 -314 -303 0 
64 -492 925 0 
884 -762 -970 0 
735 199 -528 0 
582 575 -994 0 
465 654 817 0 
182 -715 556 0 
168 509 -977 0 
155 543 -247 0 
491 199 -343 0 
964 208 533 0 
235 327 -904 0 
-910 160 577 0 
-467 828 -256 0 
353 242 -10 0 
-186 -173 154 0 
282 -552 -678 0 
325 -918 -621 0 
-406 -564 727 0 
803 250 391 0 
-714 886 934 0 
584 -239 -141 0 
-591 183 983 0 
-730 444 -803 0 
-16 -632 -633 0 
10 -204 -484 0 
430 -407 -585 0 
-113 859 -700 0 
34 515 -887 0 
-72 170 -470 0 
296 -757 829 0 
-818 -38 -423 0 
458 683 -905 0 
-256 457 421 0 
247 -13 103 0 
418 -113 767 0 
-388 -86 954 0 
953 -995 103 0 
-56 76 -549 0 
-606 123 -770 0 
194 -786 -952 0 
482 -355 -350 0 
684 451 -887 0 
188 -760 621 0 
-456 -647 689 0 
684 505 709 0 
-534 -148 -877 0 
770 -574 623 0 
-842 957 149 0 
63 730 606 0 
-549 -861 38 0 
-647 44 337 0 
427 -957 274 0 
-927 -195 213 0 
-551 799 -170 0 
-162 -454 742 0 
533 305 832 0 
900 944 -889 0 
303 607 333 0 
-479 -746 506 0 
-342 487 124 0 
449 104 -61 0 
-488 578 887 0 
-969 87 146 0 
-398 -492 634 0 
-403 -196 172 0 
469 -827 -23 0 
-454 103 378 0 
-495 -672 769 0 
-668 877 -363 0 
-105 746 -32 0 
758 -211 46 0 
-319 312 715 0 
-421 299 787 0 
415 122 996 0 
-267 -935 140 0 
223 -227 -650 0 
-873 951 -313 0 
745 278 801 0 
-646 347 -467 0 
-99 332 568 0 
149 -958 -667 0 
-20 -966 847 0 
-400 640 -310 0 
346 -952 -889 0 
478 278 -348 0 
807 -873 820 0 
289 854 597 0 
307 229 -139 0 
174 -154 -655 0 
-208 795 656 0 
-635 -151 620 0 
-558 256 830 0 
640 -374 764 0 
-487 -766 -963 0 
-427 320 687 0 
442 -524 29 0 
866 -642 34 0 
280 868 742 0 
31 562 -395 0 
461 883 296 0 
-625 -769 235 0 
-767 201 386 0 
-990 2 901 0 
471 -224 374 0 
-584 705 488 0 
882 -433 -50 0 
-106 73 422 0 
901 -295 -947 0 
543 -97 -832 0 
144 -854 -773 0 
-370 -249 -273 0 
867 -864 769 0 
246 763 -877 0 
-255 -998 -907 0 
-931 -591 -738 0 
-225 -268 524 0 
157 -30 -792 0 
-8 -99 -79 0 
608 -481 -17 0 
491 -988 701 0 
253 -450 180 0 
-105 799 -411 0 
-547 326 210 0 
152 -820 840 0 
-133 27 789 0 
-997 -932 -33 0 
918 511 209 0 
-126 614 -313 0 
-344 -47 -966 0 
-158 252 87 0 
975 725 -651 0 
-947 -356 791 0 
-96 248 -682 0 
11 -97 -405 0 
-265 -635 -106 0 
-876 -402 -734 0 
-803 259 -652 0 
436 -310 -961 0 
-268 -124 588 0 
93 342 -413 0 
-701 -752 -156 0 
-983 800 462 0 
-899 518 -804 0 
199 222 -560 0 
839 -111 82 0 
743 -129 751 0 
401 761 179 0 
432 -292 -421 0 
-778 56 265 0 
-120 727 365 0 
-950 162 777 0 
-618 817 852 0 
198 319 659 0 
738 820 -893 0 
529 99 556 0 
-498 -99 -200 0 
489 -651 233 0 
3 823 -833 0 
418 411 890 0 
-968 881 410 0 
-768 551 879 0 
557 417 -132 0 
141 861 864 0 
863 561 -370 0 
-200 -364 81 0 
-482 658 -723 0 
-386 437 614 0 
-767 -39 912 0 
-755 -886 59 0 
-664 -508 100 0 
-414 -94 -483 0 
918 533 142 0 
-6 586 -824 0 
-256 -639 -680 0 
-784 -183 208 0 
-119 491 587 0 
156 804 -245 0 
573 62 665 0 
-824 72 -193 0 
621 -578 570 0 
314 -122 18 0 
