p cnf 1000 900
-990 440 30 0 
923 756 -817 0 
-325 608 616 0 
764 -421 -979 0 
442 568 862 0 
837 407 -83 0 
-652 338 -483 0 
410 587 632 0 
-306 -729 -487 0 
241 -695 -910 0 
653 -214 397 0 
-439 117 772 0 
-405 -800 502 0 
642 -677 895 0 
479 -669 839 0 
942 264 170 0 
-559 387 248 0 
-170 343 -609 0 
-548 -688 213 0 
-662 934 11 0 
344 481 -956 0 
-969 -304 575 0 
698 451 618 0 
-957 -574 -1 0 
-629 527 -979 0 
-121 -29 338 0 
-63 302 113 0 
242 75 -159 0 
76 681 262 0 
132 886 -529 0 
-751 663 200 0 
944 -557 -869 0 
37 -124 42 0 
-624 365 -27 0 
506 -593 861 0 
-252 -243 956 0 
-176 708 -148 0 
77 30 1000 0 
-800 -295 823 0 
882 -98 338 0 
-196 114 886 0 
-911 481 599 0 
1000 -44 758 0 
-601 246 -55 0 
-100 96 738 0 
930 462 29 0 
-226 -474 -68 0 
-324 -518 -535 0 
504 873 -643 0 
-220 -461 477 0 
-900 758 -825 0 
189 509 -5 0 
715 638 334 0 
-228 588 -311 0 
6 529 -585 0 
-65 232 -139 0 
-111 300 -221 0 
-818 442 580 0 
-208 -932 -553 0 
-12 867 -720 0 
-982 615 -767 0 
372 -972 51 0 
-36 831 -560 0 
-528 -36 -874 0 
677 -614 -36 0 
-63 929 -934 0 
-449 119 887 0 
703 -608 632 0 
-65 -857 173 0 
-580 425 -525 0 
-833 571 467 0 
937 760 -560 0 
-239 -907 444 0 
249 14 -683 0 
540 -500 -353 0 
-651 391 -775 0 
-738 -971 85 0 
146 252 -50 0 
929 194 -199 0 
731 -504 -629 0 
82 -489 -477 0 
-95 -962 -529 0 
-423 624 -30 0 
58 285 -828 0 
421 -263 373 0 
-245 988 885 0 
581 363 -124 0 
623 636 103 0 
766 8 471 0 
993 -125 -765 0 
525 783 -245 0 
709 995 -738 0 
584 999 -922 0 
630 -542 763 0 
-867 73 787 0 
-195 -920 587 0 
738 643 -980 0 
888 15 -577 0 
610 -377 546 0 
-443 886 68 0 
-921 45 -402 0 
154 75 213 0 
779 -517 -307 0 
118 886 60 0 
-447 16 -13 0 
-437 -135 552 0 
-161 75 -618 0 
-877 749 -662 0 
2 -872 1000 0 
-379 104 -748 0 
324 -979 -658 0 
165 239 74 0 
86 619 -544 0 
45 -388 391 0 
-18 -363 502 0 
303 -33 -799 0 
-77 374 912 0 
-355 347 301 0 
882 808 -446 0 
-618 -531 340 0 
280 -508 -272 0 
827 -49 681 0 
-98 -912 -805 0 
52 -549 777 0 
-728 12 348 0 
538 96 -750 0 
796 -174 -783 0 
241 -736 715 0 
-177 868 -944 0 
-620 18 -407 0 
452 735 -19 0 
-503 -143 468 0 
697 -368 -121 0 
-41 -97 -659 0 
-585 383 -77 0 
-958 -903 -702 0 
-149 896 857 0 
-107 327 135 0 
385 335 932 0 
-996 -364 -902 0 
-861 -124 -115 0 
179 -237 -70 0 
713 -315 -824 0 
752 696 -379 0 
235 341 800 0 
-581 483 354 0 
353 397 561 0 
826 141 -2 0 
-395 -410 -801 0 
574 -76 -156 0 
680 -114 837 0 
846 -990 -917 0 
-317 991 -742 0 
-64 810 683 0 
-582 -199 234 0 
107 -83 757 0 
-64 88 -433 0 
351 7 398 0 
91 -976 -7 0 
422 809 995 0 
-540 -115 -804 0 
-5 885 -517 0 
308 -77 -317 0 
-36 -304 599 0 
-113 962 618 0 
-689 -351 380 0 
963 -604 -365 0 
304 -403 811 0 
580 -857 356 0 
323 143 535 0 
-963 -689 -148 0 
37 430 -625 0 
47 -931 634 0 
70 219 -940 0 
-901 -563 454 0 
-909 58 364 0 
-766 348 231 0 
-616 -252 -556 0 
-372 -690 860 0 
668 169 754 0 
