p cnf 1000 900
138 885 819 0 
688 -99 340 0 
412 156 -700 0 
-926 -4 -741 0 
57 -582 196 0 
-620 478 333 0 
-43 219 -509 0 
-870 228 662 0 
-858 -640 -886 0 
-282 -405 -416 0 
-37 271 177 0 
624 77 850 0 
663 128 611 0 
642 84 382 0 
414 -53 -316 0 
-850 -251 -466 0 
-500 761 566 0 
-308 797 -999 0 
-529 251 436 0 
728 -817 863 0 
636 -830 -704 0 
-496 -220 829 0 
-94 -395 -145 0 
-565 -142 193 0 
511 918 415 0 
184 -274 890 0 
528 889 -446 0 
363 -958 -505 0 
82 835 -461 0 
132 1 -446 0 
-508 401 910 0 
-288 -459 -78 0 
-101 -729 235 0 
734 -276 -274 0 
-553 -410 369 0 
30 436 340 0 
838 131 -250 0 
-173 -77 -16 0 
-980 158 123 0 
685 -785 -496 0 
-894 758 -975 0 
-414 843 495 0 
-632 717 -69 0 
278 488 -273 0 
837 26 -332 0 
-498 -739 968 0 
904 854 -237 0 
582 755 557 0 
-147 -104 -715 0 
941 -400 144 0 
-510 339 -96 0 
295 -556 284 0 
55 -701 143 0 
-936 -311 53 0 
-539 587 465 0 
146 -190 -340 0 
-105 292 -876 0 
774 333 -493 0 
323 -460 997 0 
938 54 203 0 
-142 501 -351 0 
-84 390 264 0 
892 649 -616 0 
362 833 -784 0 
639 257 572 0 
875 -83 315 0 
-388 -724 217 0 
873 105 -178 0 
131 -684 -354 0 
694 2 -429 0 
468 972 982 0 
542 163 -960 0 
-403 812 -298 0 
-97 963 -483 0 
-709 208 77 0 
85 -246 952 0 
-575 -223 101 0 
490 685 969 0 
-260 628 489 0 
-272 -361 -546 0 
-586 160 816 0 
650 -71 929 0 
-521 682 -869 0 
498 99 190 0 
-31 914 -713 0 
-476 -90 -197 0 
-408 835 -296 0 
522 553 -475 0 
479 -390 645 0 
-131 -107 -994 0 
125 -857 382 0 
-943 609 -196 0 
209 -258 -353 0 
-320 830 -910 0 
98 636 -870 0 
188 -22 451 0 
512 479 705 0 
-395 -634 -636 0 
476 243 113 0 
-133 -459 -601 0 
145 -146 -193 0 
354 -518 583 0 
938 -450 -693 0 
488 -475 -791 0 
70 -948 655 0 
599 386 634 0 
-69 -935 978 0 
-269 -128 -899 0 
-922 991 936 0 
-859 576 447 0 
-803 -92 636 0 
-750 -812 -487 0 
517 580 988 0 
753 -562 -302 0 
-411 -225 -355 0 
436 -43 -791 0 
-337 -581 371 0 
941 -172 757 0 
-217 -409 334 0 
-207 454 411 0 
-687 354 -15 0 
683 -265 366 0 
-693 -939 533 0 
-465 -985 -192 0 
966 -224 235 0 
850 -904 -675 0 
863 -274 -482 0 
-937 328 -631 0 
109 133 833 0 
-427 -71 -46 0 
970 -830 -681 0 
406 -435 -501 0 
-11 580 -902 0 
-478 991 -661 0 
-440 72 434 0 
-891 -895 369 0 
-463 901 -319 0 
396 829 909 0 
730 -903 -997 0 
840 640 37 0 
523 719 -151 0 
719 115 -310 0 
575 -212 126 0 
866 -679 275 0 
234 35 -357 0 
312 258 -808 0 
-290 -137 223 0 
623 -687 -435 0 
313 482 429 0 
-187 -981 -146 0 
98 -555 -918 0 
327 -89 870 0 
-261 -970 -993 0 
871 -445 164 0 
196 428 -350 0 
-59 -662 545 0 
80 595 718 0 
289 -138 -548 0 
928 705 -237 0 
763 948 -839 0 
139 -534 -308 0 
-466 452 876 0 
-203 -790 970 0 
577 928 911 0 
-942 -187 -522 0 
-294 -977 708 0 
-598 -73 -532 0 
-789 169 782 0 
243 -760 536 0 
142 706 -678 0 
270 -797 439 0 
605 -73 -947 0 
-325 -591 -602 0 
149 23 -746 0 
108 -873 -899 0 
-947 120 -614 0 
-840 503 -613 0 
208 69 87 0 
567 109 -732 0 
-59 147 -970 0 
349 -815 -734 0 
788 996 51 0 
-373 620 -309 0 
161 200 556 0 
401 -370 790 0 
-188 -322 -195 0 
-426 926 169 0 
-302 810 -814 0 
-205 538 -343 0 
976 -5 -492 0 
214 947 -116 0 
-89 -273 286 0 
-434 672 243 0 
-968 78 335 0 
991 562 43 0 
-169 94 -507 0 
830 -151 571 0 
-927 930 763 0 
-832 330 338 0 
-493 230 -906 0 
905 -791 960 0 
-845 -873 296 0 
273 -419 500 0 
490 -894 251 0 
470 886 375 0 
-826 400 -961 0 
-140 -835 -864 0 
129 -905 336 0 
-983 -351 742 0 
-553 -1000 342 0 
-746 684 -790 0 
492 -246 -810 0 
-749 649 832 0 
390 -315 -971 0 
-257 638 -747 0 
-755 -878 531 0 
862 498 -314 0 
-220 655 -226 0 
-151 -887 240 0 
8 831 510 0 
793 -119 260 0 
877 796 988 0 
637 982 -485 0 
226 338 -66 0 
912 901 -401 0 
-2 -23 944 0 
707 536 146 0 
-573 -638 606 0 
31 -676 -211 0 
685 -519 211 0 
761 -786 -975 0 
226 367 921 0 
661 228 -424 0 
-599 -197 -622 0 
-307 -910 560 0 
-532 -87 -650 0 
990 367 368 0 
-976 -709 -305 0 
-630 -849 -430 0 
405 -792 -567 0 
-937 -998 -806 0 
-623 -516 955 0 
-530 931 270 0 
680 -538 -6 0 
512 468 -345 0 
-575 -223 176 0 
-355 -654 300 0 
527 947 -497 0 
208 364 -230 0 
627 303 196 0 
-499 572 -348 0 
602 -763 -895 0 
-281 -445 951 0 
-393 -386 964 0 
-513 -737 -44 0 
103 -401 -943 0 
-472 794 -897 0 
101 980 -758 0 
727 710 -464 0 
542 194 361 0 
