p cnf 1000 400
733 486 -474 0 
-859 150 -376 0 
988 63 -505 0 
546 -981 626 0 
35 748 764 0 
-566 54 73 0 
335 114 337 0 
613 -841 -257 0 
351 -534 540 0 
-296 985 761 0 
890 -274 440 0 
542 -219 431 0 
-876 -657 -83 0 
972 -200 460 0 
-530 681 -811 0 
-678 987 721 0 
-820 174 -801 0 
344 467 879 0 
904 -39 -238 0 
849 -659 -145 0 
720 -614 722 0 
-409 646 222 0 
-562 726 637 0 
-264 -970 -692 0 
164 216 843 0 
798 187 853 0 
-703 -517 365 0 
-423 650 896 0 
58 805 -775 0 
574 -842 -626 0 
-964 228 212 0 
367 -460 -106 0 
-419 -57 244 0 
708 465 -625 0 
628 690 -403 0 
913 890 310 0 
-857 499 -637 0 
-401 849 -963 0 
-986 218 575 0 
277 -745 -941 0 
-735 -677 779 0 
972 748 698 0 
581 438 -863 0 
171 -988 335 0 
19 -185 27 0 
-451 327 -802 0 
355 765 961 0 
-240 -549 773 0 
-291 377 -484 0 
-850 -972 -742 0 
281 389 470 0 
-12 216 61 0 
60 39 181 0 
41 204 444 0 
86 756 -960 0 
187 -985 -750 0 
-270 -846 -133 0 
-480 126 -932 0 
22 737 911 0 
-982 766 977 0 
-406 274 624 0 
956 -644 908 0 
570 907 -200 0 
642 361 -881 0 
-454 584 98 0 
-777 -221 -137 0 
503 -264 -950 0 
-328 -908 -923 0 
321 -443 -757 0 
-707 -771 580 0 
147 -562 900 0 
-338 -890 278 0 
398 -14 429 0 
-82 -691 -816 0 
932 -496 402 0 
-642 125 631 0 
625 -939 670 0 
835 -697 -357 0 
55 -683 -653 0 
236 483 911 0 
31 -435 974 0 
734 731 841 0 
884 838 -532 0 
727 -287 598 0 
152 190 -141 0 
748 883 551 0 
-467 58 -64 0 
-407 359 -521 0 
697 -248 883 0 
808 728 -92 0 
-501 102 34 0 
-518 -296 -557 0 
432 147 748 0 
994 239 -802 0 
422 378 76 0 
496 -846 48 0 
-633 -674 -308 0 
-378 478 -330 0 
322 866 598 0 
-817 -247 811 0 
735 944 -549 0 
380 -914 -655 0 
-921 708 -857 0 
713 967 -160 0 
-677 664 891 0 
254 942 178 0 
-203 655 79 0 
-732 -147 -322 0 
-692 -162 950 0 
-721 -245 -571 0 
37 -62 15 0 
-419 278 -45 0 
-863 -577 102 0 
-501 -436 635 0 
-11 -351 -906 0 
809 993 405 0 
-271 -436 964 0 
-909 670 878 0 
510 961 -477 0 
690 -878 -400 0 
138 -421 454 0 
-395 384 375 0 
143 -661 -416 0 
353 786 178 0 
871 -230 -552 0 
-145 -157 -43 0 
352 230 -548 0 
647 -735 -762 0 
-713 648 -128 0 
357 296 197 0 
-330 -241 430 0 
99 -418 -500 0 
-433 208 -946 0 
-80 -503 650 0 
-205 696 228 0 
748 721 285 0 
-240 921 945 0 
456 -884 365 0 
-266 475 -750 0 
-64 155 -406 0 
401 -269 531 0 
-582 810 236 0 
528 116 -135 0 
-935 -226 594 0 
-93 -224 -183 0 
-206 -112 150 0 
-928 -19 -260 0 
-62 711 -178 0 
874 -279 649 0 
-736 685 -13 0 
52 -66 -213 0 
284 -815 -77 0 
-851 -875 262 0 
-124 775 785 0 
-545 -83 -876 0 
-850 507 -214 0 
-505 -980 -451 0 
-447 -454 -791 0 
-820 -240 -991 0 
226 -97 -413 0 
233 453 626 0 
282 -944 910 0 
312 -630 -775 0 
-852 -986 -843 0 
-402 241 781 0 
-396 250 604 0 
257 -964 -495 0 
-881 918 -814 0 
-104 -239 -265 0 
-30 122 953 0 
415 648 950 0 
589 45 -66 0 
-669 -302 525 0 
159 382 -392 0 
-994 782 -524 0 
-473 -209 833 0 
183 -529 -331 0 
373 802 -422 0 
-779 236 -681 0 
-281 -634 16 0 
-370 -965 401 0 
-921 -288 181 0 
285 -372 723 0 
750 263 -352 0 
636 -774 849 0 
-426 -509 -450 0 
-583 -198 -532 0 
-229 -269 514 0 
-293 -585 -223 0 
893 603 147 0 
-365 432 16 0 
-9 254 860 0 
-836 822 338 0 
-705 128 414 0 
849 938 952 0 
-740 -466 -273 0 
-351 -503 -327 0 
-845 916 741 0 
153 -474 264 0 
400 -599 465 0 
-619 -204 -428 0 
441 -102 776 0 
-573 -864 706 0 
563 129 335 0 
-163 761 -629 0 
455 -486 -292 0 
-198 -425 843 0 
356 836 965 0 
-487 -715 280 0 
114 850 562 0 
277 -689 502 0 
693 -988 192 0 
525 -326 725 0 
708 -60 -753 0 
-564 -85 -837 0 
-419 -623 -673 0 
-767 -215 521 0 
-433 -233 -159 0 
155 851 -377 0 
710 231 767 0 
-670 -355 -205 0 
-146 -865 468 0 
-723 -912 -159 0 
337 -151 -164 0 
726 163 -697 0 
-254 -824 -770 0 
265 477 -410 0 
764 -521 520 0 
-545 -745 -303 0 
632 -282 377 0 
212 -274 -237 0 
546 609 -111 0 
667 -839 799 0 
-135 -251 -77 0 
-982 779 -624 0 
65 153 198 0 
-483 279 -402 0 
211 390 -414 0 
915 503 272 0 
-617 -526 907 0 
776 -951 777 0 
769 -119 -82 0 
-560 -145 -500 0 
-729 -154 125 0 
-690 872 77 0 
-537 -248 132 0 
-292 451 -21 0 
-915 231 -80 0 
-428 583 -809 0 
-705 639 -302 0 
-676 -227 942 0 
327 -273 36 0 
-47 -880 15 0 
965 -233 439 0 
490 943 -685 0 
702 -488 -990 0 
-452 848 -184 0 
703 330 -326 0 
-632 372 -888 0 
737 21 706 0 
-895 505 970 0 
312 141 256 0 
203 -222 -691 0 
604 598 -438 0 
-906 -672 -401 0 
910 451 -560 0 
358 -199 -714 0 
-132 673 -43 0 
361 -570 357 0 
453 303 855 0 
-626 -804 -44 0 
-513 193 413 0 
-362 379 473 0 
881 182 -725 0 
-931 836 385 0 
22 940 817 0 
557 594 -580 0 
-147 -842 864 0 
765 -248 448 0 
-18 538 191 0 
-281 210 469 0 
324 326 96 0 
-992 565 329 0 
293 -46 -389 0 
-437 754 -93 0 
-364 -992 194 0 
-699 -290 418 0 
872 154 -948 0 
-812 673 157 0 
-355 -306 -638 0 
-335 170 32 0 
312 966 496 0 
442 -860 729 0 
-487 -375 660 0 
495 -810 -292 0 
-360 666 -424 0 
720 -1 -627 0 
-30 -581 -769 0 
-95 670 534 0 
586 75 -38 0 
-225 -791 382 0 
-863 -774 -416 0 
666 371 587 0 
-921 -907 402 0 
249 -554 -774 0 
-77 -232 -181 0 
955 92 -531 0 
-279 239 4 0 
-63 16 854 0 
-204 570 -611 0 
844 509 834 0 
-307 -109 -41 0 
-810 -65 -570 0 
-435 331 521 0 
-136 623 -190 0 
326 -302 -85 0 
-435 -13 30 0 
-89 -936 -201 0 
-340 -1000 37 0 
675 380 -693 0 
-291 -357 638 0 
459 -642 -48 0 
-795 578 -119 0 
-20 663 -341 0 
9 982 -820 0 
-436 874 -55 0 
252 -768 795 0 
-854 633 -164 0 
-594 541 202 0 
325 -550 -93 0 
-119 -604 734 0 
-745 692 -185 0 
-276 181 -179 0 
-810 15 49 0 
780 -783 494 0 
607 -251 855 0 
-47 601 417 0 
343 459 799 0 
516 -388 909 0 
38 -269 -219 0 
-939 135 136 0 
221 746 268 0 
833 -882 584 0 
-519 28 -454 0 
-146 -286 -482 0 
-406 217 505 0 
-954 901 79 0 
808 -939 -465 0 
-589 -947 -32 0 
-785 -967 -928 0 
-47 -786 219 0 
-892 447 788 0 
-485 -273 541 0 
327 36 550 0 
997 -410 470 0 
-601 882 252 0 
260 971 500 0 
656 -510 947 0 
-28 649 630 0 
395 257 587 0 
125 870 123 0 
-635 180 770 0 
-680 420 -471 0 
441 983 348 0 
-922 -900 -674 0 
898 900 -218 0 
-347 684 956 0 
-124 -128 -44 0 
-92 614 774 0 
923 -593 594 0 
863 -333 -692 0 
726 704 -391 0 
-453 768 -326 0 
-503 -944 -531 0 
-90 -875 677 0 
341 955 -502 0 
-517 -518 38 0 
13 -592 832 0 
-738 -273 34 0 
-213 -795 912 0 
693 883 -833 0 
567 -713 -132 0 
211 832 -479 0 
478 625 656 0 
-688 -367 488 0 
924 520 -221 0 
874 120 -359 0 
893 243 -211 0 
-971 -265 -532 0 
-751 985 65 0 
212 -7 663 0 
-623 536 -889 0 
-212 -989 661 0 
169 580 496 0 
626 507 -191 0 
678 865 915 0 
-273 -714 -100 0 
-7 -258 -768 0 
671 -422 -355 0 
902 -611 -159 0 
