p cnf 1000 300
425 -6 839 0 
-455 565 172 0 
809 -340 83 0 
-645 787 985 0 
-93 -803 -898 0 
-395 -891 -581 0 
-80 96 -787 0 
-181 914 569 0 
407 476 -336 0 
1 -712 -362 0 
776 -338 -11 0 
411 458 310 0 
784 722 -101 0 
899 177 -98 0 
650 482 -958 0 
900 143 151 0 
-273 -813 -580 0 
280 -460 583 0 
199 -36 -993 0 
-165 590 72 0 
-532 575 984 0 
637 77 679 0 
-755 -23 544 0 
314 228 191 0 
-398 392 -440 0 
750 -171 -344 0 
57 -49 -443 0 
-568 -340 840 0 
726 -375 450 0 
-782 648 -252 0 
-424 -907 -926 0 
459 629 -384 0 
832 485 -330 0 
-245 -256 -881 0 
881 475 -111 0 
227 -8 -334 0 
721 12 473 0 
-115 -4 483 0 
977 635 803 0 
-462 269 -92 0 
-579 -321 -870 0 
-119 867 -557 0 
-509 -886 -315 0 
427 -56 775 0 
464 -435 545 0 
-448 578 -972 0 
545 -884 752 0 
-816 931 489 0 
-259 -604 -537 0 
-472 -690 -274 0 
-109 -773 -314 0 
787 -146 -311 0 
599 193 82 0 
-882 598 407 0 
-195 609 -216 0 
369 -502 -926 0 
553 396 307 0 
870 575 588 0 
-658 -463 575 0 
564 -233 -300 0 
-316 343 -219 0 
-987 -699 -130 0 
761 985 177 0 
-983 -78 585 0 
592 411 -841 0 
815 804 -99 0 
424 478 -898 0 
-158 349 701 0 
70 792 -547 0 
-548 -190 314 0 
915 194 -236 0 
-240 386 -803 0 
87 84 761 0 
-658 113 778 0 
463 83 163 0 
159 167 -877 0 
-825 890 -38 0 
-562 63 497 0 
-726 551 -712 0 
-977 -528 -137 0 
-886 86 -478 0 
830 198 372 0 
748 378 677 0 
562 -293 981 0 
456 -837 -442 0 
882 -563 -431 0 
-621 -395 863 0 
848 781 637 0 
362 109 483 0 
-950 311 -769 0 
242 -398 -567 0 
346 191 -697 0 
-641 -737 91 0 
-443 51 255 0 
-563 -300 -271 0 
323 808 780 0 
-225 -507 -362 0 
-548 -745 -93 0 
-202 -233 -993 0 
701 -958 580 0 
100 -854 -842 0 
-156 -820 -645 0 
207 292 189 0 
471 -941 -823 0 
-908 -522 454 0 
-959 857 247 0 
562 623 88 0 
-892 860 -426 0 
620 -644 759 0 
172 229 -1 0 
707 832 592 0 
443 263 -770 0 
-489 -642 851 0 
388 30 241 0 
