p cnf 1000 200
816 196 -216 0 
292 404 -680 0 
-684 -471 -532 0 
-402 620 -753 0 
935 -954 -753 0 
-28 400 886 0 
276 307 -995 0 
-636 -873 483 0 
-537 502 731 0 
693 -447 -646 0 
107 91 -797 0 
-481 -687 -363 0 
91 381 -996 0 
610 -70 -532 0 
-349 -652 563 0 
488 -685 -209 0 
164 742 -76 0 
-625 502 -482 0 
476 -881 464 0 
856 -128 -617 0 
-141 509 459 0 
381 -984 236 0 
11 -901 917 0 
41 535 -660 0 
-791 474 510 0 
-267 371 -360 0 
418 476 -280 0 
-783 85 863 0 
-958 533 -880 0 
428 -230 -382 0 
-786 -118 -535 0 
268 -431 720 0 
661 178 -949 0 
-655 -651 359 0 
246 -337 -850 0 
-48 782 836 0 
-945 -862 -955 0 
618 -431 -468 0 
876 -894 983 0 
599 624 -931 0 
-884 907 -166 0 
131 994 288 0 
-867 -211 -279 0 
464 -824 952 0 
783 687 121 0 
-816 -369 -530 0 
905 832 -339 0 
-688 -840 469 0 
664 -634 377 0 
-961 970 411 0 
636 122 -91 0 
250 -528 846 0 
505 -424 -142 0 
503 557 -38 0 
617 375 -422 0 
940 -802 -491 0 
-989 974 828 0 
-275 -523 621 0 
148 -519 185 0 
471 -626 -118 0 
-146 369 -758 0 
277 -145 -246 0 
-12 385 543 0 
-109 -803 -344 0 
143 -194 669 0 
230 -880 -180 0 
126 60 819 0 
-762 -948 -556 0 
369 862 332 0 
410 977 179 0 
-551 191 54 0 
11 -665 -585 0 
946 -913 -706 0 
-821 937 -37 0 
-381 331 -270 0 
-79 350 750 0 
883 -790 -406 0 
139 104 -684 0 
764 110 939 0 
-522 914 -292 0 
143 -669 -34 0 
-741 -990 887 0 
446 -296 143 0 
-808 -145 501 0 
215 -123 -263 0 
-638 34 -104 0 
759 472 -561 0 
-439 490 -729 0 
-673 -208 -505 0 
-350 735 -407 0 
-317 -771 144 0 
297 292 -681 0 
596 -481 406 0 
-749 182 -281 0 
-124 -270 181 0 
-72 429 -230 0 
379 837 -665 0 
121 -944 -714 0 
-984 -979 923 0 
-542 -419 -604 0 
381 -949 891 0 
195 509 -999 0 
7 -515 571 0 
954 220 733 0 
870 88 -212 0 
539 573 899 0 
369 529 374 0 
-262 229 -561 0 
-951 -529 495 0 
-813 -798 -31 0 
-784 389 -339 0 
-847 252 324 0 
-151 49 553 0 
702 794 941 0 
-564 -996 524 0 
-6 -880 -577 0 
898 -468 -996 0 
673 -968 -167 0 
-11 38 624 0 
759 -60 -901 0 
547 -786 -338 0 
-543 -811 -841 0 
884 -812 694 0 
-976 -14 -931 0 
27 45 -493 0 
19 449 -789 0 
886 893 741 0 
342 -926 121 0 
914 -353 429 0 
525 117 314 0 
-388 -904 528 0 
-569 136 216 0 
24 501 -907 0 
-642 -464 870 0 
381 309 465 0 
-268 -443 407 0 
-608 660 821 0 
761 -229 963 0 
-424 -12 886 0 
926 430 320 0 
600 45 258 0 
-182 430 -356 0 
-629 848 -951 0 
-626 788 -142 0 
-103 -916 -812 0 
-280 -219 972 0 
414 -570 842 0 
934 884 -336 0 
631 58 -29 0 
714 852 -847 0 
25 644 243 0 
-313 -954 -405 0 
-225 65 279 0 
-948 709 261 0 
-446 706 -976 0 
215 340 -410 0 
-473 -517 92 0 
-220 525 930 0 
-432 351 -560 0 
330 -615 -557 0 
525 205 -955 0 
-568 286 227 0 
918 668 685 0 
87 -346 864 0 
-470 298 984 0 
290 63 176 0 
-541 -105 -557 0 
-465 215 -329 0 
-982 -329 483 0 
32 -807 -803 0 
-440 -623 148 0 
774 -215 -197 0 
-582 -98 -844 0 
329 455 590 0 
242 -947 283 0 
380 957 -922 0 
993 438 397 0 
106 -834 683 0 
-921 -690 -269 0 
-370 -209 395 0 
516 -648 491 0 
208 -239 -729 0 
248 876 162 0 
673 -967 328 0 
264 241 -573 0 
-911 -451 155 0 
564 998 504 0 
547 -103 33 0 
996 630 -784 0 
889 -848 597 0 
-226 -257 -510 0 
-49 -165 -183 0 
-96 218 888 0 
122 20 906 0 
-988 859 -853 0 
-571 -450 -350 0 
811 386 -124 0 
-148 34 944 0 
-798 -849 -142 0 
641 -949 740 0 
