p cnf 1000 700
593 -3 686 0 
478 144 528 0 
243 41 -981 0 
-355 591 -896 0 
538 -118 62 0 
-666 798 -360 0 
698 -331 453 0 
-454 754 -906 0 
631 -181 -535 0 
-417 -160 866 0 
-380 -344 -198 0 
-864 537 278 0 
-784 640 -196 0 
429 -601 317 0 
-569 -827 748 0 
-240 -260 -743 0 
518 646 -360 0 
126 340 104 0 
184 -665 -508 0 
766 -571 -505 0 
-415 -550 375 0 
129 35 227 0 
425 317 690 0 
252 667 -849 0 
227 -786 -485 0 
255 -221 -204 0 
844 661 922 0 
-913 328 -584 0 
426 -614 -507 0 
-875 530 -428 0 
-289 -150 -699 0 
381 580 -499 0 
851 755 -31 0 
-264 -958 306 0 
-860 57 -821 0 
186 853 601 0 
271 573 -869 0 
-376 -396 -641 0 
-903 -452 -474 0 
851 -116 -235 0 
240 -139 214 0 
-246 -199 64 0 
-96 -858 938 0 
-744 -983 -960 0 
595 35 48 0 
38 402 455 0 
40 -309 41 0 
-344 -79 901 0 
-586 -467 -733 0 
57 238 -595 0 
-467 -318 -585 0 
-720 593 824 0 
-626 -606 584 0 
738 529 868 0 
-996 571 -561 0 
318 -106 -509 0 
-278 822 -999 0 
-208 -539 567 0 
469 412 348 0 
430 -18 616 0 
-530 -803 896 0 
-957 112 819 0 
383 -302 665 0 
768 -4 700 0 
-264 485 687 0 
-306 -26 721 0 
584 -910 356 0 
315 -417 -473 0 
968 -329 625 0 
-149 620 -777 0 
-875 -708 94 0 
37 -200 255 0 
175 948 -168 0 
453 897 673 0 
710 -684 -663 0 
508 -457 -977 0 
-428 516 848 0 
-888 -939 -598 0 
728 -676 81 0 
803 4 -66 0 
-687 -896 -284 0 
101 513 697 0 
292 192 -641 0 
736 -663 955 0 
457 675 854 0 
-367 -840 304 0 
-756 576 -821 0 
225 990 723 0 
796 -542 -241 0 
711 620 718 0 
879 -932 65 0 
599 487 114 0 
213 -759 -621 0 
-63 326 74 0 
529 -982 -53 0 
821 387 -715 0 
282 825 -244 0 
13 386 798 0 
484 660 940 0 
-576 21 -998 0 
127 -797 397 0 
176 677 -774 0 
-687 845 349 0 
906 -53 121 0 
-71 209 -264 0 
48 -151 -976 0 
208 -64 434 0 
64 -708 890 0 
355 -197 672 0 
-916 701 -876 0 
962 76 596 0 
869 76 -187 0 
126 265 -414 0 
891 -761 587 0 
-642 34 -667 0 
964 3 963 0 
448 853 -852 0 
334 210 84 0 
-782 632 -912 0 
380 881 322 0 
185 -74 -419 0 
-54 -603 227 0 
229 13 392 0 
209 -361 -679 0 
-137 -838 496 0 
385 -636 280 0 
863 165 685 0 
465 -459 -401 0 
859 -769 824 0 
631 279 -263 0 
700 -293 -114 0 
441 -239 -386 0 
770 -930 -570 0 
-928 -740 -469 0 
930 263 -39 0 
-418 -407 654 0 
820 173 732 0 
998 603 -190 0 
-247 649 -421 0 
932 -790 -59 0 
398 -799 -523 0 
