p cnf 1000 500
255 -164 -724 0 
85 870 890 0 
-400 922 537 0 
553 -24 -336 0 
201 -385 245 0 
462 58 153 0 
596 435 319 0 
407 107 363 0 
-429 -522 -939 0 
705 -781 -636 0 
541 862 105 0 
-79 -110 304 0 
220 -686 900 0 
-427 147 519 0 
328 -73 -669 0 
-382 -159 -406 0 
985 -753 -472 0 
-317 477 -969 0 
483 381 -400 0 
126 -408 -748 0 
536 -714 -918 0 
-13 734 274 0 
-332 184 198 0 
716 875 85 0 
138 546 -422 0 
737 -650 962 0 
-40 -71 -357 0 
-965 -194 398 0 
-274 -276 -287 0 
-398 883 455 0 
-152 -284 946 0 
-300 270 790 0 
-159 -532 934 0 
390 -366 968 0 
729 884 -800 0 
-750 625 -48 0 
-225 -576 -88 0 
563 841 -204 0 
900 562 684 0 
232 756 -276 0 
817 -966 975 0 
-892 86 -780 0 
574 -959 539 0 
-944 -208 217 0 
169 -7 610 0 
806 -35 799 0 
442 -914 299 0 
487 -709 -665 0 
587 -397 -361 0 
-405 531 -289 0 
556 366 -139 0 
-381 -151 246 0 
897 963 -319 0 
608 754 591 0 
-464 811 306 0 
-467 -959 12 0 
-786 -354 375 0 
108 -91 -10 0 
-126 -601 -881 0 
1000 -622 -433 0 
-169 685 46 0 
961 -399 48 0 
-675 -386 942 0 
-979 -397 961 0 
-71 563 -99 0 
543 -526 796 0 
577 941 462 0 
37 -610 -918 0 
930 687 -66 0 
-620 -221 824 0 
925 972 -45 0 
809 -569 -126 0 
446 -161 405 0 
96 951 -297 0 
-952 -265 695 0 
-924 -609 309 0 
-400 887 94 0 
142 870 -356 0 
194 -47 -21 0 
-100 -222 -10 0 
800 559 421 0 
-283 -626 -187 0 
-687 -942 669 0 
432 -102 339 0 
274 -998 912 0 
-276 391 16 0 
490 832 853 0 
-811 844 -671 0 
-836 -764 -590 0 
20 -479 -527 0 
156 -59 -594 0 
-315 -35 -422 0 
83 -786 256 0 
-809 805 -525 0 
331 -149 278 0 
2 -266 -497 0 
681 -715 183 0 
851 -305 -722 0 
-494 898 124 0 
208 663 -558 0 
817 -925 716 0 
-683 -798 -191 0 
-117 -16 850 0 
951 -459 602 0 
-479 -41 612 0 
204 -905 -111 0 
723 -247 714 0 
-917 354 -887 0 
624 254 610 0 
-959 240 -597 0 
-871 391 -869 0 
-690 161 577 0 
129 280 -61 0 
367 -570 -387 0 
-619 -473 935 0 
719 -626 -320 0 
-123 277 -954 0 
888 -226 433 0 
-348 -75 665 0 
-982 976 403 0 
696 -532 -836 0 
-743 823 763 0 
30 579 -896 0 
-986 -64 927 0 
656 306 -921 0 
214 -93 902 0 
520 758 889 0 
-613 728 -634 0 
626 -627 946 0 
-957 -500 536 0 
661 -630 323 0 
-751 -284 -948 0 
579 -490 794 0 
110 66 595 0 
138 -389 654 0 
596 -183 -264 0 
-331 936 812 0 
-119 -828 -693 0 
-812 482 -781 0 
-509 -101 -480 0 
21 -316 608 0 
-89 521 -263 0 
-382 -962 -189 0 
-7 974 -388 0 
-995 608 -260 0 
-808 -931 46 0 
767 719 -995 0 
747 -671 505 0 
261 375 -646 0 
929 -350 -740 0 
-643 473 -684 0 
-524 -719 550 0 
-597 951 66 0 
388 -986 -593 0 
313 -832 243 0 
111 641 462 0 
-270 433 777 0 
