p cnf 1000 950
-380 -747 -30 0 
895 852 -139 0 
-617 -918 530 0 
-811 -146 992 0 
855 -921 -525 0 
228 301 566 0 
774 -238 -388 0 
-9 -34 916 0 
-776 -403 -37 0 
83 -525 -776 0 
-842 330 -398 0 
-871 -550 -141 0 
980 112 -706 0 
534 -810 -304 0 
-569 657 -837 0 
-261 551 -481 0 
-269 -656 -856 0 
-536 949 306 0 
-147 -385 491 0 
404 789 600 0 
218 -646 934 0 
-36 -867 602 0 
405 704 40 0 
123 951 -66 0 
-415 -60 950 0 
-457 416 -500 0 
-683 -822 568 0 
405 338 654 0 
822 -539 -258 0 
490 373 688 0 
972 -657 35 0 
473 -570 -945 0 
370 -577 244 0 
-546 432 -559 0 
23 -799 -359 0 
986 -194 645 0 
-659 -325 281 0 
210 -466 960 0 
-235 827 729 0 
126 -369 404 0 
-620 -801 -472 0 
981 -522 112 0 
-965 668 642 0 
-368 350 -313 0 
520 -564 246 0 
527 -455 -292 0 
-878 619 375 0 
-650 -604 599 0 
-391 -763 712 0 
-480 558 336 0 
-556 582 -112 0 
-868 258 307 0 
576 -489 -406 0 
228 543 -513 0 
-447 693 419 0 
892 703 -92 0 
-580 -547 -695 0 
128 -489 33 0 
94 -721 -310 0 
131 -341 891 0 
2 -879 -474 0 
-259 463 -991 0 
977 594 -353 0 
124 -332 -73 0 
-275 86 228 0 
273 -840 -153 0 
-393 427 -312 0 
-281 515 691 0 
-759 -781 -308 0 
560 968 -842 0 
621 45 947 0 
963 -626 822 0 
593 122 -296 0 
-129 172 -369 0 
348 440 356 0 
621 697 45 0 
-755 -91 -212 0 
-955 -54 230 0 
333 312 211 0 
622 -446 330 0 
-122 124 -350 0 
648 -778 204 0 
894 457 -206 0 
-158 -43 -472 0 
-150 -374 957 0 
-722 940 28 0 
608 -183 233 0 
991 -958 277 0 
296 -401 38 0 
-167 900 827 0 
262 -995 446 0 
-835 279 488 0 
-522 -864 -265 0 
-117 -99 -780 0 
311 -387 -190 0 
-464 -303 574 0 
-550 -631 -232 0 
-566 -162 -104 0 
-839 -845 824 0 
722 547 288 0 
796 -219 -392 0 
-310 596 506 0 
748 569 -481 0 
974 886 -421 0 
-163 670 534 0 
16 -799 -902 0 
504 699 313 0 
-865 763 682 0 
-25 -893 184 0 
-196 942 174 0 
-788 -209 324 0 
-127 183 -555 0 
291 -454 -438 0 
-883 523 -857 0 
-658 -258 -977 0 
-117 475 -40 0 
625 505 -618 0 
549 -200 -799 0 
857 -421 29 0 
489 -567 980 0 
268 -300 -863 0 
737 -33 -112 0 
-607 -95 -211 0 
-170 -881 593 0 
575 598 -680 0 
631 -189 438 0 
981 -303 498 0 
296 -13 -500 0 
190 65 244 0 
502 -721 731 0 
-756 995 974 0 
410 872 12 0 
812 -745 289 0 
-636 212 166 0 
781 388 917 0 
-514 257 353 0 
718 -512 -126 0 
-139 187 354 0 
-500 -677 487 0 
743 -357 -147 0 
728 501 654 0 
-624 -789 158 0 
271 -804 -19 0 
-878 22 754 0 
197 356 -250 0 
-444 -152 318 0 
-657 15 -464 0 
55 -826 -868 0 
429 -933 -624 0 
-931 347 -96 0 
-420 290 -665 0 
