p cnf 1000 800
-131 -673 -950 0 
-927 345 720 0 
905 383 384 0 
-567 877 -223 0 
907 -641 -785 0 
976 -39 775 0 
784 -38 596 0 
599 -130 836 0 
-302 7 -182 0 
374 -149 -592 0 
363 403 146 0 
-38 310 646 0 
165 672 443 0 
952 640 472 0 
735 108 480 0 
-288 879 -990 0 
398 946 755 0 
435 258 421 0 
-620 -665 521 0 
360 833 -423 0 
925 298 -305 0 
-408 -458 -798 0 
173 926 154 0 
-737 762 -820 0 
40 522 161 0 
-693 -96 -162 0 
536 -382 -62 0 
148 -970 468 0 
-991 842 664 0 
693 -572 61 0 
-503 -962 972 0 
808 607 -768 0 
973 -195 332 0 
-507 -452 -922 0 
-283 -251 -900 0 
562 773 -342 0 
-317 -500 -236 0 
-346 175 321 0 
-812 831 722 0 
536 308 88 0 
935 732 -576 0 
-580 234 597 0 
654 199 484 0 
189 425 91 0 
342 -165 -493 0 
-268 903 -988 0 
291 -133 269 0 
-312 117 -408 0 
-545 -757 -693 0 
-439 -436 -933 0 
-760 370 -224 0 
-537 -137 341 0 
292 728 -65 0 
-537 855 117 0 
-378 -678 897 0 
733 741 956 0 
519 -511 -179 0 
-664 245 433 0 
205 -189 -163 0 
-265 308 946 0 
-19 437 -457 0 
878 -901 719 0 
643 -999 169 0 
-537 -529 833 0 
627 -297 753 0 
-510 -611 506 0 
-737 137 127 0 
550 -115 -750 0 
-783 -765 442 0 
21 -854 -23 0 
781 220 6 0 
25 280 722 0 
762 263 908 0 
-118 191 -714 0 
585 -172 949 0 
694 504 918 0 
-58 81 863 0 
883 -37 -619 0 
573 -7 755 0 
-600 173 727 0 
670 444 308 0 
-798 338 -147 0 
779 46 777 0 
867 723 -653 0 
-332 9 658 0 
80 -225 -618 0 
-881 -784 -19 0 
-650 834 407 0 
554 267 221 0 
199 -903 -304 0 
-380 -769 -579 0 
-476 -771 -424 0 
508 -473 288 0 
369 360 -566 0 
792 -492 -258 0 
736 361 865 0 
-279 728 558 0 
905 625 -862 0 
126 214 -271 0 
669 702 290 0 
470 -817 71 0 
747 60 -793 0 
-609 -972 -210 0 
-780 -991 726 0 
-343 711 -634 0 
-873 440 560 0 
905 -330 354 0 
889 -162 19 0 
213 -459 -482 0 
-127 411 -324 0 
629 900 725 0 
709 257 665 0 
-237 -41 -968 0 
-994 -984 240 0 
-553 -771 654 0 
-400 985 382 0 
859 -186 -24 0 
-552 866 381 0 
-172 -547 -673 0 
98 -40 -141 0 
-794 296 209 0 
404 -274 117 0 
-468 832 998 0 
530 805 -774 0 
-998 640 198 0 
409 -7 -930 0 
-139 -491 -340 0 
-270 -111 -409 0 
596 -398 39 0 
-684 -146 -394 0 
-443 -837 100 0 
135 -561 -408 0 
969 -476 -80 0 
63 161 772 0 
493 572 332 0 
-912 -588 -940 0 
-805 561 -796 0 
-581 525 341 0 
305 -38 -733 0 
-203 404 -817 0 
-380 875 548 0 
109 -361 -630 0 
372 -615 -400 0 
-761 -490 238 0 
404 16 20 0 
-463 -297 361 0 
-5 -387 -119 0 
-156 956 -854 0 
265 -555 -507 0 
-366 -389 -498 0 
-915 105 -574 0 
-667 481 -242 0 
-874 939 -303 0 
-510 813 848 0 
58 677 -685 0 
-686 -458 -385 0 
288 -170 -144 0 
-47 256 497 0 
-874 -994 193 0 
-149 -874 -151 0 
-250 -310 508 0 
-433 -818 -786 0 
602 -541 -489 0 
450 -554 652 0 
-159 -822 -223 0 
-212 -362 -341 0 
949 -995 830 0 
-625 282 735 0 
-957 -458 -445 0 
-387 -64 200 0 
182 543 -126 0 
170 338 -65 0 
-940 101 -511 0 
-515 -19 -585 0 
647 74 -212 0 
305 441 307 0 
-158 -429 -829 0 
-966 815 731 0 
535 -724 -249 0 
903 375 -988 0 
-111 608 -775 0 
704 -710 377 0 
-691 -929 730 0 
-466 -256 -653 0 
233 192 -9 0 
972 -227 -255 0 
929 -37 350 0 
64 733 -37 0 
-762 474 -172 0 
448 964 988 0 
420 558 -682 0 
271 781 387 0 
-57 -612 775 0 
174 -634 -153 0 
925 -132 931 0 
402 -931 -849 0 
-462 -340 603 0 
757 -733 -280 0 
751 431 -456 0 
-474 -192 -525 0 
49 -940 410 0 
737 51 143 0 
358 740 -377 0 
-971 -161 -772 0 
777 498 65 0 
-896 654 -561 0 
-648 404 766 0 
262 344 560 0 
622 401 -967 0 
-821 99 -954 0 
-171 -855 -626 0 
371 -20 437 0 
387 199 -89 0 
-424 814 -269 0 
250 -414 799 0 
958 713 -263 0 
-587 514 978 0 
-184 -471 696 0 
768 -239 -542 0 
-642 40 -93 0 
-612 928 840 0 
177 103 -431 0 
-621 325 -614 0 
343 -37 222 0 
-753 340 -19 0 
320 -70 -141 0 
-75 444 -59 0 
933 869 458 0 
-436 -352 303 0 
-932 406 -235 0 
132 656 603 0 
475 17 15 0 
-205 963 114 0 
149 69 590 0 
-149 257 612 0 
-712 52 -9 0 
-729 539 15 0 
40 -214 791 0 
110 326 635 0 
780 234 676 0 
961 -394 -364 0 
515 706 -795 0 
323 -740 995 0 
-671 -340 -830 0 
368 928 -657 0 
-874 -945 625 0 
-104 -561 -790 0 
-835 227 -14 0 
60 607 -5 0 
-66 216 -267 0 
637 -188 49 0 
-865 -899 548 0 
-922 888 -807 0 
-388 -154 243 0 
-179 -206 -287 0 
-849 -728 275 0 
251 -8 -617 0 
-122 679 -313 0 
411 159 -517 0 
-325 203 -195 0 
-952 -241 -912 0 
657 334 927 0 
349 -727 821 0 
364 342 -914 0 
-546 317 -456 0 
-798 -487 728 0 
-724 -323 511 0 
905 -465 10 0 
-53 997 753 0 
-378 331 -790 0 
232 99 -209 0 
-236 971 -387 0 
-236 -552 -377 0 
-931 142 332 0 
869 847 -898 0 
228 -901 267 0 
927 233 -638 0 
-974 756 2 0 
717 -490 795 0 
-154 -697 189 0 
455 687 403 0 
98 801 482 0 
-150 919 346 0 
-630 793 -137 0 
-835 616 -609 0 
-185 -178 23 0 
939 -727 902 0 
359 -471 345 0 
515 -944 768 0 
546 325 -147 0 
270 740 -824 0 
-37 -547 -744 0 
69 77 -316 0 
-774 -643 357 0 
-340 42 182 0 
-926 422 788 0 
-311 333 169 0 
704 267 -454 0 
-732 392 -169 0 
365 498 932 0 
628 657 -557 0 
-557 -886 1 0 
-163 410 243 0 
907 -587 -518 0 
732 -800 -985 0 
287 -167 -547 0 
-130 552 213 0 
114 137 -768 0 
802 -916 684 0 
560 850 -886 0 
-282 669 -919 0 
-795 -118 245 0 
-614 -864 -239 0 
168 -262 142 0 
308 -577 463 0 
-232 945 44 0 
578 979 88 0 
608 -394 -399 0 
-210 699 161 0 
-283 -440 401 0 
-627 348 438 0 
170 -405 -207 0 
-94 634 779 0 
-580 524 99 0 
790 591 606 0 
-464 -139 113 0 
-9 811 939 0 
-839 -180 -774 0 
-695 -603 -162 0 
282 -767 -584 0 
8 386 600 0 
214 -111 -570 0 
854 574 -996 0 
-651 93 774 0 
429 402 816 0 
-68 72 549 0 
609 251 -988 0 
733 395 -546 0 
-102 -847 -572 0 
-591 799 201 0 
265 776 -289 0 
151 -928 773 0 
-648 -445 -565 0 
953 -805 -257 0 
688 -498 314 0 
-111 789 -573 0 
603 -600 -238 0 
385 -656 785 0 
-212 397 -497 0 
-865 -455 830 0 
931 -727 -811 0 
472 -848 606 0 
-268 -101 245 0 
-217 180 330 0 
591 369 8 0 
300 771 -40 0 
701 622 729 0 
286 -498 -167 0 
-273 349 673 0 
409 23 -532 0 
-838 757 -786 0 
352 -67 532 0 
51 819 -265 0 
770 928 -65 0 
-64 -199 -5 0 
972 403 -739 0 
226 -854 185 0 
18 974 -970 0 
-589 -755 488 0 
549 564 -195 0 
700 -474 -253 0 
-992 774 -764 0 
292 -400 130 0 
-85 783 609 0 
287 991 19 0 
-423 -729 704 0 
362 516 200 0 
-580 247 -650 0 
665 -786 396 0 
-488 -426 495 0 
130 -161 981 0 
599 918 -187 0 
-363 -755 -462 0 
17 -691 -330 0 
-991 164 494 0 
-410 -910 191 0 
444 -901 574 0 
124 -67 -38 0 
567 634 -199 0 
-314 243 -626 0 
120 981 44 0 
-114 -148 -843 0 
