p cnf 1000 200
67 -953 -140 0 
763 -615 319 0 
-884 927 807 0 
223 -115 -298 0 
-955 831 -766 0 
-470 -447 -13 0 
951 543 -747 0 
-464 -889 78 0 
383 927 -46 0 
863 911 -701 0 
-806 406 -279 0 
-747 -375 877 0 
-691 306 -131 0 
477 369 -812 0 
-716 -770 -647 0 
-331 -980 217 0 
-500 -157 103 0 
811 410 206 0 
820 -601 -101 0 
-585 -384 -19 0 
-705 99 878 0 
519 -23 95 0 
357 -43 773 0 
692 445 70 0 
663 -799 -637 0 
904 47 -602 0 
-397 -372 -768 0 
-593 -704 562 0 
57 139 -969 0 
-408 490 210 0 
-432 -732 -829 0 
505 -342 300 0 
180 -54 474 0 
932 656 620 0 
-352 -452 484 0 
-77 -582 867 0 
723 303 404 0 
667 711 -523 0 
-191 -863 956 0 
-723 120 -625 0 
-755 -83 -927 0 
811 629 220 0 
12 -404 -457 0 
-252 -479 506 0 
-482 -677 -520 0 
-554 488 -111 0 
-394 -901 -871 0 
-44 27 -947 0 
-368 59 -954 0 
-386 -656 -107 0 
125 945 792 0 
617 865 650 0 
-711 -697 -263 0 
-385 709 7 0 
-197 752 -44 0 
312 -463 849 0 
-76 -847 -159 0 
922 -358 -594 0 
169 -665 830 0 
-133 555 597 0 
17 773 997 0 
674 175 845 0 
-932 -51 565 0 
-656 -940 -849 0 
-581 953 -855 0 
850 -216 -14 0 
-646 398 967 0 
-50 -284 319 0 
-714 -59 632 0 
-357 728 518 0 
-293 -980 -763 0 
948 460 -581 0 
612 700 -607 0 
687 264 -622 0 
-583 -751 -568 0 
-401 -780 71 0 
516 -236 576 0 
-213 -863 388 0 
-382 -102 -359 0 
43 -845 810 0 
334 -232 -128 0 
-415 -106 625 0 
274 -823 -152 0 
-302 668 446 0 
-664 -919 742 0 
-452 407 921 0 
922 -306 -420 0 
-882 -469 178 0 
460 623 -171 0 
554 735 -346 0 
-630 -29 -809 0 
231 -921 508 0 
-213 474 335 0 
612 -735 860 0 
-479 843 -559 0 
921 610 -717 0 
801 -329 -133 0 
-590 719 102 0 
-734 -1 218 0 
-439 -70 -863 0 
-520 939 737 0 
-912 -44 737 0 
-864 959 -186 0 
660 135 -1000 0 
343 965 -777 0 
-773 -988 558 0 
420 -162 769 0 
-877 -523 551 0 
-76 -75 969 0 
-259 149 -652 0 
22 -116 -791 0 
315 -108 -398 0 
-751 -783 -323 0 
468 -631 -795 0 
-396 293 74 0 
668 407 782 0 
-491 -977 -263 0 
653 -993 -552 0 
-987 46 25 0 
-100 -134 214 0 
-493 -598 116 0 
-253 -739 -996 0 
-880 226 843 0 
-594 624 -847 0 
839 -572 -469 0 
-538 736 975 0 
82 197 91 0 
-228 952 534 0 
173 -727 936 0 
935 482 -808 0 
371 399 -826 0 
874 -584 164 0 
310 -693 334 0 
-430 862 -729 0 
321 215 991 0 
51 732 290 0 
911 -294 -81 0 
786 693 -922 0 
771 -225 -898 0 
591 -30 938 0 
-316 -358 950 0 
39 421 430 0 
-605 -146 -189 0 
428 -435 -735 0 
-159 899 -197 0 
909 385 -184 0 
217 113 328 0 
759 -410 72 0 
-265 916 76 0 
900 -710 -859 0 
-252 875 185 0 
-978 147 400 0 
-300 -993 595 0 
-839 -550 -696 0 
346 -349 -989 0 
-484 -388 618 0 
890 473 -422 0 
-952 -140 -158 0 
-358 -517 99 0 
324 252 -763 0 
798 -171 -736 0 
41 773 -850 0 
-222 211 -517 0 
-647 866 909 0 
-673 586 -589 0 
304 -753 -612 0 
-631 -17 362 0 
-643 -169 867 0 
793 -428 -859 0 
126 136 -192 0 
565 481 206 0 
338 709 -67 0 
668 -39 -664 0 
33 -198 -400 0 
-630 992 177 0 
-998 -993 -433 0 
-453 539 364 0 
-911 251 -887 0 
-880 788 843 0 
-762 -973 -515 0 
285 -748 830 0 
-854 -506 -917 0 
-950 -758 954 0 
-881 -441 -754 0 
860 -386 -669 0 
-904 -157 439 0 
-613 682 -119 0 
228 -103 242 0 
716 880 447 0 
-422 -35 -680 0 
-530 -858 -728 0 
284 -258 -208 0 
541 959 247 0 
8 454 -868 0 
210 -762 744 0 
-554 747 659 0 
86 -286 857 0 
-664 607 -879 0 
-301 254 -888 0 
439 877 -378 0 
