p cnf 1000 950
-725 373 627 0 
-96 -5 -775 0 
-306 268 519 0 
-386 -409 -183 0 
-734 -659 698 0 
-297 -710 271 0 
823 140 952 0 
858 -34 -355 0 
418 -586 246 0 
892 408 -937 0 
995 -100 259 0 
729 -819 809 0 
-81 902 -174 0 
599 -271 -384 0 
-173 -370 -936 0 
-623 -17 -569 0 
-173 15 -388 0 
-462 -916 -499 0 
698 -749 -614 0 
-616 -480 -777 0 
897 821 365 0 
-454 -652 839 0 
442 584 -567 0 
147 -513 834 0 
-835 -210 844 0 
141 -524 731 0 
901 285 -566 0 
-793 64 -457 0 
-940 961 -481 0 
-538 -457 212 0 
778 601 -167 0 
477 417 673 0 
240 -620 480 0 
-304 -656 633 0 
175 -49 -421 0 
-311 221 759 0 
830 -181 -273 0 
494 952 341 0 
529 -164 41 0 
-893 105 972 0 
635 345 -629 0 
935 307 -372 0 
58 -503 285 0 
-652 -879 126 0 
-505 -255 109 0 
-829 57 -122 0 
-960 847 -611 0 
-116 711 -373 0 
-955 -929 496 0 
683 741 -601 0 
-454 417 -765 0 
909 -370 -824 0 
645 407 454 0 
161 141 -198 0 
-627 -584 356 0 
-379 715 752 0 
274 862 -533 0 
496 892 549 0 
121 -944 -891 0 
412 908 -815 0 
135 739 644 0 
-767 -805 -551 0 
-512 -258 -688 0 
833 286 -380 0 
-534 -282 -692 0 
494 189 -909 0 
209 273 -874 0 
823 729 555 0 
540 958 47 0 
885 -271 995 0 
-246 -990 254 0 
27 -100 -797 0 
-399 82 84 0 
-928 -737 -649 0 
94 308 423 0 
916 245 -36 0 
514 -319 -467 0 
-727 -659 -762 0 
42 -97 -505 0 
-589 -843 231 0 
198 -456 -271 0 
-309 -618 640 0 
-477 340 -132 0 
-771 462 -576 0 
7 -920 448 0 
-257 566 -466 0 
597 69 381 0 
25 -752 503 0 
-338 -786 570 0 
192 279 777 0 
157 -510 539 0 
197 74 -77 0 
-143 345 825 0 
-633 -631 871 0 
112 -922 -358 0 
-5 -613 604 0 
-625 186 891 0 
792 687 -54 0 
815 -653 -485 0 
190 -344 297 0 
-737 973 952 0 
-343 349 134 0 
841 136 -107 0 
904 -363 175 0 
12 -34 -444 0 
-801 -273 -250 0 
23 718 -511 0 
410 -190 -130 0 
50 -895 -540 0 
-11 -537 357 0 
-672 -976 -93 0 
-683 -203 -594 0 
964 -459 -670 0 
-860 -648 594 0 
-139 931 435 0 
566 472 -88 0 
-863 170 53 0 
-383 538 520 0 
975 -778 716 0 
396 976 151 0 
-838 52 -117 0 
-552 527 -34 0 
-343 220 -366 0 
-345 -396 -552 0 
-310 -662 187 0 
-678 968 38 0 
684 -84 362 0 
811 -282 744 0 
-218 -485 396 0 
-704 609 -756 0 
-62 886 501 0 
283 587 -880 0 
-505 -673 969 0 
870 -607 322 0 
-673 -124 -177 0 
620 -141 806 0 
-211 950 916 0 
-632 -185 -140 0 
656 136 -725 0 
-25 -868 286 0 
858 -484 520 0 
908 -379 277 0 
-287 -231 470 0 
693 383 -990 0 
396 -127 188 0 
567 -208 181 0 
-713 424 648 0 
-872 692 239 0 
-702 -460 -734 0 
-981 149 -352 0 
713 469 -79 0 
-608 -341 637 0 
-233 437 -961 0 
587 973 18 0 
388 597 -196 0 
-449 159 -857 0 
-440 815 -308 0 
140 -488 -99 0 
596 71 -987 0 
17 394 861 0 
-530 352 -766 0 
