p cnf 1000 700
-864 -587 -777 0 
-746 -654 895 0 
499 368 622 0 
-809 -280 -284 0 
-667 -581 384 0 
660 808 466 0 
-157 -84 -148 0 
-592 -194 -106 0 
-895 426 -120 0 
-247 -766 566 0 
-469 -698 -969 0 
425 -486 760 0 
-4 1000 22 0 
78 -339 -57 0 
580 -502 497 0 
-708 -150 430 0 
189 -33 874 0 
310 -135 974 0 
-299 -189 -803 0 
-258 -758 -417 0 
54 -805 -752 0 
-635 -39 -845 0 
-246 203 -87 0 
4 461 316 0 
519 -194 890 0 
-712 -412 798 0 
-33 -23 231 0 
-360 -141 -285 0 
-728 475 912 0 
-320 -487 294 0 
660 -134 106 0 
23 445 661 0 
571 -257 473 0 
-372 -423 688 0 
4 250 359 0 
377 488 523 0 
-107 991 990 0 
602 589 -836 0 
334 -284 -871 0 
769 -949 -191 0 
365 -962 562 0 
385 86 194 0 
739 -906 -334 0 
966 -804 -699 0 
478 -23 454 0 
577 558 942 0 
-119 -963 97 0 
-227 419 521 0 
314 583 813 0 
-446 -933 -396 0 
441 92 -656 0 
109 816 349 0 
959 474 -655 0 
725 551 872 0 
-169 -764 -906 0 
-290 224 367 0 
-897 628 -545 0 
357 220 189 0 
-226 -50 148 0 
420 735 -577 0 
-956 848 66 0 
-173 25 685 0 
608 -545 -264 0 
945 -919 -512 0 
-138 173 -978 0 
-883 -212 142 0 
352 -443 661 0 
-797 629 766 0 
149 -573 -582 0 
543 -445 499 0 
598 -537 -343 0 
-340 960 -881 0 
-377 162 301 0 
-444 460 -613 0 
605 -439 973 0 
-928 922 -873 0 
390 -940 -163 0 
-197 -981 -451 0 
-804 -2 926 0 
-359 772 -883 0 
832 866 216 0 
715 974 -552 0 
622 -948 -24 0 
672 -142 -566 0 
288 749 -994 0 
763 218 -298 0 
215 468 -191 0 
-307 103 -704 0 
-147 375 -895 0 
618 -49 -841 0 
-517 -834 -654 0 
-146 298 -191 0 
924 -106 -311 0 
56 -949 -501 0 
-490 -151 712 0 
430 -220 524 0 
61 -611 -204 0 
-22 82 784 0 
101 124 999 0 
182 -166 -828 0 
337 -743 -852 0 
639 -782 -759 0 
488 -772 -631 0 
-396 -853 -293 0 
368 -430 976 0 
-96 -243 -991 0 
-684 -736 786 0 
-720 38 191 0 
578 942 875 0 
175 609 -902 0 
-725 -547 799 0 
-110 -874 7 0 
-199 504 -274 0 
331 -50 -378 0 
393 -385 94 0 
66 410 762 0 
482 -670 -355 0 
669 -548 61 0 
-703 -533 695 0 
840 245 -63 0 
-456 244 -25 0 
216 -978 -839 0 
4 803 99 0 
-898 838 947 0 
-602 429 -400 0 
233 462 -898 0 
124 -321 473 0 
-1000 755 -102 0 
-906 785 119 0 
-98 109 -737 0 
-572 -565 -93 0 
742 -113 258 0 
-151 920 -558 0 
-464 -298 874 0 
-766 881 935 0 
-748 228 43 0 
84 239 -623 0 
-543 -647 650 0 
-220 719 -729 0 
941 -503 388 0 
-585 -602 871 0 
928 -873 613 0 
-475 680 2 0 
821 -577 -65 0 
944 -319 871 0 
-22 -662 607 0 
-232 337 255 0 
-854 -414 -620 0 
713 139 -209 0 
-720 -452 762 0 
-984 -317 -951 0 
884 909 -764 0 
-139 461 -655 0 
371 -401 579 0 
316 833 749 0 
-152 -821 -913 0 
503 249 -860 0 
-384 -693 301 0 
-732 -550 -602 0 
879 525 508 0 
970 -191 -908 0 
-97 890 -117 0 
487 512 585 0 
631 165 936 0 
542 427 354 0 
719 -365 -873 0 
-968 -880 -590 0 
-753 -567 -867 0 
-535 572 674 0 
-253 605 -215 0 
770 289 102 0 
-104 950 405 0 
-730 137 -21 0 
376 136 833 0 
769 -319 12 0 
201 -561 125 0 
-558 -562 572 0 
-3 500 -809 0 
328 434 -160 0 
399 252 333 0 
655 -441 -731 0 
729 -895 857 0 
-778 140 969 0 
622 803 497 0 
769 -473 -743 0 
-615 -287 398 0 
822 1 -580 0 
815 -165 531 0 
-859 46 -296 0 
638 -588 576 0 
-955 853 949 0 
-611 140 -247 0 
584 -390 272 0 
233 125 632 0 
78 574 454 0 
-236 -272 -887 0 
-669 945 884 0 
720 964 240 0 
647 201 908 0 
-713 135 -388 0 
-624 -375 -255 0 
197 276 609 0 
328 -872 -436 0 
774 608 -945 0 
197 87 -246 0 
154 -446 -645 0 
261 -764 266 0 
-642 -803 -432 0 
-806 -446 -871 0 
-376 -167 181 0 
-200 -965 -212 0 
-350 -772 176 0 
-372 -396 92 0 
272 115 894 0 
-67 -341 870 0 
237 -227 805 0 
337 249 106 0 
-55 53 482 0 
-789 -488 -426 0 
551 958 804 0 
856 -298 508 0 
881 -867 738 0 
-765 599 596 0 
-453 337 -760 0 
-9 916 974 0 
-380 991 -684 0 
924 -544 764 0 
-730 746 917 0 
-651 281 784 0 
-253 -433 692 0 
853 428 -299 0 
241 -991 -456 0 
-130 472 -737 0 
-614 -880 -934 0 
-852 25 -670 0 
575 422 -34 0 
-533 -792 397 0 
-424 804 664 0 
-912 744 -118 0 
675 525 674 0 
903 159 665 0 
-944 169 723 0 
-970 -219 -243 0 
-11 -684 257 0 
-210 -78 452 0 
-720 664 -250 0 
74 638 -466 0 
-77 -333 -361 0 
-1000 358 -127 0 
940 -542 -55 0 
555 -798 843 0 
196 -175 -172 0 
-758 -866 413 0 
-267 -562 -49 0 
