p cnf 1000 500
-843 81 -700 0 
-116 -929 -550 0 
109 -82 344 0 
865 776 757 0 
-641 410 82 0 
-890 622 -72 0 
222 36 990 0 
921 -381 -350 0 
994 609 623 0 
46 583 -717 0 
513 842 741 0 
947 -123 -729 0 
-474 277 563 0 
10 126 437 0 
203 -487 343 0 
272 482 8 0 
-22 -777 -318 0 
522 -864 381 0 
-583 -402 -421 0 
-778 -687 336 0 
-260 716 623 0 
-885 919 897 0 
461 617 -615 0 
825 272 135 0 
605 -738 -914 0 
694 35 448 0 
951 194 -522 0 
-112 -230 -171 0 
-505 231 990 0 
454 -943 -115 0 
85 -629 -274 0 
-209 827 233 0 
-593 -497 -854 0 
-528 179 605 0 
187 -109 784 0 
324 625 -830 0 
449 462 333 0 
75 -951 -840 0 
136 -959 374 0 
-842 112 -958 0 
-490 983 330 0 
656 -210 -547 0 
-888 -671 292 0 
360 624 24 0 
-54 689 464 0 
497 449 -823 0 
230 -612 -386 0 
53 -41 938 0 
642 -325 523 0 
-253 -920 820 0 
-42 538 -14 0 
508 317 904 0 
219 198 912 0 
169 -685 -239 0 
99 -46 -779 0 
51 -633 407 0 
-884 -886 -460 0 
507 -405 -854 0 
427 531 -329 0 
-57 -91 -504 0 
921 -649 -269 0 
-36 -636 31 0 
-521 -886 40 0 
428 -78 267 0 
-172 -268 -673 0 
-899 -670 664 0 
-291 613 561 0 
-762 270 966 0 
554 -43 93 0 
-113 391 -848 0 
-717 -503 802 0 
735 -802 644 0 
823 -883 -241 0 
447 -609 870 0 
201 -850 431 0 
480 475 939 0 
-250 -180 -955 0 
-457 784 -352 0 
319 828 665 0 
335 -495 424 0 
-774 -450 -938 0 
12 340 -739 0 
-854 -264 -990 0 
19 514 598 0 
675 -143 12 0 
353 -882 161 0 
18 -799 348 0 
-377 604 15 0 
-664 -993 -525 0 
-272 -257 838 0 
12 34 382 0 
-530 -565 -832 0 
87 650 -945 0 
-72 -162 657 0 
-788 -213 -470 0 
-772 -158 672 0 
576 299 -179 0 
-623 810 60 0 
672 825 -782 0 
-883 622 364 0 
-180 -130 791 0 
-458 92 -5 0 
-394 405 553 0 
813 -469 37 0 
321 -959 -537 0 
516 610 -990 0 
-739 -145 -388 0 
463 -633 529 0 
-754 378 929 0 
499 345 658 0 
956 -917 -383 0 
166 421 114 0 
-358 630 892 0 
-636 -470 -511 0 
-311 600 -72 0 
361 815 241 0 
-931 116 998 0 
-614 -279 896 0 
-263 -134 -842 0 
-89 -923 478 0 
951 -654 -650 0 
-123 -591 404 0 
590 597 -458 0 
-388 748 -497 0 
-581 -115 -961 0 
645 871 817 0 
223 769 -339 0 
626 -737 -645 0 
-571 -436 -636 0 
-848 -117 500 0 
-710 943 -519 0 
-303 -926 346 0 
72 50 716 0 
-565 519 476 0 
757 30 -224 0 
-13 -161 917 0 
-36 61 886 0 
687 632 156 0 
-614 323 -612 0 
359 -208 -257 0 
-462 -74 -578 0 
938 187 659 0 
532 657 914 0 
-573 101 -626 0 
236 -135 79 0 
663 168 -522 0 
366 718 269 0 
-257 -544 -258 0 
-125 165 663 0 
770 -352 -497 0 
-501 364 -134 0 
-383 -908 -431 0 
-249 206 23 0 
-275 -191 -184 0 
-110 -408 -895 0 
-597 -885 -484 0 
92 -858 -863 0 
942 -393 752 0 
914 379 -366 0 
-295 -556 774 0 
677 -61 874 0 
135 846 -629 0 
7 500 -632 0 
-248 -941 -641 0 
798 48 -931 0 
485 135 -521 0 
469 594 -1 0 
858 857 -176 0 
-786 -534 -182 0 
926 395 274 0 
-514 -496 -701 0 
-884 -8 -164 0 
-181 174 -989 0 
-903 -193 266 0 
166 -778 629 0 
-248 -691 -943 0 
-358 619 -493 0 
511 -461 430 0 
978 -921 571 0 
651 -424 -820 0 
-469 -219 102 0 
-431 801 220 0 
-621 -120 -987 0 
-336 -187 -500 0 
801 804 41 0 
-334 85 52 0 
665 -730 677 0 
478 422 -223 0 
-811 -667 717 0 
428 -153 -476 0 
951 -882 -659 0 
570 -562 -865 0 
252 -670 460 0 
223 -634 -243 0 
-100 725 -260 0 
-741 819 -401 0 
-954 -11 540 0 
-492 432 967 0 
776 -709 -404 0 
-237 -887 3 0 
702 935 -873 0 
852 -97 512 0 
-330 -907 636 0 
221 504 -911 0 
504 -876 -937 0 
268 -964 -984 0 
-881 491 477 0 
-400 787 -715 0 
-251 -659 94 0 
-261 568 -445 0 
-216 483 -728 0 
801 -151 -625 0 
-381 689 -757 0 
795 655 -711 0 
-400 625 326 0 
-256 -56 897 0 
-20 -823 612 0 
-939 899 93 0 
-515 193 -219 0 
35 624 -809 0 
386 320 960 0 
-844 -249 -913 0 
-630 335 543 0 
-496 -734 683 0 
-581 -108 336 0 
398 -86 -663 0 
822 -236 -239 0 
744 -514 191 0 
-87 -939 -699 0 
393 874 52 0 
-446 -863 -183 0 
773 64 263 0 
-48 819 695 0 
532 407 789 0 
902 387 -925 0 
59 165 753 0 
-924 -661 -879 0 
-116 905 -78 0 
984 494 846 0 
756 -236 670 0 
-449 985 -527 0 
746 221 -71 0 
424 -681 -447 0 
929 417 717 0 
155 -569 -575 0 
600 474 -405 0 
642 -387 -18 0 
297 -101 747 0 
694 -954 47 0 
209 -355 644 0 
811 -901 -233 0 
208 -555 -276 0 
319 609 913 0 
-287 552 824 0 
-670 790 535 0 
59 483 309 0 
956 -589 -419 0 
956 752 -935 0 
163 -621 334 0 
797 437 10 0 
702 140 -277 0 
-532 402 192 0 
-313 -455 262 0 
-868 638 16 0 
-441 -829 405 0 
427 -749 537 0 
-568 273 103 0 
238 -3 273 0 
-644 -152 262 0 
