p cnf 1000 800
380 325 195 0 
916 -809 -435 0 
268 978 84 0 
-478 -488 577 0 
944 732 -124 0 
-756 906 883 0 
-665 -148 193 0 
-868 -519 -676 0 
-348 869 315 0 
345 -964 -788 0 
994 876 957 0 
908 114 712 0 
-257 15 734 0 
642 69 125 0 
676 -451 882 0 
-207 123 474 0 
-621 563 -338 0 
333 -352 914 0 
458 991 -55 0 
-567 -266 381 0 
277 -359 -358 0 
-72 -498 -819 0 
-932 864 654 0 
258 543 914 0 
-189 520 -355 0 
-552 729 938 0 
-205 953 -660 0 
-548 -826 243 0 
765 -637 -300 0 
-464 448 757 0 
988 -363 -993 0 
-210 209 611 0 
216 623 -624 0 
-828 216 -276 0 
724 -739 406 0 
-883 885 373 0 
-958 -668 170 0 
871 566 114 0 
211 -911 -465 0 
764 -498 537 0 
712 107 -706 0 
156 585 148 0 
-78 -82 -396 0 
-773 -540 715 0 
-444 942 249 0 
944 -422 827 0 
-110 -917 359 0 
-196 711 694 0 
758 379 677 0 
-609 -601 -443 0 
609 -787 -241 0 
346 852 -160 0 
935 753 -902 0 
-491 -725 609 0 
921 98 284 0 
-91 -62 642 0 
-763 -305 499 0 
15 -800 837 0 
347 -65 -848 0 
-305 355 422 0 
-568 369 -925 0 
-801 355 572 0 
40 -980 291 0 
239 -371 206 0 
-698 -365 -554 0 
900 -698 -596 0 
-601 915 2 0 
848 909 502 0 
-833 233 -598 0 
-923 985 -345 0 
147 742 861 0 
-575 -480 -906 0 
860 11 -522 0 
562 -539 961 0 
-204 848 -60 0 
762 472 360 0 
966 649 784 0 
-490 -211 883 0 
473 -937 -931 0 
-474 -488 -58 0 
841 111 196 0 
-78 830 721 0 
905 -314 513 0 
879 -211 133 0 
-804 58 -844 0 
746 721 -363 0 
555 -464 -692 0 
-479 663 182 0 
79 -505 939 0 
-758 310 -651 0 
-378 -607 -371 0 
-113 231 540 0 
-675 -29 968 0 
-991 -441 -829 0 
311 -417 948 0 
-509 834 -98 0 
-257 486 -520 0 
71 -581 -94 0 
534 -74 682 0 
94 740 -549 0 
534 -866 201 0 
-606 168 -165 0 
281 -188 683 0 
-191 678 -167 0 
22 608 90 0 
-132 -890 -290 0 
-591 492 -288 0 
774 432 196 0 
-336 590 723 0 
-597 280 505 0 
784 82 140 0 
280 -384 -512 0 
899 -971 484 0 
-382 12 305 0 
701 318 -927 0 
249 991 -135 0 
814 726 -747 0 
339 -698 -348 0 
307 720 -152 0 
-490 -481 574 0 
443 238 946 0 
700 -883 327 0 
-737 513 -461 0 
-135 -741 436 0 
-728 634 -989 0 
395 432 -406 0 
-312 -162 133 0 
275 -863 958 0 
-122 55 922 0 
-466 -436 -878 0 
558 75 -292 0 
404 -580 847 0 
-314 343 921 0 
547 -326 -39 0 
49 -498 -374 0 
139 484 -514 0 
-493 655 357 0 
-454 -469 686 0 
-199 486 -977 0 
-332 -125 893 0 
-489 946 -793 0 
253 -974 172 0 
-717 808 -736 0 
820 -334 801 0 
615 -964 -989 0 
-879 -207 -992 0 
-553 -403 29 0 
644 -682 870 0 
782 -144 -550 0 
-450 -347 878 0 
281 -742 46 0 
-518 968 -609 0 
-564 921 -839 0 
318 -919 -261 0 
990 -366 677 0 
-668 -823 846 0 
-833 443 168 0 
466 -481 -278 0 
-573 759 -640 0 
-435 -406 -735 0 
-387 302 758 0 
-277 33 -95 0 
804 -33 -433 0 
139 -232 -213 0 
912 -890 -357 0 
96 635 505 0 
971 223 721 0 
-717 -474 -933 0 
-527 -375 -560 0 
-660 -388 -545 0 
-684 955 -932 0 
70 -295 -17 0 
127 -894 -321 0 
832 -527 686 0 
-35 570 -663 0 
780 -964 204 0 
541 -167 -790 0 
-563 -526 298 0 
-735 139 -816 0 
-969 -325 897 0 
281 -39 -681 0 
-408 -591 933 0 
888 -448 669 0 
452 -62 -917 0 
552 826 -597 0 
-835 268 224 0 
707 -4 -998 0 
409 270 -812 0 
29 922 188 0 
-642 912 12 0 
217 -747 708 0 
-588 -654 800 0 
343 641 -957 0 
-564 837 779 0 
157 279 -105 0 
-38 -359 -640 0 
-409 -75 589 0 
-997 446 -902 0 
-808 -854 -728 0 
721 554 648 0 
380 407 558 0 
572 -154 -564 0 
-961 -167 -480 0 
-409 113 197 0 
-269 310 -883 0 
-525 70 -221 0 
-98 -302 -269 0 
-690 660 558 0 
751 -392 138 0 
-351 749 805 0 
107 -383 -553 0 
965 794 955 0 
134 -998 -464 0 
-955 -936 527 0 
-782 208 691 0 
87 819 -137 0 
-223 732 -640 0 
915 -493 781 0 
108 -790 -467 0 
-830 652 -481 0 
887 -180 737 0 
56 -143 -483 0 
685 -590 919 0 
301 -174 110 0 
-601 286 -872 0 
321 -66 -853 0 
-367 -639 -19 0 
-547 -158 338 0 
635 994 -46 0 
-282 841 442 0 
69 176 -895 0 
602 199 719 0 
739 -651 718 0 
304 -452 713 0 
175 44 921 0 
16 232 886 0 
684 353 418 0 
-789 -976 -381 0 
849 937 656 0 
-843 64 279 0 
896 575 -978 0 
893 902 795 0 
-622 -24 675 0 
525 -808 -550 0 
-685 98 809 0 
906 -620 358 0 
-765 -690 -541 0 
203 -514 28 0 
623 669 671 0 
657 -277 408 0 
-318 125 -777 0 
-294 -932 -619 0 
-292 507 -237 0 
233 363 957 0 
834 -970 117 0 
-206 760 -607 0 
-7 -993 -711 0 
551 -917 212 0 
764 901 911 0 
-299 498 -257 0 
-401 -537 164 0 
-807 -146 444 0 
-320 -633 -77 0 
-738 139 325 0 
-711 -400 835 0 
-834 -308 -721 0 
-140 -559 -439 0 
267 437 908 0 
-29 945 -832 0 
-125 732 1 0 
120 -748 -141 0 
142 182 -90 0 
340 835 -506 0 
550 623 -883 0 
-396 182 -252 0 
-809 249 690 0 
849 -683 41 0 
40 -73 -967 0 
-592 -759 198 0 
966 -751 -822 0 
-87 -484 692 0 
-702 -766 370 0 
-364 -677 -412 0 
67 566 -115 0 
-730 -112 -577 0 
537 242 550 0 
-192 949 -415 0 
-500 -368 367 0 
-644 -709 -536 0 
-255 429 138 0 
351 -602 780 0 
101 -682 -851 0 
817 613 -745 0 
-584 -213 -836 0 
181 -410 -501 0 
-775 -411 931 0 
-248 -279 329 0 
205 -569 758 0 
776 779 -253 0 
135 579 -238 0 
459 287 -529 0 
-570 350 -132 0 
144 -563 968 0 
220 197 -226 0 
641 -607 237 0 
-767 -187 -473 0 
-956 717 -656 0 
-654 -954 -188 0 
-140 473 -801 0 
222 910 -530 0 
-460 489 -254 0 
-473 73 193 0 
-526 -610 -639 0 
826 -451 -989 0 
-931 -753 -155 0 
-600 -527 186 0 
162 444 864 0 
-353 568 -645 0 
670 -832 -921 0 
-653 624 -163 0 
-147 922 -673 0 
-375 -440 -712 0 
-50 719 997 0 
686 628 -262 0 
-260 844 -677 0 
16 -452 199 0 
471 66 787 0 
-579 -92 -35 0 
-129 7 -574 0 
-612 441 -392 0 
-138 152 810 0 
-210 735 -28 0 
317 -392 598 0 
-512 -371 902 0 
-447 -504 766 0 
677 -935 727 0 
430 311 -424 0 
-418 992 -331 0 
51 -808 -359 0 
-307 850 699 0 
561 -726 -904 0 
-68 -93 -207 0 
44 178 -827 0 
838 -986 -248 0 
561 781 -995 0 
780 857 -654 0 
329 -846 613 0 
21 -501 -684 0 
812 688 -520 0 
198 -781 679 0 
-13 39 370 0 
101 297 165 0 
-382 333 -846 0 
-617 -23 -488 0 
676 -468 -80 0 
-650 -136 -770 0 
822 938 -809 0 
556 945 -242 0 
997 -184 -984 0 
92 -895 157 0 
-351 -607 -343 0 
553 -914 653 0 
816 705 756 0 
-676 14 777 0 
459 -686 -392 0 
-736 626 663 0 
251 858 896 0 
474 -807 -367 0 
-825 26 -558 0 
-414 -482 -442 0 
-974 450 562 0 
-614 -752 -827 0 
-714 -579 103 0 
304 -747 -379 0 
-572 541 758 0 
417 67 -579 0 
96 877 187 0 
850 59 836 0 
-204 -464 656 0 
-452 799 -138 0 
766 147 -117 0 
594 890 273 0 
-203 366 -100 0 
-803 707 -639 0 
-4 -494 346 0 
-444 130 -111 0 
777 622 -601 0 
-548 -409 -568 0 
-372 -840 780 0 
853 355 -796 0 
226 272 -839 0 
-802 289 524 0 
-620 859 -83 0 
551 914 366 0 
664 -38 -305 0 
-498 -251 854 0 
-216 -669 -143 0 
-558 -997 239 0 
-696 905 938 0 
617 349 -291 0 
-953 -150 711 0 
575 -926 -193 0 
-415 -777 -273 0 
-883 -597 -767 0 
341 -38 306 0 
953 722 -550 0 
-735 -976 64 0 
139 -626 -751 0 
723 883 -170 0 
255 230 -708 0 
988 -54 944 0 
-855 559 264 0 
532 468 178 0 
672 -334 -647 0 
610 710 -440 0 
79 566 -46 0 
182 -278 -116 0 
278 -234 -75 0 
-541 -847 -349 0 
-873 -976 -732 0 
440 754 -660 0 
-61 -462 -995 0 
520 -523 -616 0 
-313 -153 559 0 
-447 971 39 0 
-80 746 -456 0 
-798 662 -619 0 
240 831 -556 0 
-733 873 -922 0 
-108 -115 605 0 
902 287 381 0 
937 -834 -67 0 
794 733 468 0 
960 -470 36 0 
935 94 169 0 
123 -394 572 0 
536 -976 84 0 
-959 704 -389 0 
512 805 577 0 
-779 781 -631 0 
-611 506 -999 0 
653 749 -492 0 
122 -106 -613 0 
-575 -562 498 0 
870 -142 -737 0 
-43 -96 -609 0 
851 -144 671 0 
482 -970 -791 0 
780 394 -266 0 
-870 -353 27 0 
121 -204 -256 0 
213 259 -448 0 
877 531 -663 0 
958 720 -963 0 
827 94 -362 0 
-134 -60 -925 0 
-413 811 368 0 
660 -288 212 0 
-18 -775 -763 0 
957 139 25 0 
904 228 730 0 
-365 -655 -807 0 
160 -560 -206 0 
647 -968 77 0 
-452 340 190 0 
-808 -2 -750 0 
640 471 -991 0 
-191 -911 -108 0 
-416 -629 609 0 
-176 157 -16 0 
410 559 -865 0 
-355 -203 311 0 
-192 -495 484 0 
-372 -595 606 0 
992 -521 -593 0 
-489 734 923 0 
265 442 230 0 
1 -614 746 0 
12 661 -993 0 
926 -957 -753 0 
633 -47 -765 0 
-476 -151 -553 0 
-376 238 -134 0 
839 -485 744 0 
-298 -463 407 0 
44 273 -432 0 
-560 -210 99 0 
-345 -176 -904 0 
866 -183 -182 0 
-963 283 354 0 
576 -19 968 0 
304 371 -951 0 
-393 933 18 0 
805 -203 -497 0 
252 855 -738 0 
159 -480 951 0 
-643 27 -826 0 
796 811 -130 0 
356 980 272 0 
885 -904 -593 0 
747 -317 30 0 
-385 -504 -891 0 
-333 -562 323 0 
-13 238 654 0 
451 -930 969 0 
375 -219 106 0 
383 -381 349 0 
532 -463 -812 0 
814 -656 -552 0 
852 -161 -349 0 
221 -556 257 0 
-264 296 441 0 
-674 -860 374 0 
314 -696 -419 0 
882 -482 -18 0 
715 -571 -292 0 
194 966 -99 0 
26 892 -849 0 
205 -315 -928 0 
373 -833 -485 0 
896 358 -661 0 
560 -584 -516 0 
-218 726 -161 0 
-562 440 556 0 
851 -590 886 0 
-113 661 -293 0 
-523 -443 -518 0 
-225 -336 553 0 
-19 912 468 0 
-421 -401 737 0 
-92 -23 -895 0 
912 -655 597 0 
-220 -625 -976 0 
-818 -827 -606 0 
-748 -668 240 0 
825 -101 293 0 
-504 822 -662 0 
-151 -97 -184 0 
587 637 -150 0 
506 -711 -552 0 
876 -784 326 0 
-590 356 359 0 
805 580 164 0 
186 -359 -507 0 
546 -138 -596 0 
672 -823 -108 0 
972 904 253 0 
397 -609 385 0 
775 -128 154 0 
-449 522 -661 0 
910 -850 967 0 
744 -549 631 0 
-792 -504 -924 0 
643 -140 790 0 
760 498 -636 0 
241 -505 807 0 
805 477 -77 0 
-647 421 238 0 
774 -116 670 0 
128 -905 356 0 
614 464 951 0 
-497 344 -873 0 
812 187 781 0 
687 -26 -877 0 
603 -99 -811 0 
-313 -667 816 0 
-439 -625 -932 0 
155 187 714 0 
65 920 205 0 
390 265 -837 0 
15 709 55 0 
-993 99 290 0 
-568 -218 132 0 
-646 902 712 0 
249 -997 125 0 
-752 -252 -375 0 
-977 756 -368 0 
-422 -137 -596 0 
834 585 -129 0 
-863 -436 868 0 
-410 548 129 0 
-135 506 881 0 
959 -228 -648 0 
670 -45 -562 0 
-444 -210 23 0 
-596 562 -848 0 
18 780 893 0 
447 209 -400 0 
-186 -956 470 0 
