p cnf 1000 300
-851 -586 125 0 
766 527 10 0 
-398 236 -359 0 
-843 -174 342 0 
252 -246 7 0 
-298 -854 -529 0 
-555 370 847 0 
201 213 -768 0 
226 -345 -724 0 
837 783 -323 0 
723 914 -467 0 
92 642 570 0 
653 781 -447 0 
373 -760 -827 0 
440 -186 618 0 
45 59 -915 0 
569 -609 -316 0 
957 -130 -372 0 
702 467 537 0 
-767 905 721 0 
770 698 762 0 
171 -471 -848 0 
-564 382 107 0 
246 -18 249 0 
943 -140 806 0 
-413 958 -907 0 
-500 6 -924 0 
-572 -816 -532 0 
-267 -156 -133 0 
-878 -383 -805 0 
353 714 723 0 
-613 -883 435 0 
192 -239 51 0 
446 8 -391 0 
850 -599 138 0 
870 27 -878 0 
896 311 -910 0 
208 634 381 0 
-156 -569 207 0 
939 -482 443 0 
-661 -385 982 0 
394 -426 898 0 
-179 48 624 0 
754 -855 -742 0 
300 907 868 0 
-511 90 552 0 
-15 779 526 0 
343 -936 291 0 
-562 -853 834 0 
-688 114 -536 0 
-730 766 -237 0 
-572 -885 505 0 
-999 58 845 0 
449 575 554 0 
584 -602 907 0 
345 383 -41 0 
21 847 -47 0 
-206 320 147 0 
-381 -833 -89 0 
-301 6 168 0 
-518 -576 131 0 
568 -582 99 0 
-27 -635 -230 0 
-366 800 -9 0 
-59 387 971 0 
530 832 -4 0 
-156 -553 492 0 
-316 -77 752 0 
-135 743 87 0 
625 781 -27 0 
701 566 -15 0 
729 286 981 0 
146 469 638 0 
151 -7 201 0 
-212 -231 -290 0 
-167 128 -762 0 
51 829 -897 0 
407 -487 -87 0 
-629 803 93 0 
-706 757 -34 0 
-110 -551 -376 0 
-735 528 -624 0 
-828 185 268 0 
-482 446 369 0 
-798 630 -82 0 
-472 569 -426 0 
-32 -631 -260 0 
153 643 -550 0 
928 -588 -920 0 
863 -656 -441 0 
707 -672 631 0 
60 -68 -425 0 
-277 962 18 0 
967 815 -311 0 
-808 -697 -941 0 
-977 -235 -255 0 
110 194 -81 0 
-260 168 377 0 
204 590 335 0 
-177 -654 -677 0 
-790 -424 -128 0 
759 -779 78 0 
-327 220 -588 0 
-314 538 906 0 
576 -146 -282 0 
701 231 953 0 
-402 440 -545 0 
698 37 511 0 
279 -225 615 0 
-135 -391 505 0 
-460 -457 388 0 
319 673 854 0 
-825 -226 8 0 
-761 -665 -283 0 
393 238 -397 0 
-821 -568 -812 0 
-430 395 224 0 
965 552 6 0 
-94 561 -250 0 
969 391 -457 0 
575 759 -724 0 
735 988 -879 0 
-747 -160 -850 0 
718 -912 199 0 
884 -260 -422 0 
-36 180 -450 0 
634 90 60 0 
800 978 -821 0 
720 163 -72 0 
-841 -907 243 0 
