p cnf 1000 600
x 965 679 -867 0 
x -86 -607 579 0 
x -13 -752 776 0 
x -411 -906 793 0 
x -910 168 -650 0 
x -643 186 -688 0 
x -184 -490 831 0 
x -298 -894 157 0 
x -947 458 -59 0 
x -240 437 70 0 
x 673 -75 910 0 
x 191 843 -878 0 
x -53 -316 -225 0 
x -90 -612 955 0 
x 246 797 800 0 
x -331 -983 -865 0 
x 903 -773 320 0 
x 558 423 957 0 
x -318 -992 -178 0 
x -732 42 -218 0 
x -235 -194 -527 0 
x 513 -57 879 0 
x 570 518 -689 0 
x -785 211 -504 0 
x -963 -433 324 0 
x 310 158 287 0 
x 1000 950 677 0 
x -876 465 -981 0 
x 432 686 -280 0 
x 513 416 917 0 
x -18 -386 142 0 
x 447 -650 -733 0 
x 973 -312 -796 0 
x 332 692 -897 0 
x -38 -555 539 0 
x -62 656 -668 0 
x 731 987 -923 0 
x -393 18 -596 0 
x 636 495 186 0 
x 811 -689 456 0 
x 567 995 796 0 
x -263 -578 735 0 
x 849 -433 -974 0 
x -951 522 -698 0 
x -82 -126 408 0 
x -771 -574 195 0 
x 596 -537 838 0 
x 810 -786 310 0 
x 792 262 -107 0 
x -584 234 -186 0 
x 490 -448 -379 0 
x -727 -956 737 0 
x 729 -935 414 0 
x -89 -431 611 0 
x 502 -324 -748 0 
x 502 -478 697 0 
x 742 880 262 0 
x -422 -663 -501 0 
x 164 -372 470 0 
x -517 687 649 0 
x -353 701 -442 0 
x -662 827 -332 0 
x -608 39 286 0 
x -319 705 173 0 
x 617 -51 -322 0 
x 260 -999 -442 0 
x -449 865 488 0 
x 385 -487 -366 0 
x -199 -644 861 0 
x -887 686 -217 0 
x -910 -888 295 0 
x 586 734 857 0 
x 69 961 636 0 
x -821 622 755 0 
x -22 -108 709 0 
x 75 -282 770 0 
x -743 374 -89 0 
x -53 119 -796 0 
x 828 943 145 0 
x 161 879 901 0 
x 690 -228 750 0 
x -125 768 -104 0 
x -654 -599 -619 0 
x 74 -989 499 0 
x -110 786 621 0 
x 466 390 681 0 
x 309 -501 620 0 
x 506 -372 -855 0 
x -642 177 -148 0 
x -960 806 660 0 
x 406 605 -668 0 
x -508 -199 -825 0 
x 950 773 89 0 
x -509 952 -20 0 
x -437 -958 91 0 
x -830 -792 913 0 
x -333 -831 483 0 
x 514 130 460 0 
x 285 81 -371 0 
x 845 266 -771 0 
x -83 -655 799 0 
x 989 553 -732 0 
x 952 -713 -891 0 
x -918 -326 289 0 
x -310 871 906 0 
x 104 213 -46 0 
x 147 932 -323 0 
x 891 -204 518 0 
x 594 191 370 0 
x -692 -139 -62 0 
x -953 -506 792 0 
x -611 40 -536 0 
x -182 -274 -434 0 
x -997 -780 -860 0 
x -570 286 310 0 
x -152 510 856 0 
x -776 72 -864 0 
x -836 -162 -13 0 
x 4 -535 -545 0 
x -935 279 -682 0 
x -763 -847 994 0 
x -630 -458 -459 0 
x 911 571 201 0 
x -581 688 165 0 
x -189 -947 -492 0 
x -555 -277 363 0 
x -761 -349 -227 0 
x -990 -293 -379 0 
x 30 -268 -936 0 
x -772 -979 -64 0 
x -200 -745 -364 0 
x 78 903 792 0 
x -935 -535 191 0 
x 779 -927 555 0 
x 363 636 417 0 
x 394 717 863 0 
x -668 -438 -392 0 
x 137 -190 537 0 
x -764 -247 520 0 
x -755 -468 -679 0 
x -102 -128 334 0 
x -5 573 962 0 
x -875 155 -537 0 
x 159 -682 359 0 
x -348 -894 122 0 
x -729 68 397 0 
x 702 -535 179 0 
x 290 -172 651 0 
x 948 422 574 0 
x -486 -920 -707 0 
x 935 737 561 0 
x 456 144 -966 0 
x 626 768 657 0 
x -900 -266 -426 0 
x -104 445 179 0 
x -700 72 -846 0 
x -530 -566 -654 0 
x -408 59 971 0 
x -126 212 989 0 
x -949 -863 454 0 
x -125 260 23 0 
x -353 681 -532 0 
x 811 817 -394 0 
x 109 -791 -231 0 
x -41 282 -823 0 
x 627 257 303 0 
x 400 683 -973 0 
x -618 -48 -601 0 
x -838 -91 718 0 
x 619 -842 -392 0 
x -449 -595 -74 0 
x -189 395 -508 0 
x -633 920 -35 0 
x -148 -742 911 0 
x -369 655 -212 0 
x 468 -474 552 0 
x -466 -669 -731 0 
x -416 444 -231 0 
x -730 405 239 0 
x 78 689 255 0 
x -322 90 510 0 
x 643 -475 -935 0 
x 485 10 785 0 
x -805 896 959 0 
x 531 -970 459 0 
x 972 820 -371 0 
x -239 -704 664 0 
x 11 399 -675 0 
x -500 484 282 0 
x -324 -391 959 0 
x 709 196 145 0 
x 176 -497 196 0 
x 715 560 -728 0 
x 693 -51 711 0 
x -693 72 284 0 
x 817 -842 -830 0 
x 401 -187 902 0 
x -584 987 804 0 
x 434 936 -571 0 
x 830 -226 -511 0 
x -760 360 -790 0 
x -992 -155 -855 0 
x -117 363 124 0 
x -158 -190 555 0 
x -759 -472 -616 0 
x -527 977 850 0 
x 389 969 -345 0 
x -344 116 -707 0 
x 337 222 -464 0 
x -514 -598 -146 0 
x -372 -841 119 0 
x 186 42 -918 0 
x -283 -443 -630 0 
x -360 -134 -749 0 
x 413 65 -846 0 
x 403 501 -936 0 
x -503 464 -792 0 
x 989 -656 464 0 
x 230 -729 624 0 
x -831 753 -276 0 
x 390 -182 874 0 
x 762 -217 327 0 
x -43 -457 -674 0 
x -444 955 208 0 
x 275 -201 -786 0 
x 12 289 818 0 
x -386 825 792 0 
x -232 -346 318 0 
x -990 -930 545 0 
x 146 363 -989 0 
x 904 861 612 0 
x -559 154 -193 0 
x -767 792 20 0 
x 67 -711 -701 0 
x 478 -869 91 0 
x -646 -916 -442 0 
x -225 102 763 0 
x 467 486 -378 0 
x -487 237 153 0 
x 921 -187 -452 0 
x 950 -368 429 0 
x -443 -142 -706 0 
x -259 -934 -400 0 
x -256 -146 288 0 
x -820 -250 -127 0 
x 878 -525 -917 0 
x -880 913 -928 0 
x 578 675 10 0 
x 766 830 -222 0 
x 206 409 -598 0 
x 921 433 -198 0 
x -795 -777 -726 0 
x -524 -42 -703 0 
x 677 -25 254 0 
x 282 582 -226 0 
x -827 215 495 0 
x 193 807 782 0 
x -880 -482 322 0 
x 693 882 387 0 
x 976 14 624 0 
x 569 126 -541 0 
x -221 90 -712 0 
x -894 -656 -806 0 
x 600 286 -509 0 
x 753 977 -304 0 
x 733 365 618 0 
x -40 277 414 0 
x 116 22 974 0 
x 475 680 256 0 
x 792 -294 -531 0 
x 932 917 646 0 
x 738 143 876 0 
x 425 -812 891 0 
x 844 -426 122 0 
x 668 1 682 0 
x 489 -558 838 0 
x -391 486 -346 0 
x -587 290 350 0 
x -615 -351 774 0 
x 854 -17 -235 0 
x 868 -622 -782 0 
x -236 -104 -65 0 
x -682 -364 831 0 
x -73 -942 341 0 
x -239 260 274 0 
x 14 962 535 0 
x 639 -399 -697 0 
x -614 -154 -511 0 
x -135 313 -753 0 
x -80 -971 876 0 
x 9 -500 -64 0 
x -244 838 102 0 
x 792 -771 267 0 
x -933 69 990 0 
x 996 252 665 0 
x 357 -761 710 0 
x -965 747 754 0 
x 658 -250 -890 0 
x -446 28 -860 0 
x 757 584 -767 0 
x 980 -956 -843 0 
x 494 831 -90 0 
x 140 26 303 0 
x 898 -816 137 0 
x -614 536 127 0 
x -883 -9 -630 0 
x 870 791 -925 0 
x -581 247 377 0 
x -673 630 829 0 
x 649 814 -751 0 
x 987 -895 -768 0 
x -219 -828 -389 0 
x -504 936 409 0 
x 578 -802 -287 0 
x 476 215 622 0 
x -923 -733 483 0 
x -328 -582 -693 0 
x -477 72 894 0 
x -675 -593 560 0 
x 405 -316 31 0 
x 801 -5 129 0 
x -796 921 990 0 
x 188 268 328 0 
x 52 -898 -472 0 
x -154 370 -960 0 
x -984 -415 233 0 
x 874 24 580 0 
x -760 976 293 0 
x -646 -829 -51 0 
x 957 813 -176 0 
x 992 799 -753 0 
x 775 -303 -936 0 
x -32 -385 -881 0 
x -178 946 -271 0 
x 176 -828 707 0 
x 732 -715 2 0 
x -512 750 109 0 
x -728 393 243 0 
x -589 193 227 0 
x -999 774 151 0 
x 564 -365 -640 0 
x 748 -595 962 0 
x 912 334 -194 0 
x -76 887 971 0 
x -167 637 -693 0 
x -161 -979 29 0 
x -757 -402 680 0 
x -191 324 659 0 
x 49 -334 525 0 
x -924 596 945 0 
x -458 921 -833 0 
x 906 -820 266 0 
x 68 894 799 0 
x -643 855 -920 0 
x 159 373 83 0 
x 878 -243 -336 0 
x 665 9 66 0 
x -358 32 62 0 
x 261 -400 820 0 
x 487 -942 485 0 
x -151 -870 -314 0 
x -989 -170 785 0 
x -848 -827 -742 0 
x -804 137 626 0 
x 560 525 -992 0 
x 486 382 469 0 
x -793 975 918 0 
x -589 114 486 0 
x -997 -610 147 0 
x 795 -473 -439 0 
x 276 -74 -761 0 
x -262 769 875 0 
x -377 -235 -729 0 
x 193 -869 -942 0 
x 841 160 -377 0 
x 226 -767 -761 0 
x -12 -743 850 0 
x -218 -375 -386 0 
x -196 512 527 0 
x -658 158 604 0 
x 477 354 -785 0 
x -995 -708 934 0 
x 19 -554 -940 0 
x 592 -91 -823 0 
x -77 -698 758 0 
x -819 -441 -705 0 
x -27 784 -754 0 
x -113 683 -323 0 
x 471 -718 889 0 
x -210 362 -450 0 
x -495 674 -932 0 
x 884 444 917 0 
x -396 312 699 0 
x 182 -615 111 0 
x 239 145 -788 0 
x 805 586 -484 0 
x 211 -368 43 0 
x -616 -139 140 0 
x 662 -710 -399 0 
x 918 -353 951 0 
x 502 141 -767 0 
x -263 -862 264 0 
x 920 -792 286 0 
x 700 567 965 0 
x -620 389 -748 0 
x 876 35 302 0 
x -498 -837 918 0 
x 850 848 571 0 
x 536 616 -723 0 
x 134 -446 -456 0 
x -753 917 488 0 
x -348 -523 10 0 
x -968 867 -410 0 
x -625 18 114 0 
x -169 -810 -637 0 
x -311 93 -295 0 
x 766 -292 232 0 
x 759 -562 -598 0 
x 365 3 -309 0 
x 993 -143 71 0 
x -2 -285 -534 0 
x -496 969 820 0 
x 534 849 487 0 
x -234 -375 756 0 
x 172 51 -823 0 
x 881 946 279 0 
x 525 -540 435 0 
x 994 441 264 0 
x -590 519 785 0 
x -275 -920 -881 0 
x -174 946 -69 0 
x -693 -46 -437 0 
x 312 481 820 0 
x -470 25 -761 0 
x -895 947 -155 0 
x 913 -638 675 0 
x -558 977 -628 0 
x 822 -345 262 0 
x -363 -789 -265 0 
x -223 -863 -442 0 
x -148 136 504 0 
x -865 205 777 0 
x 241 500 -195 0 
x 975 -412 770 0 
x 877 972 -138 0 
x 981 517 917 0 
x 170 480 151 0 
x 450 169 606 0 
x -106 -254 937 0 
x -826 -936 -34 0 
x 330 258 -315 0 
x -934 -160 166 0 
x 252 -39 664 0 
x 839 -584 253 0 
x 68 214 -814 0 
x 151 946 735 0 
x 322 -956 162 0 
x 965 704 385 0 
x 615 148 716 0 
x 941 349 812 0 
x 356 -824 -619 0 
x -706 665 414 0 
x 265 479 904 0 
