p cnf 1000 400
x 489 -577 -142 0 
x -763 -886 -471 0 
x -219 -303 644 0 
x -489 237 454 0 
x -877 -22 -729 0 
x 772 -665 -696 0 
x -507 -777 170 0 
x -575 338 -558 0 
x -275 243 -826 0 
x 465 -88 776 0 
x 343 -375 453 0 
x 335 494 984 0 
x -470 -694 80 0 
x -390 -524 628 0 
x 795 -819 508 0 
x 173 153 568 0 
x 909 -990 -241 0 
x 621 -212 -743 0 
x 440 -829 540 0 
x 824 -729 -390 0 
x -400 237 106 0 
x 624 -982 -102 0 
x 735 52 -845 0 
x 209 264 -364 0 
x -390 -611 -358 0 
x -742 299 -39 0 
x -473 247 490 0 
x -566 970 -505 0 
x 503 84 -810 0 
x 194 -459 526 0 
x -390 -7 587 0 
x -253 912 991 0 
x -419 312 715 0 
x 76 101 664 0 
x 485 -824 644 0 
x -501 679 -763 0 
x -597 -556 -453 0 
x 404 -741 833 0 
x -391 -590 -363 0 
x -542 -8 -540 0 
x 271 647 -85 0 
x 88 -377 -994 0 
x -631 -739 857 0 
x 969 -702 427 0 
x -758 342 14 0 
x -574 -331 757 0 
x 99 549 -178 0 
x -683 -976 -81 0 
x -609 -271 -598 0 
x -677 -521 580 0 
x 496 505 644 0 
x 4 -213 160 0 
x -626 590 100 0 
x -940 -855 -978 0 
x 508 -375 341 0 
x -55 188 960 0 
x -135 -25 516 0 
x 759 -381 -192 0 
x 756 -612 528 0 
x -296 881 -406 0 
x -136 -526 944 0 
x 871 -196 -889 0 
x -587 676 241 0 
x -322 824 708 0 
x -705 -380 -381 0 
x 841 488 905 0 
x -570 -863 -589 0 
x -546 565 -903 0 
x 274 5 792 0 
x -117 373 -780 0 
x 534 -773 196 0 
x 933 117 454 0 
x -153 707 -54 0 
x 560 -175 818 0 
x -648 -850 -883 0 
x 471 658 -844 0 
x 412 -978 285 0 
x 341 -683 105 0 
x -815 438 -873 0 
x 344 -10 675 0 
x 139 871 37 0 
x -530 845 386 0 
x 67 -17 -740 0 
x 295 501 632 0 
x -315 252 -903 0 
x 949 877 214 0 
x -190 380 746 0 
x -369 -131 315 0 
x 905 614 952 0 
x -618 74 -778 0 
x -87 -14 -477 0 
x -907 69 -969 0 
x 437 -82 -369 0 
x 9 -449 821 0 
x 780 870 200 0 
x 840 232 -480 0 
x -381 -473 -508 0 
x -42 368 -792 0 
x 417 -376 -10 0 
x -850 -227 630 0 
x 944 -382 834 0 
x 303 589 -474 0 
x 701 544 762 0 
x 925 67 -500 0 
x 352 -861 -525 0 
x -511 631 40 0 
x 614 596 -315 0 
x 710 944 -790 0 
x -985 931 626 0 
x -444 441 -943 0 
x 254 -844 -218 0 
x -240 -378 -501 0 
x 246 -907 -139 0 
x -957 -558 924 0 
x -862 -699 527 0 
x 268 -538 775 0 
x -659 790 863 0 
x -822 -40 257 0 
x 929 -732 -552 0 
x -562 830 369 0 
x -299 855 -497 0 
x 976 -209 -168 0 
x -134 -262 663 0 
x -187 -611 770 0 
x 492 -541 117 0 
x 53 -481 852 0 
x -992 -149 552 0 
x -849 -65 193 0 
x 702 867 -755 0 
x 332 676 -206 0 
x -211 627 -611 0 
x 972 273 904 0 
x -20 -659 274 0 
x -783 546 680 0 
x -890 -968 -787 0 
x 355 224 935 0 
x 814 964 -652 0 
x 141 -453 -202 0 
x 6 -331 -745 0 
x 630 1 -66 0 
x -760 289 -817 0 
x 552 -821 -595 0 
x 248 -359 -372 0 
x -662 936 -420 0 
x -142 -823 -690 0 
x -320 -221 899 0 
x 15 -162 -135 0 
x -605 -11 -818 0 
x 185 522 -411 0 
x 264 -100 -602 0 
x 945 525 -867 0 
x -830 -359 -500 0 
x -198 -344 -506 0 
x -629 -622 86 0 
x 988 -307 818 0 
x -39 552 864 0 
x 812 84 -672 0 
x 286 -621 900 0 
x -48 -368 739 0 
x -940 -605 -954 0 
x -16 550 859 0 
x -792 702 -908 0 
x 523 -790 865 0 
x -257 389 -883 0 
x -26 -698 -209 0 
x -989 -291 435 0 
x 579 605 318 0 
x -293 -109 -665 0 
x -912 508 -672 0 
x 582 292 -127 0 
x -396 -614 11 0 
x -868 -234 206 0 
x -233 -76 597 0 
x 824 -582 -779 0 
x -534 381 799 0 
x -540 -685 642 0 
x 471 786 913 0 
x 321 -910 773 0 
x 323 160 -327 0 
x 931 336 146 0 
x 948 -55 163 0 
x 597 57 -118 0 
x 894 18 514 0 
x 583 302 359 0 
x 740 -349 -291 0 
x 71 418 -647 0 
x -867 939 69 0 
x 604 -345 254 0 
x 96 -762 914 0 
x -933 -646 -419 0 
x -25 -679 122 0 
x -532 975 -209 0 
x 97 -33 611 0 
x -786 -165 435 0 
x -470 561 844 0 
x -691 -571 911 0 
x -589 376 -36 0 
x 73 -657 -284 0 
x -838 -749 936 0 
x -9 600 -716 0 
x -850 24 -363 0 
x -985 93 -947 0 
x -934 -806 -702 0 
x 747 898 825 0 
x 708 -68 451 0 
x -304 711 347 0 
x -458 343 67 0 
x -983 400 259 0 
x -778 -470 -207 0 
x -98 -993 -636 0 
x 900 -688 364 0 
x -570 -655 961 0 
x 594 -399 291 0 
x -916 319 124 0 
x 962 724 995 0 
x -942 -85 551 0 
x 163 259 -147 0 
x -833 -304 305 0 
x -698 492 478 0 
x -196 230 -309 0 
x 378 -302 -255 0 
x -593 -765 -266 0 
x -730 -664 702 0 
x 636 228 -939 0 
x 628 937 239 0 
x 951 178 -204 0 
x -826 -247 626 0 
x 870 -2 -220 0 
x 19 281 119 0 
x -604 895 575 0 
x -264 -589 -678 0 
x 525 89 -343 0 
x 428 -164 -117 0 
x -510 325 -138 0 
x -792 391 717 0 
x 962 -223 -253 0 
x -508 -151 -441 0 
x -397 721 917 0 
x -929 360 -354 0 
x -406 204 346 0 
x 484 352 503 0 
x 476 -988 -177 0 
