p cnf 1000 600
x -837 -496 -987 0 
x -846 -56 236 0 
x -55 -427 94 0 
x 536 294 308 0 
x -640 -656 -678 0 
x 474 197 806 0 
x 255 898 13 0 
x -49 -33 -428 0 
x -352 -546 95 0 
x 149 319 -633 0 
x 826 349 611 0 
x -142 -817 -648 0 
x 604 685 -225 0 
x -471 254 159 0 
x 488 577 -374 0 
x -434 -13 -243 0 
x 548 -201 588 0 
x 822 -823 -814 0 
x -246 -734 333 0 
x -366 984 166 0 
x -621 -59 -163 0 
x 23 557 -783 0 
x 813 763 -856 0 
x -19 803 267 0 
x -621 -531 -775 0 
x -700 -108 417 0 
x 445 -854 59 0 
x -499 990 387 0 
x 148 -660 393 0 
x -630 -294 -846 0 
x 799 916 -440 0 
x 897 -967 575 0 
x -495 -491 647 0 
x 874 170 729 0 
x 66 -253 692 0 
x -923 -968 -839 0 
x -338 -290 -154 0 
x -256 -384 632 0 
x -421 -367 828 0 
x -820 66 659 0 
x 804 -242 802 0 
x -360 963 867 0 
x -318 -750 -386 0 
x -135 -367 314 0 
x -636 -947 275 0 
x -569 -465 -815 0 
x -881 910 503 0 
x -869 167 223 0 
x 384 -895 699 0 
x 330 958 911 0 
x -613 -315 -480 0 
x -323 742 -987 0 
x 330 95 205 0 
x 757 -731 -237 0 
x -262 960 146 0 
x 604 -256 303 0 
x -161 -259 930 0 
x -625 336 155 0 
x 523 863 -100 0 
x -430 951 554 0 
x 442 367 644 0 
x 664 946 492 0 
x -517 -992 953 0 
x -929 893 -715 0 
x -960 -232 -224 0 
x 104 557 -291 0 
x 971 824 -215 0 
x 284 529 210 0 
x -145 -585 19 0 
x 364 717 81 0 
x 13 545 957 0 
x 500 -22 631 0 
x 881 728 -635 0 
x 534 536 -78 0 
x 564 -732 726 0 
x -519 -854 373 0 
x -217 772 -698 0 
x -779 180 419 0 
x 54 828 847 0 
x -226 -560 9 0 
x -220 817 863 0 
x 845 -440 638 0 
x -688 -236 -605 0 
x -438 412 24 0 
x 410 -331 338 0 
x 771 801 -125 0 
x 726 -543 -828 0 
x 435 -221 732 0 
x -824 -962 609 0 
x 801 995 -874 0 
x -359 -519 -494 0 
x 644 432 -232 0 
x -848 335 7 0 
x 775 -329 -529 0 
x -119 898 253 0 
x -280 -93 -330 0 
x 5 634 -92 0 
x 474 206 -184 0 
x 702 -299 576 0 
x 675 -10 753 0 
x 998 746 949 0 
x -801 560 -287 0 
x 883 141 -676 0 
x -379 368 144 0 
x -158 755 346 0 
x 382 531 -44 0 
x -610 489 -264 0 
x -961 884 -495 0 
x -552 -727 118 0 
x -631 -267 833 0 
x 69 585 974 0 
x -503 468 853 0 
x -118 921 -321 0 
x -547 193 183 0 
x -406 200 222 0 
x 126 420 711 0 
x -311 -682 -285 0 
x -37 416 103 0 
x -848 -334 162 0 
x -99 38 596 0 
x -789 -744 -799 0 
x 428 -117 822 0 
x 434 909 438 0 
x -779 729 -518 0 
x 236 -31 -275 0 
x 394 12 942 0 
x 446 799 838 0 
x -49 -185 -776 0 
x -110 -318 173 0 
x 968 -840 691 0 
x 12 -68 -854 0 
x 632 -470 895 0 
x -548 749 -379 0 
x -721 -486 250 0 
x -262 -773 61 0 
x -474 961 577 0 
x 657 893 530 0 
x -917 -455 24 0 
x -551 -206 -735 0 
x -913 262 450 0 
x 560 -690 19 0 
x 119 916 -1 0 
x 337 658 -684 0 
x 671 506 -773 0 
x 36 -864 895 0 
x 186 360 -313 0 
x -846 50 -707 0 
x -429 -74 -463 0 
x -311 -218 -955 0 
x 374 593 494 0 
x 397 179 642 0 
x -170 227 93 0 
x -560 -201 -127 0 
x -783 697 -108 0 
x 62 -374 -250 0 
x 309 758 -374 0 
x 655 -915 -87 0 
x -410 580 -993 0 
x 100 720 168 0 
x 530 -177 -977 0 
x 146 -142 -41 0 
x 392 -754 -56 0 
x -754 -804 -342 0 
x 617 -931 324 0 
x 7 -190 -928 0 
x -106 738 -263 0 
x 649 781 263 0 
x 370 640 -891 0 
x -763 647 495 0 
x -785 823 945 0 
x 714 -851 -656 0 
x 849 701 -101 0 
x -789 92 -745 0 
x 74 819 -136 0 
x -530 614 213 0 
x -573 637 -963 0 
x -342 30 -284 0 
x -668 -887 351 0 
x 838 992 417 0 
x 452 544 626 0 
x -810 945 96 0 
x -175 -231 -80 0 
x -857 177 587 0 
x -206 -997 -178 0 
x 763 761 -226 0 
x -858 -70 835 0 
x 105 912 677 0 
x 1 -476 -386 0 
