p cnf 1000 100
x 584 113 -675 0 
x 353 694 -597 0 
x 213 -7 974 0 
x 243 -679 331 0 
x 309 687 965 0 
x 855 -984 946 0 
x 56 726 320 0 
x -707 -894 -634 0 
x -289 -866 309 0 
x -552 793 -977 0 
x 955 371 -506 0 
x 658 -187 82 0 
x -389 686 646 0 
x 733 -888 336 0 
x -170 376 983 0 
x 621 -718 330 0 
x 905 -872 -37 0 
x -791 -59 -824 0 
x -603 -650 -47 0 
x -240 728 -976 0 
x -234 -566 -746 0 
x -151 -529 865 0 
x -296 -690 -832 0 
x -758 230 778 0 
x -40 500 259 0 
x 672 -566 -984 0 
x -941 -612 895 0 
x 357 -442 -784 0 
x -854 374 500 0 
x -869 295 -820 0 
x -716 124 363 0 
x 886 -20 -854 0 
x 246 -78 608 0 
x 718 -167 -414 0 
x 592 533 -223 0 
x 239 369 -562 0 
x -222 -622 231 0 
x -497 -634 -747 0 
x 103 -91 532 0 
x 305 225 -253 0 
x -251 679 -341 0 
x 8 -893 745 0 
x 526 503 999 0 
x -179 927 951 0 
x -646 682 -460 0 
x 563 -312 -379 0 
x 106 712 -561 0 
x -191 665 58 0 
x -793 -420 -747 0 
x -346 452 426 0 
x 283 160 515 0 
x -911 968 114 0 
x 264 737 -238 0 
x -347 484 471 0 
x -870 2 -350 0 
x 243 53 -778 0 
x 828 796 467 0 
x 679 -208 -264 0 
x -596 579 -86 0 
x 320 104 -736 0 
x 691 357 25 0 
x -654 -637 585 0 
x -407 983 -616 0 
x -831 -464 -126 0 
x 961 -702 372 0 
x 466 115 -359 0 
x 156 -628 45 0 
x 206 -575 82 0 
x -957 -752 993 0 
x -605 -282 -424 0 
x -248 -566 475 0 
x 778 -707 26 0 
x 217 -231 757 0 
x -490 -50 639 0 
x -440 555 -117 0 
x 185 -550 23 0 
x 343 -165 -362 0 
x -97 -957 -603 0 
x -268 97 -499 0 
x -346 405 -663 0 
x 98 565 -42 0 
x -106 581 803 0 
x 126 891 -898 0 
x 549 804 -431 0 
x -396 -462 584 0 
x 389 -274 323 0 
x -169 644 599 0 
x 153 -133 -849 0 
x -261 -251 -640 0 
x 427 319 538 0 
x 407 636 -153 0 
x 665 -546 762 0 
x 376 -181 351 0 
x -359 -980 -702 0 
x -752 133 -24 0 
x -748 -171 -398 0 
x -195 -196 -572 0 
x -561 407 622 0 
x -275 265 679 0 
x 195 215 561 0 
