p cnf 1000 500
x -379 -332 950 0 
x 510 948 -79 0 
x -4 -607 -236 0 
x 6 725 -58 0 
x 978 -6 30 0 
x -800 -675 565 0 
x -481 187 -993 0 
x -646 493 407 0 
x -421 210 515 0 
x 837 -585 -878 0 
x -997 -501 64 0 
x -762 -716 608 0 
x 345 -513 781 0 
x 71 -430 -715 0 
x -795 926 -370 0 
x -433 787 493 0 
x 358 264 156 0 
x 722 -429 -653 0 
x -846 775 -976 0 
x 425 594 802 0 
x 101 -695 946 0 
x 616 127 -373 0 
x 104 -878 -101 0 
x -809 -943 556 0 
x -854 -849 -538 0 
x 733 -475 483 0 
x 630 326 880 0 
x 385 -607 -617 0 
x -203 -87 -170 0 
x -975 -596 -958 0 
x -446 7 297 0 
x 83 -520 357 0 
x -565 107 853 0 
x 45 529 -599 0 
x 495 87 -887 0 
x -710 600 -169 0 
x 200 506 26 0 
x -739 38 825 0 
x -622 -800 -366 0 
x 33 305 -198 0 
x -378 -556 185 0 
x 56 611 -403 0 
x -299 215 -79 0 
x 782 -78 765 0 
x 795 807 550 0 
x -539 -23 -406 0 
x -24 -750 -129 0 
x 450 -144 -701 0 
x 40 -262 -729 0 
x -351 -77 763 0 
x 464 790 207 0 
x -184 943 -705 0 
x -224 -267 568 0 
x 885 30 158 0 
x 263 691 69 0 
x -48 477 -21 0 
x -895 -23 -184 0 
x 156 -829 -838 0 
x -861 814 707 0 
x 137 -32 -361 0 
x 754 -897 -130 0 
x -433 847 590 0 
x -428 -331 -944 0 
x 535 145 -582 0 
x -424 -221 438 0 
x 659 128 773 0 
x -419 357 754 0 
x -883 -113 397 0 
x -706 730 -28 0 
x 448 -850 338 0 
x -747 329 135 0 
x 702 846 -84 0 
x 463 915 -828 0 
x 487 -228 848 0 
x 218 614 -898 0 
x 96 562 -969 0 
x -79 492 -963 0 
x -642 -954 608 0 
x -814 -529 -175 0 
x -209 -945 -360 0 
x 609 116 155 0 
x 777 -469 -321 0 
x 704 826 -521 0 
x -958 245 -750 0 
x 36 7 992 0 
x -679 -15 429 0 
x -620 -273 -440 0 
x -205 -402 234 0 
x -448 334 911 0 
x 119 710 826 0 
x 581 700 -288 0 
x -231 -349 -304 0 
x -343 927 -500 0 
x 224 -681 -261 0 
x 765 572 -525 0 
x 734 67 -950 0 
x 482 -292 376 0 
x 664 669 792 0 
x 960 -466 -278 0 
x -461 -310 350 0 
x 100 -674 -30 0 
x -830 -903 -659 0 
x 542 368 53 0 
x -941 147 150 0 
x -813 -657 -156 0 
x -453 -910 170 0 
x -801 550 -690 0 
x 685 471 -748 0 
x 983 -553 -500 0 
x -667 -199 306 0 
x 689 81 -300 0 
x 218 84 508 0 
x 693 -358 -826 0 
x 164 990 502 0 
x 465 573 -439 0 
x -628 623 -153 0 
x 432 -792 -610 0 
x -170 936 -133 0 
x -773 982 305 0 
x -530 225 771 0 
x 951 -922 203 0 
x 409 64 -372 0 
x 348 -776 -352 0 
x 859 437 675 0 
x -249 -858 554 0 
x 887 240 291 0 
x 161 -398 -525 0 
x 290 730 -18 0 
x 787 721 -410 0 
x 44 116 96 0 
x -222 780 -699 0 
x -138 -517 307 0 
x 933 -316 600 0 
x -698 610 -415 0 
x 883 860 -504 0 
x -210 345 -50 0 
x -148 28 -985 0 
x 619 -763 -529 0 
x -581 -901 -563 0 
x -418 -60 820 0 
x 89 74 73 0 
x 265 -940 -344 0 
x 124 825 667 0 
x -709 785 252 0 
x 970 -20 184 0 
x 632 -588 581 0 
x 884 739 782 0 
x -566 -429 759 0 
x 82 -807 -790 0 
x -643 -74 917 0 
x 684 967 -297 0 
x 798 -399 -957 0 
x 76 -570 -997 0 
x 657 699 90 0 
x -174 -331 243 0 
x 73 134 -874 0 
x 945 -948 430 0 
x -103 764 -774 0 
x -191 -723 -906 0 
x 348 308 -150 0 
x 135 271 797 0 
x 809 830 379 0 
x -102 -579 -295 0 
x -290 558 750 0 
x 427 965 712 0 
x -238 -640 239 0 
x -575 890 976 0 
x 815 56 335 0 
x 469 970 990 0 
x 385 -13 806 0 
x -212 -602 -952 0 
x 859 36 952 0 
x -9 108 -417 0 
x 264 -338 -305 0 
x -683 -235 -85 0 
x -644 681 969 0 
x -301 581 -646 0 
x -811 -448 -334 0 
x 807 -450 893 0 
x 783 -870 -91 0 
x 882 -269 202 0 
x -45 -990 403 0 
x -463 437 35 0 
x -924 320 269 0 
x -65 -1 54 0 
x -100 -155 -875 0 
x -625 318 -616 0 
x -904 744 703 0 
x -526 -459 -51 0 
x -321 -590 23 0 
x 534 574 -688 0 
x 720 416 966 0 
x 753 697 -590 0 
x -485 -56 975 0 
x -186 -287 400 0 
x -469 872 -339 0 
x -969 559 314 0 
x 969 -56 132 0 
x 881 5 -431 0 
x 633 -516 203 0 
x -578 -556 -651 0 
x 620 547 524 0 
x -665 -846 -554 0 
x 658 -200 -469 0 
x 989 -65 -309 0 
x -688 792 -126 0 
x 9 100 339 0 
x 471 937 -227 0 
x -289 379 889 0 
x 47 -421 -7 0 
x 474 691 515 0 
x 580 335 -223 0 
x -786 -699 755 0 
x 476 532 -55 0 
x -360 -843 -924 0 
x -509 12 -933 0 
x 553 105 -725 0 
x 564 -229 -392 0 
x 200 646 -976 0 
x 195 63 -188 0 
x 522 -81 -874 0 
x -101 391 -223 0 
x 59 546 893 0 
x 252 -642 170 0 
x -47 -561 -336 0 
x -646 685 600 0 
x -266 -184 668 0 
x 815 -784 772 0 
x 653 -213 391 0 
x 62 -501 -580 0 
x 554 -480 347 0 
x -163 -300 671 0 
x -998 -89 -431 0 
x 8 354 -574 0 
x 417 -217 8 0 
x 109 -259 233 0 
x 177 58 9 0 
x -621 12 928 0 
x 305 133 -520 0 
x -479 -295 -522 0 
x -960 -516 841 0 
x 276 -887 11 0 
x 763 -122 -681 0 
x -568 945 -219 0 
x 930 -285 731 0 
x 634 -168 401 0 
x 528 96 429 0 
x -270 -744 494 0 
x 676 222 -130 0 
x -926 522 -166 0 
x -198 -181 105 0 
x -142 -749 -796 0 
x 343 -161 -880 0 
x 703 209 889 0 
x 433 -945 -456 0 
x 210 -83 794 0 
x 674 -239 725 0 
x -599 268 21 0 
x -311 -514 -616 0 
x -456 -146 -447 0 
x 885 68 -211 0 
x 380 -776 794 0 
x 825 -37 -997 0 
x -975 -165 -508 0 
x -266 -2 322 0 
x -920 -190 -330 0 
x 230 282 -980 0 
x 644 672 60 0 
x 940 -195 -763 0 
x 432 242 -176 0 
x 359 -335 -973 0 
x 604 -279 343 0 
x 407 -490 5 0 
x -191 -77 -909 0 
x -49 721 -32 0 
x -951 -174 425 0 
x 400 -631 831 0 
x -474 42 558 0 
x 797 -769 73 0 
x 327 -596 -378 0 
x 216 880 675 0 
x 408 634 -815 0 
x 947 530 191 0 
x -382 -856 693 0 
x 940 -998 -686 0 
x -740 340 -386 0 
x 720 130 -529 0 
x 849 -116 318 0 
x -970 373 204 0 
x -226 -312 895 0 
x -852 -974 -204 0 
x -681 -507 -583 0 
x 569 737 -840 0 
x -149 227 779 0 
x -647 319 -121 0 
x -766 -311 238 0 
x -181 -102 992 0 
x -444 204 -161 0 
x -589 982 381 0 
x 405 559 304 0 
x -804 849 -326 0 
x -644 318 225 0 
x -430 -344 -137 0 
x 280 -179 126 0 
x -438 -404 -483 0 
x 954 92 64 0 
x -165 924 297 0 
x -138 -170 970 0 
x 765 -586 811 0 
x 949 504 -202 0 
x -691 738 -387 0 
x -119 344 209 0 
x 633 -990 774 0 
x 32 -589 858 0 
x -162 -435 262 0 
x 59 420 -429 0 
x 325 363 -376 0 
x -857 161 -487 0 
x -897 -14 -953 0 
x 828 -654 881 0 
x -951 -642 -217 0 
x -596 234 -479 0 
x -685 -578 2 0 
x 706 -479 -445 0 
x 562 944 189 0 
x 127 467 -282 0 
x 458 -847 374 0 
x -568 -816 -765 0 
x 491 944 -139 0 
x 190 -791 739 0 
x 200 -933 -245 0 
x -33 317 349 0 
x -491 -805 -364 0 
x 815 -330 357 0 
x 967 -907 848 0 
x -339 -837 942 0 
x 859 -76 533 0 
x 484 686 758 0 
x 124 -32 862 0 
x 57 -880 -407 0 
x 641 -379 -864 0 
x 908 -549 -542 0 
x 552 346 717 0 
x 340 -200 159 0 
x 55 678 135 0 
x -520 -3 496 0 
x 465 118 -542 0 
x 559 443 -99 0 
x 374 -206 314 0 
x 746 941 177 0 
x 847 -844 -333 0 
x 420 423 392 0 
x 724 -951 307 0 
x -171 715 370 0 
x 1 -243 -726 0 
x -677 -680 -556 0 
x 763 -423 -321 0 
x -12 704 766 0 
x 196 -290 184 0 
x 304 -507 -319 0 
x -512 -332 241 0 
x -304 -524 -730 0 
x 762 526 -933 0 
x 994 206 -216 0 
x 194 201 -954 0 
x 871 248 831 0 
x 77 398 316 0 
x -503 292 -870 0 
x -651 -51 742 0 
x 618 216 999 0 
x -6 -973 -960 0 
x 949 887 -642 0 
x -738 865 -287 0 
x -394 -968 -442 0 
x 549 -76 496 0 
x 263 -122 139 0 
x -503 205 568 0 
x 559 772 -677 0 
x 854 775 -456 0 
x 750 -171 -599 0 
x -490 -577 449 0 
x -324 -708 -959 0 
x 992 -360 -871 0 
x 644 52 909 0 
x -754 698 278 0 
x -366 1 -992 0 
x 977 -66 -940 0 
x -771 -961 -100 0 
x 590 -591 -854 0 
x 504 848 533 0 
x 671 154 -98 0 
x -60 -795 24 0 
x -42 579 188 0 
x 859 -688 297 0 
x -187 484 179 0 
x 876 -419 -174 0 
x 550 -104 -55 0 
x -961 46 408 0 
x 363 826 -563 0 
x -452 -20 -687 0 
x -194 -376 -291 0 
x 219 -15 697 0 
x -938 535 600 0 
x 458 -571 -704 0 
x 808 -222 182 0 
x -28 -837 306 0 
x -503 -7 21 0 
x -198 -896 -931 0 
x 119 193 278 0 
x -419 943 102 0 
x 299 -531 -181 0 
x -694 -662 657 0 
x -502 -108 720 0 
x 806 463 82 0 
x -887 171 -312 0 
x -349 -526 -749 0 
x -131 -59 -988 0 
x -509 752 362 0 
x 218 75 176 0 
x 911 676 -486 0 
x 429 -339 -482 0 
x -999 -102 412 0 
x -678 82 392 0 
x -946 784 -283 0 
x -529 381 -731 0 
x 712 -648 461 0 
x 972 -559 260 0 
x -343 626 69 0 
x 854 59 -5 0 
x -435 -827 965 0 
x -442 -454 335 0 
x 261 -64 882 0 
x -716 811 358 0 
x 402 449 -385 0 
x -679 67 -14 0 
x -749 745 210 0 
x 769 8 -940 0 
x 946 -634 128 0 
x -879 162 -43 0 
x 831 -950 -733 0 
x 185 -424 -740 0 
x 526 -118 -578 0 
x 884 -603 280 0 
x 236 -380 6 0 
x -455 69 106 0 
x 166 -819 542 0 
x 733 10 633 0 
x 902 898 749 0 
x -646 642 -309 0 
x 817 881 -587 0 
x 935 -139 683 0 
x -411 97 665 0 
x -639 514 399 0 
x 413 152 987 0 
x -432 -997 466 0 
x 865 778 568 0 
x 544 -429 -701 0 
x -736 -492 969 0 
x 366 -244 -926 0 
x 3 -116 -161 0 
x 197 685 932 0 
x 563 -137 807 0 
x -465 255 -215 0 
x -440 933 -604 0 
x -932 -31 -56 0 
x -381 -759 717 0 
x -190 -186 -842 0 
x 728 149 -666 0 
x -814 578 -582 0 
x -699 345 -362 0 
x -661 -805 -961 0 
x 156 -279 897 0 
x 433 963 941 0 
x 998 232 -584 0 
x -450 889 296 0 
x -664 -567 -390 0 
x 569 628 75 0 
x -399 -695 -483 0 
x 489 -299 -61 0 
x 895 -175 -942 0 
x -46 -141 -743 0 
x -445 697 -184 0 
x 983 733 933 0 
x -259 553 826 0 
x -781 789 793 0 
x 316 -180 -872 0 
x 209 -933 -957 0 
x -112 701 544 0 
x -395 -244 -934 0 
x -288 -614 -284 0 
x 578 327 819 0 
x -169 -532 -554 0 
x 571 328 552 0 
x -846 -119 609 0 
x -918 138 364 0 
x -854 -248 -489 0 
x 517 -563 -994 0 
x 895 -51 878 0 
x 964 493 443 0 
x 231 281 133 0 
