p cnf 1000 800
x 667 939 201 0 
x -136 764 -389 0 
x 322 741 -432 0 
x 816 138 -683 0 
x 434 -396 316 0 
x -548 -791 -361 0 
x -301 -531 -423 0 
x 908 78 -189 0 
x 56 -712 351 0 
x -289 -277 744 0 
x -752 218 598 0 
x 916 -414 -424 0 
x 135 -27 -584 0 
x -719 429 108 0 
x -750 321 426 0 
x -659 -651 -935 0 
x 348 -513 -350 0 
x -929 158 -471 0 
x -906 -199 -876 0 
x 279 -838 -127 0 
x 87 699 79 0 
x -313 515 -640 0 
x -258 835 -595 0 
x -86 814 109 0 
x -809 650 773 0 
x 171 -154 -822 0 
x -910 38 -500 0 
x -1 -929 -31 0 
x 103 -780 866 0 
x 852 -441 -919 0 
x -913 279 -698 0 
x -728 -972 -396 0 
x -390 941 -56 0 
x 551 209 406 0 
x 236 297 -533 0 
x -159 -826 -167 0 
x -742 -456 59 0 
x -264 -330 -72 0 
x -863 203 469 0 
x -568 -598 -511 0 
x -326 -298 981 0 
x 503 435 154 0 
x 127 -235 411 0 
x 292 -471 -183 0 
x 678 -557 882 0 
x -926 -511 318 0 
x 724 974 -453 0 
x -51 -978 -151 0 
x 818 -887 729 0 
x 86 -757 -84 0 
x 579 435 264 0 
x 703 -354 -211 0 
x 527 -75 -250 0 
x 599 38 -574 0 
x -98 -582 -372 0 
x 349 -451 -929 0 
x -237 623 -165 0 
x -375 349 333 0 
x -362 558 262 0 
x -30 121 473 0 
x 992 -602 -655 0 
x 766 -121 163 0 
x -166 243 557 0 
x -530 833 80 0 
x -302 -583 -152 0 
x -225 983 884 0 
x 562 -405 905 0 
x -627 -377 -700 0 
x 775 -673 -696 0 
x 817 -947 -764 0 
x 543 -252 -36 0 
x 705 365 516 0 
x 681 -105 784 0 
x 636 -529 501 0 
x 259 -896 991 0 
x 120 -943 -681 0 
x 908 -156 -490 0 
x 983 736 -574 0 
x 745 -279 -569 0 
x -902 211 662 0 
x -223 959 -513 0 
x 203 -169 3 0 
x -634 985 312 0 
x 702 369 688 0 
x 58 -585 -605 0 
x 298 475 -651 0 
x -494 -334 -862 0 
x 314 -824 84 0 
x -838 551 189 0 
x -150 -584 103 0 
x -926 -457 42 0 
x -607 389 -574 0 
x 799 -678 730 0 
x 995 892 -255 0 
x -343 950 -322 0 
x 764 432 -725 0 
x -709 472 -544 0 
x -655 660 716 0 
x -616 300 335 0 
x -147 -146 -688 0 
x 18 -499 -367 0 
x -88 -884 790 0 
x -332 -803 -246 0 
x 997 -979 -447 0 
x -777 -403 950 0 
x -296 -469 -643 0 
x 14 -9 689 0 
x -663 -270 101 0 
x 823 361 978 0 
x 452 731 -803 0 
x 878 -260 -217 0 
x -506 -309 445 0 
x -880 289 749 0 
x 154 -298 -871 0 
x 893 538 -492 0 
x 534 653 262 0 
x 882 -986 545 0 
x 882 404 -6 0 
x 624 -887 -469 0 
x -272 197 119 0 
x 789 322 150 0 
x -785 -739 -563 0 
x 890 800 -532 0 
x -841 98 -844 0 
x -375 617 -477 0 
x 266 -210 -537 0 
x -528 289 -479 0 
x 799 -126 -723 0 
x -132 -673 -246 0 
x 200 -808 -684 0 
x -955 -506 -759 0 
x -21 -804 -243 0 
x -794 499 -958 0 
x -716 741 185 0 
x -818 -345 906 0 
x -44 -120 75 0 
x 103 -744 -263 0 
x -429 -265 606 0 
x -409 -217 228 0 
x -375 653 110 0 
x -276 968 -314 0 
x 347 -242 751 0 
x -128 289 337 0 
x -952 -215 643 0 
x 368 754 -410 0 
x 474 -687 794 0 
x -756 -825 942 0 
x 348 -81 914 0 
x -609 667 60 0 
x -868 -429 30 0 
x 309 541 799 0 
x 551 972 576 0 
x 570 967 298 0 
x 421 -439 222 0 
x -327 -198 996 0 
x -948 -802 592 0 
x 305 -15 677 0 
x -272 -973 625 0 
x -272 175 -446 0 
x 856 -771 439 0 
x 34 -945 424 0 
x 96 464 -270 0 
x 344 -203 -134 0 
x -965 66 -812 0 
x 659 437 -683 0 
x -493 322 271 0 
x 278 772 -313 0 
x -686 -267 407 0 
x -849 91 546 0 
x 954 703 -868 0 
x -500 580 -632 0 
x 632 305 -941 0 
x 75 422 -585 0 
x 279 845 13 0 
x 282 -957 -737 0 
x 604 -470 -491 0 
x -430 -174 -626 0 
x 751 -996 -848 0 
x 712 587 520 0 
x 197 283 -181 0 
x 737 576 545 0 
x -552 -224 939 0 
x 149 514 465 0 
x -732 -731 -447 0 
x -10 -77 487 0 
x -350 -221 -151 0 
x -433 483 469 0 
x 609 346 753 0 
x -537 -180 944 0 
x 813 563 452 0 
x 731 373 -819 0 
x -796 -457 146 0 
x -123 -460 -975 0 
x 400 -129 557 0 
x 890 -674 90 0 
x 719 96 886 0 
x 396 305 -901 0 
x -785 951 914 0 
x 216 -773 -802 0 
x 141 691 597 0 
x -37 470 -497 0 
x -943 -798 441 0 
x 592 -42 -332 0 
x -873 -805 401 0 
x 363 -82 -774 0 
x 910 -343 -290 0 
x 318 552 -576 0 
x -615 300 156 0 
x -3 -157 404 0 
x 574 567 514 0 
x -490 -979 741 0 
x -632 954 -661 0 
x -674 516 730 0 
x -889 -509 -15 0 
x 590 -703 459 0 
x -442 185 -793 0 
x 821 -70 966 0 
x -946 925 673 0 
x 174 562 506 0 
x 494 916 -304 0 
x 10 899 -735 0 
x -660 -269 141 0 
x 701 824 -602 0 
x 575 -837 -151 0 
x 641 -826 -650 0 
x 867 -493 171 0 
x 747 -900 703 0 
x -120 -75 475 0 
x -804 -683 -201 0 
x 636 262 615 0 
x -194 -601 802 0 
x -320 -135 263 0 
x 273 255 -174 0 
x -353 -19 -80 0 
x 770 -384 -542 0 
x 278 -899 -298 0 
x 480 -697 322 0 
x -640 645 817 0 
x 484 902 8 0 
x 94 658 701 0 
x 33 81 54 0 
x -900 756 216 0 
x 869 627 -313 0 
x -887 549 -63 0 
x 257 125 -953 0 
x 317 -320 -957 0 
x 558 -438 -777 0 
x 474 -890 -49 0 
x 177 145 -681 0 
x 552 793 791 0 
x -668 -835 -871 0 
x 868 991 839 0 
