p cnf 1000 300
x -529 -150 -571 0 
x -155 388 973 0 
x -226 709 -611 0 
x 925 -432 -874 0 
x 679 363 -996 0 
x -466 277 -597 0 
x 68 -536 -366 0 
x -745 -428 -971 0 
x -245 618 483 0 
x 959 678 -514 0 
x 347 -536 818 0 
x 899 68 -578 0 
x 729 -45 -882 0 
x 221 120 -200 0 
x 863 -933 516 0 
x -594 566 638 0 
x -344 -663 -165 0 
x 774 596 986 0 
x 535 322 -175 0 
x 971 -714 327 0 
x -446 -910 13 0 
x 34 -763 35 0 
x -354 -364 412 0 
x -528 -859 -228 0 
x -220 -697 774 0 
x -41 -379 134 0 
x -908 -200 -677 0 
x -6 860 -700 0 
x -298 247 258 0 
x -147 -929 -322 0 
x -528 955 -587 0 
x -61 610 677 0 
x 359 -155 -905 0 
x -623 269 603 0 
x 785 -713 -835 0 
x 798 745 -403 0 
x -588 -65 -960 0 
x -417 505 706 0 
x -784 659 -777 0 
x 32 550 422 0 
x 269 99 -810 0 
x -503 -352 53 0 
x -672 -207 125 0 
x -154 -502 987 0 
x -13 -242 -521 0 
x 5 -978 -137 0 
x -880 -148 -481 0 
x 781 31 140 0 
x -329 490 611 0 
x -417 -722 488 0 
x -9 880 -313 0 
x 612 -20 606 0 
x -235 -406 -3 0 
x 263 -243 460 0 
x -338 -202 -106 0 
x -907 -578 888 0 
x -197 -244 25 0 
x -744 441 -563 0 
x -703 363 600 0 
x 158 674 -162 0 
x 409 509 479 0 
x 519 192 299 0 
x -460 -558 655 0 
x -389 733 -35 0 
x 486 -105 -965 0 
x -995 907 -35 0 
x 468 -957 92 0 
x -316 913 -647 0 
x 691 -535 19 0 
x -493 -967 272 0 
x 404 278 940 0 
x 543 192 -45 0 
x -119 -982 30 0 
x -295 449 767 0 
x -343 300 362 0 
x -615 269 -614 0 
x -52 -839 -179 0 
x -87 -407 957 0 
x -384 -69 252 0 
x -27 -738 -739 0 
x -339 60 -348 0 
x -200 684 575 0 
x -377 314 682 0 
x 648 714 911 0 
x 639 -640 -713 0 
x -922 -934 2 0 
x -616 -819 -541 0 
x 732 70 -219 0 
x -481 236 503 0 
x 693 127 -511 0 
x 798 -103 -857 0 
x -211 952 -901 0 
x 406 -447 91 0 
x -546 -244 910 0 
x -649 431 -691 0 
x -19 -509 428 0 
x 125 299 831 0 
x -712 -312 -194 0 
x -951 -698 -729 0 
x -91 -696 -293 0 
x 319 340 840 0 
x -79 677 638 0 
x 315 442 -381 0 
x -577 717 -873 0 
x -590 626 -618 0 
x -453 -322 -447 0 
x -234 735 -766 0 
x 908 890 274 0 
x -56 -303 879 0 
x -189 -105 -959 0 
x 573 -779 -337 0 
x 218 -627 -306 0 
x -805 134 -916 0 
x 398 505 -66 0 
x -6 -611 680 0 
x -925 647 637 0 
x 59 -721 -189 0 
x -908 622 -863 0 
x 195 -834 -579 0 
x 670 441 -588 0 
x 259 180 480 0 
x -631 -817 649 0 
x 600 950 71 0 
x 532 770 802 0 
x 909 -171 -698 0 
x 997 350 600 0 
x 627 -515 361 0 
x 732 -29 -496 0 
x 549 -1 658 0 
x 292 -755 503 0 
x -215 -778 -909 0 
x -105 -756 464 0 
x 163 67 -266 0 
x -446 -395 -75 0 
x 85 -877 206 0 
x -695 230 32 0 
x 954 -956 263 0 
x -959 422 -25 0 
x 816 280 705 0 
x -722 -437 297 0 
x -281 140 742 0 
x -777 828 950 0 
x 554 -283 -335 0 
x 428 881 7 0 
x 473 -231 -858 0 
x 521 328 -688 0 
x -659 554 -356 0 
x 607 508 388 0 
x -20 918 846 0 
x -150 -778 246 0 
x -369 306 85 0 
x 91 971 -13 0 
x -738 -862 949 0 
x 231 910 -907 0 
x 795 -132 -398 0 
x 536 -642 562 0 
x 596 -419 -931 0 
x 338 -193 642 0 
x 443 -625 -532 0 
x -199 -191 612 0 
x -705 -910 -628 0 
x 28 754 184 0 
x 729 933 879 0 
x 337 -38 564 0 
x -966 548 -441 0 
x 962 891 421 0 
x -450 -601 564 0 
x 535 -760 -745 0 
x -748 6 354 0 
x -669 692 379 0 
x -113 -126 -801 0 
x -826 -178 -898 0 
x 665 -861 -377 0 
x 923 -259 56 0 
x -393 266 599 0 
x 654 -972 -76 0 
x -969 -371 -488 0 
x -838 776 971 0 
x 955 -28 -398 0 
x -572 258 985 0 
x 789 12 304 0 
x 263 -878 726 0 
x -519 446 -894 0 
x 907 -965 -275 0 
x -510 574 181 0 
x 675 -348 699 0 
x 740 -23 -437 0 
x 998 -5 -710 0 
x -139 -681 123 0 
x -331 712 566 0 
x -574 890 464 0 
x -568 -655 377 0 
x 247 -609 130 0 
x 583 -904 -411 0 
x -465 46 -391 0 
x 656 447 -788 0 
x -515 328 890 0 
x -137 -316 261 0 
x -801 463 112 0 
x -632 406 -434 0 
x -986 -213 119 0 
x 797 613 -195 0 
x -526 426 864 0 
x 225 390 39 0 
x 525 279 757 0 
x 217 -348 567 0 
x -122 -295 356 0 
x 168 -999 87 0 
x -921 -101 805 0 
x 47 13 -770 0 
x 675 -949 132 0 
x -207 859 279 0 
x -56 255 839 0 
x 429 878 716 0 
x 914 50 732 0 
x -640 639 225 0 
x -979 -815 302 0 
x 92 -226 312 0 
x -2 -683 -560 0 
x 875 981 371 0 
x 179 -707 763 0 
x 664 -558 -551 0 
x -206 906 429 0 
x 411 -596 -266 0 
x -611 682 715 0 
x -321 -678 -504 0 
x -972 622 -809 0 
x 251 579 -474 0 
x -296 709 311 0 
x 182 -346 309 0 
x -646 595 131 0 
x 80 303 -103 0 
x -753 218 -852 0 
x -683 287 -784 0 
x -89 -128 978 0 
x 75 -686 947 0 
x -534 -988 663 0 
x 449 -258 117 0 
x 121 168 -640 0 
x 742 841 20 0 
x -824 19 958 0 
x 139 275 487 0 
x 833 -245 348 0 
x 115 927 728 0 
x -438 472 -808 0 
x 680 -759 -357 0 
x -988 -317 783 0 
x 855 -188 -45 0 
x 127 -362 -693 0 
x -340 -516 724 0 
x 216 -868 -180 0 
x -452 624 -969 0 
x -364 243 -694 0 
x 161 213 -840 0 
x 406 35 -982 0 
x 386 487 694 0 
x -362 136 943 0 
x -931 -369 388 0 
x -325 828 1 0 
x 344 -105 -720 0 
x 746 407 287 0 
x 428 569 914 0 
x 494 228 -968 0 
x 849 440 -324 0 
x -216 850 596 0 
x 442 -320 679 0 
x 318 785 790 0 
x 420 -761 909 0 
x 294 -415 -271 0 
x 65 896 -323 0 
x 136 -702 -848 0 
x 917 427 780 0 
x -144 984 612 0 
x -352 -592 -879 0 
x -436 891 -32 0 
x 497 -250 -85 0 
x -461 -204 -725 0 
x 496 972 -859 0 
x -158 151 -192 0 
x -375 -197 -863 0 
x -586 -748 -98 0 
x 192 -809 126 0 
x -398 156 907 0 
x -673 341 445 0 
x 614 -839 -751 0 
x -208 744 -660 0 
x 292 -534 -183 0 
x -261 -609 15 0 
x 339 -413 124 0 
x 245 -165 586 0 
x -753 738 12 0 
x 123 -256 -908 0 
x -80 -776 864 0 
x 334 93 836 0 
x 143 -447 463 0 
x -61 595 499 0 
x 353 -274 -708 0 
x 711 422 173 0 
x -239 5 89 0 
x 387 -812 26 0 
