p cnf 1000 700
x 911 786 597 0 
x -347 319 -817 0 
x 730 -217 -104 0 
x -75 305 397 0 
x 959 -789 -557 0 
x 974 -85 619 0 
x 534 463 378 0 
x 934 271 170 0 
x -968 -566 402 0 
x 215 153 66 0 
x -577 834 860 0 
x -122 35 -215 0 
x -283 242 -6 0 
x -137 601 -423 0 
x -722 -211 871 0 
x 469 850 258 0 
x 239 701 387 0 
x -428 357 -248 0 
x 585 868 -547 0 
x -331 918 184 0 
x 999 4 957 0 
x -608 486 -360 0 
x 838 904 533 0 
x -99 -631 -417 0 
x -447 324 786 0 
x -304 -665 -436 0 
x 598 620 391 0 
x -248 513 -184 0 
x 872 -711 912 0 
x -264 -482 -339 0 
x 588 902 923 0 
x -343 593 -523 0 
x -456 -704 966 0 
x -39 -111 -227 0 
x -262 -204 390 0 
x -63 -991 -850 0 
x -295 -775 520 0 
x -66 -580 62 0 
x -836 514 -586 0 
x -984 -424 -286 0 
x 163 612 950 0 
x -382 -996 749 0 
x -292 -831 -813 0 
x 722 -718 -34 0 
x 159 844 900 0 
x -87 -139 164 0 
x 929 71 -387 0 
x 978 -534 730 0 
x -659 -385 -279 0 
x 357 -947 -342 0 
x -521 -709 911 0 
x -607 405 7 0 
x 68 -232 -45 0 
x -119 275 499 0 
x 73 -221 219 0 
x -961 320 564 0 
x 97 -661 126 0 
x 866 737 -480 0 
x -928 -8 -618 0 
x 603 -924 902 0 
x -243 -362 279 0 
x -477 -701 -67 0 
x 54 21 338 0 
x -702 -706 592 0 
x -736 -849 -262 0 
x -651 16 -746 0 
x 480 304 -782 0 
x 380 750 149 0 
x -849 -594 866 0 
x -834 183 -915 0 
x -971 512 -446 0 
x 215 389 892 0 
x 156 769 -788 0 
x -596 714 -768 0 
x 242 881 -643 0 
x -883 -514 465 0 
x -205 335 -754 0 
x -813 -900 -950 0 
x 224 -811 778 0 
x 624 259 -368 0 
x -500 882 437 0 
x 824 931 -517 0 
x 594 881 657 0 
x -804 496 -948 0 
x -250 -488 720 0 
x 466 232 956 0 
x -927 -961 -909 0 
x -184 -835 -334 0 
x 445 152 -563 0 
x 941 -232 -557 0 
x 919 672 52 0 
x -677 208 -107 0 
