p cnf 1000 100
x -663 766 -399 0 
x -968 -966 959 0 
x 441 490 -881 0 
x 314 99 -402 0 
x 749 -443 -287 0 
x 249 -827 302 0 
x -390 -99 -505 0 
x 251 -497 667 0 
x -523 -418 -463 0 
x 562 -663 649 0 
x -109 879 272 0 
x -190 311 235 0 
x 556 -996 -433 0 
x 94 576 112 0 
x -175 -924 215 0 
x -36 980 928 0 
x 500 33 -237 0 
x -398 -45 761 0 
x 850 -960 801 0 
x 500 686 18 0 
x 960 -725 -272 0 
x -450 -180 -727 0 
x -947 128 444 0 
x 399 -42 528 0 
x -969 -798 -766 0 
x -965 107 907 0 
x -844 876 192 0 
x -834 -624 -859 0 
x -927 -376 913 0 
x -590 913 -840 0 
x -985 893 342 0 
x 50 -828 407 0 
x -754 -327 595 0 
x 803 776 116 0 
x -131 -595 -175 0 
x -439 -849 5 0 
x 32 -188 475 0 
x -429 993 185 0 
x 155 -335 -425 0 
x 263 204 648 0 
x -145 650 898 0 
x 143 -514 -100 0 
x -587 122 -494 0 
x 476 -446 322 0 
x -626 -202 -627 0 
x 86 813 157 0 
x 342 -37 486 0 
x 757 324 -76 0 
x -70 -335 391 0 
x 351 543 -315 0 
x -651 426 -104 0 
x -616 -84 -965 0 
x 251 374 428 0 
x 99 438 496 0 
x -666 853 -852 0 
x 286 82 585 0 
x 299 425 293 0 
x 851 -702 765 0 
x 392 522 122 0 
x 236 -154 -42 0 
x 196 923 756 0 
x 670 -944 798 0 
x -694 36 287 0 
x -23 299 -969 0 
x -364 -216 -302 0 
x -291 -469 -853 0 
x 715 -801 -119 0 
x -873 110 88 0 
x 84 -658 808 0 
x -86 -237 -576 0 
x -744 739 42 0 
x 234 -128 -760 0 
x 830 -629 -542 0 
x -52 -583 156 0 
x -597 -334 -664 0 
x -644 -821 -394 0 
x -833 -157 -998 0 
x -462 -240 -631 0 
x -776 -661 -611 0 
x -365 521 488 0 
x -723 -944 184 0 
x -19 638 666 0 
x -690 -5 893 0 
x 587 -199 93 0 
x 978 -542 -383 0 
x -264 -717 -915 0 
x -30 654 718 0 
x 54 407 -209 0 
x -391 146 -87 0 
x 559 -40 867 0 
x -379 153 -204 0 
x -390 -224 -543 0 
x 83 893 -684 0 
x 255 -458 83 0 
x 899 871 -635 0 
x -119 477 194 0 
x -548 38 -679 0 
x 268 403 935 0 
x 443 -181 773 0 
x -349 441 -285 0 
