p cnf 1000 600
x -459 842 -311 0 
x 694 181 -587 0 
x -28 20 -85 0 
x -591 279 667 0 
x -704 604 738 0 
x -39 711 -713 0 
x -186 234 -510 0 
x 84 -437 -352 0 
x -715 181 241 0 
x 387 302 818 0 
x 378 -926 316 0 
x 848 298 931 0 
x -377 -1 -813 0 
x 209 887 639 0 
x 763 370 -393 0 
x 198 251 726 0 
x 447 409 612 0 
x 905 -407 929 0 
x -567 684 972 0 
x 715 -33 -331 0 
x -954 -441 588 0 
x 510 798 842 0 
x -435 -988 591 0 
x 579 -1000 951 0 
x -593 -72 -315 0 
x 522 -382 117 0 
x 387 -810 219 0 
x -590 -959 -248 0 
x -405 364 97 0 
x 301 -216 -654 0 
x 793 -935 778 0 
x -701 -322 -855 0 
x 421 -541 716 0 
x -348 920 -746 0 
x -56 -488 -270 0 
x -793 -697 184 0 
x -670 894 854 0 
x -36 169 -460 0 
x -394 -188 217 0 
x -97 977 -478 0 
x 624 717 344 0 
x -550 524 -508 0 
x -151 628 -637 0 
x 176 409 -253 0 
x 898 -440 -115 0 
x -10 8 -774 0 
x 945 266 591 0 
x -339 -963 -854 0 
x 535 -566 777 0 
x 633 556 624 0 
x -139 -55 -718 0 
x 322 558 769 0 
x -782 62 -269 0 
x -58 -886 725 0 
x -751 -562 481 0 
x 804 689 -978 0 
x 51 -77 948 0 
x -549 -727 132 0 
x -167 865 -601 0 
x 487 60 425 0 
x 127 656 -28 0 
x 436 -677 -872 0 
x -130 793 106 0 
x 693 265 -296 0 
x -216 760 412 0 
x 915 -947 -392 0 
x 848 -936 -83 0 
x 221 774 -751 0 
x -991 856 -854 0 
x 527 -131 24 0 
x 426 -205 447 0 
x -219 -149 188 0 
x 876 851 -551 0 
x 147 878 -45 0 
x -19 277 -989 0 
x -160 645 808 0 
x -973 738 322 0 
x 698 273 577 0 
x -306 -149 -973 0 
x 522 -33 889 0 
x 411 -45 -205 0 
x 59 -436 892 0 
x -143 806 125 0 
x 305 372 677 0 
x 513 -361 183 0 
x 616 -363 116 0 
x -727 977 -207 0 
x -756 -806 627 0 
x 210 -805 534 0 
x 160 -496 118 0 
x -419 -762 -105 0 
x 655 954 -366 0 
x 900 545 449 0 
x -237 393 541 0 
x 110 -916 -211 0 
x -990 99 -89 0 
x -421 -761 -513 0 
x 102 695 -115 0 
x 664 850 424 0 
x -196 148 -745 0 
x 551 358 -458 0 
x 889 513 520 0 
x -145 -541 691 0 
x -234 123 -974 0 
x 130 858 -719 0 
x 978 569 -68 0 
x 251 -152 -550 0 
x 160 144 -400 0 
x 731 891 238 0 
x -379 372 -473 0 
x 743 -996 888 0 
x -460 293 470 0 
x 462 -643 -446 0 
x 494 -428 -107 0 
x -149 320 -877 0 
x 516 498 770 0 
x 513 214 224 0 
x 288 -222 43 0 
x -236 217 179 0 
x -83 -770 792 0 
x -724 -958 -62 0 
x -489 -242 -725 0 
x 312 692 314 0 
x -979 -202 -60 0 
x -268 985 -601 0 
x 476 -726 265 0 
x -176 874 750 0 
x 879 -813 738 0 
x -762 243 231 0 
x -38 835 -983 0 
x -682 -228 -804 0 
x -713 43 -898 0 
x 372 573 198 0 
x -327 309 872 0 
x 12 -474 682 0 
x 283 407 -19 0 
x 388 -931 191 0 
x 222 560 883 0 
x 145 -471 -25 0 
x -487 30 710 0 
x -857 46 116 0 
x -666 -739 -200 0 
x -149 51 -657 0 
x 510 -973 -224 0 
x 902 424 56 0 
x 649 -754 -990 0 
x 609 242 -643 0 
x 946 980 -602 0 
x 100 167 572 0 
x 914 576 334 0 
x 610 272 702 0 
x 316 349 303 0 
x 6 987 -130 0 
x 804 -379 76 0 
x 529 -419 597 0 
x 769 896 989 0 
x 923 -142 -469 0 
x -167 -294 -273 0 
x -672 -185 302 0 
x -513 -242 215 0 
x -710 -451 168 0 
x -468 -960 678 0 
x -775 151 -949 0 
x -586 575 162 0 
x 962 59 -967 0 
x -789 958 128 0 
x 134 -16 -585 0 
x 723 175 -518 0 
x 218 632 273 0 
x -350 315 179 0 
x 351 -968 -979 0 
x -529 789 696 0 
x -919 -789 -327 0 
x -624 111 993 0 
x 434 -614 958 0 
x -869 -31 -500 0 
x 962 854 496 0 
x 60 854 -740 0 
x -427 973 -898 0 
x -489 844 235 0 
x -469 444 578 0 
x -6 426 -224 0 
x -782 866 -840 0 
x -699 -916 -527 0 
x -580 -693 -749 0 
x 894 921 -257 0 
x 723 798 -610 0 
x -312 383 559 0 
x 357 -445 947 0 
x 336 -260 10 0 
x 278 -24 -473 0 
x -895 450 -505 0 
x -811 -522 -643 0 
x -255 458 390 0 
x 22 -38 -324 0 
x -717 -501 197 0 
x -747 -981 -96 0 
x -47 739 153 0 
x 218 503 873 0 
x -729 -369 -304 0 
x 266 -253 223 0 
x 373 362 -958 0 
x -766 336 910 0 
x 12 128 -64 0 
x 236 -712 945 0 
x -664 68 114 0 
x 707 514 242 0 
x 342 203 -918 0 
x 12 -81 739 0 
x 542 81 -782 0 
x 878 738 69 0 
x 791 373 -163 0 
x 166 -999 -281 0 
x 320 -841 847 0 
x 253 -295 532 0 
x -154 -479 2 0 
x 815 -818 461 0 
x -108 676 74 0 
x -529 -137 -126 0 
x -442 -478 487 0 
x -318 -23 -250 0 
x -454 637 159 0 
x -550 954 -319 0 
x -629 -611 -767 0 
x 145 -324 -602 0 
x 275 -332 340 0 
x -123 16 -494 0 
x -997 659 402 0 
x -613 -360 484 0 
x -537 -611 213 0 
x -290 789 539 0 
x 189 994 727 0 
x 663 -565 352 0 
x 632 809 -13 0 
x 821 -58 -217 0 
x 782 -601 -35 0 
x 980 -636 593 0 
x -104 -675 215 0 
x -202 -556 300 0 
x -602 631 685 0 
x 754 392 -766 0 
x -678 -406 722 0 
x -694 317 353 0 
x 153 776 -67 0 
x 290 445 395 0 
x 83 357 -602 0 
x -581 -451 -861 0 
x 366 728 -301 0 
x 18 831 -180 0 
x 196 -471 41 0 
x 249 -185 -611 0 
x 73 -418 -774 0 
x 538 -957 -710 0 
x -64 -916 -778 0 
x -991 521 437 0 
x 636 -961 -509 0 
x -187 676 2 0 
x -517 221 -691 0 
x -277 439 -653 0 
x -380 -972 132 0 
x 635 889 849 0 
x 611 124 -466 0 
x -3 726 -290 0 
x 741 135 175 0 
x -659 -695 -742 0 
x 136 62 -12 0 
x -966 -206 574 0 
x -293 971 107 0 
x 974 99 -671 0 
x 381 -658 713 0 
x -878 950 -536 0 
x 59 -355 579 0 
x 49 576 -684 0 
x 765 774 -312 0 
x -593 9 -211 0 
x -633 357 183 0 
x -941 -29 253 0 
x -394 179 861 0 
x 776 -170 -738 0 
x -574 -323 -157 0 
x -182 -62 863 0 
x -160 -855 685 0 
x -416 -460 78 0 
