p cnf 1000 700
x 852 -413 101 0 
x -215 967 30 0 
x -524 179 -826 0 
x 992 184 601 0 
x -692 755 -725 0 
x -741 -21 532 0 
x 912 -820 -202 0 
x -456 -800 -835 0 
x -480 950 453 0 
x 972 -641 747 0 
x -286 -508 -262 0 
x 862 -923 596 0 
x -21 -15 355 0 
x 517 -534 280 0 
x -611 -692 358 0 
x 921 12 -312 0 
x -504 -952 -300 0 
x 158 279 886 0 
x -91 159 171 0 
x 501 463 -65 0 
x -365 -50 -239 0 
x -465 245 -422 0 
x 455 -882 172 0 
x -277 -930 220 0 
x -513 -942 -255 0 
x -981 802 -728 0 
x 503 183 577 0 
x 102 322 492 0 
x -914 -916 567 0 
x 810 -777 49 0 
x -546 429 338 0 
x -301 489 -325 0 
x 293 -165 -242 0 
x -501 819 -602 0 
x -698 605 478 0 
x -679 -183 -391 0 
x 401 417 955 0 
x -63 -472 141 0 
x -428 842 -649 0 
x -97 110 -739 0 
x -329 184 -579 0 
x -219 749 175 0 
x 423 898 5 0 
x 732 839 146 0 
x -525 -582 993 0 
x 486 -432 -918 0 
x 409 781 697 0 
x -545 -537 -257 0 
x 577 -63 183 0 
x -5 -342 -18 0 
x 259 -52 667 0 
x 590 178 -354 0 
x 133 -872 -618 0 
x 53 -354 119 0 
x 904 394 953 0 
x 791 430 -438 0 
x 803 -986 -130 0 
x -11 -260 -6 0 
x -818 -543 317 0 
x 566 -313 -980 0 
x -301 454 -99 0 
x 113 710 28 0 
x -534 505 256 0 
x -569 249 698 0 
x 476 66 -272 0 
x -871 -180 579 0 
x -804 954 -131 0 
x -586 459 816 0 
x -663 550 275 0 
x 356 -634 -738 0 
x -837 -944 -957 0 
x 578 -492 -302 0 
x 525 -969 294 0 
x -718 595 59 0 
x -280 -654 466 0 
x 962 -154 85 0 
x -518 74 -261 0 
x -569 -313 -288 0 
x -788 -552 347 0 
x -857 653 -218 0 
x -426 -69 -472 0 
x -831 802 625 0 
x 261 922 -627 0 
x -238 82 -271 0 
x 789 309 672 0 
x -386 -805 603 0 
x -555 -172 -497 0 
x 786 -698 -303 0 
x -308 892 539 0 
x 689 -619 -802 0 
x 814 -117 -168 0 
x 696 -717 144 0 
x 247 2 397 0 
x 413 134 -898 0 
x -654 967 -151 0 
x 845 929 198 0 
x -346 -188 395 0 
x 300 -484 -79 0 
x 264 229 -931 0 
x -649 -30 -809 0 
x 130 347 956 0 
x -133 583 -323 0 
x 562 636 297 0 
x -265 106 519 0 
x 277 -393 -209 0 
x -282 752 866 0 
x -339 734 512 0 
x -810 -119 -310 0 
x 115 -420 -365 0 
x 286 948 -240 0 
x 996 540 733 0 
x -728 284 -921 0 
x 153 -363 -79 0 
x 773 -986 922 0 
x 439 449 -685 0 
x -710 407 250 0 
x 137 -334 -611 0 
x 859 -107 194 0 
x 884 -837 317 0 
x 638 634 -933 0 
x -425 -437 374 0 
x -802 -361 692 0 
x 181 93 331 0 
