p cnf 1000 200
x -147 -184 553 0 
x -790 -573 -72 0 
x 457 -659 655 0 
x 722 -667 -282 0 
x 461 386 -326 0 
x 197 -831 -737 0 
x -237 -165 981 0 
x 38 647 -513 0 
x 859 -289 110 0 
x 863 -643 206 0 
x 565 -236 -872 0 
x -215 34 537 0 
x -188 318 -689 0 
x 795 -240 295 0 
x 448 -65 -999 0 
x 759 -411 872 0 
x -797 758 863 0 
x 421 -1000 -342 0 
x -830 396 185 0 
x 88 906 -464 0 
x -932 -347 465 0 
x 440 -401 991 0 
x -538 493 -29 0 
x -56 455 857 0 
x 543 881 800 0 
x -492 -92 -646 0 
x -764 -494 154 0 
x 401 -822 -211 0 
x 560 -879 146 0 
x 585 233 -38 0 
x 154 -591 -255 0 
x -229 692 775 0 
x 513 -687 337 0 
x -214 70 749 0 
x -931 60 309 0 
x -576 727 502 0 
x 627 679 852 0 
x -32 307 575 0 
x -50 -638 302 0 
x -984 -967 -787 0 
x 800 -768 -129 0 
x -122 182 -647 0 
x 572 -547 973 0 
x -501 -360 699 0 
x 288 -388 -335 0 
x -180 -457 902 0 
x 87 -503 62 0 
x 582 -513 -220 0 
x -423 -868 149 0 
x -640 328 726 0 
x -8 378 -942 0 
x 944 837 104 0 
x 913 -940 -667 0 
x -99 705 -655 0 
x 107 13 281 0 
x 82 599 -725 0 
x 808 342 937 0 
x -27 401 -47 0 
x 36 -460 -128 0 
x 676 301 449 0 
x 282 432 -149 0 
x -551 -808 90 0 
x 368 214 348 0 
x -971 -288 251 0 
x 873 -297 -836 0 
x -233 -554 -85 0 
x -617 -680 -876 0 
x 144 516 117 0 
x -102 -613 -803 0 
x 620 -417 496 0 
x -868 -600 384 0 
x 602 487 675 0 
x 140 -54 649 0 
x 969 -725 -968 0 
x -757 22 -945 0 
x 421 -677 -597 0 
x -39 753 219 0 
x -827 539 -45 0 
x -780 276 788 0 
x -952 737 187 0 
x -68 874 196 0 
x 29 989 21 0 
x -89 202 710 0 
x 891 -282 -458 0 
x -998 312 -402 0 
x -589 585 -495 0 
x -140 158 620 0 
x -516 202 -186 0 
x 4 -569 219 0 
x -130 15 -435 0 
x 520 -608 488 0 
x -413 -600 -469 0 
x 805 -150 154 0 
x 231 -387 746 0 
x 772 969 733 0 
x -914 681 88 0 
x 825 270 937 0 
x -652 -76 -165 0 
x 460 66 -507 0 
x 16 -36 -909 0 
x 471 -959 858 0 
x 151 -536 -7 0 
x 960 405 -289 0 
x 460 -354 900 0 
x 864 -566 86 0 
x 627 642 964 0 
x 12 -144 -343 0 
x -625 -149 876 0 
x 419 -263 -474 0 
x 551 -666 -808 0 
x -491 -502 -228 0 
x -870 -992 -962 0 
x 776 924 181 0 
x -3 18 384 0 
x -884 -42 17 0 
x 266 418 -993 0 
x -856 -690 263 0 
x -852 545 548 0 
x 678 -404 -931 0 
x -741 422 -301 0 
x -447 368 646 0 
x 767 -96 -891 0 
x 928 296 318 0 
x 714 662 -932 0 
x 691 -297 -73 0 
x 710 -530 792 0 
x -364 24 909 0 
x -552 649 759 0 
x -409 -241 -945 0 
x 436 -170 737 0 
x -928 105 193 0 
x 756 -203 -88 0 
x 605 142 591 0 
x 147 714 62 0 
x -640 16 74 0 
x 567 562 -817 0 
x -442 -600 447 0 
x -288 -611 675 0 
x -878 -287 931 0 
x 127 -457 -473 0 
x -609 130 -865 0 
x -524 -841 -835 0 
x -344 247 -683 0 
x 977 509 -735 0 
x 880 125 -984 0 
x 627 636 -697 0 
x 12 115 -182 0 
x -641 932 484 0 
x -275 49 827 0 
x 769 363 -863 0 
x 259 -845 455 0 
x -930 308 -256 0 
x 769 -966 -65 0 
x 558 534 -924 0 
x -102 727 -269 0 
x 99 -321 -870 0 
x 808 -414 -998 0 
x -933 248 -935 0 
x -392 -784 85 0 
x -687 836 -130 0 
x -438 252 -632 0 
x 380 -729 375 0 
x -987 -830 580 0 
x 469 -667 119 0 
x 723 934 27 0 
x 620 765 -518 0 
x -620 643 -282 0 
x 28 878 356 0 
x -785 -15 910 0 
x 967 979 153 0 
x 477 -371 792 0 
x 812 537 921 0 
x 217 794 472 0 
x -856 842 835 0 
x 420 -572 46 0 
x -654 617 -104 0 
x 828 -239 96 0 
x -895 414 788 0 
x 292 175 -7 0 
x -386 -327 -484 0 
x 599 -553 -327 0 
x -714 679 -817 0 
x 893 888 137 0 
x -633 167 956 0 
x 425 -238 159 0 
x 837 -342 528 0 
x 945 67 176 0 
x -150 656 393 0 
x 249 540 -451 0 
x 246 -608 -311 0 
x -223 895 651 0 
x 947 484 724 0 
x -992 803 -423 0 
x 889 -96 354 0 
x 400 728 -102 0 
x 560 553 -586 0 
x -500 -877 442 0 
x 806 -644 -500 0 
x 380 -286 -452 0 
x -166 886 542 0 
