p cnf 1000 800
x -592 -179 14 0 
x -117 782 -746 0 
x 279 903 -951 0 
x 984 943 892 0 
x -152 966 -292 0 
x 206 -816 774 0 
x -54 369 562 0 
x 619 -253 654 0 
x -527 -265 -400 0 
x -315 594 759 0 
x -884 359 -987 0 
x 661 812 -449 0 
x 166 -115 974 0 
x -34 -744 308 0 
x 649 -368 438 0 
x -333 676 354 0 
x 146 -209 -342 0 
x -789 849 604 0 
x 910 -516 -443 0 
x -743 61 -739 0 
x -320 -470 494 0 
x -827 636 -649 0 
x -926 305 -952 0 
x -458 820 -859 0 
x -276 689 841 0 
x -178 -411 962 0 
x 485 -184 65 0 
x 194 192 417 0 
x -418 -597 -429 0 
x 213 693 -827 0 
x -942 -679 -616 0 
x 410 474 -494 0 
x 94 118 -791 0 
x -116 -398 -386 0 
x -939 247 269 0 
x -378 573 -460 0 
x -16 -379 599 0 
x 122 -699 -773 0 
x 673 495 708 0 
x 12 -693 -423 0 
x -832 -24 -931 0 
x -204 -166 -486 0 
x -255 -599 -30 0 
x 99 75 -239 0 
x 360 -222 -46 0 
x 722 48 230 0 
x -136 -62 778 0 
x 909 -336 231 0 
x 230 -620 276 0 
x -476 -598 565 0 
x 225 -144 231 0 
x -876 690 -18 0 
x 716 8 750 0 
x -697 -438 513 0 
x -131 128 -736 0 
x 326 -636 -836 0 
x -17 67 794 0 
x 924 356 -467 0 
x 378 354 -599 0 
x -412 173 650 0 
x -838 -7 426 0 
x 756 -494 -887 0 
x 314 190 -420 0 
x -766 -493 -620 0 
x -106 -240 456 0 
x 430 203 -933 0 
x -116 549 -290 0 
x 535 -394 -483 0 
x -499 -755 187 0 
x 191 177 59 0 
x 835 -121 540 0 
x 988 -173 -868 0 
x -27 -1000 -388 0 
x -764 -86 591 0 
x -803 -387 -324 0 
x -36 -494 -809 0 
x 397 98 685 0 
x -928 -564 738 0 
x -134 -198 805 0 
x -373 -612 745 0 
x -66 -159 -15 0 
x 560 -599 91 0 
x -766 315 529 0 
x -328 -830 774 0 
x 400 -581 -769 0 
x 702 340 -563 0 
x 892 100 -692 0 
x -737 -859 -277 0 
x -787 63 574 0 
x 407 450 46 0 
x 567 -857 292 0 
x 674 27 858 0 
x -583 -647 890 0 
x -367 -872 409 0 
x -390 -313 -330 0 
x 527 995 267 0 
x 48 427 -719 0 
x 57 965 476 0 
x 681 -740 64 0 
x 553 -928 261 0 
x 97 -379 197 0 
x 699 -732 526 0 
x -261 862 725 0 
x 191 -492 -887 0 
x 299 228 -349 0 
x 882 993 980 0 
x 767 593 226 0 
x -762 849 2 0 
x 107 282 -287 0 
x 765 98 -501 0 
x 164 -119 -849 0 
x 270 121 155 0 
x -906 948 988 0 
x -960 -375 868 0 
x -273 37 -759 0 
x 255 269 437 0 
x -843 153 950 0 
x -83 -456 -851 0 
x 358 41 -904 0 
x -838 71 -790 0 
x 604 450 527 0 
x 480 -901 454 0 
x 593 -748 905 0 
x 313 826 512 0 
x -974 -528 -751 0 
x -73 -159 -549 0 
x -99 189 -32 0 
x -259 -267 685 0 
x -731 199 504 0 
x 198 884 306 0 
x -971 -388 701 0 
x -797 750 -230 0 
x 368 52 945 0 
x 346 504 -284 0 
x 717 -750 577 0 
x 57 459 -414 0 
x 419 -556 580 0 
x -582 403 -300 0 
x 220 -637 -174 0 
x 255 292 -965 0 
x -889 18 -466 0 
x -223 724 930 0 
x -912 -372 -836 0 
x 696 207 14 0 
x 909 660 775 0 
x -667 -472 800 0 
x 166 927 -795 0 
x 657 336 806 0 
x -31 824 770 0 
x -314 539 -719 0 
x 453 -189 -904 0 
x -610 546 -995 0 
x -136 798 -204 0 
x -53 970 125 0 
x -7 321 144 0 
x 641 581 955 0 
x 80 269 855 0 
x 898 -154 4 0 
x 448 324 551 0 
x -788 715 -197 0 
x 923 -791 708 0 
x -97 698 -493 0 
x -395 11 -128 0 
x 777 14 284 0 
x 647 -86 673 0 
x -854 -581 433 0 
x 177 798 -478 0 
x 199 -677 841 0 
x 11 -415 -934 0 
x 188 504 643 0 
x 752 -413 445 0 
x 589 451 667 0 
x -486 76 -865 0 
x -344 -880 -291 0 
x 435 -346 579 0 
x -533 740 -814 0 
x -764 428 -839 0 
x -803 550 123 0 
x -513 333 -470 0 
x 28 -950 -734 0 
x -282 769 382 0 
x 468 194 -154 0 
x 551 362 63 0 
x -557 -555 523 0 
x -187 -890 -185 0 
x -19 -170 -144 0 
x -833 474 -131 0 
x -487 778 -652 0 
x -174 891 -305 0 
x 628 424 224 0 
x 312 -35 747 0 
x 262 440 -55 0 
x 264 839 896 0 
x 751 579 40 0 
x 238 -365 -54 0 
x 863 862 458 0 
x 780 584 -602 0 
x 533 554 -317 0 
x -236 592 137 0 
x 619 -398 -523 0 
x -495 117 -898 0 
x 875 605 318 0 
x 18 -903 447 0 
x 673 298 492 0 
x 368 -850 20 0 
x -233 965 -84 0 
x 871 366 71 0 
x 541 -857 706 0 
x 609 628 -204 0 
x -882 -185 -326 0 
x 958 649 210 0 
x 638 74 983 0 
x -839 364 681 0 
x 553 -518 -626 0 
x 811 747 -954 0 
x -252 -383 -925 0 
x 777 -829 537 0 
x -114 956 126 0 
x 435 189 707 0 
x 526 262 -53 0 
x -952 -942 -170 0 
x 717 -776 369 0 
x 996 -870 -698 0 
x 912 622 -193 0 
x -389 -547 -598 0 
x -253 -64 -462 0 
x 480 775 -827 0 
x 904 834 -574 0 
x 405 -988 552 0 
x -910 949 378 0 
x 351 -475 -759 0 
x 891 136 -538 0 
x -471 -14 -496 0 
x -784 -900 -49 0 
x 65 37 -170 0 
x -498 940 136 0 
x -790 -194 -898 0 
x -238 -406 346 0 
x -429 -212 37 0 
x 657 624 484 0 
x 130 -482 296 0 
x -30 694 -921 0 
x 371 -59 266 0 
x 192 354 390 0 
x 801 -433 -820 0 
x -417 728 161 0 
x 627 -269 -225 0 
x 831 869 505 0 
x -584 687 686 0 
x -255 -193 -587 0 
x 831 362 419 0 
x 164 -951 461 0 
x -557 737 836 0 
x -126 137 -236 0 
x -269 -279 -420 0 
x 529 -922 622 0 
x 552 -554 -80 0 
x 737 -456 892 0 
x -154 253 -995 0 
x -757 -562 -501 0 
x -674 795 722 0 
x 496 28 358 0 
x 940 788 244 0 
x -908 131 317 0 
x -730 -697 993 0 
x -147 -135 613 0 
x -504 -892 -861 0 
x 194 -135 307 0 
x 23 -124 202 0 
x -566 254 -737 0 
x 362 879 -791 0 
x 456 -722 -784 0 
x -451 -773 252 0 
x -387 -26 283 0 
x -969 352 439 0 
x 715 491 896 0 
x -422 -650 974 0 
x 896 885 -975 0 
x 262 505 991 0 
x 709 420 -789 0 
x 148 -204 -387 0 
x -885 -535 249 0 
x -574 967 853 0 
x -589 771 -132 0 
x -85 -314 -38 0 
x 945 482 221 0 
x 525 -280 675 0 
x -228 304 428 0 
x -72 260 732 0 
x 422 -491 547 0 
x 685 386 -557 0 
x 517 -426 -663 0 
x -92 -906 -25 0 
x 564 96 -258 0 
x -95 849 196 0 
x -994 -900 -695 0 
x 104 676 946 0 
x 55 912 75 0 
x 926 -423 763 0 
x 313 507 -807 0 
x -479 476 -503 0 
x 94 192 271 0 
x -819 -337 -38 0 
x -360 861 998 0 
x -267 -464 318 0 
x -968 -852 328 0 
x -190 885 -717 0 
x -663 -232 -704 0 
x 334 -964 -912 0 
x 115 765 458 0 
x 954 -220 -855 0 
x -62 158 858 0 
x 150 -972 -203 0 
x -378 -205 985 0 
x 90 990 -753 0 
x -50 -43 499 0 
x -940 -850 -376 0 
x 523 158 809 0 
x 956 -42 -524 0 
x -296 -651 186 0 
x -821 298 69 0 
x -957 -592 -780 0 
x -760 -522 -335 0 
x 656 -390 -745 0 
x 587 -130 -455 0 
x 751 742 868 0 
