p cnf 1000 800
x 890 -2 437 0 
x 19 395 61 0 
x 687 771 -828 0 
x -100 -125 -310 0 
x -268 661 -314 0 
x 493 672 -897 0 
x 778 691 -731 0 
x -513 -534 -370 0 
x 579 316 -945 0 
x -329 106 -705 0 
x 601 -171 183 0 
x -580 -704 -916 0 
x 486 -421 -601 0 
x 261 933 -203 0 
x -469 -250 -730 0 
x -537 84 188 0 
x 781 19 -681 0 
x 658 155 -402 0 
x 112 -790 -121 0 
x 276 498 -595 0 
x -80 -504 653 0 
x -78 519 71 0 
x -400 354 -892 0 
x -592 -954 890 0 
x 264 162 945 0 
x 217 -559 258 0 
x 340 843 639 0 
x 152 972 -173 0 
x 486 -300 924 0 
x 884 -847 23 0 
x -40 752 359 0 
x 688 469 446 0 
x -198 -418 -451 0 
x 372 -988 -31 0 
x 686 403 224 0 
x -132 -337 -120 0 
x 132 232 877 0 
x -701 550 283 0 
x -140 -582 565 0 
x 708 -270 -710 0 
x -732 257 -806 0 
x 235 -727 852 0 
x 411 -15 -708 0 
x 729 938 -447 0 
x -631 536 -271 0 
x -658 119 36 0 
x 950 918 659 0 
x 692 135 -559 0 
x -886 -359 -506 0 
x 950 736 337 0 
x 568 -440 834 0 
x -412 -303 -151 0 
x -249 551 -927 0 
x 376 -632 -903 0 
x 151 689 -806 0 
x 743 -422 -503 0 
x -333 469 -308 0 
x 880 -685 -217 0 
x -871 735 970 0 
x 801 -865 852 0 
x -564 842 140 0 
x 480 794 -81 0 
x -86 -459 770 0 
x 821 -270 -225 0 
x -986 166 -351 0 
x -987 -20 -671 0 
x 1 961 273 0 
x -86 428 716 0 
x 856 774 793 0 
x -606 306 45 0 
x -263 53 526 0 
x 504 757 -662 0 
x 655 418 -795 0 
x -710 200 -500 0 
x -415 -431 32 0 
x -193 299 -691 0 
x -230 -937 -610 0 
x 213 -80 -532 0 
x -907 488 655 0 
x 311 434 -234 0 
x -976 -977 964 0 
x -491 655 -736 0 
x -728 69 -440 0 
x -840 512 290 0 
x 832 982 199 0 
x -85 -954 -599 0 
x 654 785 -130 0 
x -329 -858 588 0 
x 566 845 507 0 
x -108 -211 549 0 
x 357 -461 238 0 
x 31 -48 553 0 
x -296 883 185 0 
x -100 -182 404 0 
x 261 -937 134 0 
x 611 955 730 0 
x -849 263 516 0 
x 605 622 824 0 
x 76 18 17 0 
x -989 -222 32 0 
x -328 -416 -614 0 
x 144 -110 737 0 
x 50 -806 -403 0 
x -642 447 232 0 
x -695 -472 267 0 
x 701 -714 652 0 
x 388 -539 705 0 
x 866 -434 19 0 
x 29 -397 -923 0 
x 75 -828 -170 0 
x -516 175 761 0 
x -975 308 -481 0 
x -598 -933 182 0 
x -335 -738 514 0 
x 508 372 -550 0 
x 939 364 108 0 
x -874 -447 -598 0 
x -526 -657 687 0 
x -312 839 638 0 
x -723 290 628 0 
x -412 -866 751 0 
x -276 736 -631 0 
x 76 -295 -699 0 
x 17 674 135 0 
x -579 -892 634 0 
x -170 630 -451 0 
x 305 -454 -606 0 
x 277 468 -796 0 
x -103 -120 851 0 
x 910 -817 -524 0 
x 505 -625 -685 0 
x -119 -944 -778 0 
x -785 -56 -490 0 
x -923 -91 768 0 
x 66 947 -641 0 
x -997 359 -627 0 
x -266 363 -278 0 
x 179 -551 148 0 
x -727 708 -834 0 
x 633 68 540 0 
x 125 -592 -422 0 
x 550 -153 369 0 
x -691 -869 673 0 
x -707 -449 -9 0 
x 749 -171 -619 0 
x -559 -935 825 0 
x 102 624 -969 0 
x -874 -207 -1000 0 
x -2 -656 -852 0 
x -224 940 155 0 
x 229 -563 246 0 
x -906 888 163 0 
x 305 -798 502 0 
x -92 150 684 0 
x -159 -868 -177 0 
x 110 608 566 0 
x 848 439 -234 0 
x 487 -875 -408 0 
x 636 755 -344 0 
x -482 -619 197 0 
x -855 343 -229 0 
x -315 -558 -393 0 
x -616 -397 611 0 
x 84 609 -164 0 
x 779 -501 -322 0 
x -800 -916 644 0 
x -283 -486 -341 0 
x -563 16 711 0 
x -729 308 -750 0 
x 853 936 643 0 
x -683 -823 639 0 
x -293 -497 789 0 
x -690 518 887 0 
x 550 -935 -58 0 
x 456 -864 -363 0 
x -599 893 -76 0 
x -666 -525 297 0 
x -119 613 -784 0 
x -955 280 486 0 
x -305 678 575 0 
x 860 -29 -890 0 
x -397 382 724 0 
x -550 -136 591 0 
x -249 -270 -608 0 
x -178 -68 797 0 
x -338 -314 -507 0 
x -422 -874 -333 0 
x 238 -352 -433 0 
x -925 -262 850 0 
x 859 -979 678 0 
x -214 -87 -113 0 
x -352 857 -740 0 
x -972 360 -341 0 
x -525 138 -121 0 
x -291 -757 -466 0 
x -37 -760 -648 0 
x -945 616 800 0 
x 72 -53 21 0 
x 621 -202 500 0 
x 264 -943 803 0 
x 3 124 -437 0 
x -122 -663 425 0 
x -17 759 -662 0 
x 262 -295 -700 0 
x 218 -775 -802 0 
x -312 -36 -773 0 
x -766 695 -343 0 
x 555 456 -546 0 
x 203 -391 806 0 
x -241 788 -390 0 
x 896 18 592 0 
x -661 -244 814 0 
x 688 -129 -892 0 
x -512 -44 695 0 
x 48 -435 638 0 
x -614 -55 -241 0 
x 512 858 92 0 
x -613 301 -721 0 
x 756 -27 764 0 
x -14 835 -778 0 
x -36 854 246 0 
x -376 217 -530 0 
x -401 868 -266 0 
x 830 891 88 0 
x 983 -629 341 0 
x -818 -786 365 0 
x 321 169 -224 0 
x -286 -166 -190 0 
x 168 -310 -504 0 
x 565 -100 -532 0 
x -190 -257 -941 0 
x 144 -896 498 0 
x -835 -893 963 0 
x -421 -814 65 0 
x 598 908 609 0 
x -125 414 -856 0 
x 648 478 -794 0 
x 31 -944 -613 0 
x -199 -293 138 0 
x 428 -630 -391 0 
x 353 618 830 0 
x -963 356 -440 0 
x -729 -970 467 0 
x -872 -793 -345 0 
x -117 -292 -92 0 
x -903 359 -127 0 
x 380 470 -775 0 
x 212 242 777 0 
x 331 -399 801 0 
x -852 317 -236 0 
x -543 56 -138 0 
x -923 -764 839 0 
x -438 -375 -793 0 
x -120 537 831 0 
x 676 -794 316 0 
x 606 72 378 0 
x -513 -561 -983 0 
x 247 -493 289 0 
x -695 -412 653 0 
x -784 222 478 0 
x -401 291 -708 0 
x -628 723 406 0 
x -379 926 275 0 
x 218 -302 68 0 
x -853 -323 952 0 
x -827 -420 751 0 
x -278 226 -707 0 
x -890 -117 420 0 
x 242 449 177 0 
x -809 235 479 0 
