p cnf 1000 500
x -54 453 -390 0 
x 361 784 123 0 
x -152 9 997 0 
x 25 -962 -244 0 
x 24 -512 -850 0 
x 957 -296 802 0 
x 140 991 965 0 
x 230 -592 -728 0 
x 834 84 595 0 
x 874 -97 332 0 
x -555 -264 422 0 
x -313 937 -799 0 
x -201 447 119 0 
x 679 781 502 0 
x -998 467 -279 0 
x -447 176 -225 0 
x 301 -75 -12 0 
x 422 -315 -793 0 
x 671 -832 -391 0 
x -971 439 671 0 
x 482 141 -794 0 
x -348 -480 79 0 
x -416 274 294 0 
x 114 535 462 0 
x 447 -504 893 0 
x -49 744 673 0 
x 401 -144 -668 0 
x 382 972 -149 0 
x -528 367 -666 0 
x 957 -422 -544 0 
x 592 124 -103 0 
x -962 686 -37 0 
x 668 -907 -116 0 
x 25 771 -47 0 
x -592 -261 474 0 
x 210 175 105 0 
x -614 -248 480 0 
x -607 748 -414 0 
x -304 -487 315 0 
x 236 815 683 0 
x -150 294 -621 0 
x 1000 -129 -680 0 
x -709 495 32 0 
x -715 292 113 0 
x -526 -588 197 0 
x 898 222 721 0 
x -467 -259 34 0 
x 845 238 -320 0 
x -693 -340 -70 0 
x 671 -380 -761 0 
x 50 -711 511 0 
x -788 -537 14 0 
x 842 973 302 0 
x -874 -78 -529 0 
x 691 973 -971 0 
x -222 -943 95 0 
x 614 310 505 0 
x -342 -916 -796 0 
x 639 -284 25 0 
x 742 718 -196 0 
x 342 40 -290 0 
x 347 670 557 0 
x -265 127 -557 0 
x 762 -187 432 0 
x -98 789 865 0 
x 965 -971 -26 0 
x 618 610 -918 0 
x 109 285 868 0 
x -326 136 108 0 
x 882 -985 64 0 
x -99 571 329 0 
x -298 874 -707 0 
x -743 999 690 0 
x -431 216 209 0 
x -375 -497 491 0 
x -621 -792 -251 0 
x -343 -731 -931 0 
x -349 -808 -680 0 
x 108 -151 640 0 
x 838 -481 -518 0 
x 740 432 886 0 
x -249 570 116 0 
x 866 4 393 0 
x 293 -356 292 0 
x 913 -754 -331 0 
x -403 -218 -385 0 
x 804 -941 992 0 
x -295 946 619 0 
x 130 536 609 0 
x -544 429 889 0 
x -822 -155 876 0 
x -208 612 336 0 
x -905 -662 1000 0 
x -935 -779 -323 0 
x -927 -25 -142 0 
x 424 473 893 0 
x 417 -679 -292 0 
x -121 -9 232 0 
x 928 272 783 0 
x 248 692 280 0 
x -860 920 909 0 
x -192 -350 355 0 
x -12 -863 -28 0 
x 651 -233 846 0 
x 286 247 540 0 
x -788 -412 -927 0 
x 875 198 -501 0 
x 528 183 90 0 
x -108 900 -952 0 
x 449 862 -64 0 
x 337 -746 371 0 
x -664 -599 185 0 
x 297 436 202 0 
x -769 835 -33 0 
x 588 -876 568 0 
x -869 252 -480 0 
x 617 -452 -448 0 
x 791 978 -997 0 
x 823 562 105 0 
x 792 278 125 0 
x 20 502 974 0 
x -984 35 -229 0 
x 222 945 265 0 
x 900 387 -335 0 
x -830 -101 -211 0 
x 488 573 -37 0 
x -319 -488 -891 0 
x -411 473 230 0 
x 653 297 -824 0 
x -310 51 -315 0 
x 51 -444 -457 0 
x -319 -180 -815 0 
x 578 -386 66 0 
x 966 664 501 0 
x -791 651 66 0 
x -792 -582 -590 0 
x 801 979 111 0 
x -361 -514 846 0 
x -984 -842 693 0 
x 970 286 389 0 
x 375 -597 615 0 
x -383 -103 822 0 
x 238 -662 613 0 
x -194 693 -185 0 
x 563 602 257 0 
x 289 -34 546 0 
x 264 356 49 0 
x 304 975 436 0 
x 767 967 -609 0 
x -427 741 -827 0 
x -31 -391 86 0 
x 4 633 601 0 
x 625 49 445 0 
x 65 -782 -147 0 
x 822 -299 667 0 
x -181 -626 -787 0 
x -684 413 -662 0 
x 500 572 -661 0 
x -837 801 379 0 
x 687 -599 715 0 
x 369 -522 343 0 
x -828 684 715 0 
x -567 309 -95 0 
x -855 58 752 0 
x 835 163 528 0 
x -193 325 -696 0 
x 415 85 672 0 
x 746 80 -366 0 
x -32 890 -536 0 
x -940 490 -942 0 
x -979 125 -507 0 
x -452 -952 367 0 
x -18 661 755 0 
x 517 445 25 0 
x 681 -892 585 0 
x 139 586 432 0 
x -852 532 -88 0 
x -979 36 178 0 
x 572 753 346 0 
x -338 285 -455 0 
x -899 -298 -75 0 
x -518 718 -114 0 
x -13 546 527 0 
x -224 -951 -70 0 
x -656 832 287 0 
x -447 -744 -227 0 
x 402 -64 937 0 
x -675 -804 -130 0 
x 226 -433 85 0 
x -432 342 -831 0 
x -291 864 -147 0 
x -229 -850 -93 0 
x 769 -959 626 0 
x -168 -223 -865 0 
x -745 151 138 0 
x 369 949 280 0 
x 849 -311 -215 0 
x -759 -771 441 0 
x -645 -960 49 0 
x 882 -980 859 0 
x -967 164 329 0 
x -210 -763 -854 0 
x -68 -29 -381 0 
x 698 -199 -480 0 
x -12 -144 -941 0 
