p cnf 1000 300
x -162 -266 987 0 
x -518 -47 -116 0 
x -195 536 691 0 
x -486 -84 -503 0 
x -54 -255 450 0 
x 459 -127 -258 0 
x -635 16 308 0 
x 185 -833 1 0 
x -513 -13 -512 0 
x 276 -43 -515 0 
x -163 -580 978 0 
x 692 -406 -741 0 
x -384 77 -331 0 
x -410 267 391 0 
x -968 818 857 0 
x 385 667 931 0 
x 408 -431 274 0 
x 210 54 -381 0 
x -155 911 718 0 
x -610 145 -349 0 
x 772 75 201 0 
x 334 740 -987 0 
x -811 -974 333 0 
x 368 783 990 0 
x -960 -298 576 0 
x 62 932 167 0 
x 628 -563 -471 0 
x 936 -760 958 0 
x 966 -98 -414 0 
x -118 933 414 0 
x -377 -981 152 0 
x 550 674 760 0 
x 654 -113 859 0 
x -323 -658 -238 0 
x 964 979 621 0 
x 190 346 -255 0 
x -994 271 794 0 
x -528 -806 -794 0 
x 31 -507 -892 0 
x -936 590 236 0 
x -776 804 -930 0 
x -255 -227 -95 0 
x -194 835 -273 0 
x 53 801 808 0 
x -640 277 503 0 
x -159 178 -422 0 
x -583 361 -665 0 
x -878 529 -855 0 
x 634 398 -908 0 
x -964 -479 66 0 
x -880 327 -437 0 
x -654 231 838 0 
x 932 924 -754 0 
x 951 -944 368 0 
x 690 -502 30 0 
x -707 -259 -817 0 
x 284 482 -930 0 
x -751 472 -266 0 
x -526 55 -530 0 
x 600 -691 863 0 
x 78 -191 332 0 
x 157 992 -343 0 
x 884 926 -489 0 
x -852 -352 546 0 
x -341 -883 683 0 
x 161 171 725 0 
x 589 452 -120 0 
x 589 687 -950 0 
x 915 183 -366 0 
x -625 -296 -68 0 
x -754 266 888 0 
x -510 539 -766 0 
x -183 381 167 0 
x -611 -398 -54 0 
x 566 -231 22 0 
x 414 240 -886 0 
x -450 -499 753 0 
x 706 -167 546 0 
x 133 -550 116 0 
x 62 -947 -43 0 
x 337 -705 226 0 
x -197 979 -498 0 
x -337 477 -564 0 
x 437 -212 -559 0 
x 179 941 175 0 
x 645 -167 -156 0 
x 126 291 351 0 
x -940 207 -527 0 
x -534 506 -158 0 
x -681 -712 587 0 
x -543 529 984 0 
x -809 -921 -33 0 
x -698 585 261 0 
x -680 662 158 0 
x 261 733 350 0 
x -821 -450 424 0 
x 663 -542 -391 0 
x -660 -113 -427 0 
x -444 -537 -752 0 
x 45 805 -945 0 
x 339 440 5 0 
x -70 235 544 0 
x 861 -435 -806 0 
x 864 967 -640 0 
x -258 726 -563 0 
x 457 105 -465 0 
x -46 541 114 0 
x 703 -486 -103 0 
x -956 928 -301 0 
x -43 -892 977 0 
x 401 742 -573 0 
x -657 614 728 0 
x -868 896 -252 0 
x -788 623 913 0 
x 366 419 550 0 
x 423 509 -702 0 
x 63 683 -670 0 
x -263 494 933 0 
x -774 -377 -135 0 
x -493 116 -384 0 
x 883 111 -98 0 
x -935 -917 -70 0 
x 618 231 99 0 
x 838 -666 -729 0 
x 135 695 551 0 
x 584 592 -30 0 
x -493 22 -769 0 
x 311 -928 -753 0 
x -6 -3 -727 0 
x 990 476 -802 0 
x 602 128 458 0 
x 826 508 -425 0 
x 426 -347 568 0 
x -375 759 -153 0 
x 371 426 847 0 
x -974 744 850 0 
x 50 481 -137 0 
x -932 438 -277 0 
x 114 -369 216 0 
x -626 765 -169 0 
x 837 874 145 0 
x -586 994 -766 0 
x 33 -548 747 0 
x -225 -768 592 0 
x -913 405 -91 0 
x 912 -620 433 0 
x -638 624 -868 0 
x -793 677 -855 0 
x 764 -778 -917 0 
x 94 -269 893 0 
x -512 -490 254 0 
x 671 -144 924 0 
x 35 441 318 0 
x 787 734 618 0 
x 553 -519 186 0 
x 23 -448 37 0 
x -651 890 -74 0 
x 656 727 998 0 
x -179 -141 540 0 
x 442 -510 561 0 
x 159 -27 378 0 
x 616 -687 -157 0 
x -823 -510 -553 0 
x -731 389 488 0 
x 140 96 -655 0 
x 189 -684 -663 0 
x -459 513 225 0 
x 958 -90 375 0 
x -839 -968 30 0 
x 644 789 -585 0 
x 942 422 727 0 
x 625 -849 817 0 
x -229 613 779 0 
x 966 -481 -703 0 
x -172 -228 -241 0 
x -182 -725 32 0 
x 205 300 408 0 
x 772 -29 -450 0 
x -25 47 -265 0 
x -319 621 573 0 
x -110 173 122 0 
x 362 -769 -798 0 
x -571 167 596 0 
x -182 -829 113 0 
x 638 -68 267 0 
x -449 -558 -102 0 
x -404 -234 -759 0 
x 847 286 395 0 
x 902 -703 230 0 
x 826 -441 100 0 
x -294 129 -947 0 
x -753 -212 947 0 
x 490 925 349 0 
x 931 14 764 0 
x -659 -730 -181 0 
x 715 -174 -883 0 
x 628 -610 47 0 
x -745 -650 -258 0 
x 638 212 -955 0 
x -108 907 -927 0 
x -765 -506 970 0 
x -431 787 -494 0 
x -27 -706 412 0 
x -751 -107 518 0 
x -648 920 654 0 
x 754 574 665 0 
x 792 78 839 0 
x 147 -40 929 0 
x -223 -130 839 0 
x 155 556 -182 0 
x -556 -269 -462 0 
x -323 305 11 0 
x -906 509 898 0 
x -131 -49 -317 0 
x 229 259 -733 0 
x -252 923 190 0 
x 449 -712 -999 0 
x 471 -12 -541 0 
x -181 -268 -427 0 
x 147 -636 932 0 
x 817 -468 195 0 
x -433 -858 -986 0 
x -139 -292 -128 0 
x 818 624 884 0 
x -408 109 -215 0 
x 363 -511 204 0 
x 202 -847 208 0 
x -413 -68 736 0 
x -822 -223 -963 0 
x 168 -933 -949 0 
x -692 -42 910 0 
x -622 657 725 0 
x -204 -644 172 0 
x -602 34 -652 0 
x -796 581 590 0 
x -321 53 378 0 
x -239 142 859 0 
x -454 251 -482 0 
x -877 355 566 0 
x -653 116 911 0 
x -918 -318 401 0 
x 518 633 384 0 
x 936 -701 467 0 
x -203 380 175 0 
x -92 -750 498 0 
x -895 610 -149 0 
x 662 304 -434 0 
x -595 790 456 0 
x 988 350 923 0 
x -269 -259 560 0 
x -80 785 -836 0 
x 424 35 98 0 
x 366 -9 -297 0 
x -413 744 725 0 
x 531 -871 558 0 
x -863 412 -641 0 
x -413 -9 -667 0 
x -621 -190 -469 0 
x 478 840 838 0 
x 517 -130 398 0 
x -185 747 -780 0 
x -519 -329 -635 0 
x -139 955 -274 0 
x 692 71 -756 0 
x -634 835 -571 0 
x 177 431 758 0 
x -306 144 63 0 
x -927 569 740 0 
x -583 864 -256 0 
x 488 -657 288 0 
x 97 -474 777 0 
x -264 103 882 0 
x -224 614 250 0 
x 644 593 492 0 
x -408 -888 -499 0 
x -835 -560 -589 0 
x 388 -449 728 0 
x 176 878 184 0 
x 540 -921 498 0 
x -24 -283 -792 0 
x -584 483 -987 0 
x 30 817 394 0 
x -777 492 927 0 
x -588 -405 -704 0 
x 182 -287 957 0 
x 1 -781 -584 0 
x 459 -811 -656 0 
x -937 -623 -169 0 
x 941 956 -400 0 
x -990 969 -85 0 
x -190 555 523 0 
x -303 537 -245 0 
x 199 238 559 0 
x -717 876 -764 0 
x -943 793 -837 0 
x 693 -511 664 0 
x -522 734 910 0 
x 55 -288 678 0 
x 3 828 -214 0 
x -857 -820 520 0 
