p cnf 1000 500
x 184 -844 20 0 
x 797 473 -228 0 
x -797 -5 42 0 
x 781 -52 -648 0 
x -486 -513 -958 0 
x 140 621 -693 0 
x -774 237 -309 0 
x -23 496 -11 0 
x 556 -950 508 0 
x -810 -62 669 0 
x -217 -667 465 0 
x 764 -786 -774 0 
x 439 424 426 0 
x -782 192 106 0 
x 403 -977 -562 0 
x -250 318 -512 0 
x 21 -454 225 0 
x 741 599 578 0 
x -444 288 39 0 
x -489 -819 277 0 
x -860 427 702 0 
x 222 971 -893 0 
x 325 -995 -341 0 
x -37 -866 711 0 
x 489 115 188 0 
x -948 -194 -520 0 
x -121 407 26 0 
x 391 -564 144 0 
x -761 495 -494 0 
x -593 861 483 0 
x -840 -855 -781 0 
x -729 -313 -541 0 
x 674 -932 601 0 
x -450 -240 -597 0 
x -758 26 -689 0 
x 59 143 766 0 
x 52 -20 666 0 
x -349 76 -259 0 
x -957 -157 -993 0 
x 25 -380 591 0 
x 139 787 -994 0 
x 153 781 33 0 
x -993 -644 -83 0 
x 496 449 397 0 
x 227 -653 529 0 
x -117 545 -405 0 
x 590 768 648 0 
x -476 44 -828 0 
x 638 128 -657 0 
x -873 766 67 0 
x 119 704 668 0 
x 553 438 158 0 
x 916 182 -136 0 
x -92 446 561 0 
x 852 -988 432 0 
x -154 -616 -94 0 
x -858 -706 790 0 
x -301 -809 -913 0 
x -335 770 763 0 
x 345 369 -427 0 
x 561 -851 545 0 
x -340 426 -97 0 
x -331 -163 -365 0 
x -102 60 -713 0 
x -694 -766 -626 0 
x -504 432 533 0 
x 189 -188 912 0 
x -155 -469 -513 0 
x -307 760 241 0 
x 851 -959 -999 0 
x -385 -775 749 0 
x -142 -575 -93 0 
x -553 -744 273 0 
x 46 -421 790 0 
x 809 -980 402 0 
x -323 -66 15 0 
x 311 516 22 0 
x -209 -539 647 0 
x -177 222 996 0 
x -151 657 -4 0 
x -809 854 631 0 
x 282 -70 -838 0 
x 227 421 385 0 
x 311 974 -985 0 
x -343 944 101 0 
x 908 -507 -667 0 
x 634 -897 69 0 
x -31 59 551 0 
x 519 756 931 0 
x -450 -116 -647 0 
x -291 -688 230 0 
x -11 -191 -353 0 
x -537 -493 -576 0 
x -27 -466 -200 0 
x 930 929 527 0 
x 4 205 828 0 
x -599 786 755 0 
x -663 -627 430 0 
x 970 620 -159 0 
x 547 327 -21 0 
x -391 -770 665 0 
x -968 -919 225 0 
x 693 -780 -820 0 
x -963 909 -521 0 
x -40 -224 -566 0 
x -764 978 446 0 
x 32 -159 -358 0 
x -428 -455 199 0 
x 606 310 -119 0 
x -589 -630 191 0 
x 712 -509 443 0 
x -500 232 -142 0 
x 156 -935 -559 0 
x -95 1 621 0 
x 875 717 -726 0 
x -196 341 -317 0 
x -966 367 93 0 
x -157 751 -760 0 
x -514 -836 -857 0 
x -560 -657 -225 0 
x 503 115 135 0 
x 304 692 136 0 
x 450 517 -818 0 
x -481 -969 -985 0 
x 168 -539 -816 0 
x 231 319 963 0 
x 600 660 347 0 
x 959 762 182 0 
x -237 -634 -680 0 
x 968 555 913 0 
x -707 180 -899 0 
x -914 814 -452 0 
x 895 -518 -481 0 
x 531 -294 624 0 
x -737 461 -793 0 
x -248 241 -228 0 
x -571 -393 870 0 
x -472 901 666 0 
x 748 -873 -344 0 
x 194 681 408 0 
x -816 431 96 0 
x -868 -502 -206 0 
x 562 98 168 0 
x -174 425 -518 0 
x 578 -717 -901 0 
x 875 -937 -599 0 
x 512 833 -316 0 
x 390 215 -229 0 
x 286 -573 -130 0 
x 887 -978 5 0 
x 993 683 133 0 
x -539 -177 834 0 
x 784 -450 304 0 
x -298 -989 -717 0 
x 141 -236 732 0 
x 221 164 -360 0 
x 373 323 -60 0 
x -236 -500 -940 0 
x -187 634 -429 0 
x -696 -842 552 0 
x -352 977 -168 0 
x 988 670 32 0 
x -312 609 -787 0 
x -669 -5 697 0 
x 12 469 -265 0 
x -723 -627 -662 0 
x -676 8 27 0 
x 159 229 375 0 
x 79 -385 802 0 
x -560 -923 693 0 
x -598 -525 -752 0 
x -324 -925 620 0 
x 220 -38 146 0 
x -118 -508 -434 0 
x 569 -519 3 0 
x 550 969 -425 0 
x -955 667 -560 0 
x -989 779 -64 0 
x 584 447 365 0 
x -390 -890 -18 0 
x 539 678 468 0 
x 490 737 837 0 
x 536 -434 256 0 
x -166 -872 -757 0 
x 830 675 -300 0 
x 498 337 55 0 
x 608 428 -670 0 
x 440 811 -263 0 
x -168 95 85 0 
x -353 759 -188 0 
x -58 32 388 0 
x 45 -245 -317 0 
x 573 -392 -789 0 
x 19 982 901 0 
x -997 975 -460 0 
x 998 716 658 0 
x 131 392 -808 0 
x -789 -254 -477 0 
x 281 -604 127 0 
x 781 -895 -68 0 
x 906 -329 493 0 
x -263 -699 929 0 
x -240 9 419 0 
x -661 711 200 0 
x 685 2 240 0 
x -220 510 -295 0 
x -307 264 290 0 
x -460 899 511 0 
x -547 -880 -875 0 
x 739 777 266 0 
