p cnf 1000 700
x 9 -300 218 0 
x 522 -554 233 0 
x 991 2 199 0 
x -65 523 63 0 
x -727 -261 37 0 
x 549 456 -933 0 
x -599 -123 551 0 
x -137 158 868 0 
x 637 92 799 0 
x -643 -887 -676 0 
x 346 -179 -37 0 
x -274 -899 -827 0 
x -25 -439 -617 0 
x 605 -317 -679 0 
x -415 796 135 0 
x 54 -236 984 0 
x 535 667 398 0 
x 558 -810 544 0 
x 128 -830 -801 0 
x -849 499 -512 0 
x -778 -757 11 0 
x 872 741 -121 0 
x 851 -443 -49 0 
x 625 -679 147 0 
x 70 -746 20 0 
x 461 -424 967 0 
x -295 -603 681 0 
x 857 802 -59 0 
x 335 160 -505 0 
x -164 830 477 0 
x 245 -160 774 0 
x -492 -223 -11 0 
x 770 428 -777 0 
x -472 -441 298 0 
x -413 -433 -663 0 
x 696 -673 -75 0 
x -22 -329 600 0 
x -417 -346 -624 0 
x 621 -20 800 0 
x -535 -810 271 0 
x -547 -836 575 0 
x 289 -908 233 0 
x -428 401 380 0 
x -95 -399 -897 0 
x -64 90 -817 0 
x 670 595 34 0 
x -206 -582 653 0 
x 584 713 408 0 
x 858 454 676 0 
x 629 -707 -587 0 
x 340 -183 -85 0 
x 82 665 114 0 
x 747 -409 -984 0 
x -347 -143 -365 0 
x -335 266 455 0 
x -686 -217 -392 0 
x 396 328 -158 0 
x 455 -722 976 0 
x 737 -690 388 0 
x -46 846 -259 0 
x -542 959 -488 0 
x 285 382 660 0 
x -717 -537 -928 0 
x 48 -502 149 0 
x 139 -665 650 0 
x 622 -652 -239 0 
x 50 -730 -19 0 
x -398 580 -92 0 
x -183 594 -510 0 
x -441 -833 -603 0 
x -466 503 -535 0 
x -667 980 629 0 
x -919 -5 498 0 
x 290 -189 -664 0 
x 823 -491 -219 0 
x -126 486 293 0 
x 367 554 511 0 
x -768 -324 631 0 
x 784 30 363 0 
x 796 -1 434 0 
x -34 -552 462 0 
x 829 224 -315 0 
x 463 -17 -367 0 
x 27 511 306 0 
x 871 -15 -365 0 
x 579 -972 811 0 
x 874 -234 -376 0 
x -612 -22 -531 0 
x -361 250 -853 0 
x -865 -390 -672 0 
x -214 560 -836 0 
x 706 427 994 0 
x 188 -994 -956 0 
x 624 876 -224 0 
x 941 -38 -170 0 
x 504 -876 203 0 
x 741 282 -214 0 
x -110 85 -861 0 
x -771 517 -132 0 
x -214 153 -422 0 
x 327 84 -758 0 
x -687 112 804 0 
x 622 -186 598 0 
x -611 -385 400 0 
x 411 -745 -600 0 
x 402 391 -239 0 
x -819 -575 -783 0 
x 659 413 -215 0 
x 919 853 -261 0 
x -903 -927 -262 0 
x -118 682 -192 0 
x 345 -273 -96 0 
x -960 943 -624 0 
x 723 -666 -886 0 
x 454 245 547 0 
x 218 -953 -65 0 
x -783 -100 -356 0 
x 703 883 277 0 
x -546 806 -89 0 
x 761 321 -37 0 
x 84 594 -123 0 
x -589 980 98 0 
x 895 -320 180 0 
x -465 124 273 0 
x -531 842 -550 0 
x 417 832 -593 0 
x 771 -675 325 0 
x -533 772 -932 0 
x 480 -127 -318 0 
x -102 910 -335 0 
x -87 964 634 0 
x 1 457 -570 0 
x -937 -147 -268 0 
x 671 -918 676 0 
x -423 -261 -475 0 
x 820 915 100 0 
x 715 -485 491 0 
x 640 -509 518 0 
x -86 -40 756 0 
x 670 -556 831 0 
x -125 -563 671 0 
x 493 439 508 0 
x -165 -140 487 0 
