p cnf 1000 600
x 258 -691 -855 0 
x -348 408 -437 0 
x 735 968 306 0 
x -390 681 -656 0 
x -406 -322 230 0 
x 413 -762 -626 0 
x -855 -646 -36 0 
x -213 609 -342 0 
x -336 541 -49 0 
x 877 415 881 0 
x 470 613 -17 0 
x 859 983 393 0 
x -475 688 -22 0 
x -70 -167 -479 0 
x 59 436 690 0 
x 980 -499 -826 0 
x -116 928 820 0 
x 360 -520 390 0 
x -432 -910 -565 0 
x 390 -874 687 0 
x 321 -494 -64 0 
x -360 -900 641 0 
x -761 -178 -350 0 
x -754 -494 989 0 
x 806 300 -471 0 
x -426 -196 469 0 
x -855 -57 -459 0 
x -858 -281 -181 0 
x 213 124 427 0 
x -727 622 445 0 
x -695 -518 308 0 
x -460 345 286 0 
x 444 942 699 0 
x -41 -148 957 0 
x 192 -503 -489 0 
x -851 408 -808 0 
x 588 466 181 0 
x -654 -31 826 0 
x -393 -156 204 0 
x 959 528 720 0 
x 504 320 532 0 
x 449 570 -785 0 
x -620 -980 931 0 
x 6 63 -247 0 
x 347 736 -765 0 
x -852 920 -290 0 
x 398 464 -347 0 
x -196 -965 82 0 
x 632 811 -583 0 
x 140 820 414 0 
x 518 -234 -825 0 
x -158 -469 109 0 
x -205 -319 -635 0 
x -289 196 -52 0 
x -250 -66 -54 0 
x 514 -830 411 0 
x -182 -743 -892 0 
x -272 583 307 0 
x -570 -90 -108 0 
x 39 523 300 0 
x 472 796 508 0 
x -372 336 -437 0 
x 519 686 466 0 
x -359 -535 -305 0 
x -594 494 588 0 
x -3 -88 -818 0 
x -559 -158 -129 0 
x -358 -866 -334 0 
x -650 -874 60 0 
x 332 -399 -368 0 
x -789 -35 516 0 
x 262 -485 510 0 
x 884 713 -499 0 
x 248 790 -867 0 
x 716 37 -445 0 
x 320 873 771 0 
x -72 873 -943 0 
x 864 226 -100 0 
x -691 -729 162 0 
x -193 -484 446 0 
x 290 324 414 0 
x -233 -254 746 0 
x 575 604 344 0 
x 546 529 398 0 
x 435 -326 -149 0 
x -279 -922 -33 0 
x 584 53 -523 0 
x -233 -546 -986 0 
x 924 805 488 0 
x -217 -359 466 0 
x 151 -328 983 0 
x -874 -976 303 0 
x 692 -989 835 0 
x -856 224 487 0 
x 23 -679 -211 0 
x 518 -775 529 0 
x 595 -528 493 0 
x 507 -414 107 0 
x -485 906 645 0 
x -983 864 144 0 
x -118 678 188 0 
x 790 -328 -411 0 
x -556 720 -659 0 
x -101 147 855 0 
x -962 -730 -948 0 
x -354 212 -220 0 
x -24 -154 -814 0 
x 303 -309 -199 0 
x -692 -86 259 0 
x 440 -850 -405 0 
x -676 476 49 0 
x -312 -86 845 0 
x -939 155 -947 0 
x -322 -71 -797 0 
x -185 -425 960 0 
x -842 565 -800 0 
x 552 -680 -554 0 
x -744 -837 995 0 
x 626 -807 772 0 
x -454 249 -401 0 
x -544 866 865 0 
