p cnf 1000 100
x -544 776 887 0 
x 335 161 -960 0 
x 299 846 95 0 
x 279 514 -70 0 
x 472 -511 -124 0 
x 568 594 -645 0 
x 268 -515 297 0 
x 816 295 -954 0 
x 823 146 -923 0 
x 426 75 -235 0 
x -406 -321 148 0 
x -677 824 604 0 
x -922 650 -681 0 
x 857 -87 -244 0 
x 858 -414 317 0 
x 940 187 475 0 
x 659 359 135 0 
x -685 742 799 0 
x -955 90 -98 0 
x 882 -322 -384 0 
x 670 -308 98 0 
x -384 -139 -63 0 
x -89 -732 -739 0 
x -369 -190 891 0 
x 446 518 -473 0 
x 757 -11 632 0 
x 227 992 60 0 
x -864 140 838 0 
x -770 332 -106 0 
x 958 233 -311 0 
x -485 844 681 0 
x -76 -801 -247 0 
x 674 798 -17 0 
x -804 -177 186 0 
x -184 122 -935 0 
x -502 -773 890 0 
x 838 -222 -775 0 
x -476 -653 672 0 
x 881 253 -899 0 
x -781 -965 -494 0 
x 382 -288 63 0 
x 93 571 -972 0 
x 367 -965 194 0 
x 735 271 -826 0 
x 808 984 -255 0 
x 745 388 620 0 
x -80 111 -754 0 
x 169 -837 -132 0 
x 778 458 602 0 
x 870 343 912 0 
x -113 728 -595 0 
x 646 -534 910 0 
x 349 343 -674 0 
x -399 588 337 0 
x 547 79 28 0 
x -452 174 785 0 
x -355 135 -851 0 
x 605 782 -300 0 
x -487 878 429 0 
x -282 -400 -434 0 
x 181 618 372 0 
x -468 -402 -52 0 
x 455 -948 -790 0 
x -815 970 282 0 
x 111 -326 -27 0 
x -310 282 -959 0 
x -366 -417 814 0 
x -868 598 -464 0 
x -20 396 -648 0 
x -641 40 697 0 
x 515 441 60 0 
x 530 479 -438 0 
x 155 -271 138 0 
x 544 -172 -134 0 
x -256 648 -513 0 
x -474 902 756 0 
x -579 -75 891 0 
x -826 239 288 0 
x 502 540 -564 0 
x -399 621 81 0 
x -588 -890 357 0 
x -812 952 345 0 
x -214 -139 -62 0 
x 924 760 -802 0 
x 499 -169 264 0 
x -500 931 570 0 
x -297 204 817 0 
x 402 33 882 0 
x -655 613 -148 0 
x 446 158 674 0 
x -279 -822 -127 0 
x -44 -96 -232 0 
x 225 -308 -950 0 
x 90 972 -99 0 
x 224 -814 -916 0 
x -156 740 89 0 
x -346 769 231 0 
x 470 -614 -319 0 
x -70 158 206 0 
x -540 47 -396 0 
