p cnf 1000 100
x -966 407 43 0 
x 791 772 584 0 
x 507 -53 162 0 
x -153 -545 623 0 
x 521 110 538 0 
x -415 961 31 0 
x 886 -812 -35 0 
x 764 -911 958 0 
x 30 -354 396 0 
x 295 -308 -981 0 
x -860 -270 74 0 
x 660 -659 -819 0 
x -637 512 -17 0 
x -380 -446 -243 0 
x 804 -751 -758 0 
x 992 983 17 0 
x 111 -434 -113 0 
x 638 -11 -978 0 
x -525 -222 -26 0 
x -949 -295 -138 0 
x 231 77 556 0 
x 873 37 430 0 
x 544 529 899 0 
x -91 529 -566 0 
x -955 657 -742 0 
x 683 872 -885 0 
x -723 197 -482 0 
x 155 -178 -476 0 
x -368 127 373 0 
x -558 838 249 0 
x 584 162 970 0 
x 674 -710 877 0 
x -143 -206 97 0 
x 688 638 -403 0 
x -956 297 4 0 
x 981 227 355 0 
x 874 -870 -547 0 
x 609 190 -631 0 
x -394 613 -990 0 
x 639 91 63 0 
x 991 663 -458 0 
x -552 212 -17 0 
x -49 965 -898 0 
x -788 151 -116 0 
x -681 -422 320 0 
x -97 -162 -555 0 
x -326 -212 722 0 
x 380 -474 -47 0 
x -754 -269 -71 0 
x -842 -134 411 0 
x 57 387 459 0 
x -289 -732 426 0 
x -43 -21 798 0 
x 825 273 866 0 
x 129 -547 770 0 
x 184 -47 680 0 
x 21 -234 -105 0 
x 616 887 246 0 
x 963 975 582 0 
x -655 -601 -403 0 
x 546 -537 753 0 
x -14 -116 -941 0 
x 622 79 529 0 
x 258 83 383 0 
x 196 -152 -61 0 
x 476 -86 -489 0 
x -864 -117 660 0 
x 719 -489 358 0 
x 267 -316 804 0 
x 66 108 825 0 
x -806 -669 -310 0 
x 627 -540 -828 0 
x -389 84 -538 0 
x -650 -681 -686 0 
x 589 -658 -655 0 
x 183 -463 20 0 
x -466 489 -930 0 
x -986 579 438 0 
x -960 383 -826 0 
x -425 172 834 0 
x 896 689 856 0 
x 53 -771 93 0 
x -900 -867 103 0 
x -891 216 916 0 
x -655 -154 98 0 
x -681 -36 -41 0 
x -722 -139 -592 0 
x 317 75 423 0 
x 902 609 -466 0 
x 881 745 899 0 
x 816 706 130 0 
x -819 -943 417 0 
x 121 376 -279 0 
x 103 715 -858 0 
x 766 -712 -727 0 
x -710 -836 -902 0 
x 347 -409 230 0 
x -905 84 -398 0 
x -611 480 -319 0 
x -28 -20 -781 0 
