p cnf 1000 800
x -435 -166 -501 0 
x -203 -691 -683 0 
x 150 -811 335 0 
x 289 494 195 0 
x -926 275 717 0 
x 211 58 -54 0 
x -93 -766 49 0 
x -237 -194 282 0 
x 190 -702 883 0 
x -285 155 -137 0 
x 613 -304 -581 0 
x -554 -383 475 0 
x 947 -289 355 0 
x -650 922 108 0 
x -620 -520 824 0 
x 264 -113 236 0 
x 560 166 371 0 
x 57 941 -689 0 
x 573 -144 -934 0 
x 637 537 -546 0 
x -430 811 -182 0 
x -206 760 159 0 
x -800 -844 -387 0 
x -266 664 -790 0 
x -41 605 -280 0 
x -525 484 548 0 
x -785 640 963 0 
x -387 540 242 0 
x 311 756 -375 0 
x 427 -521 -195 0 
x 930 -217 -924 0 
x 831 -993 -88 0 
x 572 491 -879 0 
x -261 11 -394 0 
x 657 -771 -607 0 
x -862 204 -579 0 
x -832 -971 -577 0 
x 77 -415 723 0 
x -908 -484 -154 0 
x 400 -785 -108 0 
x -220 -51 -550 0 
x -383 567 332 0 
x -781 275 -667 0 
x 483 -630 -714 0 
x 493 987 -980 0 
x -766 -319 -985 0 
x -868 320 -897 0 
x -498 -404 164 0 
x 494 94 -792 0 
x -319 -922 362 0 
x 312 424 -362 0 
x -292 594 262 0 
x -693 888 -369 0 
x 820 -547 122 0 
x 781 725 -761 0 
x 569 550 996 0 
x -100 -598 -294 0 
x 199 757 622 0 
x -39 208 -741 0 
x 938 654 -68 0 
x 991 551 -371 0 
x -79 505 444 0 
x -745 -707 -780 0 
x -359 -256 101 0 
x -832 -733 382 0 
x 344 794 -968 0 
x 495 661 -643 0 
x -317 -434 -676 0 
x -443 782 744 0 
x -269 -27 857 0 
x -772 18 -374 0 
x -998 488 -793 0 
x -811 -969 114 0 
x -502 -615 477 0 
x 155 380 -881 0 
x -615 -245 -211 0 
x 553 -144 -309 0 
x 324 688 736 0 
x -460 -248 -531 0 
x -997 -821 516 0 
x 879 238 -101 0 
x -883 -401 -566 0 
x -90 -904 741 0 
x -783 -161 -608 0 
x 666 903 281 0 
x 454 301 -756 0 
x -426 -752 627 0 
x 384 779 423 0 
x 103 429 812 0 
x 336 71 -569 0 
x 379 725 -887 0 
x 717 -854 507 0 
x 197 533 -603 0 
x -281 169 -728 0 
x 236 -898 144 0 
x -621 325 368 0 
x -84 -241 785 0 
x 107 -563 217 0 
x 691 604 -862 0 
x -463 -254 -292 0 
x -423 -739 -672 0 
x -147 -336 -932 0 
x -702 367 612 0 
x 471 -249 -681 0 
x 315 115 170 0 
x 368 71 410 0 
x -87 -636 -729 0 
x -386 641 857 0 
x 694 618 -936 0 
x 521 772 725 0 
x 530 -396 -212 0 
x -164 -677 -594 0 
x -20 831 23 0 
