p cnf 1000 800
x -995 -610 292 0 
x 220 -74 577 0 
x 912 474 477 0 
x -660 378 403 0 
x 616 108 484 0 
x 179 660 -46 0 
x 339 652 -977 0 
x -390 -587 95 0 
x 459 -691 -774 0 
x -205 670 92 0 
x 958 142 -186 0 
x 234 -137 405 0 
x -843 350 -552 0 
x 987 356 -463 0 
x -922 -309 854 0 
x -936 919 -966 0 
x 882 -42 -547 0 
x -599 -753 221 0 
x 31 -203 -891 0 
x 913 43 144 0 
x 885 33 569 0 
x 636 -788 95 0 
x 976 -556 271 0 
x 520 847 107 0 
x 650 211 303 0 
x -515 859 -734 0 
x 506 479 -665 0 
x 63 320 -644 0 
x 511 -396 -247 0 
x 134 -279 -39 0 
x -923 -747 140 0 
x 469 -622 742 0 
x -610 -475 -668 0 
x 551 -1000 -456 0 
x 744 708 -800 0 
x -42 597 738 0 
x 196 -903 897 0 
x -265 -807 460 0 
x 681 521 -32 0 
x 810 -172 -349 0 
x -111 -228 -693 0 
x -809 806 534 0 
x 128 336 -595 0 
x 648 38 -164 0 
x -245 -750 118 0 
x -713 -630 -321 0 
x 909 86 79 0 
x 306 -391 -308 0 
x 774 479 651 0 
x -508 809 384 0 
x -481 17 838 0 
x 465 -430 800 0 
x 360 104 -658 0 
x -489 -212 826 0 
x 766 -740 -530 0 
x 580 775 -855 0 
x 40 -795 954 0 
x -916 -667 -694 0 
x -134 787 -634 0 
x 307 514 962 0 
x 534 214 -4 0 
x -146 888 848 0 
x 578 -58 -429 0 
x -627 -324 -72 0 
x -744 41 -193 0 
x -710 40 932 0 
x 523 486 968 0 
x 789 -457 977 0 
x -136 918 -381 0 
x -846 -768 -879 0 
x 716 77 -403 0 
x 654 167 185 0 
x -515 -324 -607 0 
x 79 -619 -648 0 
x -536 727 -824 0 
x -720 -150 810 0 
x 597 -433 -382 0 
x 716 -610 -582 0 
x -974 -154 903 0 
x 589 -658 618 0 
x 818 -147 -791 0 
x 115 -972 978 0 
x 425 -208 293 0 
x 926 165 290 0 
x -553 799 -812 0 
x -942 649 -17 0 
x -77 874 -643 0 
x 415 334 -198 0 
x 475 -941 -636 0 
x 243 856 -522 0 
x -751 -974 488 0 
x 695 -342 -755 0 
x -757 26 -758 0 
x 304 732 -679 0 
x -264 970 -304 0 
x -347 838 897 0 
x 201 -534 -66 0 
x -943 466 -541 0 
x -209 -199 818 0 
x 704 -756 845 0 
x -121 -303 784 0 
x 825 244 698 0 
x -169 -108 392 0 
x 33 162 68 0 
x -638 676 -468 0 
x -634 -568 -679 0 
x 473 -98 -826 0 
x -891 -420 -966 0 
x -4 -182 -423 0 
x -754 42 274 0 
x -17 269 820 0 
x -717 852 -144 0 
x 953 -323 -124 0 
x 163 -127 -161 0 
x 781 -993 -534 0 
x -321 134 202 0 
x -127 129 -976 0 
x -936 826 -114 0 
x 806 -989 -516 0 
x 592 474 289 0 
x -337 736 335 0 
x -70 683 -591 0 
x 493 -881 -308 0 
x 897 229 834 0 
x -578 58 -694 0 
x -120 126 313 0 
x 411 -786 438 0 
x 919 -392 -226 0 
x 682 208 524 0 
x -835 350 446 0 
x 700 848 -891 0 
x -729 -819 199 0 
x -278 70 540 0 
x -121 -846 139 0 
x 887 830 509 0 
x -445 356 888 0 
x -723 -767 951 0 
x -774 441 43 0 
x 379 934 977 0 
x -850 839 234 0 
x -589 -538 -741 0 
x -26 374 -381 0 
x 48 383 -75 0 
x -700 922 724 0 
x -49 -572 371 0 
x 571 -970 817 0 
x 400 -618 -460 0 
x 126 -480 -328 0 
x -757 311 -55 0 
x 78 991 -511 0 
x -583 -28 -618 0 
x -484 438 547 0 
x -639 -947 -10 0 
x 85 734 -584 0 
x 671 -520 993 0 
x 305 -525 -276 0 
x 38 680 60 0 
x 187 -142 1000 0 
x -966 331 617 0 
x 724 -603 -341 0 
x 780 238 559 0 
x 178 -126 -747 0 
x 854 -637 634 0 
x 640 -488 -879 0 
x -225 628 449 0 
x 737 856 926 0 
x 171 120 29 0 
x -779 213 -277 0 
x 439 64 91 0 
x 353 -397 -885 0 
x 840 -359 -135 0 
x 324 935 -708 0 
x -708 977 -187 0 
x 541 -782 437 0 
x 924 270 603 0 
x -327 -815 -289 0 
x 324 -832 -557 0 
x -846 -619 460 0 
x 872 -825 -193 0 
x -306 460 -134 0 
x 52 148 -803 0 
x -2 755 -235 0 
x 995 -727 -352 0 
x -443 752 -107 0 
x 169 557 122 0 
x 564 40 898 0 
x -161 -785 -147 0 
x 809 740 225 0 
x 550 987 367 0 
