p cnf 1000 300
x -498 -379 -860 0 
x -335 72 -972 0 
x 347 -723 -573 0 
x -885 -117 -634 0 
x 666 -826 691 0 
x 801 217 385 0 
x -14 -148 -264 0 
x 247 -846 -942 0 
x 3 -6 -806 0 
x 201 -827 698 0 
x -536 -101 -747 0 
x 789 -742 -891 0 
x 252 869 726 0 
x -440 -319 -738 0 
x 78 -814 649 0 
x -148 -67 887 0 
x 558 -620 -747 0 
x 793 -777 -808 0 
x -672 -900 305 0 
x 363 -657 -637 0 
x 683 481 320 0 
x -636 12 103 0 
x 836 94 112 0 
x 108 -326 -384 0 
x -173 225 763 0 
x 728 921 -168 0 
x 711 -952 -397 0 
x 836 -278 -138 0 
x 507 786 787 0 
x -844 -82 -776 0 
x -52 142 582 0 
x -161 -866 -414 0 
x -449 -419 55 0 
x -319 -785 654 0 
x -383 -128 450 0 
x -936 877 562 0 
x 73 -624 276 0 
x 161 957 -335 0 
x -474 47 -195 0 
x 777 -725 508 0 
x 52 43 -150 0 
x -830 789 75 0 
x 538 393 -131 0 
x -615 44 486 0 
x -697 975 -830 0 
x 463 -492 -399 0 
x -981 442 356 0 
x -89 -420 -555 0 
x -6 539 -762 0 
x -266 208 -780 0 
x 457 -640 -420 0 
x -17 73 -817 0 
x -869 862 542 0 
x -990 811 -440 0 
x 86 -628 -520 0 
x -594 -362 -607 0 
x 850 132 101 0 
x 517 -58 187 0 
x -86 22 615 0 
x 681 -970 -589 0 
x -217 1 -716 0 
x -129 -863 198 0 
x 155 361 -879 0 
x 911 -923 -581 0 
x 988 -954 822 0 
x 999 748 -208 0 
x -872 -611 73 0 
x -866 -199 256 0 
x 64 805 -341 0 
x 240 -642 896 0 
x -937 -149 655 0 
x 851 -691 -352 0 
x 984 -531 762 0 
x 26 680 468 0 
x -264 391 819 0 
x 773 -473 686 0 
x 371 716 352 0 
x 629 650 33 0 
x 131 -633 217 0 
x 358 -783 -348 0 
x -695 -680 -926 0 
x -180 -535 669 0 
x 136 -264 -905 0 
x -931 -42 377 0 
x -36 925 290 0 
x -897 804 -256 0 
x -429 928 991 0 
x 460 -422 663 0 
x 128 -277 94 0 
x 490 -412 -184 0 
x 53 349 473 0 
x 24 656 680 0 
x -3 822 247 0 
x 749 278 371 0 
x 254 -351 -967 0 
x -787 696 144 0 
x 953 -540 -525 0 
x -885 -576 -41 0 
x -890 669 -683 0 
x 400 -853 883 0 
x -965 -273 784 0 
x 865 788 -41 0 
x -507 -328 -821 0 
x -786 -163 953 0 
x 304 677 447 0 
x -872 -977 544 0 
x 638 32 -791 0 
x -723 742 199 0 
x 884 -782 -405 0 
x 879 -390 -484 0 
x -355 -11 -410 0 
x -444 805 13 0 
x 960 -423 852 0 
x 786 682 730 0 
x -949 334 514 0 
x -442 -594 126 0 
x -327 -573 -597 0 
x 42 833 -368 0 
x -121 -116 352 0 
x 554 -478 106 0 
x -160 -572 168 0 
x -994 -841 -196 0 
x -672 232 399 0 
x 829 851 -614 0 
x 878 457 -623 0 
x -449 -17 594 0 
x -710 326 -922 0 
x 573 -603 -4 0 
x -66 841 -454 0 
x -719 283 -255 0 
x 866 31 -748 0 
x 302 18 767 0 
x -910 222 62 0 
x -921 -577 -814 0 
x -76 -899 152 0 
x -283 930 845 0 
x -966 -713 -939 0 
x -133 -830 166 0 
x 359 -771 389 0 
x -57 -414 -883 0 
x 588 319 921 0 
x 864 -381 -352 0 
x -415 137 956 0 
x 66 348 -31 0 
x -458 -888 -344 0 
x 276 580 -182 0 
x 443 406 -568 0 
x -714 -134 -709 0 
x 400 -520 14 0 
x -463 -764 -983 0 
x 772 -827 187 0 
x -986 253 -217 0 
x 961 -651 402 0 
x -747 -360 629 0 
x 240 -728 283 0 
x 513 220 911 0 
x 310 300 -669 0 
x -541 -82 897 0 
x -648 176 -308 0 
x 696 -790 753 0 
x -137 651 -723 0 
x -360 -113 -793 0 
x -911 881 -264 0 
x -101 -104 628 0 
x -195 524 -483 0 
x -387 -321 848 0 
x 496 -848 -975 0 
x 591 273 -142 0 
x -556 -907 -903 0 
x -861 -105 -192 0 
x -107 348 -321 0 
x -365 -609 662 0 
x 12 -755 934 0 
x -328 -781 -10 0 
x -903 -68 -533 0 
x -628 -863 583 0 
x 597 -94 284 0 
x -717 -405 -112 0 
x 409 -421 -585 0 
x -445 967 133 0 
x -84 178 680 0 
x -15 324 -43 0 
x 363 -894 512 0 
x -279 456 44 0 
x -257 372 426 0 
x -476 538 -892 0 
x -788 536 -628 0 
x -371 -410 -561 0 
x 352 945 -804 0 
x -339 -14 320 0 
x -500 -592 -2 0 
x -204 27 -787 0 
x -37 476 451 0 
x 173 206 433 0 
x 294 -507 -663 0 
x -860 53 815 0 
x 137 -90 555 0 
x -51 -823 453 0 
