p cnf 1000 400
x 974 -964 325 0 
x -454 612 601 0 
x 924 93 665 0 
x 588 -209 28 0 
x 697 777 48 0 
x 827 569 778 0 
x -73 154 977 0 
x -562 -315 -409 0 
x 101 53 -502 0 
x -154 131 496 0 
x 343 -892 634 0 
x -282 -144 269 0 
x 838 -235 -144 0 
x -698 29 -767 0 
x 357 224 378 0 
x -150 -929 -875 0 
x -357 502 -678 0 
x 456 -640 474 0 
x 69 -627 -459 0 
x 198 -679 -450 0 
x -525 -157 -671 0 
x 372 -272 -891 0 
x -656 -361 -705 0 
x -926 902 740 0 
x 138 -305 976 0 
x 71 187 -304 0 
x 74 -484 -568 0 
x -391 -818 -310 0 
x 937 -675 -328 0 
x 309 -932 -980 0 
x -715 -54 -749 0 
x -183 -714 -432 0 
x 424 937 465 0 
x 842 612 -984 0 
x -183 -136 -509 0 
x -836 417 481 0 
x -399 -412 -748 0 
x 539 199 -24 0 
x 655 884 -324 0 
x -985 940 -846 0 
x 418 -99 -344 0 
x 656 166 -167 0 
x -792 585 -924 0 
x -42 -440 283 0 
x -145 46 -208 0 
x -270 456 656 0 
x -228 -254 272 0 
x -28 -845 -307 0 
x 81 -479 555 0 
x 704 -666 -646 0 
x -965 -524 -435 0 
x 428 -11 -961 0 
x -117 850 764 0 
x -575 -215 752 0 
x -545 -181 -363 0 
x 335 -295 971 0 
x -577 -832 290 0 
x 192 101 38 0 
x 662 -651 72 0 
x 593 170 563 0 
x 262 -323 -531 0 
x -634 391 -673 0 
x -856 -791 390 0 
x -924 -738 860 0 
x 611 679 163 0 
x 264 -357 13 0 
x -293 464 -384 0 
x 260 913 639 0 
x -918 -259 17 0 
x 77 -974 297 0 
x 990 -71 -275 0 
x 739 -158 -343 0 
x -776 -34 -676 0 
x 219 -189 194 0 
x 541 -940 -972 0 
x -281 -185 -46 0 
x 940 956 -880 0 
x 328 618 -666 0 
x 331 830 957 0 
x -127 -355 82 0 
x 859 190 634 0 
x 335 907 -106 0 
x -966 -522 -335 0 
x 224 952 -347 0 
x -646 -425 -618 0 
x -415 -113 744 0 
x 377 826 -222 0 
x 202 340 -20 0 
x 145 -39 738 0 
x -66 660 564 0 
x -907 -479 -627 0 
x -148 977 520 0 
x 814 144 -485 0 
x -28 -559 329 0 
x 67 881 587 0 
x 509 -490 733 0 
x 434 -48 189 0 
x -752 -210 -211 0 
x -522 -955 571 0 
x -103 416 655 0 
x 590 318 820 0 
x 452 342 751 0 
x -449 -599 471 0 
x 717 -967 -265 0 
x -767 705 -411 0 
x -317 480 -470 0 
x 150 25 -495 0 
x 431 -968 -621 0 
x -158 -14 326 0 
x 267 685 782 0 
x 188 51 525 0 
x -814 -645 -775 0 
x 73 -426 407 0 
x 186 -556 790 0 
x -584 -169 -20 0 
x 159 -841 -299 0 
x 145 381 -246 0 
x 262 847 671 0 
x -913 -209 477 0 
x -176 -302 830 0 
x 20 267 225 0 
x 383 -837 -896 0 
x 2 -455 255 0 
x 968 -609 -21 0 
x -479 620 -614 0 
x -511 146 -477 0 
x 446 -782 905 0 
x 98 -974 312 0 
x 830 -210 644 0 
x 391 871 50 0 
x 118 -309 -718 0 
x -618 826 -642 0 
x 648 -966 630 0 
x -55 -168 -390 0 
x 904 589 533 0 
x -455 -447 194 0 
x 203 -581 661 0 
x -681 968 -42 0 
x 834 826 144 0 
x 180 171 -836 0 
x 181 -667 192 0 
x -931 -467 341 0 
x -619 -948 -351 0 
x -606 612 -373 0 
x -856 -182 329 0 
x 735 -969 585 0 
x -742 -312 -717 0 
x 805 910 -412 0 
x -287 966 -663 0 
x -558 432 -561 0 
x -833 165 -244 0 
x 347 823 732 0 
x -178 -83 674 0 
x 603 750 -368 0 
x 792 947 166 0 
x -173 -875 613 0 
x -188 -363 488 0 
x -360 752 -206 0 
x 848 -269 626 0 
x 508 -931 -543 0 
x -948 -944 629 0 
x 663 -461 955 0 
x 34 24 493 0 
x 204 275 310 0 
x 872 -27 -247 0 
x -365 515 -200 0 
x 32 -543 488 0 
x -829 -548 -171 0 
x 107 863 -676 0 
x 397 -274 -626 0 
x -773 -611 441 0 
x -390 -999 641 0 
x -23 229 -104 0 
x -226 -474 -839 0 
x -846 74 -608 0 
x 201 -575 487 0 
x -14 462 -63 0 
x 752 -380 -998 0 
x -996 580 693 0 
x -61 -163 764 0 
