p cnf 1000 700
x 479 -162 57 0 
x -559 -95 -362 0 
x 675 457 325 0 
x -537 -882 -963 0 
x 995 -457 128 0 
x -153 87 -840 0 
x 990 -96 330 0 
x 147 -447 33 0 
x 697 -916 -342 0 
x 263 599 -651 0 
x -125 -862 459 0 
x 824 -22 -694 0 
x -692 -240 -831 0 
x -451 -449 -903 0 
x 443 562 -816 0 
x 563 964 800 0 
x -281 41 523 0 
x -674 289 -853 0 
x -932 946 718 0 
x 132 -296 121 0 
x -941 -934 198 0 
x -243 -289 80 0 
x -177 381 791 0 
x -793 -556 -76 0 
x 946 -370 338 0 
x -284 367 -180 0 
x -155 682 672 0 
x 889 -998 627 0 
x 237 67 756 0 
x 222 -296 234 0 
x 910 -144 767 0 
x -963 -4 97 0 
x 515 419 560 0 
x 743 -763 -680 0 
x -547 660 -125 0 
x 67 -797 468 0 
x 587 -864 -652 0 
x -251 -713 939 0 
x 481 -226 -791 0 
x 747 -478 643 0 
x -366 -808 -83 0 
x 460 143 -426 0 
x 35 380 -105 0 
x 882 675 397 0 
x -212 746 471 0 
x 244 745 -628 0 
x -654 -46 -594 0 
x -159 872 -248 0 
x -11 251 -789 0 
x 255 -331 195 0 
x -528 584 -261 0 
x -488 261 -907 0 
x 799 607 44 0 
x -360 -32 412 0 
x -995 -882 -588 0 
x -690 -406 369 0 
x 436 -702 -448 0 
x 794 218 709 0 
x 512 -21 -190 0 
x -182 776 -479 0 
x 827 558 21 0 
x -497 103 -968 0 
x 721 787 395 0 
x -973 103 -507 0 
x 808 30 -345 0 
x 595 -923 -784 0 
x -70 483 340 0 
x -830 -708 155 0 
x 496 -93 570 0 
x 501 -525 850 0 
x -28 400 534 0 
x 380 684 -108 0 
x 668 846 179 0 
x 696 -391 143 0 
x 562 -204 -643 0 
x -767 -627 757 0 
x 722 413 556 0 
x -234 -616 -439 0 
x 66 904 -670 0 
x -324 313 -804 0 
x 780 -398 249 0 
x 698 438 -960 0 
x 785 203 -7 0 
x -736 254 437 0 
x 601 690 -247 0 
x -172 -101 -368 0 
x -824 -956 719 0 
x 11 620 505 0 
x -723 -289 -51 0 
x 341 -51 -142 0 
x -381 623 112 0 
x -597 279 431 0 
x -270 804 509 0 
x -39 347 779 0 
