p cnf 1000 500
x -226 -712 999 0 
x -962 -269 -282 0 
x -696 -631 -976 0 
x 930 -464 962 0 
x -169 60 -906 0 
x 570 -781 761 0 
x 741 -299 267 0 
x -842 90 895 0 
x -384 -188 -863 0 
x -542 782 250 0 
x 682 -670 -499 0 
x -687 629 -129 0 
x -311 334 -993 0 
x -211 158 -225 0 
x 203 709 759 0 
x 195 825 -740 0 
x 165 250 -910 0 
x -563 845 748 0 
x 678 -927 -135 0 
x 484 -223 441 0 
x 10 -255 -741 0 
x 539 -125 -927 0 
x 997 -350 811 0 
x -837 196 -966 0 
x 576 -730 -327 0 
x -43 1000 -488 0 
x -664 -71 252 0 
x -915 12 192 0 
x -642 250 639 0 
x -906 651 -671 0 
x -200 -749 -736 0 
x 955 266 854 0 
x -552 516 -847 0 
x -772 130 -601 0 
x 702 906 697 0 
x -326 799 182 0 
x 591 -52 773 0 
x 481 -160 594 0 
x 179 -126 215 0 
x -101 -192 -519 0 
x -68 323 729 0 
x -133 674 212 0 
x -526 132 -89 0 
x -328 134 -893 0 
x 602 399 -191 0 
x 219 -98 -141 0 
x 68 -968 -241 0 
x 808 555 -538 0 
x -334 134 56 0 
x -717 -463 412 0 
x -798 -131 -559 0 
x -592 7 -198 0 
x -596 170 257 0 
x -585 308 954 0 
x -971 690 -21 0 
x -933 518 334 0 
x 4 206 41 0 
x 273 942 850 0 
x 241 573 -230 0 
x 754 417 -521 0 
x -616 676 -138 0 
x 667 -86 607 0 
x -297 -237 35 0 
x 952 500 510 0 
x -340 649 307 0 
x -747 911 -12 0 
x -423 -20 968 0 
x 135 -112 202 0 
x -713 -937 413 0 
x 261 124 142 0 
x 47 -219 185 0 
x 596 752 595 0 
x -778 -466 27 0 
x -333 -436 277 0 
x -308 735 -51 0 
x -25 -971 -521 0 
x -897 102 -3 0 
x -367 297 797 0 
x 605 -273 10 0 
x -228 -34 -440 0 
x 291 63 -855 0 
x -908 -765 789 0 
x 467 -188 643 0 
x -820 466 -530 0 
x -631 693 -268 0 
x -782 -455 -8 0 
x -596 350 410 0 
x -248 -448 -434 0 
x -549 -94 500 0 
x 293 221 -194 0 
x 207 -806 -404 0 
x 16 346 -700 0 
x -137 675 -970 0 
x 575 388 237 0 
x 537 -844 455 0 
x -912 -971 -721 0 
x 477 634 -760 0 
x -501 -42 757 0 
x -90 76 -366 0 
x -867 -134 626 0 
x 245 -356 929 0 
x -15 206 680 0 
x -351 619 -467 0 
x -344 757 -23 0 
x -455 -655 -850 0 
x 548 373 485 0 
x -322 -325 947 0 
x 521 -806 -83 0 
x 97 785 291 0 
x -348 689 -483 0 
x -630 -201 750 0 
x 545 -392 926 0 
x 884 -993 -816 0 
x 943 -275 -352 0 
x -687 -940 65 0 
x 263 281 -754 0 
x -293 -835 -885 0 
x 909 -738 400 0 
x -93 417 655 0 
x -863 286 70 0 
x -704 845 664 0 
x 182 518 -215 0 
x -22 -239 -761 0 
x -82 -890 -497 0 
x -977 -752 818 0 
x -920 157 372 0 
x 583 630 -846 0 
x -119 -830 -537 0 
x -301 904 -996 0 
x -15 145 189 0 
x -706 -435 946 0 
x 515 -617 -296 0 
x 475 -847 -106 0 
x -320 207 119 0 
x -536 -6 809 0 
x 373 -329 -35 0 
x -832 849 299 0 
x -770 -954 64 0 
x 300 822 63 0 
x -148 1000 463 0 
x -272 -33 703 0 
x 54 447 921 0 
x 411 870 593 0 
x 386 -674 426 0 
x -790 807 -371 0 
x -962 -812 -809 0 
x 44 -638 432 0 
x -281 -305 518 0 
x -911 631 -671 0 
x -21 507 921 0 
x -238 201 -524 0 
x -681 599 897 0 
x 380 -882 551 0 
x -981 -92 736 0 
x 616 743 -813 0 
x 780 -595 -302 0 
x -992 -745 731 0 
x 758 -501 -194 0 
x 230 631 695 0 
x 688 -435 -761 0 
x 306 37 466 0 
x 46 -989 886 0 
x 139 -653 -707 0 
x -656 -699 979 0 
x 358 1000 -147 0 
x 166 -236 -790 0 
x -607 -135 -626 0 
x 811 227 -654 0 
x 964 -308 -124 0 
x 87 10 -992 0 
x -138 -512 -18 0 
x -434 -455 958 0 
x -581 262 592 0 
x -825 -49 454 0 
x 812 -620 -668 0 
x -351 -724 -454 0 
x 433 -785 365 0 
x -517 38 245 0 
x -447 67 963 0 
x 536 183 -230 0 
x 636 -348 -579 0 
x -21 653 572 0 
x 230 845 -31 0 
x -93 366 584 0 
x -988 -803 -627 0 
x 94 342 -978 0 
x 415 -105 6 0 
x -873 -341 362 0 
x -893 -617 -481 0 
x -349 -131 721 0 
x -125 432 -727 0 
x -712 -987 79 0 
x -983 437 909 0 
x 551 567 782 0 
x -380 812 -874 0 
x -748 734 591 0 
x 417 -476 -681 0 
x 525 614 -960 0 
x 925 186 -520 0 
x 397 -895 803 0 
x -416 -373 -737 0 
x 467 -108 -68 0 
x -910 594 481 0 
x 422 -959 327 0 
x 961 -361 -328 0 
x -28 -533 726 0 
x 992 411 181 0 
x -546 950 -802 0 
x -366 -482 485 0 
x 838 -950 -317 0 
x 963 573 -87 0 
x 405 -412 -116 0 
x 113 -217 -522 0 
x -743 689 -896 0 
x 320 758 -455 0 
x -431 -189 -281 0 
x 882 277 49 0 
x -875 207 299 0 
x -913 583 90 0 
x -537 933 -92 0 
x -484 473 -356 0 
x -567 -856 -229 0 
x -721 -823 -58 0 
x 460 -971 -457 0 
x 535 -194 -84 0 
x 24 -918 154 0 
x -183 -699 -91 0 
x -24 966 992 0 
x 21 -217 76 0 
x -262 450 -695 0 
x 51 915 128 0 
x 276 -66 905 0 
x 484 -909 -256 0 
x -702 -876 -186 0 
x 675 911 230 0 
x 204 187 -459 0 
x -890 233 -656 0 
x 300 -272 302 0 
x -276 904 -960 0 
x -974 -128 887 0 
x 96 -800 -164 0 
x 139 483 246 0 
x 257 -8 -763 0 
x 21 209 794 0 
x 680 -332 -23 0 
x -661 470 -432 0 
x 276 974 -330 0 
x -413 -645 845 0 
x -518 806 558 0 
x 952 -788 -665 0 
x 707 -781 785 0 
x 10 945 809 0 
x 77 -607 -866 0 
x -230 -378 -735 0 
x 836 621 824 0 
x 954 -143 -53 0 
x 397 -295 66 0 
x -809 -125 -22 0 
x -566 477 -422 0 
x -489 -558 416 0 
x -1 228 -110 0 
x -858 -438 828 0 
x -78 4 -224 0 
x -49 292 975 0 
x 773 -741 880 0 
x 757 831 -910 0 
x -566 -26 -178 0 
x -468 403 -446 0 
x -495 23 888 0 
x 743 935 671 0 
x -879 171 -219 0 
x 210 -780 682 0 
x 277 -543 650 0 
x 489 -381 -322 0 
x -17 -425 -713 0 
x 115 798 170 0 
x -583 360 7 0 
x 329 749 142 0 
x 955 -400 22 0 
x 908 -905 467 0 
x 336 224 217 0 
x -479 931 755 0 
x -738 181 109 0 
x 416 -941 -553 0 
x 747 -895 240 0 
x 138 703 234 0 
x 616 597 -550 0 
x -142 -124 -917 0 
x -870 -158 39 0 
x 842 695 -302 0 
x -772 545 -957 0 
x 772 -747 -194 0 
x 853 -590 -303 0 
x -408 755 400 0 
x 913 820 34 0 
x 439 853 488 0 
x 982 -673 -210 0 
x 861 27 -929 0 
x 393 401 -72 0 
x 776 673 -377 0 
x -694 804 659 0 
x -773 -909 -730 0 
x 468 -816 223 0 
x 12 536 -927 0 
x 838 278 -142 0 
x -506 -564 468 0 
x -286 -816 352 0 
x -376 137 142 0 
x -33 416 -35 0 
x 961 -799 605 0 
x -12 347 -839 0 
x -572 751 364 0 
x 880 260 87 0 
x 794 919 -577 0 
x -928 608 -577 0 
x 837 -642 253 0 
x 60 525 656 0 
x -936 165 -12 0 
x -728 126 398 0 
x -584 565 -237 0 
x 177 -994 -65 0 
x 26 591 554 0 
x -359 974 983 0 
x -841 586 -912 0 
x -640 -112 352 0 
x 709 -217 605 0 
x -160 698 -825 0 
x -761 -404 532 0 
x -817 -872 16 0 
x 27 468 827 0 
x -747 -300 -55 0 
x -147 -280 708 0 
x 582 -147 763 0 
x 560 -381 -557 0 
x 757 748 721 0 
x 64 89 -792 0 
x -321 473 -935 0 
x 632 -109 816 0 
x 595 354 53 0 
x -331 528 -191 0 
x -729 18 -157 0 
x 276 -921 307 0 
x -809 271 -613 0 
x -693 -137 -832 0 
x 976 -424 -5 0 
x -659 439 778 0 
x 464 546 -718 0 
x -222 896 -628 0 
x 870 -241 648 0 
x -498 722 349 0 
x 424 117 774 0 
x 391 901 387 0 
x -176 -95 -282 0 
x 111 189 -724 0 
x 690 624 -670 0 
x 78 -101 471 0 
x -482 -453 -985 0 
x -750 818 -963 0 
x 480 -92 -189 0 
x -614 -919 250 0 
x -515 774 -388 0 
x -575 -357 -51 0 
x 692 910 -434 0 
x -67 903 -133 0 
x 849 -580 807 0 
x -656 294 -209 0 
x -466 122 -105 0 
x -328 67 -354 0 
x -515 -888 863 0 
x 757 -760 275 0 
x -41 -462 580 0 
x -804 -463 768 0 
x -800 -124 -555 0 
x 610 242 538 0 
x -629 397 165 0 
x -471 934 -59 0 
x 166 -223 -841 0 
x -40 102 160 0 
x -948 737 464 0 
x -815 -495 152 0 
x 694 -340 -573 0 
x -726 818 46 0 
x 611 315 -329 0 
x -320 -884 -953 0 
x -789 844 764 0 
x 412 -359 -838 0 
x 209 -548 -851 0 
x -36 942 190 0 
x 86 -556 -9 0 
x 599 -678 901 0 
x 907 835 -796 0 
x -347 -916 -308 0 
x -383 295 -572 0 
x -530 906 -272 0 
x -346 614 850 0 
x -428 -63 -598 0 
x -614 -654 151 0 
x -89 967 45 0 
x 92 -438 237 0 
x -80 317 -456 0 
x 114 614 -127 0 
x 853 397 -550 0 
x 767 841 -42 0 
x 488 -654 -203 0 
x -406 -786 -501 0 
x 322 404 -793 0 
x 135 -94 602 0 
x -872 649 855 0 
x -86 400 -190 0 
x -629 167 -571 0 
x -923 510 -997 0 
x -705 851 -889 0 
x -803 478 -487 0 
x 979 -709 439 0 
x -457 471 273 0 
x 244 -569 -68 0 
x -124 820 -549 0 
x -651 854 -758 0 
x -723 623 -596 0 
x 422 -325 461 0 
x -253 -5 599 0 
x -173 -327 50 0 
x -759 -308 -536 0 
x -328 -204 -226 0 
x 511 784 -754 0 
x -202 -719 949 0 
x -806 -285 -987 0 
x 366 -267 980 0 
x 586 222 762 0 
x 134 146 584 0 
x 564 386 266 0 
x -659 -462 -790 0 
x 629 296 -735 0 
x 283 252 630 0 
x 77 -974 468 0 
x -911 -288 -420 0 
x 860 834 681 0 
x -270 -323 348 0 
x 923 225 -807 0 
x 714 -996 263 0 
x 267 519 -28 0 
x -111 285 -576 0 
x -828 13 856 0 
x 677 737 -395 0 
x 20 935 -327 0 
x 34 -715 782 0 
x 7 -123 -469 0 
x -915 539 996 0 
x 254 -305 208 0 
x -347 -730 710 0 
x -524 956 -700 0 
x -914 60 -547 0 
x 904 -809 226 0 
x 847 -994 -153 0 
x 969 -926 121 0 
x -948 -617 828 0 
x 625 -520 -679 0 
x -573 -20 876 0 
x -746 117 312 0 
x 626 -465 -766 0 
x 32 446 991 0 
x 818 -49 523 0 
x 75 -519 506 0 
x 495 -606 -469 0 
x -953 -470 -436 0 
x -580 -537 -918 0 
x -19 -996 541 0 
x -793 -765 270 0 
x 695 830 246 0 
x 623 -156 -532 0 
x -157 -728 -946 0 
x -796 -180 401 0 
x 375 390 165 0 
x 698 -536 92 0 
x -150 -337 -697 0 
x -755 109 -386 0 
x -551 -138 -277 0 
x 743 334 102 0 
x 952 674 -508 0 
x -229 422 -139 0 
x 717 -528 -540 0 
x 568 65 817 0 
x 833 221 -202 0 
x -788 558 836 0 
x 510 -795 539 0 
x -412 970 580 0 
x 25 839 -764 0 
x 590 67 -378 0 
x -267 -105 913 0 
x 159 -395 21 0 
x 441 882 984 0 
x 990 -522 -442 0 
x 25 -278 -66 0 
x 292 -415 736 0 
x 906 -935 757 0 
x -640 -611 723 0 
x 917 -749 -371 0 
x -6 -708 -129 0 
x -620 -111 -399 0 
x 458 697 -653 0 
