p cnf 1000 300
x 374 61 -989 0 
x -213 -835 477 0 
x 416 72 79 0 
x -889 819 724 0 
x -697 300 -770 0 
x -8 37 -62 0 
x -193 155 -156 0 
x -217 -178 278 0 
x 73 -553 -980 0 
x 255 -797 206 0 
x -726 -703 -900 0 
x 271 -242 -374 0 
x -119 -110 616 0 
x -82 118 -212 0 
x 519 -543 984 0 
x -669 -521 789 0 
x -108 841 -76 0 
x -452 -301 468 0 
x 512 507 -20 0 
x -414 -416 930 0 
x -122 -657 -835 0 
x 326 878 985 0 
x 480 -707 486 0 
x 112 712 -241 0 
x -298 -467 724 0 
x -851 -371 -408 0 
x -783 -310 -362 0 
x 916 133 -482 0 
x 709 740 923 0 
x -843 58 -126 0 
x -234 333 -713 0 
x 476 -933 -327 0 
x -216 -691 -957 0 
x -980 -801 115 0 
x -844 718 628 0 
x -959 263 102 0 
x -279 600 -403 0 
x -282 362 527 0 
x 837 600 -690 0 
x 240 -384 -441 0 
x -638 -739 306 0 
x 475 797 -235 0 
x 580 -657 659 0 
x 691 -739 -548 0 
x 303 -461 851 0 
x -193 181 301 0 
x -156 132 679 0 
x -171 846 723 0 
x 78 -528 -228 0 
x -608 167 736 0 
x 326 744 378 0 
x 54 -735 85 0 
x -121 -501 539 0 
x 369 118 547 0 
x -61 906 -241 0 
x -796 -85 -426 0 
x 395 -445 -108 0 
x 622 -412 -195 0 
x -707 -93 204 0 
x -303 877 966 0 
x 840 -317 -732 0 
x -784 102 490 0 
x 234 -558 -503 0 
x -826 -225 89 0 
x -403 -411 111 0 
x 298 608 -479 0 
x -795 -815 -624 0 
x 868 705 -687 0 
x 37 -277 422 0 
x 352 -574 -93 0 
x 579 550 -73 0 
x -665 979 330 0 
x 167 -440 218 0 
x -280 -618 551 0 
x 602 -980 284 0 
x -840 -768 167 0 
x 775 400 276 0 
x -618 -496 678 0 
x 399 196 -78 0 
x -922 29 83 0 
x 18 -318 248 0 
x -405 -29 832 0 
x -52 471 829 0 
x -35 -947 806 0 
x 56 -690 3 0 
x 921 823 722 0 
x 338 -572 -280 0 
x -7 899 549 0 
x -45 -452 92 0 
x -124 -928 640 0 
x 781 144 886 0 
x -449 -882 385 0 
x 626 -97 -230 0 
x -577 496 -571 0 
x 389 -112 -239 0 
x -653 -956 824 0 
x 411 -207 738 0 
x 123 -800 269 0 
x -477 -983 -496 0 
x -423 389 955 0 
x -368 201 842 0 
x 559 -225 158 0 
x -504 754 -480 0 
x 330 101 919 0 
x 581 -894 751 0 
x -641 434 -71 0 
x 180 995 -625 0 
x -419 -8 24 0 
x -997 -492 -952 0 
x -545 -587 562 0 
x -361 765 -559 0 
x -627 815 97 0 
x -205 -811 -407 0 
x 706 329 -307 0 
x 196 950 991 0 
x 339 -85 -273 0 
x -36 -671 -396 0 
x -908 -957 528 0 
x -70 715 661 0 
x -889 783 661 0 
x 19 646 -794 0 
x -160 165 766 0 
x -191 217 -572 0 
x 723 -893 508 0 
x 682 743 -286 0 
x -263 192 -346 0 
x -974 620 -684 0 
x 112 931 -578 0 
x -1000 -840 -930 0 
x -12 -78 116 0 
x 7 140 -313 0 
x 123 -273 507 0 
x 499 831 -902 0 
x 61 739 160 0 
x -277 -706 -815 0 
x 734 -915 218 0 
x 926 330 168 0 
x -518 -826 706 0 
x -321 -883 -601 0 
x 753 570 214 0 
x -33 -438 885 0 
