p cnf 1000 800
x -823 -527 645 0 
x -563 140 -86 0 
x -110 -534 988 0 
x 958 -622 -444 0 
x 949 -622 713 0 
x -990 579 38 0 
x -353 -852 417 0 
x 79 -325 304 0 
x 74 -479 727 0 
x 316 -420 -216 0 
x -537 -223 112 0 
x 648 -443 111 0 
x 59 990 71 0 
x 97 -306 -291 0 
x 572 867 520 0 
x 895 490 998 0 
x 688 574 -163 0 
x 539 -64 349 0 
x 669 -925 839 0 
x 81 -275 523 0 
x -775 -590 387 0 
x -95 -10 -124 0 
x 40 -385 -870 0 
x -982 304 -604 0 
x -895 -867 351 0 
x -569 -781 -171 0 
x -829 436 126 0 
x 347 -15 449 0 
x -135 310 865 0 
x 347 -579 176 0 
x -162 998 762 0 
x -419 -423 -484 0 
x 276 -860 814 0 
x 894 -457 604 0 
x 596 -550 854 0 
x -552 -681 131 0 
x -643 -669 -210 0 
x 783 912 -991 0 
x 731 -436 753 0 
x -372 -651 -482 0 
x 202 -279 544 0 
x -214 -475 602 0 
x 95 -667 -265 0 
x -336 -524 -259 0 
x 780 -192 -534 0 
x 799 952 -776 0 
x -583 602 639 0 
x -303 843 761 0 
x 243 394 976 0 
x -226 -543 677 0 
x 152 -902 965 0 
x 895 -90 -981 0 
x -816 347 -638 0 
x -972 -646 133 0 
x 417 173 -133 0 
x 572 -889 34 0 
x 869 -695 285 0 
x 901 -23 812 0 
x 171 753 900 0 
x -670 717 239 0 
x 362 -140 -218 0 
x 967 -42 -489 0 
x 131 55 409 0 
x -632 -344 581 0 
x 216 234 -374 0 
x -116 34 705 0 
x -152 -141 761 0 
x -55 -818 -982 0 
x 220 623 59 0 
x 169 -251 -960 0 
x -591 5 -842 0 
x 960 -33 285 0 
x -792 17 570 0 
x -331 937 -177 0 
x -461 -426 -977 0 
x -236 -22 -526 0 
x 194 771 -935 0 
x 905 -382 244 0 
x -769 710 -927 0 
x -346 97 498 0 
x -903 995 531 0 
x -366 648 982 0 
x -834 -116 608 0 
x -326 300 99 0 
x -232 271 171 0 
x -905 -246 -494 0 
x -86 -902 663 0 
x -945 927 -713 0 
x -9 254 -532 0 
x 85 -697 172 0 
x 249 534 713 0 
x 862 399 539 0 
x -15 -599 -67 0 
x -505 607 271 0 
x 582 17 811 0 
x -754 540 -281 0 
x -882 -859 -740 0 
x 460 905 -854 0 
x -813 -141 -797 0 
x 526 228 -488 0 
x -72 -784 -15 0 
x 237 -609 -248 0 
x -853 -154 -919 0 
x 49 -938 -201 0 
x -885 -182 466 0 
x -425 669 -893 0 
x 761 648 860 0 
x 286 -962 805 0 
x 963 328 -206 0 
x 955 154 -253 0 
x 853 -998 216 0 
x -124 371 -459 0 
x 90 -679 863 0 
x 936 317 3 0 
x -40 829 -739 0 
x -508 702 -131 0 
x -419 8 512 0 
x -595 -688 378 0 
x -702 -870 571 0 
x 699 -427 750 0 
x -972 -702 25 0 
x -929 204 -300 0 
x 299 795 -239 0 
x -291 748 316 0 
x -476 -15 -92 0 
x 790 24 165 0 
x 336 43 -871 0 
x -33 -942 831 0 
x -511 298 -547 0 
x 873 24 891 0 
x -344 -139 -637 0 
x -912 -298 -649 0 
x 398 339 -93 0 
x 466 -396 -317 0 
x 466 681 589 0 
x 535 -367 807 0 
x -542 785 288 0 
x -639 -823 -150 0 
x 839 -938 473 0 
x -754 -829 148 0 
x 235 -807 -17 0 
x 693 -436 -955 0 
x -454 -705 841 0 
x 756 -140 274 0 
x -588 -307 762 0 
x 998 -595 -879 0 
x -810 -969 191 0 
x 394 563 -577 0 
x -355 -99 819 0 
x 144 -810 -987 0 
x 625 -825 999 0 
x 897 923 -346 0 
x -870 22 -149 0 
x 689 -697 515 0 
x -748 -684 839 0 
x -418 -986 102 0 
x 214 -517 -765 0 
x 674 -775 715 0 
x 841 465 615 0 
x 648 825 -518 0 
x 226 -498 -149 0 
x 69 454 -174 0 
x 848 -385 221 0 
x -840 325 500 0 
x 352 348 416 0 
x 957 247 23 0 
x 714 168 533 0 
x -567 -803 396 0 
x -804 -168 -271 0 
x 400 282 421 0 
x 457 -575 -772 0 
x -791 -616 962 0 
x 754 -623 314 0 
x -971 311 -485 0 
x 517 -379 461 0 
x 762 57 124 0 
x -640 710 556 0 
x -954 -387 968 0 
x 655 -47 11 0 
x 349 -326 911 0 
x -440 738 789 0 
x -646 120 -559 0 
x 623 -712 -232 0 
x -639 -772 194 0 
x 808 122 677 0 
x -635 -135 12 0 
x -132 828 -688 0 
x -508 -469 -62 0 
x -933 -771 552 0 
x -129 -974 397 0 
x -716 136 226 0 
x 841 185 -125 0 
x 779 670 -138 0 
x 338 162 595 0 
x -737 360 -115 0 
x -853 926 911 0 
x 848 855 494 0 
x 804 -33 -970 0 
x -234 -783 911 0 
x -686 -427 -611 0 
x -435 48 247 0 
x -168 398 773 0 
x -848 451 -179 0 
x 696 314 -460 0 
x 289 512 628 0 
x 219 270 -222 0 
x 112 615 -988 0 
x -634 -867 346 0 
x -258 260 -47 0 
x 555 112 -988 0 
x -881 939 -249 0 
x -600 642 665 0 
x 758 -923 336 0 
x -228 910 936 0 
x -290 700 -442 0 
x 974 -170 -363 0 
x -198 -981 -377 0 
x 98 -836 -451 0 
x -7 -354 -617 0 
x 558 -129 482 0 
x -566 25 735 0 
x 256 935 -659 0 
x -428 -790 737 0 
x 670 -943 186 0 
x 643 373 775 0 
x 839 -750 548 0 
x 92 143 -729 0 
x 761 -206 -934 0 
x -572 199 -399 0 
x -894 -355 921 0 
x 937 -884 -453 0 
x 947 -37 -334 0 
x 996 -755 334 0 
x 792 871 -118 0 
x 422 -221 -994 0 
x -755 -518 -426 0 
x 534 -442 895 0 
x -541 821 250 0 
x 411 217 668 0 
x -505 -905 -938 0 
x 678 508 -998 0 
x 790 450 78 0 
x -499 98 -123 0 
x -890 420 -898 0 
x -846 -847 -166 0 
x -242 963 -671 0 
x 698 324 138 0 
x -914 639 -866 0 
x -108 -250 920 0 
x -819 -891 -141 0 
x 663 276 261 0 
x 800 -35 339 0 
x -587 251 -132 0 
x 331 -801 -781 0 
x -340 -941 -330 0 
x -944 -917 236 0 
x -611 109 -749 0 
x 865 -465 488 0 
x 937 -138 -790 0 
x 876 983 -756 0 
x 624 -283 -727 0 
x 967 174 915 0 
x 775 -55 506 0 
x 64 -355 135 0 
x 69 865 126 0 
x -947 -613 980 0 
x -33 420 851 0 
x -414 624 -574 0 
x -964 -109 -422 0 
x -337 623 207 0 
x -321 892 143 0 
x 9 -403 933 0 
x 283 521 -609 0 
x -321 369 75 0 
x 545 86 -205 0 
x -614 655 -874 0 
x -903 -218 -160 0 
x -538 -137 743 0 
x -296 -263 -918 0 
x 815 -655 702 0 
x 535 40 682 0 
x -876 -841 865 0 
x 879 -657 958 0 
x -272 132 -479 0 
x -950 982 -370 0 
x -897 -165 607 0 
x 368 -782 -808 0 
x 237 532 658 0 
x -230 -723 916 0 
x -697 480 -9 0 
x -467 296 -189 0 
x -560 -736 872 0 
x -219 -626 858 0 
x -24 -945 941 0 
x 939 655 634 0 
x 959 478 828 0 
x -93 -342 -147 0 
x 284 -899 -40 0 
x -250 277 136 0 
x -548 -202 579 0 
x -625 -713 448 0 
x -831 501 988 0 
x -302 -695 131 0 
x 214 -211 41 0 
x -725 742 243 0 
x -923 507 -379 0 
x -914 144 -528 0 
x 700 -100 347 0 
x 835 -444 426 0 
