p cnf 1000 300
x 142 43 -408 0 
x 469 -351 474 0 
x -990 -256 -284 0 
x -967 457 -848 0 
x -280 279 544 0 
x 89 -643 951 0 
x 595 212 577 0 
x 260 840 97 0 
x 252 -134 850 0 
x -743 459 -487 0 
x 761 -715 -121 0 
x -815 -648 -378 0 
x 677 535 337 0 
x -447 -722 849 0 
x 677 10 -209 0 
x 898 -748 855 0 
x -427 -191 -23 0 
x 606 -765 -605 0 
x -281 515 749 0 
x 924 77 29 0 
x 410 511 449 0 
x -372 -939 -418 0 
x 962 132 -321 0 
x 252 810 979 0 
x 417 648 893 0 
x 174 946 -22 0 
x -264 -246 -334 0 
x 618 -379 400 0 
x 71 480 606 0 
x -522 808 -133 0 
x -15 841 -947 0 
x -222 820 -348 0 
x -802 -772 397 0 
x 121 -829 -92 0 
x -213 604 -294 0 
x -302 474 876 0 
x -180 902 -590 0 
x 367 -533 -687 0 
x 960 290 -816 0 
x 804 -18 47 0 
x -545 -49 829 0 
x -425 -205 250 0 
x -623 547 221 0 
x 186 689 621 0 
x 165 -694 702 0 
x -580 707 -368 0 
x -893 -722 203 0 
x 721 -959 27 0 
x -217 -4 -8 0 
x 733 -183 506 0 
x -943 192 -225 0 
x 871 41 346 0 
x -59 347 -170 0 
x -63 243 -440 0 
x 994 945 217 0 
x 745 790 301 0 
x -38 -208 812 0 
x -746 -245 -530 0 
x -331 274 -263 0 
x -213 -559 -338 0 
x 79 -151 -769 0 
x 59 783 61 0 
x -96 -922 -306 0 
x 427 202 -917 0 
x -730 634 -144 0 
x 484 136 839 0 
x -837 512 -742 0 
x 620 -178 252 0 
x -31 -457 -113 0 
x 452 -662 -975 0 
x -251 697 279 0 
x 198 -32 -296 0 
x 941 191 -483 0 
x 569 -576 -468 0 
x -355 -817 507 0 
x -311 -856 531 0 
x -901 834 786 0 
x -212 -654 443 0 
x -356 -936 -34 0 
x -119 -581 156 0 
x -207 811 789 0 
x -275 279 -41 0 
x -615 -974 -157 0 
x 865 764 100 0 
x 319 957 -438 0 
x 254 -351 -826 0 
x -600 -909 -703 0 
x -142 923 -331 0 
x -556 -809 888 0 
x -654 -468 -986 0 
x -597 -703 -158 0 
x -230 -504 -366 0 
x -724 -520 -99 0 
x 928 795 930 0 
x 426 -385 -655 0 
x -889 -615 776 0 
x -823 992 630 0 
x -34 548 -871 0 
x 865 -48 589 0 
x -132 940 176 0 
x -928 -853 905 0 
x -661 -324 -743 0 
x 958 150 237 0 
x 732 -797 -850 0 
x 193 19 -528 0 
x 145 -588 -163 0 
x 418 -42 132 0 
x 125 -911 -949 0 
x -736 -469 466 0 
x -357 -394 -259 0 
x -706 536 297 0 
x -119 843 -856 0 
x 911 871 -690 0 
x 481 -5 -754 0 
x -1 406 -647 0 
x -216 -508 -496 0 
x -684 603 675 0 
x 689 -100 865 0 
x 62 -624 547 0 
x -812 496 461 0 
x -866 643 -534 0 
x 371 934 94 0 
x 609 -294 800 0 
x 574 -355 -521 0 
x 856 -510 -902 0 
x 594 816 -123 0 
x 654 -427 -333 0 
x -70 -766 755 0 
x 754 105 6 0 
x -777 313 -227 0 
x -338 -429 -892 0 
x 710 -831 -19 0 
x 694 889 468 0 
x -368 -901 -252 0 
x 140 359 -597 0 
x 634 -927 -298 0 
x 509 -917 918 0 
x -685 666 -462 0 
x 694 -435 -437 0 
x 895 -746 -176 0 
x 807 -358 -887 0 
x 642 -985 840 0 
x -747 993 -623 0 
x 981 -854 -691 0 
x -689 -243 993 0 
x 666 277 571 0 
x -135 841 257 0 
x -687 -263 -924 0 
x 356 -59 860 0 
x -532 919 -510 0 
x -397 452 882 0 
x -965 212 414 0 
x 718 385 765 0 
x 27 -23 832 0 
x -832 380 -875 0 
x 256 442 277 0 
x 274 -483 277 0 
x 909 601 -168 0 
x 653 -13 597 0 
x 938 991 -441 0 
x 181 -851 -184 0 
x 974 -702 514 0 
x 522 825 -709 0 
x -370 -731 -802 0 
x -456 -945 434 0 
x 953 927 -405 0 
x 786 441 1 0 
x 284 -906 788 0 
x 186 -996 622 0 
x 890 -774 -220 0 
x -913 25 798 0 
x -713 677 -483 0 
x 337 -978 -388 0 
x 207 -92 -392 0 
x -720 -237 795 0 
x -686 408 663 0 
x -241 -499 674 0 
x 963 -288 -618 0 
x -748 68 -431 0 
x -602 339 -509 0 
x -588 535 -822 0 
x 181 837 -666 0 
x -609 -395 103 0 
x 225 350 -763 0 
x 47 -413 390 0 
x 107 397 165 0 
x 46 956 -3 0 
x 783 789 953 0 
x 330 468 460 0 
x -64 75 150 0 
x 328 -490 991 0 
x 232 695 -388 0 
x -176 -347 487 0 
x -722 -606 189 0 
x 993 -746 -526 0 
x -318 522 192 0 
x 132 -790 -830 0 
x -360 497 -927 0 
x 275 466 618 0 
x 250 -959 88 0 
x -774 -776 -449 0 
x -53 851 290 0 
x -646 607 -450 0 
x -317 56 469 0 
x -840 639 -238 0 
x -279 788 -811 0 
x 326 602 -131 0 
x 121 -296 415 0 
x -73 424 661 0 
x -685 178 813 0 
x -567 -472 976 0 
x -792 -786 555 0 
x -867 -926 603 0 
x 703 599 601 0 
x -61 379 686 0 
x 798 22 -192 0 
x -50 136 464 0 
x 376 -205 -247 0 
x -158 -274 -576 0 
x -624 7 104 0 
x -195 737 797 0 
x 301 359 -899 0 
x -912 924 -120 0 
x -632 31 987 0 
x -574 345 366 0 
x 664 777 360 0 
x 778 454 -433 0 
x 626 -341 -515 0 
x -457 -137 -602 0 
x 101 -437 -635 0 
x -32 691 742 0 
x -685 -229 732 0 
x -859 692 980 0 
x 43 113 717 0 
x 542 115 554 0 
x -563 -602 -839 0 
x -216 849 501 0 
x 785 -560 638 0 
x 997 951 833 0 
x 207 736 -751 0 
x -971 -412 125 0 
x 614 800 522 0 
x 932 912 826 0 
x -771 -896 -985 0 
x -22 -238 166 0 
x 480 576 759 0 
x -284 737 -635 0 
x -657 -160 300 0 
x -840 972 -720 0 
x 664 -712 277 0 
x 215 636 -648 0 
x 991 -351 -116 0 
x -207 -644 -364 0 
x 208 371 -492 0 
x -500 -57 202 0 
x -10 -125 186 0 
x -347 -287 557 0 
x 85 -800 383 0 
x -731 88 -530 0 
x -88 -428 315 0 
x -487 -375 583 0 
x 174 -998 417 0 
