p cnf 1000 300
x -256 -116 -109 0 
x 264 -18 676 0 
x -801 144 848 0 
x 54 210 -559 0 
x 93 -103 833 0 
x -118 -883 186 0 
x 537 857 -20 0 
x 203 564 372 0 
x -794 -583 -115 0 
x -24 -549 907 0 
x -966 -444 -312 0 
x -215 200 -2 0 
x -508 329 -535 0 
x 663 -83 -748 0 
x -676 -913 -826 0 
x -591 540 -363 0 
x -898 202 -1 0 
x -662 -630 343 0 
x -858 864 562 0 
x 624 722 648 0 
x 126 -16 600 0 
x -575 285 -898 0 
x -291 -226 427 0 
x 580 698 -658 0 
x -87 -445 265 0 
x 846 51 -755 0 
x 188 -387 -697 0 
x 731 -55 10 0 
x -902 657 -91 0 
x -271 -928 635 0 
x 636 500 -900 0 
x -749 -300 121 0 
x 569 -255 43 0 
x -912 504 -550 0 
x -577 849 535 0 
x 38 -439 -40 0 
x -404 -755 463 0 
x 567 555 -862 0 
x -66 -655 -589 0 
x 440 -8 -613 0 
x 10 255 -533 0 
x 666 -130 154 0 
x 244 -164 -367 0 
x 809 -519 -568 0 
x 121 517 -551 0 
x -292 -730 533 0 
x -362 -157 -835 0 
x 914 709 -10 0 
x 371 -771 -93 0 
x 819 -603 182 0 
x 42 351 742 0 
x -123 -680 -200 0 
x -823 525 289 0 
x 413 -564 25 0 
x -21 -126 634 0 
x -474 -564 -411 0 
x 378 447 412 0 
x 493 785 -941 0 
x -958 -751 208 0 
x 422 -474 -499 0 
x 309 -719 894 0 
x -861 -859 -843 0 
x -74 -756 364 0 
x -255 -65 -319 0 
x 727 -712 -326 0 
x -40 580 -430 0 
x 393 -430 -12 0 
x 685 -432 -734 0 
x 597 403 760 0 
x -29 -284 -355 0 
x 337 970 -80 0 
x 353 355 426 0 
x 386 -385 -99 0 
x 61 -978 -907 0 
x -433 563 -603 0 
x -549 -396 -614 0 
x 556 872 -306 0 
x -555 -368 -47 0 
x 268 331 -701 0 
x -988 293 451 0 
x 718 894 248 0 
x 604 921 879 0 
x 179 -823 -782 0 
x 844 -551 306 0 
x -801 547 -389 0 
x -142 -484 -796 0 
x -428 -338 -852 0 
x 914 492 819 0 
x -433 -546 -679 0 
x 513 625 570 0 
x -183 -751 617 0 
x -526 438 165 0 
x -568 -436 -726 0 
x 12 448 456 0 
x -281 -783 630 0 
x -544 -5 895 0 
x 713 680 -978 0 
