p cnf 1000 700
x -779 928 -243 0 
x -533 -815 -957 0 
x -699 509 51 0 
x 844 5 702 0 
x -492 -571 -6 0 
x -547 630 789 0 
x -631 300 -337 0 
x 953 700 682 0 
x 382 -965 -192 0 
x -633 451 530 0 
x -539 501 -701 0 
x 114 12 -421 0 
x -822 -880 726 0 
x 457 -576 951 0 
x -110 772 -899 0 
x 792 87 -145 0 
x -844 922 -5 0 
x 698 301 -75 0 
x -146 -801 839 0 
x -487 -343 -377 0 
x -659 -800 361 0 
x -677 -762 -46 0 
x -496 976 436 0 
x -984 -208 81 0 
x 449 564 -987 0 
x 52 -589 844 0 
x -603 -868 8 0 
x -213 -144 717 0 
x 649 -783 239 0 
x -277 170 553 0 
x 669 505 725 0 
x 518 366 1 0 
x 660 640 -697 0 
x 805 -30 -181 0 
x -799 -846 276 0 
x -27 681 -687 0 
x -123 272 76 0 
x -461 -387 442 0 
x 388 -991 772 0 
x 922 102 -763 0 
x -29 381 -682 0 
x 797 -159 -640 0 
x 987 -366 -263 0 
x -560 -533 -500 0 
x 502 -450 82 0 
x -76 -736 -805 0 
x -865 875 -154 0 
x -231 522 -220 0 
x -77 339 368 0 
x -917 534 139 0 
x 837 -67 -460 0 
x 714 -720 -663 0 
x 74 -785 517 0 
x -569 699 -139 0 
x 834 -320 233 0 
x 422 349 -369 0 
x 459 -798 -527 0 
x 91 851 -942 0 
x 734 88 -413 0 
x -207 96 560 0 
x -46 -677 -335 0 
x 368 -308 146 0 
x -255 -766 -900 0 
x 358 593 287 0 
x 961 -117 735 0 
x -214 836 128 0 
x -289 -106 897 0 
x -903 577 -138 0 
x -437 -304 272 0 
x 538 -688 480 0 
x 706 890 -573 0 
x -520 -472 -835 0 
x 93 -279 808 0 
x -412 -476 769 0 
x -45 180 -721 0 
x -363 519 859 0 
x -458 162 274 0 
x 60 -839 84 0 
x -647 340 981 0 
x 107 -295 260 0 
x -91 -304 192 0 
x 168 -524 -464 0 
x -38 -360 709 0 
x 527 -896 -57 0 
x -810 678 -55 0 
x 702 -654 384 0 
x -84 -745 -497 0 
x 915 -146 -599 0 
x -974 313 692 0 
x 818 92 397 0 
x 425 -105 910 0 
x 647 658 -97 0 
x 70 -437 -620 0 
x -248 -907 555 0 
x -620 -256 -76 0 
x 478 82 32 0 
x 798 735 867 0 
x -114 -640 -736 0 
x 567 -81 773 0 
x -821 -18 -26 0 
x 644 -296 -277 0 
x 635 498 888 0 
x -752 -275 -943 0 
x 830 -398 808 0 
x 699 -154 -879 0 
x -600 -536 -289 0 
x -980 832 821 0 
x -985 -407 839 0 
x 100 -211 857 0 
x -852 -391 -367 0 
x -210 -994 309 0 
x 43 619 474 0 
x -862 -493 -722 0 
x -535 -301 973 0 
x 899 -500 -233 0 
x -312 -675 705 0 
x -675 -513 223 0 
x 103 -890 380 0 
x 878 354 599 0 
x 863 466 -807 0 
x 311 -684 785 0 
x -160 632 -27 0 
x -546 -91 50 0 
x 649 3 268 0 
x -458 215 407 0 
x 535 -515 751 0 
x 376 -805 -109 0 
x -4 -281 -376 0 
x 855 -615 -519 0 
x 595 628 -599 0 
x 466 -445 36 0 
x 887 697 533 0 
x 676 510 -864 0 
x -617 -35 691 0 
x 176 -160 -179 0 
x 914 -524 405 0 
x -773 957 568 0 
x -620 -794 713 0 
x 133 -495 21 0 
x -330 -938 -829 0 
x 588 339 507 0 
x 291 698 -604 0 
x 258 159 452 0 
x -621 952 426 0 
x -329 762 678 0 
x 644 726 -652 0 
x 750 -505 911 0 
x -793 -5 -253 0 
x -544 865 637 0 
x -877 -219 784 0 
x 652 -549 -974 0 
x -178 640 715 0 
x 358 291 797 0 
x -394 922 427 0 
x -411 52 449 0 
x -377 -654 -277 0 
x -86 -771 -974 0 
x -272 -350 941 0 
x -891 -496 -670 0 
x -173 815 755 0 
x 596 937 -134 0 
x 935 683 -694 0 
x 346 696 616 0 
x -837 775 -743 0 
x -7 -331 -323 0 
x 509 850 -50 0 
x 666 242 -365 0 
x -27 257 474 0 
x -274 -600 724 0 
x -798 -228 -411 0 
x 374 946 -651 0 
x -702 545 -944 0 
x 29 -887 157 0 
x 917 645 750 0 
x 100 805 881 0 
x 790 837 -367 0 
x 145 999 -319 0 
x 953 -284 33 0 
x 564 461 43 0 
x 314 -680 -369 0 
x 180 -445 758 0 
x -842 -378 -634 0 
x 219 -686 462 0 
x 984 -741 -418 0 
x -112 -28 74 0 
x -732 -629 -374 0 
x -483 -535 560 0 
x -336 -811 812 0 
x -716 -908 -951 0 
x 682 803 49 0 
x -246 -140 -947 0 
x 579 813 184 0 
x 261 -401 807 0 
x -315 -340 903 0 
x 252 341 707 0 
x 222 651 -506 0 
x 728 662 -505 0 
x -806 481 -83 0 
x -181 -939 74 0 
x 728 -182 -920 0 
x -392 108 -40 0 
x 868 885 -619 0 
x 161 -907 -305 0 
x 896 697 -166 0 
x 918 286 -636 0 
x -419 825 470 0 
x 872 -922 418 0 
x 663 154 -836 0 
x -861 49 614 0 
x 721 -400 -369 0 
x -787 718 337 0 
x -323 -775 98 0 
x -422 380 916 0 
x -289 730 -149 0 
x -188 -507 862 0 
x 968 827 -144 0 
x -529 -146 -263 0 
x -553 -586 -175 0 
x -370 -698 -36 0 
x -806 34 552 0 
x 18 231 77 0 
x -729 -132 -222 0 
x -107 -970 997 0 
x -342 918 824 0 
x 323 293 -722 0 
x -509 816 -311 0 
x 814 449 349 0 
x -596 -755 -318 0 
x 498 798 -840 0 
x 612 -253 -81 0 
x 118 768 -944 0 
x 350 18 632 0 
x 443 -298 490 0 
x 268 910 -215 0 
x 449 -145 761 0 
x 538 -32 -967 0 
x -804 956 -693 0 
x 622 529 384 0 
x -996 403 763 0 
x 801 342 786 0 
x 313 -439 -115 0 
x 786 -993 -915 0 
x 150 -973 77 0 
x 998 -430 650 0 
x 984 -774 -998 0 
x -506 191 -968 0 
x 13 -93 236 0 
x 687 -494 403 0 
x -19 828 -6 0 
x -499 -337 265 0 
x -511 -419 -534 0 
x -842 -87 816 0 
x -130 937 -935 0 
x 980 -5 349 0 
x -507 632 -43 0 
x 416 835 807 0 
x 948 -878 866 0 
x -250 -209 -378 0 
x -575 672 438 0 
x 300 -181 -703 0 
x 434 575 -721 0 
x 964 859 -612 0 
x -478 -456 948 0 
x -139 187 814 0 
x -90 61 -742 0 
x 790 -866 -493 0 
x -428 -558 466 0 
x -199 712 689 0 
x 600 256 -880 0 
x 913 -289 -882 0 
x -468 300 -753 0 
x -653 195 -492 0 
x 668 -359 748 0 
x -740 293 296 0 
x 468 -856 -385 0 
x -676 -469 538 0 
x -442 183 474 0 
x -130 -589 777 0 
x 307 -840 831 0 
x -468 -712 536 0 
x -365 -493 976 0 
x 194 -641 805 0 
x -400 51 790 0 
x 40 -484 250 0 
x -63 525 -599 0 
x -97 440 -176 0 
x -917 -866 49 0 
x 50 -801 430 0 
x -638 379 686 0 
x 701 724 537 0 
x 765 -85 935 0 
x -128 -880 485 0 
x -278 477 -657 0 
x 652 -994 -770 0 
x 446 250 737 0 
x 392 -771 -629 0 
x 66 688 -489 0 
x -585 787 666 0 
x -462 -336 375 0 
x -352 -96 -602 0 
x 790 -364 549 0 
x 277 -651 -950 0 
x -701 385 680 0 
x 686 409 596 0 
x -143 766 -370 0 
x -962 146 -826 0 
x -326 -221 905 0 
x 27 -83 -564 0 
x 643 37 -483 0 
x -26 649 -237 0 
x 25 876 172 0 
x -946 4 -306 0 
x -785 -344 878 0 
x -778 153 -884 0 
x -187 54 -700 0 
x 939 -895 -981 0 
x 581 606 -561 0 
x 579 -323 584 0 
x 83 773 468 0 
x 503 331 754 0 
x 237 -408 287 0 
x 156 -204 165 0 
x -183 -807 919 0 
x -111 -93 -776 0 
x -356 815 940 0 
x 432 -417 704 0 
x -561 -495 -980 0 
x -371 130 759 0 
x -969 -963 860 0 
x 490 -2 755 0 
x -731 -809 -134 0 
x -817 -433 -336 0 
x -212 694 -208 0 
x -368 577 980 0 
x 524 280 -333 0 
x -585 613 906 0 
x 459 -312 -43 0 
x 447 763 400 0 
x -96 -669 765 0 
x -887 71 -996 0 
x 953 -674 -481 0 
x 922 -789 -966 0 
x 984 -436 968 0 
x 750 988 -291 0 
x 440 -534 -740 0 
x -353 463 428 0 
x 365 -851 807 0 
x 928 691 947 0 
x 892 382 56 0 
x 542 -969 -260 0 
x 944 900 164 0 
x -3 546 -296 0 
x -334 -84 -909 0 
x 845 -743 183 0 
x 693 -616 -738 0 
x -287 -526 1000 0 
x 295 -160 -312 0 
x 342 -554 -329 0 
x -284 438 -287 0 
x -622 859 -819 0 
x 225 19 949 0 
x 970 397 -622 0 
x 646 -997 773 0 
x 146 494 719 0 
x 936 -280 -924 0 
x 613 298 901 0 
x 949 913 -909 0 
x -946 -632 6 0 
x 289 -223 492 0 
x 923 -663 -632 0 
x 153 -745 -770 0 
x 419 169 -397 0 
x 819 779 -755 0 
x -202 938 -274 0 
x 579 769 514 0 
x -148 -558 278 0 
x 50 34 723 0 
x -917 728 -525 0 
x 214 271 -321 0 
x 870 -176 -268 0 
x 76 537 752 0 
x 623 120 -205 0 
x 546 -233 949 0 
x 372 385 710 0 
x -903 54 -891 0 
x 461 450 946 0 
x 566 51 -726 0 
x 492 -674 -69 0 
x -45 -44 -49 0 
x -964 56 601 0 
x -774 132 -615 0 
x 366 474 -344 0 
x -688 -610 -367 0 
x 353 -108 614 0 
x 969 -329 -833 0 
x -258 793 190 0 
x -63 -428 733 0 
x 861 -58 609 0 
x 97 -210 293 0 
x 600 -673 314 0 
x 90 -182 -728 0 
x 381 -446 -340 0 
x 717 -634 694 0 
x 766 -650 -480 0 
x -15 -553 -143 0 
x -27 -30 -756 0 
x -239 334 35 0 
x -162 914 -613 0 
x -236 29 -343 0 
x -821 501 892 0 
x -8 -62 -526 0 
x 541 657 912 0 
x -659 -396 -641 0 
x -442 -703 -876 0 
x -383 53 -224 0 
x 846 360 -621 0 
x 979 -449 262 0 
